Gene	TypeV	ZT
AT1G43800	Variable	ZT14
AT4G10270	Variable	ZT14
AT2G24940	Variable	ZT14
AT4G19112	Variable	ZT14
AT2G41240	Variable	ZT14
AT3G02550	Variable	ZT14
AT1G07901	Variable	ZT14
ATCG00070	Variable	ZT14
AT1G55010	Variable	ZT14
AT4G31940	Variable	ZT14
AT3G18217	Variable	ZT14
AT4G33560	Variable	ZT14
AT5G04150	Variable	ZT14
AT2G14247	Variable	ZT14
AT1G25472	Variable	ZT14
AT4G22505	Variable	ZT14
AT1G77120	Variable	ZT14
AT5G45428	Variable	ZT14
AT5G27889	Variable	ZT14
AT1G13609	Variable	ZT14
AT1G25470	Variable	ZT14
AT5G07840	Variable	ZT14
AT4G27450	Variable	ZT14
AT5G47990	Variable	ZT14
AT3G13857	Variable	ZT14
AT5G15120	Variable	ZT14
AT4G12490	Variable	ZT14
AT5G03545	Variable	ZT14
AT4G22520	Variable	ZT14
AT1G47400	Variable	ZT14
AT5G13220	Variable	ZT14
AT3G56980	Variable	ZT14
AT2G16005	Variable	ZT14
AT1G31258	Variable	ZT14
AT5G58570	Variable	ZT14
AT3G18000	Variable	ZT14
AT3G56970	Variable	ZT14
AT5G09672	Variable	ZT14
AT5G45430	Variable	ZT14
ATCG00350	Variable	ZT14
ATCG00340	Variable	ZT14
AT4G35770	Variable	ZT14
AT3G20395	Variable	ZT14
AT2G36854	Variable	ZT14
AT4G22485	Variable	ZT14
AT4G22517	Variable	ZT14
AT5G48000	Variable	ZT14
AT4G12550	Variable	ZT14
AT1G01580	Variable	ZT14
AT4G39675	Variable	ZT14
AT4G22513	Variable	ZT14
AT1G47395	Variable	ZT14
AT4G22490	Variable	ZT14
AT5G10380	Variable	ZT14
AT1G14960	Variable	ZT14
ATCG00330	Variable	ZT14
AT3G44006	Variable	ZT14
AT4G22510	Variable	ZT14
AT1G53885	Variable	ZT14
AT1G52060	Variable	ZT14
AT2G01520	Variable	ZT14
AT5G48010	Variable	ZT14
AT2G43018	Variable	ZT14
AT5G51720	Variable	ZT14
AT5G38930	Variable	ZT14
ATCG00270	Variable	ZT14
AT5G53450	Variable	ZT14
ATCG01060	Variable	ZT14
AT1G52070	Variable	ZT14
AT4G22230	Variable	ZT14
AT4G08555	Variable	ZT14
AT3G28220	Variable	ZT14
AT5G08760	Variable	ZT14
AT3G14981	Variable	ZT14
ATCG01020	Variable	ZT14
ATCG00905	Variable	ZT14
ATCG00580	Variable	ZT14
AT2G16060	Variable	ZT14
AT1G72900	Variable	ZT14
AT5G09670	Variable	ZT14
AT4G19690	Variable	ZT14
AT1G66800	Variable	ZT14
ATCG00730	Variable	ZT14
AT3G12820	Variable	ZT14
AT2G36030	Variable	ZT14
AT3G05727	Variable	ZT14
AT3G29250	Variable	ZT14
AT5G37990	Variable	ZT14
AT5G47240	Variable	ZT14
ATCG00280	Variable	ZT14
AT5G24780	Variable	ZT14
AT3G60420	Variable	ZT14
AT4G33610	Variable	ZT14
AT2G23540	Variable	ZT14
AT4G12545	Variable	ZT14
AT4G27410	Variable	ZT14
ATCG00540	Variable	ZT14
AT5G64110	Variable	ZT14
AT2G19590	Variable	ZT14
AT5G01600	Variable	ZT14
AT4G28940	Variable	ZT14
AT1G02850	Variable	ZT14
AT5G26260	Variable	ZT14
ATCG00120	Variable	ZT14
AT5G48485	Variable	ZT14
AT5G09480	Variable	ZT14
AT1G72416	Variable	ZT14
AT3G47340	Variable	ZT14
AT5G05600	Variable	ZT14
AT3G22231	Variable	ZT14
AT3G27220	Variable	ZT14
AT1G77760	Variable	ZT14
AT3G06390	Variable	ZT14
AT5G56080	Variable	ZT14
AT1G75040	Variable	ZT14
AT1G55990	Variable	ZT14
AT5G59330	Variable	ZT14
AT5G37690	Variable	ZT14
AT4G20390	Variable	ZT14
AT4G36850	Variable	ZT14
AT4G02380	Variable	ZT14
AT2G30766	Variable	ZT14
AT1G65490	Variable	ZT14
ATMG00020	Variable	ZT14
AT5G54370	Variable	ZT14
AT1G73330	Variable	ZT14
AT5G02690	Variable	ZT14
AT3G25820	Variable	ZT14
AT3G25760	Variable	ZT14
AT3G22235	Variable	ZT14
AT2G38170	Variable	ZT14
AT4G12480	Variable	ZT14
AT3G18290	Variable	ZT14
AT1G05340	Variable	ZT14
AT3G48450	Variable	ZT14
AT2G46600	Variable	ZT14
AT2G43535	Variable	ZT14
AT4G01870	Variable	ZT14
ATCG00720	Variable	ZT14
AT4G38080	Variable	ZT14
AT1G49860	Variable	ZT14
AT3G20380	Variable	ZT14
ATCG00840	Variable	ZT14
AT4G30270	Variable	ZT14
AT1G60960	Variable	ZT14
AT1G13420	Variable	ZT14
AT3G14620	Variable	ZT14
AT3G46700	Variable	ZT14
AT2G47200	Variable	ZT14
AT1G19020	Variable	ZT14
ATCG00680	Variable	ZT14
AT1G02920	Variable	ZT14
AT4G21870	Variable	ZT14
AT1G74670	Variable	ZT14
AT3G58550	Variable	ZT14
AT3G22060	Variable	ZT14
AT4G30140	Variable	ZT14
AT1G70850	Variable	ZT14
AT1G66280	Variable	ZT14
AT2G40205	Variable	ZT14
AT4G22870	Variable	ZT14
AT1G67148	Variable	ZT14
AT1G19180	Variable	ZT14
AT5G05250	Variable	ZT14
AT2G18370	Variable	ZT14
AT5G38940	Variable	ZT14
AT1G23020	Variable	ZT14
AT2G05510	Variable	ZT14
AT5G13740	Variable	ZT14
AT3G45070	Variable	ZT14
AT2G05380	Variable	ZT14
AT2G35380	Variable	ZT14
AT5G58860	Variable	ZT14
AT5G26270	Variable	ZT14
AT1G32640	Variable	ZT14
AT2G32150	Variable	ZT14
ATMG01390	Variable	ZT14
ATCG00710	Variable	ZT14
AT3G52790	Variable	ZT14
AT5G09530	Variable	ZT14
AT4G15490	Variable	ZT14
AT5G63160	Variable	ZT14
AT2G41990	Variable	ZT14
AT5G09520	Variable	ZT14
AT4G15390	Variable	ZT14
AT2G29340	Variable	ZT14
AT3G02470	Variable	ZT14
AT1G14120	Variable	ZT14
AT5G67370	Variable	ZT14
AT2G38750	Variable	ZT14
AT3G13435	Variable	ZT14
AT4G22460	Variable	ZT14
AT1G37130	Variable	ZT14
ATCG00490	Variable	ZT14
AT3G06070	Variable	ZT14
AT5G38020	Variable	ZT14
AT5G23020	Variable	ZT14
AT4G17500	Variable	ZT14
AT3G22121	Variable	ZT14
AT2G42540	Variable	ZT14
AT4G29030	Variable	ZT14
AT4G11320	Variable	ZT14
AT5G48070	Variable	ZT14
AT2G02930	Variable	ZT14
AT1G66270	Variable	ZT14
AT5G14780	Variable	ZT14
AT5G06870	Variable	ZT14
AT3G16670	Variable	ZT14
AT1G47600	Variable	ZT14
AT5G43450	Variable	ZT14
AT3G28740	Variable	ZT14
AT2G07732	Variable	ZT14
AT2G01530	Variable	ZT14
AT1G13590	Variable	ZT14
AT1G74460	Variable	ZT14
AT1G02930	Variable	ZT14
AT2G42530	Variable	ZT14
AT3G05890	Variable	ZT14
AT2G34430	Variable	ZT14
AT5G04238	Variable	ZT14
AT1G16400	Variable	ZT14
AT5G64120	Variable	ZT14
AT2G47880	Variable	ZT14
AT5G19240	Variable	ZT14
AT3G01420	Variable	ZT14
AT2G22510	Variable	ZT14
AT3G28270	Variable	ZT14
AT5G62360	Variable	ZT14
AT2G42750	Variable	ZT14
AT1G62500	Variable	ZT14
AT1G27020	Variable	ZT14
AT3G25930	Variable	ZT14
AT4G17215	Variable	ZT14
ATCG00020	Variable	ZT14
AT5G23830	Variable	ZT14
AT4G33420	Variable	ZT14
AT2G48140	Variable	ZT14
AT1G08115	Variable	ZT14
AT5G50562	Variable	ZT14
AT3G20370	Variable	ZT14
AT5G24770	Variable	ZT14
AT5G15960	Variable	ZT14
