Gene	effect.size_ZT18	p.value_ZT18	q.value_ZT18	Mean_ZT18	CV2_ZT18	TechNoise_ZT18	BioVar_ZT18
AT2G42540	6.844073563	0	0	16.42857143	6.89019049	0.046116927	7.223103674
AT4G12490	1.57472032	0	0	11.21428571	1.640703165	0.065982844	4.636079473
AT2G14247	1.502602047	0	0	160.2857143	1.510372802	0.007770754	7.60263435
AT5G09672	1.401209362	0	0	7.428571429	1.499089668	0.097880306	3.936924257
AT1G13609	1.363738747	0	0	75.85714286	1.376383477	0.01264473	6.766202454
AT5G45428	1.34828515	0	0	26.85714286	1.377811923	0.029526773	5.544211473
AT4G35770	1.208675437	0	0	37.57142857	1.230749213	0.022073776	5.801059543
AT2G41240	1.126913434	0	0	76.92857143	1.13942929	0.012515856	6.508410606
AT5G27889	1.081150724	0	0	16.92857143	1.126005722	0.044854998	4.649801615
AT2G04040	1.078957657	0	0	8.214285714	1.167799913	0.088842256	3.716403274
AT1G07901	1.076192674	0	0	9.285714286	1.155175239	0.078982565	3.870433701
AT3G13857	0.970696292	0	0	13.07142857	1.027786391	0.057090099	4.170156082
AT3G44006	0.957542892	0	0	10.14285714	1.030137488	0.072594596	3.826830942
AT4G19112	0.909006298	0	0	17.78571429	0.951863059	0.042856761	4.473159295
AT5G04150	0.867348935	0	0	17.42857143	0.911014409	0.043665474	4.382908973
AT4G26055	0.797433572	4.44E-16	7.69E-14	7	0.901098901	0.103665329	3.119751996
AT1G47400	0.778457525	0	0	106.1428571	0.788462061	0.010004536	6.300315144
AT5G51720	0.761983211	0	0	24.71428571	0.793776039	0.031792828	4.641958737
AT1G25472	0.746859748	4.54E-13	6.61E-11	6.071428571	0.865861059	0.119001311	2.86315807
AT3G56980	0.70467021	0	0	56.71428571	0.720438163	0.015767953	5.513807315
AT3G56970	0.692758941	0	0	48.64285714	0.710580533	0.017821592	5.317300047
AT5G44585	0.683662693	1.66E-10	1.86E-08	5.357142857	0.818078632	0.13441594	2.605535289
AT3G12900	0.667372368	0	0	16.07142857	0.714438746	0.047066379	3.92404156
AT2G24940	0.663712618	0	0	13.85714286	0.717757957	0.054045339	3.731255322
AT1G47395	0.649804115	0	0	175.2857143	0.657200124	0.00739601	6.473441807
AT3G02480	0.640127483	2.22E-16	3.89E-14	9.214285714	0.719696024	0.079568541	3.177117637
AT5G53450	0.638343294	0	0	182.9285714	0.645571997	0.007228703	6.480697319
AT5G42800	0.633686019	0	0	30.57142857	0.660037491	0.026351471	4.646592553
AT4G22880	0.598870536	0	0	24.92857143	0.630419227	0.031548692	4.320659448
AT5G54060	0.591775363	5.55E-16	9.50E-14	9.857142857	0.666375842	0.07460048	3.159079291
AT3G47340	0.544130329	2.04E-08	1.69E-06	5.5	0.675143039	0.13101271	2.36548641
AT4G30270	0.540083665	0	0	109	0.549914861	0.009831196	5.805697562
AT5G04790	0.503564204	2.22E-16	3.89E-14	12.42857143	0.563431812	0.059867608	3.234393498
AT1G43800	0.500047628	0	0	37.57142857	0.522121404	0.022073776	4.563979933
AT2G47880	0.495691426	0	0	14.85714286	0.546327378	0.050635952	3.431531735
ATCG01020	0.488097271	0	0	32.85714286	0.512851534	0.024754263	4.372792352
AT4G31940	0.456479721	0	0	102.7857143	0.466700246	0.010220525	5.512954996
AT5G03545	0.45482714	0	0	32.64285714	0.479721639	0.024894499	4.268298628
AT3G18000	0.454488081	0	0	17.14285714	0.498824786	0.044336705	3.49195969
ATCG00640	0.449344373	3.62E-09	3.49E-07	7.5	0.546324786	0.096980414	2.493993566
ATCG00070	0.446710544	0	0	17.35714286	0.490541753	0.04383121	3.484345531
AT5G50562	0.432343661	0	0	32.14285714	0.45757265	0.025228989	4.180846543
AT5G63160	0.421240742	0	0	64.71428571	0.435478726	0.014237984	4.934785425
AT5G56080	0.417734778	0	0	31.07142857	0.44371678	0.025982002	4.094054604
AT1G02850	0.415768929	0	0	43.21428571	0.435403214	0.019634285	4.470905067
AT4G22870	0.413624823	4.03E-10	4.43E-08	9.214285714	0.493193364	0.079568541	2.631883337
AT2G30766	0.409515075	0	0	275.7857143	0.415451823	0.005936749	6.128864317
AT5G47450	0.40535419	2.93E-07	2.08E-05	6.571428571	0.51555911	0.11020492	2.225949211
AT1G16515	0.396961527	3.57E-06	0.000200584	5.642857143	0.524743323	0.127781796	2.037929583
AT4G22230	0.392807062	9.68E-07	6.18E-05	6.285714286	0.507867133	0.115060071	2.142063844
AT3G20395	0.389204355	8.84E-08	6.71E-06	7.428571429	0.487084661	0.097880306	2.315082033
AT2G42530	0.383581603	1.51E-05	0.000750832	5.214285714	0.521587251	0.138005648	1.918181298
AT3G18290	0.381523526	0	0	76	0.394150863	0.012627337	4.964125639
AT1G22160	0.374132132	1.11E-13	1.66E-11	14.71428571	0.425226767	0.051094635	3.056988686
AT3G29590	0.364843861	6.85E-08	5.28E-06	8.142857143	0.454435684	0.089591823	2.342637158
AT2G37770	0.363343942	6.53E-07	4.39E-05	7.071428571	0.465996405	0.102652463	2.182550582
AT3G30720	0.363051057	0	0	20	0.401538462	0.038487404	3.383079911
AT1G52060	0.362187777	4.75E-14	7.40E-12	15.85714286	0.409844356	0.047656579	3.104328845
AT4G36670	0.359963561	4.66E-09	4.36E-07	9.642857143	0.43614646	0.076182899	2.517273584
AT5G17220	0.35251547	0	0	42.21428571	0.372534523	0.020019053	4.217928502
AT3G14981	0.349974894	5.65E-06	0.000306737	6.285714286	0.465034965	0.115060071	2.014951927
AT2G05540	0.348715336	0	0	62.14285714	0.363402136	0.0146868	4.628974881
AT3G22231	0.34737906	0	0	91.92857143	0.35840611	0.01102705	5.022476501
AT4G36850	0.341898142	0	0	55.21428571	0.358002322	0.01610418	4.474461833
AT4G33310	0.336807323	5.31E-11	6.11E-09	13.07142857	0.393897422	0.057090099	2.786507508
AT3G12820	0.321310449	1.98E-12	2.73E-10	16.07142857	0.368376828	0.047066379	2.96841355
AT5G67370	0.318722634	0	0	138.0714286	0.327197949	0.008475316	5.270752784
AT5G45430	0.31704298	0	0	48.28571429	0.334971303	0.017928323	4.223725082
AT4G02380	0.316889374	0	0	1309.642857	0.320816932	0.003927558	6.351973774
AT4G22505	0.316827645	0	0	31.57142857	0.342451881	0.025624235	3.740320416
AT1G77120	0.316809193	3.15E-11	3.82E-09	14.5	0.368608799	0.051799606	2.831077473
AT1G31690	0.314176431	1.13E-08	9.92E-07	10.85714286	0.382218197	0.068041767	2.489903958
AT5G02020	0.311182295	7.29E-07	4.82E-05	8.428571429	0.397852076	0.086669781	2.198631156
AT1G26250	0.308138213	2.21E-06	0.000126369	7.857142857	0.40086459	0.092726377	2.112063298
AT4G36570	0.307844819	3.08E-12	4.17E-10	16.71428571	0.353231399	0.04538658	2.960275916
AT4G22485	0.305934969	1.11E-16	2.01E-14	25.5	0.33685269	0.030917721	3.445611957
AT1G14960	0.299297407	1.63E-12	2.31E-10	17.85714286	0.341996308	0.042698901	3.001709914
AT1G16410	0.298189603	4.51E-09	4.27E-07	12.21428571	0.359048017	0.060858415	2.560648136
AT3G02040	0.296468867	2.03E-09	2.03E-07	12.85714286	0.354453941	0.057985074	2.611844685
AT1G64980	0.294538571	0	0	63.35714286	0.30900889	0.014470319	4.416479665
AT5G13740	0.293796346	0	0	77.35714286	0.306261652	0.012465306	4.618774503
