Gene	TypeV	ZT
AT3G02480	Variable	ZT10
AT5G66400	Variable	ZT10
AT4G19112	Variable	ZT10
AT5G48850	Variable	ZT10
AT5G45428	Variable	ZT10
AT5G18661	Variable	ZT10
AT4G19690	Variable	ZT10
ATCG00070	Variable	ZT10
AT2G42540	Variable	ZT10
AT2G43020	Variable	ZT10
AT4G22520	Variable	ZT10
AT5G26220	Variable	ZT10
AT3G49580	Variable	ZT10
AT2G41240	Variable	ZT10
AT3G22231	Variable	ZT10
ATCG00300	Variable	ZT10
AT2G42530	Variable	ZT10
AT4G22513	Variable	ZT10
AT1G25472	Variable	ZT10
AT5G59330	Variable	ZT10
AT4G39675	Variable	ZT10
AT4G22490	Variable	ZT10
AT2G43620	Variable	ZT10
AT4G22517	Variable	ZT10
AT1G77120	Variable	ZT10
AT3G50480	Variable	ZT10
AT1G61275	Variable	ZT10
AT3G05727	Variable	ZT10
AT4G37095	Variable	ZT10
AT4G22485	Variable	ZT10
AT2G16005	Variable	ZT10
AT3G49570	Variable	ZT10
AT4G22505	Variable	ZT10
AT1G31258	Variable	ZT10
AT1G55010	Variable	ZT10
AT5G09672	Variable	ZT10
AT3G18217	Variable	ZT10
AT3G18000	Variable	ZT10
AT5G45430	Variable	ZT10
AT3G56970	Variable	ZT10
AT5G64110	Variable	ZT10
AT1G65390	Variable	ZT10
AT5G58390	Variable	ZT10
AT1G53542	Variable	ZT10
AT4G22510	Variable	ZT10
AT5G20790	Variable	ZT10
AT1G43800	Variable	ZT10
AT3G22060	Variable	ZT10
AT1G08090	Variable	ZT10
AT3G56980	Variable	ZT10
AT5G03545	Variable	ZT10
AT1G65486	Variable	ZT10
AT4G26055	Variable	ZT10
AT5G47990	Variable	ZT10
AT5G09670	Variable	ZT10
AT2G16060	Variable	ZT10
AT1G27020	Variable	ZT10
AT4G36670	Variable	ZT10
AT5G44585	Variable	ZT10
AT5G42800	Variable	ZT10
AT2G05540	Variable	ZT10
AT5G24770	Variable	ZT10
AT5G48000	Variable	ZT10
AT1G15125	Variable	ZT10
AT1G08115	Variable	ZT10
AT5G38930	Variable	ZT10
AT2G36854	Variable	ZT10
ATCG01020	Variable	ZT10
AT4G10270	Variable	ZT10
AT1G13609	Variable	ZT10
AT4G30140	Variable	ZT10
AT4G22880	Variable	ZT10
AT2G14247	Variable	ZT10
AT5G44568	Variable	ZT10
AT1G29395	Variable	ZT10
AT4G22870	Variable	ZT10
AT1G47400	Variable	ZT10
AT5G08760	Variable	ZT10
AT3G13857	Variable	ZT10
AT1G26250	Variable	ZT10
AT5G03350	Variable	ZT10
AT4G12490	Variable	ZT10
AT3G15356	Variable	ZT10
AT3G02040	Variable	ZT10
AT5G56080	Variable	ZT10
AT3G48360	Variable	ZT10
AT5G20150	Variable	ZT10
AT5G15120	Variable	ZT10
AT2G41100	Variable	ZT10
AT5G55450	Variable	ZT10
AT4G11460	Variable	ZT10
AT5G54060	Variable	ZT10
AT5G17220	Variable	ZT10
AT4G33070	Variable	ZT10
AT3G29590	Variable	ZT10
AT2G19800	Variable	ZT10
AT2G24940	Variable	ZT10
AT1G47395	Variable	ZT10
AT4G15700	Variable	ZT10
AT5G64572	Variable	ZT10
AT3G47420	Variable	ZT10
AT3G16530	Variable	ZT10
AT5G15960	Variable	ZT10
AT5G64570	Variable	ZT10
AT5G40590	Variable	ZT10
AT1G65490	Variable	ZT10
AT5G46900	Variable	ZT10
AT3G53980	Variable	ZT10
AT5G42530	Variable	ZT10
AT1G14960	Variable	ZT10
AT5G54710	Variable	ZT10
AT5G48010	Variable	ZT10
AT5G04238	Variable	ZT10
AT5G15970	Variable	ZT10
AT1G31690	Variable	ZT10
AT4G21870	Variable	ZT10
AT3G17790	Variable	ZT10
AT5G46890	Variable	ZT10
AT4G13493	Variable	ZT10
AT2G01520	Variable	ZT10
AT2G39510	Variable	ZT10
AT2G05380	Variable	ZT10
AT5G52310	Variable	ZT10
AT3G22121	Variable	ZT10
AT1G78830	Variable	ZT10
AT1G62510	Variable	ZT10
AT1G68600	Variable	ZT10
AT2G28630	Variable	ZT10
AT1G56650	Variable	ZT10
AT1G52100	Variable	ZT10
AT5G04790	Variable	ZT10
AT5G64120	Variable	ZT10
AT5G38940	Variable	ZT10
AT1G19960	Variable	ZT10
AT1G75040	Variable	ZT10
AT2G32880	Variable	ZT10
AT5G24660	Variable	ZT10
AT1G13420	Variable	ZT10
AT5G59320	Variable	ZT10
AT3G57520	Variable	ZT10
AT5G19120	Variable	ZT10
AT5G08210	Variable	ZT10
AT1G74670	Variable	ZT10
AT5G53486	Variable	ZT10
AT2G40610	Variable	ZT10
AT3G23290	Variable	ZT10
AT2G30766	Variable	ZT10
AT2G47880	Variable	ZT10
AT1G52400	Variable	ZT10
AT3G15450	Variable	ZT10
AT4G14090	Variable	ZT10
AT2G32870	Variable	ZT10
AT1G51090	Variable	ZT10
AT1G19380	Variable	ZT10
AT4G17245	Variable	ZT10
AT1G49860	Variable	ZT10
AT1G02930	Variable	ZT10
AT3G30775	Variable	ZT10
AT4G30270	Variable	ZT10
AT2G39800	Variable	ZT10
AT2G35736	Variable	ZT10
AT1G02205	Variable	ZT10
AT3G08520	Variable	ZT10
AT3G29250	Variable	ZT10
AT1G14250	Variable	ZT10
AT1G22400	Variable	ZT10
AT4G11650	Variable	ZT10
AT5G48180	Variable	ZT10
AT4G33560	Variable	ZT10
AT3G16660	Variable	ZT10
AT2G19590	Variable	ZT10
AT4G12470	Variable	ZT10
AT3G49110	Variable	ZT10
AT5G48485	Variable	ZT10
AT3G08770	Variable	ZT10
AT5G20250	Variable	ZT10
AT5G25980	Variable	ZT10
AT1G76960	Variable	ZT10
AT5G53450	Variable	ZT10
AT5G23940	Variable	ZT10
AT3G27690	Variable	ZT10
AT1G66100	Variable	ZT10
AT1G51140	Variable	ZT10
AT2G21650	Variable	ZT10
AT1G06360	Variable	ZT10
ATCG00330	Variable	ZT10
AT3G51600	Variable	ZT10
AT2G43018	Variable	ZT10
AT1G65845	Variable	ZT10
AT4G29030	Variable	ZT10
AT5G07690	Variable	ZT10
AT1G54010	Variable	ZT10
AT2G43535	Variable	ZT10
AT1G78850	Variable	ZT10
AT3G22120	Variable	ZT10
AT4G21990	Variable	ZT10
AT1G48330	Variable	ZT10
AT5G51720	Variable	ZT10
ATCG00350	Variable	ZT10
AT4G12510	Variable	ZT10
AT1G52070	Variable	ZT10
AT1G78460	Variable	ZT10
ATCG00340	Variable	ZT10
AT4G12480	Variable	ZT10
AT1G13590	Variable	ZT10
AT1G67750	Variable	ZT10
AT5G26260	Variable	ZT10
AT1G26770	Variable	ZT10
AT1G70850	Variable	ZT10
AT1G73330	Variable	ZT10
AT5G61590	Variable	ZT10
AT3G54040	Variable	ZT10
AT2G40100	Variable	ZT10
AT3G45140	Variable	ZT10
AT3G05890	Variable	ZT10
AT4G22690	Variable	ZT10
AT1G02920	Variable	ZT10
AT2G05510	Variable	ZT10
AT5G65010	Variable	ZT10
AT3G53342	Variable	ZT10
AT4G12545	Variable	ZT10
AT5G53250	Variable	ZT10
AT4G01390	Variable	ZT10
AT2G45180	Variable	ZT10
AT2G05100	Variable	ZT10
AT2G30600	Variable	ZT10
AT5G14120	Variable	ZT10
AT5G37990	Variable	ZT10
AT1G31580	Variable	ZT10
AT4G04830	Variable	ZT10
ATCG00270	Variable	ZT10
AT1G32450	Variable	ZT10
AT1G75750	Variable	ZT10
AT1G36370	Variable	ZT10
AT4G23600	Variable	ZT10
AT4G26320	Variable	ZT10
AT3G16670	Variable	ZT10
AT5G47500	Variable	ZT10
AT5G44580	Variable	ZT10
AT5G63660	Variable	ZT10
AT1G44800	Variable	ZT10
AT1G21130	Variable	ZT10
AT3G21510	Variable	ZT10
AT2G24040	Variable	ZT10
AT1G55450	Variable	ZT10
AT1G08930	Variable	ZT10
AT5G14920	Variable	ZT10
AT3G24480	Variable	ZT10
AT4G30650	Variable	ZT10
AT2G38310	Variable	ZT10
AT2G42840	Variable	ZT10
AT5G09220	Variable	ZT10
AT3G15630	Variable	ZT10
AT1G29418	Variable	ZT10
AT1G66270	Variable	ZT10
AT3G03270	Variable	ZT10
AT1G62560	Variable	ZT10
AT4G33960	Variable	ZT10
AT3G02020	Variable	ZT10
AT2G05070	Variable	ZT10
AT4G39800	Variable	ZT10
AT1G16410	Variable	ZT10
AT1G33600	Variable	ZT10
AT5G13740	Variable	ZT10
ATCG00920	Variable	ZT10
ATMG01390	Variable	ZT10
AT5G64080	Variable	ZT10
AT3G02470	Variable	ZT10
AT4G16260	Variable	ZT10
AT5G36910	Variable	ZT10
AT1G59870	Variable	ZT10
AT2G33830	Variable	ZT10
AT2G06850	Variable	ZT10
AT3G20370	Variable	ZT10
AT1G62380	Variable	ZT10
AT1G33590	Variable	ZT10
AT2G38170	Variable	ZT10
AT2G05520	Variable	ZT10
AT5G44130	Variable	ZT10
AT1G03870	Variable	ZT10
AT2G26080	Variable	ZT10
AT3G05730	Variable	ZT10
AT3G25770	Variable	ZT10
AT2G02120	Variable	ZT10
ATCG00950	Variable	ZT10
AT4G11320	Variable	ZT10
AT2G27385	Variable	ZT10
AT4G15620	Variable	ZT10
AT1G72430	Variable	ZT10
AT3G17998	Variable	ZT10
AT2G23600	Variable	ZT10
AT1G62180	Variable	ZT10
AT1G70830	Variable	ZT10
AT1G78370	Variable	ZT10
AT3G19030	Variable	ZT10
AT2G34430	Variable	ZT10
AT5G23010	Variable	ZT10
AT1G76680	Variable	ZT10
AT1G68530	Variable	ZT10
AT3G16420	Variable	ZT10
AT2G40205	Variable	ZT10
AT5G63600	Variable	ZT10
AT4G38080	Variable	ZT10
AT5G17170	Variable	ZT10
AT4G38770	Variable	ZT10
AT3G61440	Variable	ZT10
AT5G15230	Variable	ZT10
AT4G25100	Variable	ZT10
AT1G07610	Variable	ZT10
AT3G15353	Variable	ZT10
AT3G01400	Stable	ZT10
AT3G26700	Stable	ZT10
AT1G21780	Stable	ZT10
AT1G01350	Stable	ZT10
AT4G14340	Stable	ZT10
AT4G16420	Stable	ZT10
AT4G25690	Stable	ZT10
AT3G19980	Stable	ZT10
AT1G68410	Stable	ZT10
AT1G55730	Stable	ZT10
AT1G26090	Stable	ZT10
AT1G67170	Stable	ZT10
AT1G55150	Stable	ZT10
AT2G32710	Stable	ZT10
AT4G27680	Stable	ZT10
AT4G25840	Stable	ZT10
AT5G19680	Stable	ZT10
AT5G54750	Stable	ZT10
AT1G49980	Stable	ZT10
AT1G54090	Stable	ZT10
AT1G69010	Stable	ZT10
AT1G48380	Stable	ZT10
AT3G08620	Stable	ZT10
AT5G56660	Stable	ZT10
AT2G45500	Stable	ZT10
AT4G01550	Stable	ZT10
AT4G15940	Stable	ZT10
AT3G07200	Stable	ZT10
AT4G33950	Stable	ZT10
AT1G76670	Stable	ZT10
AT1G34270	Stable	ZT10
AT2G20410	Stable	ZT10
AT1G80210	Stable	ZT10
AT1G02410	Stable	ZT10
AT1G73440	Stable	ZT10
AT3G54850	Stable	ZT10
AT1G05500	Stable	ZT10
AT5G59210	Stable	ZT10
AT5G50400	Stable	ZT10
AT5G12210	Stable	ZT10
AT3G47700	Stable	ZT10
AT4G23040	Stable	ZT10
AT4G31890	Stable	ZT10
AT1G66900	Stable	ZT10
AT1G29300	Stable	ZT10
AT1G13900	Stable	ZT10
AT2G47350	Stable	ZT10
AT1G04910	Stable	ZT10
AT4G20280	Stable	ZT10
AT1G79030	Stable	ZT10
AT3G22180	Stable	ZT10
AT5G55760	Stable	ZT10
AT1G14290	Stable	ZT10
AT5G10270	Stable	ZT10
AT4G17310	Stable	ZT10
AT4G24740	Stable	ZT10
AT5G65520	Stable	ZT10
AT1G32150	Stable	ZT10
AT1G06770	Stable	ZT10
AT4G32040	Stable	ZT10
AT5G18980	Stable	ZT10
AT5G58220	Stable	ZT10
AT5G63520	Stable	ZT10
AT3G45300	Stable	ZT10
AT1G03970	Stable	ZT10
AT3G26020	Stable	ZT10
AT5G65910	Stable	ZT10
AT2G39550	Stable	ZT10
AT2G45910	Stable	ZT10
AT5G50230	Stable	ZT10
AT1G08200	Stable	ZT10
AT5G06440	Stable	ZT10
AT3G62370	Stable	ZT10
AT3G07690	Stable	ZT10
AT2G31580	Stable	ZT10
AT4G11090	Stable	ZT10
AT4G26940	Stable	ZT10
AT4G32030	Stable	ZT10
AT1G19980	Stable	ZT10
AT2G03270	Stable	ZT10
AT2G45830	Stable	ZT10
AT4G16780	Stable	ZT10
AT5G22820	Stable	ZT10
AT1G13960	Stable	ZT10
AT5G47090	Stable	ZT10
AT5G58575	Stable	ZT10
AT1G14000	Stable	ZT10
AT5G13310	Stable	ZT10
AT1G05055	Stable	ZT10
AT2G03430	Stable	ZT10
AT1G19710	Stable	ZT10
AT5G24500	Stable	ZT10
AT1G80350	Stable	ZT10
AT3G12950	Stable	ZT10
AT4G12230	Stable	ZT10
AT5G56140	Stable	ZT10
AT1G11270	Stable	ZT10
AT1G33260	Stable	ZT10
AT2G45950	Stable	ZT10
AT3G21640	Stable	ZT10
AT3G03810	Stable	ZT10
AT4G19045	Stable	ZT10
AT5G54860	Stable	ZT10
AT4G18070	Stable	ZT10
AT1G01260	Stable	ZT10
AT4G32050	Stable	ZT10
AT3G58460	Stable	ZT10
AT1G48280	Stable	ZT10
AT3G57910	Stable	ZT10
AT4G04960	Stable	ZT10
AT5G37530	Stable	ZT10
AT2G13650	Stable	ZT10
AT5G03320	Stable	ZT10
AT1G13810	Stable	ZT10
AT1G28390	Stable	ZT10
AT1G75020	Stable	ZT10
AT2G44410	Stable	ZT10
AT1G27100	Stable	ZT10
AT5G29000	Stable	ZT10
AT4G12460	Stable	ZT10
AT5G44080	Stable	ZT10
AT1G64280	Stable	ZT10
AT5G49060	Stable	ZT10
AT3G12640	Stable	ZT10
AT1G12850	Stable	ZT10
AT1G75140	Stable	ZT10
AT2G30105	Stable	ZT10
AT5G15740	Stable	ZT10
AT1G17145	Stable	ZT10
AT4G26550	Stable	ZT10
AT4G37880	Stable	ZT10
AT5G26740	Stable	ZT10
AT5G19840	Stable	ZT10
AT4G38930	Stable	ZT10
AT5G16820	Stable	ZT10
AT4G14713	Stable	ZT10
AT4G19010	Stable	ZT10
AT4G00500	Stable	ZT10
AT4G31150	Stable	ZT10
AT5G58760	Stable	ZT10
AT1G16340	Stable	ZT10
AT3G10640	Stable	ZT10
AT5G18680	Stable	ZT10
AT5G27840	Stable	ZT10
AT1G75760	Stable	ZT10
AT3G49310	Stable	ZT10
AT4G01880	Stable	ZT10
AT3G50790	Stable	ZT10
AT3G55830	Stable	ZT10
AT1G33080	Stable	ZT10
AT1G36070	Stable	ZT10
AT5G54890	Stable	ZT10
AT2G17787	Stable	ZT10
AT1G68820	Stable	ZT10
AT1G10720	Stable	ZT10
AT5G47760	Stable	ZT10
AT1G05840	Stable	ZT10
AT1G65560	Stable	ZT10
AT4G12790	Stable	ZT10
AT1G22800	Stable	ZT10
AT3G30841	Stable	ZT10
AT3G62620	Stable	ZT10
AT3G28970	Stable	ZT10
AT1G75130	Stable	ZT10
AT5G50420	Stable	ZT10
AT5G20000	Stable	ZT10
AT3G56850	Stable	ZT10
AT3G49880	Stable	ZT10
AT1G10600	Stable	ZT10
AT4G00090	Stable	ZT10
AT2G21230	Stable	ZT10
AT3G59360	Stable	ZT10
AT4G33460	Stable	ZT10
AT4G17486	Stable	ZT10
AT5G45020	Stable	ZT10
AT3G49850	Stable	ZT10
AT4G11680	Stable	ZT10
AT2G32970	Stable	ZT10
AT4G15420	Stable	ZT10
AT4G27100	Stable	ZT10
AT5G18390	Stable	ZT10
AT3G04680	Stable	ZT10
AT4G00335	Stable	ZT10
AT1G49710	Stable	ZT10
AT3G20910	Stable	ZT10
AT1G03610	Stable	ZT10
AT4G30400	Stable	ZT10
AT3G20270	Stable	ZT10
AT2G19430	Stable	ZT10
AT3G53030	Stable	ZT10
AT1G47270	Stable	ZT10
AT3G47630	Stable	ZT10
AT1G14170	Stable	ZT10
AT2G03667	Stable	ZT10
AT2G28880	Stable	ZT10
AT3G14090	Stable	ZT10
AT5G13860	Stable	ZT10
AT5G58380	Stable	ZT10
AT1G16690	Stable	ZT10
AT2G38660	Stable	ZT10
AT2G46320	Stable	ZT10
AT5G13090	Stable	ZT10
AT1G31175	Stable	ZT10
AT1G19170	Stable	ZT10
AT5G12260	Stable	ZT10
AT5G19150	Stable	ZT10
AT3G10330	Stable	ZT10
AT2G19560	Stable	ZT10
AT1G55520	Stable	ZT10
AT1G69270	Stable	ZT10
AT3G57710	Stable	ZT10
AT5G63190	Stable	ZT10
AT4G35987	Stable	ZT10
AT3G17611	Stable	ZT10
AT1G69460	Stable	ZT10
AT3G45100	Stable	ZT10
AT3G02750	Stable	ZT10
AT1G19270	Stable	ZT10
AT1G32340	Stable	ZT10
AT5G04070	Stable	ZT10
AT1G29800	Stable	ZT10
AT3G12250	Stable	ZT10
AT4G22250	Stable	ZT10
AT5G20220	Stable	ZT10
AT3G47610	Stable	ZT10
AT1G73380	Stable	ZT10
AT5G63080	Stable	ZT10
AT3G11720	Stable	ZT10
AT5G49990	Stable	ZT10
AT3G01150	Stable	ZT10
AT1G56460	Stable	ZT10
AT1G68070	Stable	ZT10
AT3G21175	Stable	ZT10
AT1G14230	Stable	ZT10
AT5G55130	Stable	ZT10
AT4G08455	Stable	ZT10
AT5G54930	Stable	ZT10
AT5G06780	Stable	ZT10
AT2G03620	Stable	ZT10
AT5G51640	Stable	ZT10
AT2G41160	Stable	ZT10
AT2G01220	Stable	ZT10
AT1G67800	Stable	ZT10
AT3G59640	Stable	ZT10
AT5G08080	Stable	ZT10
AT2G19160	Stable	ZT10
AT2G28940	Stable	ZT10
AT3G10550	Stable	ZT10
AT2G18840	Stable	ZT10
AT2G33630	Stable	ZT10
AT1G01950	Stable	ZT10
AT2G24640	Stable	ZT10
AT3G55840	Stable	ZT10
AT4G14480	Stable	ZT10
AT4G29490	Stable	ZT10
AT2G26990	Stable	ZT10
AT2G23150	Stable	ZT10
AT3G52260	Stable	ZT10
AT3G58690	Stable	ZT10
AT5G14280	Stable	ZT10
AT1G03590	Stable	ZT10
AT1G47310	Stable	ZT10
AT5G64970	Stable	ZT10
AT2G46500	Stable	ZT10
AT1G03260	Stable	ZT10
AT1G68160	Stable	ZT10
AT4G10170	Stable	ZT10
AT4G26070	Stable	ZT10
AT4G37190	Stable	ZT10
AT5G63770	Stable	ZT10
AT3G56840	Stable	ZT10
AT4G36750	Stable	ZT10
AT3G16857	Stable	ZT10
AT1G19680	Stable	ZT10
AT4G27880	Stable	ZT10
AT2G36420	Stable	ZT10
AT3G17090	Stable	ZT10
AT4G34540	Stable	ZT10
AT5G55200	Stable	ZT10
AT4G24400	Stable	ZT10
AT1G50600	Stable	ZT10
AT4G34960	Stable	ZT10
AT1G11800	Stable	ZT10
AT5G35690	Stable	ZT10
AT1G01240	Stable	ZT10
AT2G30580	Stable	ZT10
AT4G35500	Stable	ZT10
AT1G69380	Stable	ZT10
AT5G09260	Stable	ZT10
AT5G20120	Stable	ZT10
AT1G73730	Stable	ZT10
AT3G13730	Stable	ZT10
