Gene	effect.size_ZT6	p.value_ZT6	q.value_ZT6	Mean_ZT6	CV2_ZT6	TechNoise_ZT6	BioVar_ZT6
AT3G02480	2.142661742	0	0	8.285714286	2.212750389	0.070088647	4.980516131
AT4G19112	1.446248684	0	0	7.785714286	1.520708565	0.074459881	4.352136578
AT1G13609	1.27239388	0	0	9.642857143	1.332902817	0.060508938	4.461279528
AT3G44006	1.186611502	0	0	5.214285714	1.29679403	0.110182527	3.556981987
AT2G14247	1.144525948	0	0	14.64285714	1.185063836	0.040537888	4.86955004
AT1G43800	1.051555526	0	0	5.428571429	1.15746857	0.105913044	3.450020828
AT1G77120	1.015359548	0	0	11.35714286	1.067040313	0.051680765	4.367843453
AT2G41100	0.892974097	0	0	33.28571429	0.911939945	0.018965848	5.587463034
AT3G18000	0.851888055	0	0	18.21428571	0.884873865	0.03298581	4.745554372
AT4G19690	0.840131926	0	0	14.07142857	0.882233899	0.042101973	4.389201446
AT5G45428	0.766068098	0	0	41.71428571	0.781610419	0.015542321	5.652175806
AT5G09672	0.755721648	0	0	8.071428571	0.827617367	0.071895718	3.524986157
AT1G61275	0.694957119	0	0	7.071428571	0.776733928	0.081776809	3.247656811
AT2G43620	0.691819299	2.38E-14	3.31E-12	5.785714286	0.791319335	0.099500035	2.991491068
AT4G22485	0.682777676	0	0	21.35714286	0.711206982	0.028429306	4.644818708
AT5G20790	0.680306211	0	0	20.64285714	0.709649254	0.029343043	4.59601573
AT1G47400	0.650227627	0	0	14.14285714	0.692127177	0.04189955	4.046030486
AT5G48850	0.648634258	0	0	8	0.721153846	0.072519588	3.313864428
AT4G22517	0.646779984	0	0	122.3571429	0.653411556	0.006631572	6.622497235
AT3G18217	0.638283939	0	0	12.64285714	0.68491469	0.046630751	3.876570745
AT1G31258	0.637102716	0	0	27.78571429	0.65942243	0.022319714	4.88481252
AT4G31940	0.625002814	2.22E-16	3.70E-14	7.5	0.702222222	0.077219408	3.184892252
AT2G30766	0.621423725	0	0	83.71428571	0.63018296	0.008759235	6.168822091
AT5G66400	0.608591661	0	0	14.07142857	0.650693634	0.042101973	3.950018689
AT1G25470	0.597055603	3.29E-14	4.54E-12	6.785714286	0.682190496	0.085134894	3.002352186
AT5G55450	0.582210981	0	0	27.92857143	0.604426872	0.022215891	4.765903907
ATCG00640	0.581650419	1.11E-16	1.96E-14	8.357142857	0.651157302	0.069506883	3.227778341
AT1G08090	0.580243035	0	0	16.42857143	0.616594445	0.03635141	4.08423866
