Gene	effect.size_ZT20	p.value_ZT20	q.value_ZT20	Mean_ZT20	CV2_ZT20	TechNoise_ZT20	BioVar_ZT20
AT1G43800	1.725637446	0	0	16.78571429	1.761005676	0.03536823	5.63780171
AT5G03545	1.532229703	0	0	46.92857143	1.547442126	0.015212423	6.668491666
AT1G07901	1.158155422	0	0	10.14285714	1.214075351	0.055919929	4.440351629
AT4G22513	1.116505823	0	0	178.4285714	1.123446124	0.006940301	7.338717077
AT4G22505	1.103306339	0	0	16.14285714	1.139924215	0.036617877	4.960245956
AT3G12900	1.08344796	0	0	14.28571429	1.124307692	0.040859733	4.782213341
AT3G44006	1.04592013	0	0	12.42857143	1.092289399	0.046369269	4.55804234
AT5G47990	1.03186496	0	0	20.5	1.061547614	0.029682653	5.160405217
AT1G61275	1.001728177	0	0	6.857142857	1.082532051	0.080803874	3.743841471
AT4G22490	0.932379289	0	0	158.7857143	0.939684782	0.007305493	7.007051436
AT2G16005	0.923949612	0	0	14.07142857	0.96537084	0.041421228	4.542641026
AT2G41240	0.91228007	0	0	15.85714286	0.949485868	0.037205799	4.673547132
AT4G22485	0.900100345	0	0	14.14285714	0.941332517	0.041232172	4.512862059
AT2G14247	0.893026834	0	0	36.35714286	0.911502877	0.018476043	5.624519508
AT5G51720	0.892994075	0	0	78.57142857	0.903686205	0.01069213	6.401200774
AT4G22517	0.881742826	0	0	134	0.889661909	0.007919083	6.811780019
AT5G59330	0.878579313	0	0	5.857142857	0.972498055	0.093918742	3.372210377
AT3G22231	0.875632982	0	0	80.57142857	0.886158702	0.01052572	6.395574215
AT1G13609	0.868760222	0	0	24.07142857	0.894630645	0.025870422	5.111916661
AT5G04790	0.846927819	0	0	14	0.888540031	0.041612213	4.416357871
AT1G29951	0.830426622	0	0	6.571428571	0.914570307	0.084143685	3.442167175
AT3G14981	0.770942793	0	0	6.071428571	0.861687517	0.090744723	3.247279122
AT5G38930	0.762879353	0	0	6.857142857	0.843683226	0.080803874	3.384205055
AT4G22520	0.757753987	0	0	72.71428571	0.768986117	0.01123213	6.097254073
AT2G24940	0.748993331	0	0	9.928571429	0.806034088	0.057040757	3.820775815
AT4G35770	0.722526953	0	0	81.64285714	0.732966879	0.010439926	6.133564565
AT2G36854	0.70976512	0	0	9.428571429	0.76961927	0.059854149	3.68462175
AT4G26055	0.708759605	0	0	8.285714286	0.7763194	0.067559795	3.522413481
AT3G47340	0.6980552	0	0	18.35714286	0.730737203	0.032682004	4.48278432
AT1G52060	0.694602238	0	0	15.21428571	0.733211597	0.038609359	4.247207115
AT4G29030	0.679650499	0	0	30	0.701196581	0.021546082	5.024321509
AT5G03552	0.671156257	0	0	7	0.750392465	0.079236207	3.243413608
AT1G31258	0.66774207	0	0	34.35714286	0.687061479	0.019319409	5.152316334
AT4G31940	0.663001182	0	0	111.6428571	0.671707443	0.008706262	6.269635793
AT2G04040	0.64882009	0	0	7.857142857	0.719847425	0.071027336	3.341244878
AT2G47880	0.642098571	0	0	14.85714286	0.681540168	0.039441597	4.111008799
ATCG00640	0.640295699	0	0	8.857142857	0.703754102	0.063458403	3.471188305
AT1G25472	0.615971955	0	0	7.928571429	0.686395335	0.07042338	3.284913376
AT5G48010	0.610673225	0	0	19.07142857	0.642280555	0.03160733	4.344872542
AT3G05727	0.610186691	0	0	237.2142857	0.616395415	0.006208724	6.633415406
AT1G55990	0.586387008	0	0	13.14285714	0.630452959	0.044065951	3.838652472
AT5G56080	0.546085702	0	0	17.07142857	0.580928744	0.034843042	4.059418727
AT1G62500	0.538932873	0	0	16.42857143	0.574983278	0.036050405	3.995432641
AT4G22510	0.530314209	1.03E-14	9.82E-13	7.785714286	0.601956582	0.071642374	3.070774392
AT5G07840	0.529868973	2.39E-13	1.97E-11	7	0.609105181	0.079236207	2.942459642
AT5G45430	0.529291094	0	0	33.71428571	0.548902835	0.019611741	4.806761272
AT5G64110	0.51898931	0	0	13	0.563495676	0.044506366	3.662320927
AT1G52070	0.5133543	0	0	40.28571429	0.530417523	0.017063223	4.958166353
AT1G63245	0.504439053	9.48E-10	5.36E-08	5.285714286	0.608080013	0.103640961	2.552666877
AT1G25470	0.500626154	0	0	10.21428571	0.556182924	0.05555677	3.32352482
AT1G64590	0.493425961	1.62E-09	8.97E-08	5.285714286	0.597066921	0.103640961	2.526298348
AT3G22235	0.491232144	0	0	31.21428571	0.512095197	0.020863053	4.617389837
AT1G66800	0.487141888	1.12E-10	7.09E-09	6.071428571	0.577886612	0.090744723	2.670900785
AT5G38940	0.48033519	0	0	11.64285714	0.52956453	0.04922934	3.427216182
AT2G37770	0.47670621	2.22E-15	2.25E-13	9.357142857	0.536986817	0.060280607	3.155120823
AT4G33610	0.474086375	0	0	14	0.515698587	0.041612213	3.631449188
AT2G01520	0.473941836	0	0	115.6428571	0.482484905	0.008543068	5.819585689
AT4G14690	0.470870005	0	0	13.5	0.513875699	0.043005694	3.578819843
AT5G48000	0.470606808	0	0	26.14285714	0.494743395	0.024136587	4.35738688
AT1G52050	0.466635026	2.38E-12	1.79E-10	7.5	0.540854701	0.074219675	2.865367487
AT4G19112	0.462911377	0	0	13.92857143	0.504716533	0.041805156	3.593720549
AT3G56970	0.457052866	0	0	20.14285714	0.487191095	0.030138228	4.014821248
AT3G61930	0.454808075	8.47E-12	6.17E-10	7.357142857	0.530391467	0.075583392	2.81091639
AT1G01580	0.445322767	0	0	78.5	0.456020996	0.01069823	5.413656283
AT3G56980	0.441244576	0	0	22.21428571	0.468944378	0.027699803	4.0814692
AT5G42800	0.439529225	1.05E-14	9.97E-13	9.857142857	0.496954421	0.057425196	3.113357762
AT1G51470	0.439284599	1.49E-11	1.02E-09	7.5	0.513504274	0.074219675	2.7905027
ATCG00710	0.432165864	0	0	15.57142857	0.469981159	0.037815296	3.63556112
AT1G05065	0.424538747	3.47E-09	1.81E-07	6.071428571	0.515283471	0.090744723	2.505480653
AT4G19690	0.423372835	0	0	248.0714286	0.429484376	0.006111541	6.134925559
AT3G27027	0.422239628	6.10E-08	2.71E-06	5.214285714	0.527245695	0.105006067	2.328002726
AT5G60530	0.411490218	1.11E-16	1.23E-14	12.42857143	0.457859488	0.046369269	3.303664018
AT5G07475	0.400743356	0	0	18.71428571	0.432877768	0.032134412	3.751768715
AT4G10270	0.400687758	1.58E-10	9.71E-09	7.571428571	0.474244872	0.073557114	2.688695396
AT2G27550	0.383893723	0	0	26.92857143	0.407442426	0.023548703	4.1128767
AT3G20395	0.375988435	2.37E-11	1.58E-09	8.928571429	0.438971077	0.062982642	2.801099713
AT4G22880	0.371130291	3.44E-09	1.81E-07	7.142857143	0.448861538	0.077731248	2.529703905
AT5G45070	0.36554895	0	0	29.57142857	0.387349494	0.021800544	4.151199828
AT1G47600	0.36547669	0	0	22.07142857	0.393329966	0.027853276	3.819821178
AT4G12545	0.364484585	0	0	44.92857143	0.380196655	0.01571207	4.596800684
AT5G54370	0.360185043	0	0	19.57142857	0.391086776	0.030901732	3.661729134
AT4G30140	0.359910309	0	0	43.5	0.376007399	0.01609709	4.545889274
AT2G01530	0.353778186	0	0	99	0.363086969	0.009308783	5.285578831
AT5G63660	0.351862268	0	0	46.78571429	0.367108964	0.015246696	4.589639836
AT3G07273	0.346611999	2.10E-14	1.92E-12	13.21428571	0.390461314	0.043849315	3.154553407
AT1G14960	0.33953059	1.11E-15	1.15E-13	15.14285714	0.378303256	0.038772666	3.286431359
AT3G01940	0.337301738	7.31E-09	3.71E-07	7.714285714	0.409570539	0.072268801	2.502667082
AT2G05510	0.335982113	0	0	22.5	0.363380817	0.027398703	3.729302734
AT1G77120	0.333616211	2.51E-08	1.17E-06	7.285714286	0.409901517	0.076285306	2.425800235
AT5G36920	0.329890687	1.24E-06	4.49E-05	5.714285714	0.426057692	0.096167005	2.147434904
AT5G44585	0.326804407	7.72E-09	3.90E-07	8	0.396634615	0.069830209	2.505887402
AT2G36030	0.326230828	2.82E-07	1.13E-05	6.428571429	0.412155745	0.085924918	2.262041139
AT4G08780	0.321894011	3.04E-07	1.22E-05	6.5	0.406918525	0.085024514	2.258789198
AT1G14250	0.320387642	6.25E-06	0.000196938	5.214285714	0.425393709	0.105006067	2.018326015
AT5G04150	0.320387642	6.25E-06	0.000196938	5.214285714	0.425393709	0.105006067	2.018326015
AT3G58550	0.317457462	0	0	50.57142857	0.331861362	0.0144039	4.526049285
AT2G39530	0.31176535	0	0	23.07142857	0.338584227	0.026818877	3.658194028
AT1G74770	0.311036327	5.36E-14	4.74E-12	14.85714286	0.350477924	0.039441597	3.151533686
AT3G06390	0.310841575	0	0	22.07142857	0.338694851	0.027853276	3.604067131
AT4G02380	0.310582099	0	0	1943.214286	0.314841381	0.004259282	6.20787112
AT4G38080	0.307414302	0	0	148.2142857	0.314956401	0.007542099	5.384042295
AT2G47200	0.30678936	2.78E-15	2.80E-13	17	0.341762044	0.034972684	3.288691753
AT5G37690	0.304521219	0	0	29.85714286	0.32615131	0.021630091	3.914429791
AT5G09520	0.302856221	3.90E-14	3.49E-12	15.64285714	0.340517055	0.037660834	3.176590199
AT2G22510	0.300216674	0	0	42.35714286	0.316640479	0.016423805	4.26898543
AT3G13610	0.299605119	0	0	45.71428571	0.315115685	0.015510566	4.344558316
AT5G15120	0.292763378	1.51E-06	5.35E-05	6.5	0.377787893	0.085024514	2.151625703
AT5G09530	0.292193026	0	0	35.5	0.311018876	0.018825849	4.046215271
AT1G26250	0.287253255	8.44E-06	0.000258012	5.785714286	0.382282251	0.095028995	2.008198535
AT5G10130	0.287200667	0	0	23	0.314090446	0.02688978	3.546050216
AT1G11600	0.278476322	5.66E-06	0.000179679	6.214285714	0.367226643	0.088750321	2.04884649
AT5G13580	0.277466575	3.51E-08	1.60E-06	9	0.339981007	0.062514432	2.443192962
AT2G25510	0.277137043	0	0	261.0714286	0.283142854	0.006005811	5.559027262
AT5G45428	0.276971878	0	0	48	0.291933761	0.014961883	4.286277413
AT5G18404	0.275531431	5.21E-08	2.35E-06	8.857142857	0.338989834	0.063458403	2.417358888
AT4G30270	0.273962327	0	0	123.5	0.282215613	0.008253286	5.095685363
AT3G49580	0.268869566	2.04E-05	0.000578473	5.785714286	0.363898561	0.095028995	1.937096666
AT4G36850	0.266345394	0	0	119.4285714	0.27474408	0.008398686	5.03178095
AT3G29250	0.266133479	0	0	30.5	0.287391727	0.021258248	3.756923915
AT2G48140	0.26508578	0	0	27.42857143	0.288277911	0.023192132	3.635752958
AT3G50400	0.265029654	7.88E-05	0.001981941	5.142857143	0.371438746	0.106409093	1.803502885
AT2G19590	0.264273644	2.53E-05	0.000702573	5.785714286	0.359302639	0.095028995	1.91875985
AT4G12550	0.260436552	1.11E-16	1.23E-14	24.71428571	0.285737785	0.025301232	3.497412275
AT3G08040	0.258556774	2.26E-07	9.23E-06	8.714285714	0.322990098	0.064433324	2.325611004
AT3G02550	0.257978671	4.71E-06	0.000152669	6.928571429	0.337990631	0.08001196	2.078695687
AT5G63160	0.257929291	0	0	151.7142857	0.265389403	0.007460112	5.152769708
AT2G23540	0.257226587	0	0	40.57142857	0.274197732	0.016971146	4.014060788
AT4G13493	0.256028661	1.17E-12	9.26E-11	17.35714286	0.290363805	0.034335144	3.080103724
AT2G05540	0.255835609	0	0	95.5	0.265339386	0.009503777	4.80319402
AT3G12820	0.255342889	3.28E-08	1.50E-06	10.07142857	0.311631128	0.056288239	2.468933933
AT3G03820	0.253828735	0.000142248	0.003361379	5.071428571	0.361680375	0.10785164	1.745667203
AT1G59730	0.253763593	1.14E-06	4.15E-05	7.928571429	0.324186973	0.07042338	2.202699747
AT5G26260	0.25189269	0	0	70.21428571	0.263382742	0.011490052	4.518703597
AT3G61898	0.251466514	0.000870554	0.017363153	4.071428571	0.384828468	0.133361954	1.528868376
AT2G35380	0.249561579	1.98E-14	1.82E-12	21.71428571	0.277807373	0.028245793	3.29797696
AT4G20390	0.249230679	0	0	42.85714286	0.265509402	0.016278723	4.027703539
AT4G28940	0.247940369	5.72E-13	4.63E-11	18.85714286	0.279861553	0.031921184	3.132127253
AT5G17220	0.247020598	7.38E-12	5.40E-10	16.78571429	0.282388829	0.03536823	2.997157074
AT4G08770	0.246834092	6.09E-10	3.57E-08	13.35714286	0.290257085	0.043422993	2.740800206
AT1G31690	0.245082995	7.03E-05	0.001777044	5.714285714	0.34125	0.096167005	1.827215152
AT5G58570	0.24465114	0	0	34.5	0.263907065	0.019255926	3.776655585
AT1G50060	0.243900898	1.78E-09	9.81E-08	12.78571429	0.289086339	0.045185441	2.677570523
AT5G03350	0.243531164	6.23E-08	2.75E-06	10.28571429	0.29872982	0.055198655	2.436136234
AT5G45080	0.243222509	1.52E-05	0.000440642	6.714285714	0.325660758	0.082438249	1.981984112
AT5G47450	0.241490733	1.05E-11	7.49E-10	17.07142857	0.276333775	0.034843042	2.987469417
AT2G30766	0.240833757	0	0	164.4285714	0.248025407	0.007191651	5.108021131
AT1G47395	0.236894738	0	0	65.71428571	0.248898502	0.012003764	4.37399873
AT1G02850	0.23526129	0	0	37.42857143	0.253322605	0.018061315	3.81000098
AT5G53450	0.235132768	0	0	74.5	0.246191267	0.011058499	4.476552149
AT1G49860	0.234744542	0	0	57.71428571	0.247859373	0.01311483	4.240250767
AT5G62340	0.2335421	1.76E-11	1.19E-09	17.5	0.267629513	0.034087414	2.972926178
AT2G38390	0.232304121	0	0	64.07142857	0.244513412	0.012209291	4.323862241
AT5G02780	0.230277546	6.66E-16	6.99E-14	29.07142857	0.252384444	0.022106898	3.513054465
AT1G68850	0.230193844	1.66E-06	5.82E-05	8.714285714	0.294627168	0.064433324	2.193011538
AT5G58860	0.229710472	1.11E-16	1.23E-14	31.71428571	0.25030748	0.020597008	3.603194702
AT2G20835	0.229572058	3.18E-05	0.000868048	6.714285714	0.312010307	0.082438249	1.920207915
AT3G02240	0.229545819	7.56E-10	4.34E-08	14.64285714	0.269506246	0.039960427	2.753674791
AT4G11880	0.2294912	1.96E-09	1.07E-07	13.85714286	0.271491289	0.042000089	2.692441626
AT5G44550	0.229407069	0	0	72	0.240711064	0.011303994	4.412397879
AT3G08770	0.228284592	0	0	104.0714286	0.237334102	0.00904951	4.712935911
AT3G13857	0.226971361	5.73E-07	2.20E-05	9.642857143	0.285584046	0.058612684	2.284630569
AT1G73330	0.226578399	0	0	278.5	0.232457949	0.00587955	5.305120306
ATCG01060	0.226396092	8.91E-08	3.87E-06	11.07142857	0.277960458	0.051564366	2.430433334
AT1G47400	0.226149964	0	0	35.5	0.244975814	0.018825849	3.701852449
AT5G65207	0.225070979	0	0	35.57142857	0.243867034	0.018796055	3.697592947
AT1G74460	0.223143855	3.55E-15	3.51E-13	28.5	0.245614035	0.02247018	3.45030941
AT2G41800	0.223028495	4.08E-05	0.001084738	6.785714286	0.304640955	0.08161246	1.900248576
ATCG00905	0.221640653	2.94E-08	1.37E-06	12.28571429	0.268502725	0.046862072	2.518444072
AT2G05380	0.219788633	0	0	721.8571429	0.224506546	0.004717913	5.572464811
AT1G64220	0.219035872	1.89E-09	1.03E-07	14.85714286	0.258477469	0.039441597	2.712248641
AT3G46700	0.217606442	3.90E-07	1.53E-05	10.5	0.271759986	0.054153544	2.327205384
AT3G27690	0.216838356	0	0	50.21428571	0.231316337	0.01447798	3.99793491
AT4G27450	0.21366118	0	0	41.21428571	0.230429819	0.016768639	3.780489931
AT1G60960	0.213432004	1.77E-07	7.37E-06	11.42857143	0.263509615	0.050077611	2.395617951
AT5G10580	0.213304054	0	0	45.14285714	0.228960472	0.015656419	3.870272409
AT1G13590	0.213129418	2.45E-12	1.84E-10	22.42857143	0.240602677	0.027473259	3.130552725
AT5G09480	0.212978484	0	0	42.78571429	0.229277725	0.016299241	3.814219502
AT3G57157	0.212840961	1.03E-14	9.82E-13	29.57142857	0.234641505	0.021800544	3.428022203
AT4G13235	0.212708726	8.66E-15	8.34E-13	29.85714286	0.234338817	0.021630091	3.437484313
AT2G30130	0.212679227	0.000670411	0.013621254	5.142857143	0.319088319	0.106409093	1.584334364
AT4G16690	0.211725045	1.47E-09	8.22E-08	15.85714286	0.248930844	0.037205799	2.742145601
AT2G37130	0.211291418	0	0	98.57142857	0.220623334	0.009331916	4.563268323
AT1G08115	0.211031228	1.55E-15	1.59E-13	33	0.23098114	0.019949912	3.533320735
AT1G43310	0.209015945	1.77E-05	0.000507062	8	0.278846154	0.069830209	1.997546183
AT3G22620	0.208578544	0	0	72.71428571	0.219810674	0.01123213	4.290557965
AT4G36570	0.208356072	1.81E-06	6.30E-05	9.857142857	0.265781268	0.057425196	2.210483649
AT4G25400	0.208345795	3.27E-07	1.30E-05	11.28571429	0.259006816	0.050661021	2.354041994
AT3G25820	0.20808929	0	0	74.28571429	0.219168184	0.011078894	4.306152653
AT2G43610	0.207887483	5.55E-16	5.95E-14	35.78571429	0.226594868	0.018707385	3.598435347
AT3G25190	0.206610346	0	0	83.57142857	0.216901386	0.010291041	4.397578471
AT4G04810	0.206251825	1.59E-07	6.72E-06	12.07142857	0.253874972	0.047623147	2.414383323
AT2G43670	0.204719483	0.000130288	0.003097998	6.642857143	0.288001281	0.083281798	1.790002103
AT5G49350	0.204552159	1.64E-05	0.000472122	8.285714286	0.272111955	0.067559795	2.00996348
AT5G33370	0.202737137	3.02E-06	0.000101663	9.785714286	0.260552384	0.057815247	2.172051544
AT2G25160	0.202025345	0.000235734	0.005338395	6.285714286	0.28981246	0.087787115	1.723038511
AT1G68825	0.20157902	0.000865294	0.017303612	5.285714286	0.305219981	0.103640961	1.558255115
AT1G66100	0.201408519	0	0	83.78571429	0.211683441	0.010274921	4.364709203
AT1G56680	0.200375651	3.95E-05	0.001056912	7.785714286	0.272018025	0.071642374	1.924817212
AT3G58810	0.198382672	2.67E-11	1.77E-09	22.21428571	0.226082475	0.027699803	3.02890155
AT5G59090	0.194898534	8.44E-15	8.18E-13	35.5	0.213724383	0.018825849	3.504964639
AT3G25770	0.194818988	0	0	119.5	0.203215037	0.00839605	4.597152636
AT4G22610	0.194734062	8.48E-05	0.002096025	7.428571429	0.26962904	0.074894977	1.848035013
AT5G10380	0.192530186	6.89E-05	0.001750682	7.714285714	0.264798987	0.072268801	1.873452741
AT1G21400	0.191835492	2.94E-09	1.57E-07	17.64285714	0.225679187	0.033843695	2.737314366
AT3G28550	0.191803999	5.21E-09	2.70E-07	17	0.226776684	0.034972684	2.696971887
AT3G62040	0.191161898	0	0	159.1428571	0.198459947	0.007298049	4.765193321
AT1G62280	0.190662428	0.0008761	0.017450901	5.642857143	0.287996253	0.097333825	1.565036884
ATCG01020	0.19062551	1.11E-16	1.23E-14	47.78571429	0.205636602	0.015011092	3.775996225
AT1G80240	0.190113867	3.00E-15	2.98E-13	39.5	0.207437171	0.017323304	3.581888375
AT3G55230	0.189874914	4.78E-13	3.89E-11	30.07142857	0.211379291	0.021504377	3.297131812
AT4G31320	0.189843355	3.89E-05	0.001043961	8.357142857	0.256859803	0.067016448	1.938394
AT2G30210	0.188623586	1.57E-07	6.64E-06	13.71428571	0.231019631	0.042396046	2.446013835
AT2G47270	0.188393986	5.68E-07	2.18E-05	12.42857143	0.234763255	0.046369269	2.339965717
AT5G23020	0.188157914	2.22E-16	2.45E-14	46.71428571	0.203421825	0.01526391	3.736277963
AT3G58990	0.187876031	3.00E-15	2.98E-13	40.57142857	0.204847176	0.016971146	3.593392154
AT5G63560	0.187325459	5.83E-09	3.00E-07	17.5	0.221412873	0.034087414	2.699428059
AT1G56320	0.1869806	6.03E-07	2.29E-05	12.5	0.233107692	0.046127092	2.337310367
AT1G70850	0.186261259	0	0	136.0714286	0.194120502	0.007859243	4.62641834
AT4G15160	0.185848395	6.20E-10	3.62E-08	20.5	0.215531048	0.029682653	2.860203752
AT4G00080	0.185780455	1.72E-09	9.52E-08	19.21428571	0.217182439	0.031401983	2.78997986
AT4G17280	0.185631203	3.17E-08	1.47E-06	15.78571429	0.222987307	0.037356105	2.577545668
AT5G53486	0.185208092	0.000326034	0.007128723	6.714285714	0.267646342	0.082438249	1.698942159
AT3G52790	0.184804153	3.27E-08	1.50E-06	15.85714286	0.222009952	0.037205799	2.577024951
AT4G22460	0.183618236	4.16E-07	1.63E-05	13.21428571	0.227467551	0.043849315	2.375034544
ATCG00520	0.183539674	4.23E-06	0.000138158	10.85714286	0.236043043	0.052503369	2.168568058
AT5G52790	0.182904946	0.00019476	0.004470384	7.285714286	0.259190252	0.076285306	1.764534367
AT5G15960	0.182808832	1.96E-08	9.40E-07	16.71428571	0.218311165	0.035502333	2.620400176
AT1G21100	0.182742505	1.80E-10	1.09E-08	22.78571429	0.20984766	0.027105155	2.952703212
AT4G22230	0.181943351	0.000572097	0.011877454	6.357142857	0.268788906	0.086845555	1.629949684
AT3G52520	0.18179548	0.000388005	0.008328143	6.714285714	0.264233729	0.082438249	1.680428861
AT1G05340	0.181707442	2.24E-08	1.05E-06	16.71428571	0.217209775	0.035502333	2.613103292
AT3G45070	0.181514785	3.95E-08	1.79E-06	16.07142857	0.218277683	0.036762898	2.569842244
AT2G40205	0.181308728	0	0	338.8571429	0.186851394	0.005542666	5.075167421
AT2G28780	0.181261807	3.29E-07	1.31E-05	13.71428571	0.223657853	0.042396046	2.399291794
AT3G49845	0.181235709	6.00E-07	2.29E-05	13.07142857	0.225520665	0.044284955	2.348371066
AT2G43535	0.180756948	0	0	121.1428571	0.189093222	0.008336274	4.50355119
AT3G18000	0.180482752	4.34E-07	1.69E-05	13.5	0.223488446	0.043005694	2.37760066
AT3G48450	0.180207244	2.84E-08	1.32E-06	16.64285714	0.21584483	0.035637587	2.598522989
AT2G41480	0.180169791	0.000105313	0.002543901	8	0.25	0.069830209	1.840004906
AT4G03540	0.179895366	0.002819887	0.050605003	5	0.289230769	0.109335403	1.403460412
AT3G01260	0.179144128	4.24E-05	0.001127008	8.928571429	0.242126769	0.062982642	1.942736418
AT5G13900	0.178641848	1.07E-06	3.93E-05	12.71428571	0.224058734	0.045416886	2.302576262
AT2G12646	0.177821997	0.000141047	0.003338194	7.857142857	0.248849332	0.071027336	1.808826241
AT4G27657	0.177729625	1.33E-06	4.77E-05	12.57142857	0.223617292	0.045887667	2.284853403
AT3G44540	0.177138973	1.01E-05	0.000302478	10.5	0.231292517	0.054153544	2.094590926
AT5G37990	0.177086294	2.82E-14	2.57E-12	40.71428571	0.194011885	0.016925591	3.518866888
AT1G16400	0.176895434	2.35E-11	1.57E-09	27.35714286	0.200137706	0.023242273	3.106169959
AT2G47560	0.176828308	0.000538608	0.01124354	6.642857143	0.260110106	0.083281798	1.643049329
AT1G02930	0.17668936	1.10E-08	5.43E-07	18.35714286	0.209371364	0.032682004	2.679495798
ATCG00070	0.176632363	2.07E-13	1.76E-11	36.42857143	0.195079999	0.018447635	3.402558063
AT1G32450	0.176309467	0	0	108.9285714	0.185133293	0.008823826	4.391016173
AT4G13860	0.176093816	1.17E-12	9.26E-11	33.07142857	0.196009254	0.019915438	3.298962652
AT3G13435	0.17481438	2.15E-12	1.63E-10	32.35714286	0.195081412	0.020267032	3.266869569
AT2G16060	0.174069567	5.53E-11	3.56E-09	26.71428571	0.197775172	0.023705605	3.060561187
AT5G03285	0.173828739	2.24E-13	1.88E-11	37.5	0.191863248	0.018034509	3.411246324
AT1G51840	0.173673749	1.64E-07	6.90E-06	15.42857143	0.211802258	0.038128509	2.473775937
AT1G52400	0.173660126	1.29E-10	8.02E-09	25.42857143	0.198362678	0.024702552	3.005408609
