Gene	effect.size_ZT4	p.value_ZT4	q.value_ZT4	Mean_ZT4	CV2_ZT4	TechNoise_ZT4	BioVar_ZT4
AT1G77120	0.220514885	2.90E-09	3.47E-07	13	0.261265362	0.040750476	2.680627034
AT1G52070	0.21406609	0	0	42.28571429	0.227698137	0.013632048	4.062048302
AT1G50060	0.213496165	6.76E-09	7.78E-07	12.92857143	0.254462975	0.04096681	2.634928296
AT5G09530	0.21331586	1.11E-16	2.44E-14	30.71428571	0.23148313	0.01816727	3.671493486
AT4G20390	0.209848585	1.02E-11	1.56E-09	18.78571429	0.238539497	0.028690911	3.05556246
AT5G37990	0.208371295	0	0	43.42857143	0.221686554	0.01331526	4.057368785
AT5G37690	0.205511543	9.68E-11	1.35E-08	17.28571429	0.236553829	0.031042287	2.929861775
AT2G31730	0.203370191	2.16E-09	2.67E-07	14.78571429	0.239391638	0.036021447	2.732444727
AT5G04790	0.20336813	1.91E-06	0.000159539	9.357142857	0.259362687	0.055994558	2.211612425
AT1G65490	0.200356462	0	0	104.4285714	0.206825032	0.00646857	4.998820275
AT1G08090	0.199289697	2.54E-09	3.09E-07	15.07142857	0.234658493	0.035368796	2.730013667
AT4G38080	0.195830561	0	0	89.92857143	0.203085084	0.007254523	4.807059753
AT5G54710	0.19447495	0.000582521	0.030287087	5.5	0.28862047	0.09414552	1.616209271
AT2G43535	0.191316536	0	0	46.57142857	0.203840798	0.012524262	4.024645322
AT5G38020	0.189446038	4.49E-10	5.92E-08	17.92857143	0.219432414	0.029986376	2.871397574
AT5G26260	0.188235463	1.19E-13	2.21E-11	27.71428571	0.208196735	0.019961272	3.382671873
AT1G19020	0.185406213	9.95E-06	0.000758813	9.142857143	0.242675781	0.057269568	2.083189505
AT3G09220	0.181647451	3.87E-07	3.49E-05	12.28571429	0.22467446	0.043027009	2.384521663
AT1G25470	0.181162934	1.61E-05	0.001181335	9	0.239316239	0.058153306	2.040985191
AT4G28940	0.179990768	9.31E-05	0.005747987	7.571428571	0.24881562	0.068824852	1.854075555
AT1G73330	0.178448605	0	0	161.9285714	0.183186279	0.004737674	5.272988566
AT1G13420	0.177627857	7.12E-05	0.004642359	7.928571429	0.243424297	0.06579644	1.887391745
AT5G09670	0.177287651	5.01E-08	5.11E-06	14.71428571	0.213476221	0.03618857	2.560469381
AT3G27027	0.176864319	0.000218912	0.012782752	7	0.251177394	0.074313076	1.757018644
AT4G12490	0.175190759	4.92E-13	8.58E-11	29.28571429	0.194166476	0.018975717	3.35506782
AT2G23540	0.174856237	5.20E-10	6.81E-08	20.07142857	0.20181141	0.026955173	2.904373655
AT5G03120	0.174589826	1.20E-07	1.18E-05	14.14285714	0.212176152	0.037586326	2.496982711
AT3G01940	0.1742831	0.001815787	0.083284829	5.285714286	0.272180705	0.097897605	1.475219331
AT1G70850	0.174149412	0	0	120.0714286	0.179982939	0.005833527	4.947347913
AT5G44568	0.170125218	7.23E-05	0.004672706	8.357142857	0.232629231	0.062504013	1.896011666
AT1G52060	0.169760016	7.56E-09	8.56E-07	17.78571429	0.199974442	0.030214426	2.726506172
AT2G05380	0.168793918	0	0	154.5714286	0.173681217	0.004887299	5.15126062
ATCG00905	0.167152534	9.25E-07	8.03E-05	12.85714286	0.208338082	0.041185547	2.338716508
ATCG01060	0.164322648	5.95E-08	6.03E-06	16.21428571	0.19731085	0.032988201	2.580448263
AT5G24770	0.162082658	1.47E-10	2.01E-08	24.42857143	0.184514367	0.022431709	3.040121714
AT2G42530	0.161214723	0.004183976	0.173465118	5	0.264615385	0.103400661	1.355651528
AT4G29030	0.160522111	0	0	80.85714286	0.16841168	0.007889569	4.415901902
AT3G20340	0.160362836	7.85E-05	0.00498838	8.928571429	0.218968615	0.058605779	1.901609262
AT5G53486	0.158863735	1.21E-06	0.000103369	13.5	0.198163976	0.039300241	2.334084666
AT1G26250	0.1570256	6.16E-07	5.47E-05	14.5	0.193725418	0.036699818	2.400168448
AT1G24530	0.156305564	1.22E-05	0.000911393	11.21428571	0.203291131	0.046985567	2.113257723
AT1G52000	0.155883868	1.11E-05	0.000838489	11.35714286	0.202298473	0.046414605	2.123834688
AT5G07842	0.154086486	0.000140161	0.008377633	8.785714286	0.213619284	0.059532798	1.843285281
AT3G45070	0.15407131	7.17E-05	0.004649345	9.5	0.209247816	0.055176506	1.923086559
AT2G18193	0.153965098	0.000839398	0.042197797	6.928571429	0.229027854	0.075062756	1.609353908
AT4G37070	0.153798841	2.05E-06	0.000169273	13.5	0.193099082	0.039300241	2.296731251
AT2G41730	0.153693228	0.000283744	0.016266837	8.071428571	0.218353344	0.064660116	1.755716632
AT5G05250	0.153526795	0.000306974	0.01732521	8	0.21875	0.065223205	1.745825778
ATCG00340	0.151698496	0	0	82.57142857	0.159457364	0.007758867	4.361180831
AT5G46890	0.151664599	8.56E-12	1.34E-09	32.5	0.168921256	0.017256657	3.291125954
AT4G18205	0.149523686	0.008516227	0.313058966	4.714285714	0.259094441	0.109570755	1.24161527
ATCG00350	0.147622839	0	0	72.78571429	0.156210531	0.008587691	4.18507755
AT5G54370	0.147362722	3.32E-08	3.51E-06	19.92857143	0.174499695	0.027136973	2.684892804
AT3G55240	0.144739436	4.41E-11	6.43E-09	32.07142857	0.162205392	0.017465956	3.215204244
AT5G35190	0.144160528	0.001102094	0.05362817	7.214285714	0.216313634	0.072153106	1.583991191
AT1G74460	0.143578533	3.43E-08	3.59E-06	20.71428571	0.169746639	0.026168106	2.6975016
AT3G57157	0.143136549	2.07E-12	3.42E-10	39.64285714	0.157571126	0.014434577	3.448402484
AT2G19970	0.14301326	3.10E-08	3.31E-06	21	0.168847026	0.025833766	2.708386902
AT2G21100	0.142945559	8.46E-05	0.005308635	10.28571429	0.194028965	0.051083406	1.925345402
AT5G20150	0.1424919	3.51E-08	3.65E-06	20.92857143	0.168408395	0.025916495	2.700021534
AT3G17998	0.141830162	2.11E-09	2.62E-07	25.78571429	0.163165155	0.021334993	2.93503943
AT2G35380	0.140530249	0.000108714	0.006601958	10.21428571	0.191959735	0.051429485	1.900136105
AT4G12550	0.139098178	1.99E-07	1.91E-05	19	0.167483486	0.028385308	2.56080253
AT5G53450	0.138584413	6.16E-11	8.82E-09	34.07142857	0.155118688	0.016534276	3.229840766
AT1G76790	0.138499247	4.69E-14	9.24E-12	54	0.14951989	0.011020643	3.762057059
AT3G18000	0.137390796	2.18E-08	2.35E-06	23	0.161116766	0.02372597	2.763567671
AT5G01600	0.136883889	0	0	284.0714286	0.140269918	0.003386029	5.372467465
AT5G58860	0.135369286	1.63E-07	1.59E-05	20.14285714	0.162234526	0.02686524	2.594268225
AT2G39530	0.13528656	1.31E-10	1.81E-08	33.92857143	0.151883742	0.016597182	3.193957272
AT5G02780	0.134214354	1.46E-08	1.60E-06	24.64285714	0.156464867	0.022250512	2.813928276
AT1G67148	0.133699565	5.01E-08	5.11E-06	22.57142857	0.157845759	0.024146195	2.70864774
AT4G37410	0.131958205	0	0	157.2142857	0.136790143	0.004831939	4.823218367
AT5G47450	0.129963818	1.07E-06	9.25E-05	18.28571429	0.159395658	0.02943184	2.437162708
AT2G16060	0.128335026	7.64E-12	1.21E-09	45.92857143	0.141012276	0.01267725	3.475507017
ATCG00330	0.127991459	8.77E-15	1.78E-12	74.57142857	0.136411679	0.008420221	4.017965321
AT3G61898	0.127253968	0.008145237	0.301612153	5.785714286	0.216829048	0.08957508	1.275388705
AT2G38170	0.127219263	1.06E-13	2.00E-11	63.35714286	0.136847713	0.00962845	3.829123983
AT2G43510	0.127086317	6.91E-05	0.004522718	12.35714286	0.16987383	0.042787513	1.989201886
AT5G13580	0.126317137	0.002240921	0.100063711	7.571428571	0.195141989	0.068824852	1.503522733
AT4G33070	0.126222977	0.000210622	0.012346191	10.85714286	0.174701683	0.048478707	1.849470398
AT1G05340	0.126213057	0.0055552	0.221362307	6.357142857	0.207879735	0.081666679	1.347929667
AT1G08115	0.125993168	1.28E-09	1.64E-07	33.07142857	0.142979198	0.01698603	3.073384656
AT1G02710	0.118187601	0.014452796	0.496430654	5.5	0.212333121	0.09414552	1.173365076
AT5G61590	0.118019264	2.29E-07	2.18E-05	24.5	0.140390222	0.022370958	2.649743516
AT5G02690	0.117995849	0.000238018	0.013792314	11.71428571	0.163043976	0.045048126	1.855722128
AT5G45070	0.117238256	2.67E-06	0.000216606	19.71428571	0.144652869	0.027414613	2.399577929
AT3G25820	0.117203114	7.15E-13	1.22E-10	68.57142857	0.12622062	0.009017505	3.807075444
AT5G44550	0.116585276	5.53E-09	6.41E-07	34.28571429	0.133026175	0.0164409	3.016349008
AT5G46900	0.115923797	0.011874024	0.419235899	5.928571429	0.203378854	0.087455057	1.217555968
ATCG00270	0.115002611	3.41E-12	5.51E-10	63.71428571	0.124586025	0.009583414	3.700458716
AT2G38310	0.114120964	5.78E-14	1.11E-11	91.92857143	0.121252339	0.007131375	4.087688547
AT1G21100	0.113996659	0.003539203	0.150510295	7.928571429	0.179793099	0.06579644	1.450256212
AT3G62680	0.113648209	1.63E-05	0.001181335	17.14285714	0.144935897	0.031287688	2.211747996
AT5G33370	0.111186436	0.00380781	0.159696596	8.071428571	0.175846551	0.064660116	1.44336905
AT5G62340	0.11115602	0.022684457	0.72504301	5.214285714	0.210372851	0.099216831	1.084291758
AT5G38030	0.110191558	0.00201985	0.091265971	9.214285714	0.167029533	0.056837976	1.55517614
AT1G54530	0.10817566	0.017136752	0.565587334	5.857142857	0.196677802	0.088502142	1.15204986
AT2G39800	0.107385692	2.86E-09	3.44E-07	42.92857143	0.120837471	0.013451779	3.167199004
AT2G01530	0.107270605	7.36E-11	1.03E-08	59.14285714	0.11747155	0.010200945	3.525536702
AT5G09480	0.106460216	3.36E-07	3.09E-05	28.35714286	0.126005104	0.019544888	2.688618946
AT3G16530	0.10511755	1.47E-08	1.60E-06	38.85714286	0.119811768	0.014694219	3.027449077
AT3G54580	0.104847626	0.000356205	0.019593857	13.07142857	0.145384133	0.040536507	1.842576131
AT1G62280	0.103216606	0.01056231	0.380895447	7.071428571	0.176795146	0.073578541	1.264721704
AT1G03870	0.102917139	5.48E-13	9.46E-11	107.1428571	0.109262222	0.006345083	4.106011758
AT1G10640	0.102514806	9.16E-07	7.99E-05	27.5	0.122619199	0.020104393	2.608602214
ATCG00750	0.102190966	0.002004682	0.090850971	10.21428571	0.153620452	0.051429485	1.578702676
AT1G65845	0.101706516	8.64E-09	9.64E-07	43.78571429	0.114926171	0.013219655	3.119950929
AT2G19590	0.101520359	0.000286091	0.016328692	14.14285714	0.139106685	0.037586326	1.887911952
AT1G05680	0.101367099	0.000784879	0.039720107	12.14285714	0.144881554	0.043514455	1.73530729
AT4G24140	0.101131451	0.003675449	0.154884781	9.214285714	0.157969427	0.056837976	1.474718294
AT4G27450	0.100857687	0.000947505	0.047009879	11.85714286	0.145382271	0.044524584	1.707177305
AT5G39890	0.099625758	0.031641214	0.947488976	5.357142857	0.196239316	0.096613558	1.022316547
AT4G12545	0.099548472	2.53E-07	2.38E-05	33.07142857	0.116534502	0.01698603	2.778336541
AT2G48140	0.098708359	1.94E-05	0.001394629	21	0.124542125	0.025833766	2.269303929
AT3G18217	0.098242137	0.00200287	0.090850971	10.78571429	0.147031338	0.048789201	1.591489933
AT5G15960	0.097967145	4.31E-06	0.000337666	25.28571429	0.119692494	0.02172535	2.46188138
AT2G40610	0.096985592	3.51E-10	4.72E-08	67.07142857	0.106169115	0.009183524	3.531172524
AT4G10270	0.096865014	0.013405846	0.465738114	7.214285714	0.16901812	0.072153106	1.228044515
AT1G14120	0.096121159	0.000283936	0.016266837	15.35714286	0.130861588	0.03474043	1.913354184
AT5G58390	0.096053023	0.00173567	0.079891081	11.42857143	0.1421875	0.046134477	1.623877441
AT1G22530	0.095834405	1.23E-05	0.000917973	23.28571429	0.119288818	0.023454413	2.346527507
AT3G26460	0.095573299	0.001575439	0.073144709	11.71428571	0.140621425	0.045048126	1.642277411
AT3G02470	0.095374226	1.33E-15	2.77E-13	468.9285714	0.09805386	0.002679634	5.19346659
AT3G30775	0.095341214	3.73E-10	4.97E-08	70	0.104207221	0.008866007	3.55502688
AT5G07475	0.095098893	0.000381311	0.020823958	14.92857143	0.130790891	0.035691999	1.873589475
AT5G24780	0.095094388	0.031091355	0.939093846	5.714285714	0.185769231	0.090674843	1.034737326
AT1G52050	0.093909044	0.015516945	0.525844316	7.214285714	0.166062151	0.072153106	1.202589878
AT3G28220	0.093862333	1.10E-09	1.42E-07	65.35714286	0.103244923	0.00938259	3.459940776
AT1G66270	0.09364881	2.54E-09	3.09E-07	60.28571429	0.103686592	0.010037782	3.368716899
AT4G12510	0.093388817	6.70E-11	9.50E-09	89.92857143	0.10064334	0.007254523	3.79422718
AT1G75040	0.093232207	0.000521877	0.027415707	14.64285714	0.12958953	0.036357323	1.833631269
AT2G32190	0.093027941	0.009333124	0.339797337	8.357142857	0.155531954	0.062504013	1.315190293
AT1G08930	0.092699628	1.58E-06	0.00013353	31.28571429	0.110564192	0.017864564	2.6297116
AT4G11320	0.092477012	1.36E-12	2.29E-10	152.7857143	0.0974028	0.004925789	4.305536627
AT5G60530	0.091000312	0.001571285	0.073144709	12.57142857	0.133085664	0.042085353	1.660965067
AT2G25160	0.090547906	0.048282501	1	5.142857143	0.191120608	0.100572702	0.926244578
AT3G28550	0.089808686	0.00045153	0.024137803	15.85714286	0.123503961	0.033695275	1.87393909
AT1G02205	0.089611462	3.97E-05	0.002738412	22.57142857	0.113757657	0.024146195	2.236095895
AT1G68850	0.089171799	0.010907972	0.390577415	8.5	0.150652116	0.061480317	1.293024427
AT2G47200	0.088911599	0.006652645	0.255697373	9.642857143	0.143294291	0.054382693	1.397761647
AT4G36610	0.088590222	0.001438801	0.067211945	13.28571429	0.128498626	0.039908404	1.686988439
AT1G29951	0.088073069	0.012781532	0.446090166	8.285714286	0.151102168	0.063029098	1.26143443
AT2G33790	0.08805362	0.006614509	0.254876833	9.785714286	0.141665676	0.053612056	1.401860875
AT4G03540	0.087895536	0.003513915	0.149854676	11.28571429	0.134593815	0.046698279	1.527170833
AT3G01420	0.087568509	4.72E-11	6.83E-09	119.7857143	0.093412148	0.005843639	3.998671221
AT5G55450	0.0875318	0.000463536	0.024520582	16.42857143	0.120110513	0.032578713	1.882360908
AT3G23290	0.086751185	0.002076385	0.093542072	12.78571429	0.128157913	0.041406728	1.629985436
AT1G19900	0.086683964	0.030189005	0.92034032	6.5	0.166590806	0.079906842	1.059917834
AT5G24660	0.086653823	5.02E-09	5.86E-07	69.42857143	0.095579682	0.008925858	3.420641136
AT5G18600	0.086498347	0.000103895	0.006334686	21	0.112332112	0.025833766	2.120440543
AT1G48100	0.085972486	0.000175967	0.010354764	19.64285714	0.113480992	0.027508506	2.044500992
AT3G20380	0.085908253	0.000599359	0.030741437	16.21428571	0.118896454	0.032988201	1.849683665
AT2G38940	0.085452062	0.00400025	0.167305218	11.42857143	0.131586538	0.046134477	1.512094707
AT5G57560	0.08477257	0.000154373	0.009190924	20.5	0.111197547	0.026424977	2.073150851
AT4G12480	0.084668987	2.59E-12	4.24E-10	231.1428571	0.088465341	0.003796354	4.542425911
AT3G07720	0.084597587	9.96E-08	9.88E-06	52.21428571	0.095940615	0.011343028	3.080335847
AT3G14280	0.084455301	2.76E-05	0.001967099	26.28571429	0.105414788	0.020959487	2.330401937
AT5G43580	0.084426764	1.80E-07	1.74E-05	48.92857143	0.096424464	0.0119977	3.006641358
AT3G52790	0.084179982	0.009611867	0.34827532	9.5	0.139356488	0.055176506	1.336654171
AT3G49960	0.084174965	0.00034108	0.019108004	18.35714286	0.113498487	0.029323522	1.952542783
AT4G22460	0.08412913	0.004824526	0.194803051	11.21428571	0.131114696	0.046985567	1.480539855
AT4G04570	0.083898328	0.000461722	0.02450999	17.57142857	0.114461783	0.030563455	1.904986455
AT4G30290	0.083832663	8.90E-05	0.005559936	22.64285714	0.107907716	0.024075053	2.164187168
AT5G64572	0.083809813	2.30E-06	0.000188458	36.64285714	0.099295656	0.015485843	2.680780684
AT3G04210	0.082672796	0.029159501	0.892539399	7	0.156985871	0.074313076	1.078946739
AT1G14250	0.082661904	0.000460672	0.02450999	18	0.112535613	0.029873708	1.913433384
AT3G13610	0.082650816	3.19E-07	2.97E-05	48.07142857	0.094834018	0.012183202	2.960511265
AT3G22060	0.082559156	0.001050356	0.051606823	15.64285714	0.116694173	0.034135017	1.773408128
AT3G02550	0.082488782	0.016450561	0.551329848	8.428571429	0.144476609	0.061987827	1.220779097
AT3G48450	0.082085166	0.027460154	0.850816431	7.214285714	0.154238272	0.072153106	1.096027385
AT5G51780	0.082085166	0.027460154	0.850816431	7.214285714	0.154238272	0.072153106	1.096027385
AT1G21110	0.08193047	0.001270807	0.060480858	15.28571429	0.116825789	0.034895319	1.743253358
AT5G44130	0.081696394	7.73E-09	8.69E-07	78.78571429	0.089751483	0.008055089	3.477963381
AT3G30720	0.081409044	0.006083853	0.23773086	11.14285714	0.128685581	0.047276537	1.444654135
AT1G17190	0.081322391	0.000769465	0.039070286	16.92857143	0.112985948	0.031663556	1.83524815
AT4G14630	0.081035778	0.00034432	0.019148254	19.5	0.108734132	0.027698355	1.9729327
AT1G73830	0.080781901	0.036633695	1	6.642857143	0.159004598	0.078222697	1.023409297
AT5G64120	0.080213307	2.11E-07	2.01E-05	54.5	0.091147469	0.010934161	3.059360011
AT1G12740	0.080044292	0.001361208	0.06458082	15.64285714	0.114179309	0.034135017	1.741976843
AT5G53250	0.079880999	7.89E-07	6.92E-05	46.57142857	0.092405261	0.012524262	2.883249394
AT1G66280	0.0798117	0.000586803	0.030374386	18.28571429	0.10924354	0.02943184	1.892098343
AT2G24762	0.079715557	3.11E-05	0.002183578	28.78571429	0.098993188	0.019277631	2.360401486
AT2G22590	0.079275766	0.007509537	0.284313697	11	0.127145582	0.047869816	1.409293173
AT5G08210	0.079090419	0.002316975	0.103156362	14.35714286	0.116139547	0.037049128	1.648347803
AT1G05065	0.078930917	0.007310198	0.27795906	11.14285714	0.126207455	0.047276537	1.416600848
AT4G36570	0.078914478	0.070652078	1	5.142857143	0.179487179	0.100572702	0.835642029
AT3G08770	0.078032568	2.38E-11	3.54E-09	259.7142857	0.081586652	0.003554083	4.520783839
AT1G05240	0.077547957	1.97E-06	0.000163831	44.28571429	0.090636356	0.013088399	2.791801242
AT2G21650	0.07737273	4.05E-06	0.000320288	40.42857143	0.091557757	0.014185027	2.690313222
ATCG00820	0.077206453	0.000449884	0.024134787	20.21428571	0.103982397	0.026775943	1.95733001
AT5G15970	0.076872503	3.32E-08	3.51E-06	78.64285714	0.084939328	0.008066825	3.396359776
AT3G16150	0.076681097	0.000269251	0.015542854	22.28571429	0.101116421	0.024435324	2.048977161
AT1G19380	0.076173227	0.036198265	1	7.214285714	0.148326333	0.072153106	1.039641337
AT5G43180	0.075816378	6.51E-05	0.004278222	28.42857143	0.095316163	0.019499786	2.289262617
AT1G43310	0.075423858	0.003421416	0.146734281	14.21428571	0.112829319	0.03740546	1.592821209
AT5G01740	0.07509754	0.057217625	1	6.071428571	0.16053234	0.0854348	0.909968224
AT5G64100	0.074977723	3.07E-09	3.64E-07	124.2857143	0.0806675	0.005689777	3.825543591
AT3G54040	0.07426857	1.61E-09	2.04E-07	145.6428571	0.079357756	0.005089186	3.962864345
AT4G17215	0.074054697	0.002912099	0.127044519	15.14285714	0.109264178	0.035209481	1.633784617
AT3G21510	0.073815166	1.20E-08	1.33E-06	105.8571429	0.080217953	0.006402787	3.647153137
AT2G27550	0.073666122	0.00092637	0.046263641	19.21428571	0.101752644	0.028086522	1.857116403
AT3G07273	0.073647678	0.028798922	0.883283294	8.214285714	0.137210993	0.063563316	1.110129788
AT3G57520	0.073235855	4.82E-06	0.000373019	44.71428571	0.086214085	0.01297823	2.731829947
AT4G11650	0.072990653	4.13E-06	0.000325169	46.07142857	0.085633537	0.012642884	2.759850338
AT5G19120	0.072923478	0.004802916	0.194447663	13.85714286	0.111251911	0.038328433	1.537343186
AT2G03200	0.072574567	0.059957841	1	6.214285714	0.156081994	0.083507427	0.902327692
ATCG00280	0.072502199	3.68E-07	3.35E-05	66.57142857	0.081742724	0.009240526	3.145043499
AT1G52400	0.072203554	3.41E-07	3.12E-05	68.14285714	0.081267747	0.009064193	3.164432375
AT3G08520	0.071669949	4.69E-12	7.49E-10	23150.21429	0.073286048	0.001616099	5.502950917
AT1G78850	0.071347721	2.42E-07	2.28E-05	74.42857143	0.079781043	0.008433323	3.241872944
