Gene	TypeV	ZT
AT1G58150	Variable	ZT22
AT3G44006	Variable	ZT22
AT1G26250	Variable	ZT22
AT4G12545	Variable	ZT22
AT5G26260	Variable	ZT22
AT5G23940	Variable	ZT22
AT1G62500	Variable	ZT22
AT4G30140	Variable	ZT22
AT5G24660	Variable	ZT22
AT3G47340	Variable	ZT22
AT5G49350	Variable	ZT22
AT2G23540	Variable	ZT22
AT3G58550	Variable	ZT22
AT3G29250	Variable	ZT22
AT5G09670	Variable	ZT22
AT3G01940	Variable	ZT22
AT1G56320	Variable	ZT22
ATCG00720	Variable	ZT22
AT5G06980	Variable	ZT22
AT4G36850	Variable	ZT22
AT4G30270	Variable	ZT22
AT3G22231	Variable	ZT22
AT2G25160	Variable	ZT22
AT5G09530	Variable	ZT22
AT1G21100	Variable	ZT22
AT1G02850	Variable	ZT22
AT2G41240	Variable	ZT22
ATCG01080	Variable	ZT22
AT3G13610	Variable	ZT22
AT4G20390	Variable	ZT22
AT3G54363	Variable	ZT22
AT4G38080	Variable	ZT22
ATCG00070	Variable	ZT22
AT1G02930	Variable	ZT22
AT1G52060	Variable	ZT22
AT5G50562	Variable	ZT22
AT5G07842	Variable	ZT22
ATCG00730	Variable	ZT22
AT5G64110	Variable	ZT22
AT4G31940	Variable	ZT22
AT5G37990	Variable	ZT22
AT5G58860	Variable	ZT22
AT2G22510	Variable	ZT22
AT5G46900	Variable	ZT22
AT2G18370	Variable	ZT22
AT5G63160	Variable	ZT22
AT2G35380	Variable	ZT22
AT5G08210	Variable	ZT22
AT5G09978	Variable	ZT22
AT5G59320	Variable	ZT22
AT5G09480	Variable	ZT22
AT2G05540	Variable	ZT22
AT5G64120	Variable	ZT22
AT1G13650	Variable	ZT22
AT4G17215	Variable	ZT22
AT4G34800	Variable	ZT22
AT1G16410	Variable	ZT22
AT1G27140	Variable	ZT22
AT5G58390	Variable	ZT22
AT4G37483	Variable	ZT22
AT5G01600	Variable	ZT22
AT1G49860	Variable	ZT22
AT2G38390	Variable	ZT22
AT3G52790	Variable	ZT22
AT4G08780	Variable	ZT22
AT1G47600	Variable	ZT22
AT5G42510	Variable	ZT22
ATCG00840	Variable	ZT22
AT5G13580	Variable	ZT22
AT4G33310	Variable	ZT22
AT1G60960	Variable	ZT22
AT5G20740	Variable	ZT22
AT1G51470	Variable	ZT22
AT1G68850	Variable	ZT22
AT2G03200	Variable	ZT22
AT3G25820	Variable	ZT22
AT5G58570	Variable	ZT22
AT4G25400	Variable	ZT22
AT5G37690	Variable	ZT22
AT5G63560	Variable	ZT22
AT2G47200	Variable	ZT22
AT3G45070	Variable	ZT22
AT1G05340	Variable	ZT22
AT5G63660	Variable	ZT22
AT2G37130	Variable	ZT22
AT3G48340	Variable	ZT22
AT5G13900	Variable	ZT22
AT1G65510	Variable	ZT22
AT3G46700	Variable	ZT22
AT4G28940	Variable	ZT22
AT5G53486	Variable	ZT22
AT2G47270	Variable	ZT22
AT2G48130	Variable	ZT22
ATCG00540	Variable	ZT22
ATCG00270	Variable	ZT22
AT2G43535	Variable	ZT22
AT1G66100	Variable	ZT22
ATMG01390	Variable	ZT22
AT2G39530	Variable	ZT22
ATCG00905	Variable	ZT22
AT4G30730	Variable	ZT22
ATCG00950	Variable	ZT22
AT2G07732	Variable	ZT22
AT1G70850	Variable	ZT22
AT5G46890	Variable	ZT22
AT1G18970	Variable	ZT22
AT3G25190	Variable	ZT22
AT1G52827	Variable	ZT22
AT1G73330	Variable	ZT22
AT1G10250	Variable	ZT22
AT3G50640	Variable	ZT22
AT5G54370	Variable	ZT22
AT2G48140	Variable	ZT22
AT5G05250	Variable	ZT22
AT1G13420	Variable	ZT22
AT1G19020	Variable	ZT22
AT2G30766	Variable	ZT22
AT5G42250	Variable	ZT22
AT4G37070	Variable	ZT22
AT4G08770	Variable	ZT22
AT3G12820	Variable	ZT22
AT4G11880	Variable	ZT22
AT3G53980	Variable	ZT22
AT3G24420	Variable	ZT22
AT4G13860	Variable	ZT22
AT5G47450	Variable	ZT22
AT2G25510	Variable	ZT22
ATCG00280	Variable	ZT22
AT1G65310	Variable	ZT22
AT2G05380	Variable	ZT22
AT3G44550	Variable	ZT22
AT2G21100	Variable	ZT22
AT5G66170	Variable	ZT22
AT4G22666	Variable	ZT22
AT5G53250	Variable	ZT22
AT1G52070	Variable	ZT22
ATCG00580	Variable	ZT22
AT4G21990	Variable	ZT22
ATCG00920	Variable	ZT22
AT1G74460	Variable	ZT22
AT5G51780	Variable	ZT22
AT2G45220	Variable	ZT22
AT1G02920	Variable	ZT22
AT5G01740	Variable	ZT22
AT1G28710	Variable	ZT22
AT5G47500	Variable	ZT22
AT3G09220	Variable	ZT22
AT3G61930	Variable	ZT22
AT3G43670	Variable	ZT22
AT3G54040	Variable	ZT22
AT4G11320	Variable	ZT22
AT3G30720	Variable	ZT22
AT2G37750	Variable	ZT22
AT5G19151	Variable	ZT22
AT5G08000	Variable	ZT22
AT3G05890	Variable	ZT22
AT1G71740	Variable	ZT22
AT4G36570	Variable	ZT22
AT1G56430	Variable	ZT22
AT2G17500	Variable	ZT22
AT3G22620	Variable	ZT22
AT5G35480	Variable	ZT22
AT5G45070	Variable	ZT22
AT3G57157	Variable	ZT22
AT1G45145	Variable	ZT22
AT4G12510	Variable	ZT22
AT4G12480	Variable	ZT22
AT4G15610	Variable	ZT22
AT4G26320	Variable	ZT22
AT4G23680	Variable	ZT22
AT1G50060	Variable	ZT22
AT3G13435	Variable	ZT22
ATCG00810	Variable	ZT22
AT5G66985	Variable	ZT22
AT3G25770	Variable	ZT22
AT4G16690	Variable	ZT22
AT3G50970	Variable	ZT22
ATCG00490	Variable	ZT22
AT1G01580	Variable	ZT22
AT4G33560	Variable	ZT22
AT2G38530	Variable	ZT22
AT1G30700	Variable	ZT22
AT5G13740	Variable	ZT22
AT3G27690	Variable	ZT22
AT5G40690	Variable	ZT22
AT5G42530	Variable	ZT22
AT1G60740	Variable	ZT22
AT4G19690	Variable	ZT22
AT4G17280	Variable	ZT22
ATCG00680	Variable	ZT22
AT3G18290	Variable	ZT22
AT3G25570	Variable	ZT22
AT5G44610	Variable	ZT22
AT1G66270	Variable	ZT22
AT2G21650	Variable	ZT22
AT3G08520	Variable	ZT22
AT3G52748	Variable	ZT22
AT1G24020	Variable	ZT22
AT5G44550	Variable	ZT22
AT1G14120	Variable	ZT22
AT1G17190	Variable	ZT22
AT5G07475	Variable	ZT22
AT3G05600	Variable	ZT22
AT1G22065	Variable	ZT22
AT3G48450	Variable	ZT22
AT3G16440	Variable	ZT22
AT5G25980	Variable	ZT22
AT3G29780	Variable	ZT22
AT3G45710	Variable	ZT22
AT4G14630	Variable	ZT22
AT1G05000	Variable	ZT22
AT2G34925	Variable	ZT22
AT1G07600	Variable	ZT22
AT4G04830	Variable	ZT22
AT4G30290	Variable	ZT22
AT1G30750	Variable	ZT22
AT5G24120	Variable	ZT22
AT3G28550	Variable	ZT22
AT3G49960	Variable	ZT22
AT5G07322	Variable	ZT22
AT3G10910	Variable	ZT22
AT5G38020	Variable	ZT22
AT1G22500	Variable	ZT22
AT3G04290	Variable	ZT22
ATCG00130	Variable	ZT22
AT2G46600	Variable	ZT22
AT1G06090	Variable	ZT22
ATCG00140	Variable	ZT22
AT2G21045	Variable	ZT22
AT1G49032	Variable	ZT22
AT4G00670	Variable	ZT22
AT5G43580	Variable	ZT22
AT1G32450	Variable	ZT22
AT5G12420	Variable	ZT22
AT2G27550	Variable	ZT22
AT2G43150	Variable	ZT22
AT3G58810	Variable	ZT22
AT5G59090	Variable	ZT22
AT3G02240	Variable	ZT22
AT3G19660	Variable	ZT22
AT2G36100	Variable	ZT22
AT4G21830	Variable	ZT22
AT1G31935	Variable	ZT22
AT1G66280	Variable	ZT22
AT3G25930	Variable	ZT22
AT4G15390	Variable	ZT22
AT2G46750	Variable	ZT22
AT3G01420	Variable	ZT22
AT3G62450	Variable	ZT22
AT1G23720	Variable	ZT22
AT4G21850	Variable	ZT22
AT4G37010	Variable	ZT22
AT3G21710	Variable	ZT22
AT4G16370	Variable	ZT22
AT5G60530	Variable	ZT22
AT1G15380	Variable	ZT22
ATMG00020	Variable	ZT22
AT2G43550	Variable	ZT22
AT5G19230	Variable	ZT22
AT3G28740	Variable	ZT22
AT2G19970	Variable	ZT22
AT2G01010	Variable	ZT22
AT1G73120	Variable	ZT22
AT5G64100	Variable	ZT22
AT5G56540	Variable	ZT22
AT5G23020	Variable	ZT22
AT2G33830	Variable	ZT22
AT4G13580	Variable	ZT22
AT2G34430	Variable	ZT22
AT5G43350	Variable	ZT22
AT5G43180	Variable	ZT22
AT1G31580	Variable	ZT22
AT2G38170	Variable	ZT22
AT1G18980	Variable	ZT22
AT2G05510	Variable	ZT22
AT5G15960	Variable	ZT22
AT1G21310	Variable	ZT22
AT3G16430	Variable	ZT22
AT2G41090	Variable	ZT22
AT2G32150	Variable	ZT22
AT3G07720	Variable	ZT22
AT4G16260	Variable	ZT22
AT5G10580	Variable	ZT22
AT5G63600	Variable	ZT22
AT4G35060	Variable	ZT22
ATCG00790	Variable	ZT22
AT3G22240	Variable	ZT22
AT5G44380	Variable	ZT22
AT1G05835	Variable	ZT22
AT5G02780	Variable	ZT22
AT2G29490	Variable	ZT22
AT5G62340	Variable	ZT22
AT3G49780	Variable	ZT22
AT5G59520	Variable	ZT22
AT2G16850	Variable	ZT22
AT1G77885	Variable	ZT22
AT3G22600	Variable	ZT22
AT3G24300	Variable	ZT22
AT4G15160	Variable	ZT22
AT3G10020	Variable	ZT22
AT2G41250	Variable	ZT22
AT2G42840	Variable	ZT22
AT1G09560	Variable	ZT22
AT1G06570	Variable	ZT22
AT1G78000	Variable	ZT22
AT1G54740	Variable	ZT22
AT4G30460	Variable	ZT22
AT1G54000	Variable	ZT22
AT4G37410	Variable	ZT22
AT2G18150	Variable	ZT22
AT3G62040	Variable	ZT22
AT4G38540	Variable	ZT22
AT3G01190	Variable	ZT22
AT5G56870	Variable	ZT22
AT2G40000	Variable	ZT22
AT2G38380	Variable	ZT22
AT1G18250	Variable	ZT22
AT3G57020	Variable	ZT22
AT5G26280	Variable	ZT22
AT3G26470	Variable	ZT22
AT2G15128	Variable	ZT22
AT3G32980	Variable	ZT22
AT1G13300	Variable	ZT22
AT2G04800	Variable	ZT22
AT3G09270	Variable	ZT22
AT2G24040	Variable	ZT22
AT4G11650	Variable	ZT22
AT1G49310	Variable	ZT22
AT1G62180	Variable	ZT22
ATMG00030	Variable	ZT22
AT1G02360	Variable	ZT22
AT4G13235	Variable	ZT22
AT3G19390	Variable	ZT22
AT1G03850	Variable	ZT22
AT5G49360	Variable	ZT22
AT2G22470	Variable	ZT22
AT4G36430	Variable	ZT22
AT4G33960	Variable	ZT22
AT5G40730	Variable	ZT22
AT3G14280	Variable	ZT22
AT3G56705	Variable	ZT22
AT3G19710	Variable	ZT22
AT5G61820	Variable	ZT22
AT3G16450	Variable	ZT22
AT1G52200	Variable	ZT22
AT4G30280	Variable	ZT22
AT4G18970	Variable	ZT22
AT3G29034	Variable	ZT22
AT1G78020	Variable	ZT22
AT4G01870	Variable	ZT22
AT4G22212	Variable	ZT22
AT1G14870	Variable	ZT22
AT1G13590	Variable	ZT22
AT2G43590	Variable	ZT22
AT3G14770	Variable	ZT22
AT1G62570	Variable	ZT22
AT3G55230	Variable	ZT22
AT5G58770	Variable	ZT22
AT1G17170	Variable	ZT22
AT4G19030	Variable	ZT22
AT4G33420	Variable	ZT22
AT1G29418	Variable	ZT22
AT5G50760	Variable	ZT22
AT2G26330	Variable	ZT22
AT3G21510	Variable	ZT22
AT4G04610	Variable	ZT22
AT1G17860	Variable	ZT22
AT1G16400	Variable	ZT22
AT2G37760	Variable	ZT22
AT1G76930	Variable	ZT22
AT2G36120	Variable	ZT22
AT1G10682	Variable	ZT22
AT4G34600	Variable	ZT22
AT1G07610	Variable	ZT22
AT2G44790	Variable	ZT22
AT4G30170	Variable	ZT22
ATCG00020	Variable	ZT22
AT1G06360	Variable	ZT22
AT3G61990	Variable	ZT22
AT5G45950	Variable	ZT22
AT5G17170	Variable	ZT22
AT4G27440	Variable	ZT22
AT3G50740	Variable	ZT22
AT5G66690	Variable	ZT22
AT3G23430	Variable	ZT22
AT3G16530	Variable	ZT22
AT4G13250	Variable	ZT22
AT4G15760	Variable	ZT22
AT4G25100	Variable	ZT22
AT2G33850	Variable	ZT22
AT4G31910	Variable	ZT22
AT1G09740	Variable	ZT22
AT2G29420	Variable	ZT22
AT3G21870	Variable	ZT22
AT2G41100	Variable	ZT22
AT5G04950	Variable	ZT22
AT2G40300	Variable	ZT22
AT3G58990	Variable	ZT22
AT2G02120	Variable	ZT22
AT4G27450	Variable	ZT22
AT2G26980	Variable	ZT22
AT2G39310	Variable	ZT22
AT2G46650	Variable	ZT22
AT5G45670	Variable	ZT22
AT4G15620	Variable	ZT22
AT4G01480	Variable	ZT22
AT1G77760	Variable	ZT22
AT5G41010	Variable	ZT22
AT1G78370	Variable	ZT22
AT4G02520	Variable	ZT22
AT4G03210	Variable	ZT22
AT5G56100	Variable	ZT22
AT2G33770	Variable	ZT22
AT2G40205	Variable	ZT22
AT5G51010	Variable	ZT22
AT1G34418	Variable	ZT22
AT5G14200	Variable	ZT22
AT1G80240	Variable	ZT22
AT3G16460	Variable	ZT22
AT4G30670	Variable	ZT22
AT1G44800	Variable	ZT22
AT3G09260	Variable	ZT22
AT5G48485	Variable	ZT22
AT4G29270	Variable	ZT22
AT1G17180	Variable	ZT22
AT5G25890	Variable	ZT22
AT2G02390	Variable	ZT22
AT5G65390	Variable	ZT22
AT1G11580	Variable	ZT22
AT4G13180	Variable	ZT22
AT3G15450	Variable	ZT22
AT5G05960	Variable	ZT22
AT2G18980	Variable	ZT22
AT5G64260	Variable	ZT22
AT2G42600	Variable	ZT22
AT4G17340	Variable	ZT22
AT5G57785	Variable	ZT22
AT3G01290	Variable	ZT22
AT3G54500	Variable	ZT22
AT1G62660	Variable	ZT22
AT5G40850	Variable	ZT22
AT5G14780	Variable	ZT22
AT1G20440	Variable	ZT22
AT5G65660	Variable	ZT22
AT1G58270	Variable	ZT22
AT5G17820	Variable	ZT22
AT2G37040	Variable	ZT22
AT2G20670	Variable	ZT22
AT3G20370	Variable	ZT22
AT5G65210	Variable	ZT22
AT5G15970	Variable	ZT22
AT5G49480	Variable	ZT22
AT5G67370	Variable	ZT22
AT1G76680	Variable	ZT22
AT1G72645	Variable	ZT22
AT3G14990	Variable	ZT22
AT1G07590	Variable	ZT22
AT3G17510	Variable	ZT22
AT3G26740	Variable	ZT22
AT2G34420	Variable	ZT22
AT1G74670	Variable	ZT22
AT3G05880	Variable	ZT22
AT3G63240	Stable	ZT22
AT5G47580	Stable	ZT22
AT5G19000	Stable	ZT22
AT5G13030	Stable	ZT22
AT3G26370	Stable	ZT22
AT1G45180	Stable	ZT22
AT1G51690	Stable	ZT22
AT1G18900	Stable	ZT22
AT1G69680	Stable	ZT22
AT1G14020	Stable	ZT22
AT2G01440	Stable	ZT22
AT2G45910	Stable	ZT22
AT3G63270	Stable	ZT22
AT5G22760	Stable	ZT22
AT1G27100	Stable	ZT22
AT5G02970	Stable	ZT22
AT4G05420	Stable	ZT22
AT3G23900	Stable	ZT22
AT2G23460	Stable	ZT22
AT3G20350	Stable	ZT22
AT2G47330	Stable	ZT22
AT1G61300	Stable	ZT22
AT3G01090	Stable	ZT22
AT1G54370	Stable	ZT22
AT1G02120	Stable	ZT22
AT4G35580	Stable	ZT22
AT1G09980	Stable	ZT22
AT5G41240	Stable	ZT22
AT4G36400	Stable	ZT22
AT5G48440	Stable	ZT22
AT3G59910	Stable	ZT22
AT3G22980	Stable	ZT22
AT4G24490	Stable	ZT22
AT1G78590	Stable	ZT22
AT2G27470	Stable	ZT22
AT1G09730	Stable	ZT22
AT1G55750	Stable	ZT22
AT2G46340	Stable	ZT22
AT1G66510	Stable	ZT22
AT2G15560	Stable	ZT22
AT4G12640	Stable	ZT22
AT4G27060	Stable	ZT22
AT4G39870	Stable	ZT22
AT3G26910	Stable	ZT22
AT1G12680	Stable	ZT22
AT2G39170	Stable	ZT22
AT1G20370	Stable	ZT22
AT4G36960	Stable	ZT22
AT3G04830	Stable	ZT22
AT5G09740	Stable	ZT22
AT4G03000	Stable	ZT22
AT3G15220	Stable	ZT22
AT3G12012	Stable	ZT22
AT4G29830	Stable	ZT22
AT5G20200	Stable	ZT22
AT5G06560	Stable	ZT22
AT5G12120	Stable	ZT22
AT2G22010	Stable	ZT22
AT1G70160	Stable	ZT22
AT1G36070	Stable	ZT22
AT5G22400	Stable	ZT22
AT1G03280	Stable	ZT22
AT3G05090	Stable	ZT22
AT1G17980	Stable	ZT22
AT3G19080	Stable	ZT22
AT4G16250	Stable	ZT22
AT3G06250	Stable	ZT22
AT2G38770	Stable	ZT22
AT5G67530	Stable	ZT22
AT5G22010	Stable	ZT22
AT5G50420	Stable	ZT22
AT3G12380	Stable	ZT22
AT4G36140	Stable	ZT22
AT2G17410	Stable	ZT22
AT3G20790	Stable	ZT22
AT5G20680	Stable	ZT22
AT5G60580	Stable	ZT22
AT5G05450	Stable	ZT22
AT5G57250	Stable	ZT22
AT1G20760	Stable	ZT22
AT4G20400	Stable	ZT22
AT5G53540	Stable	ZT22
AT2G27090	Stable	ZT22
AT4G36480	Stable	ZT22
AT3G24150	Stable	ZT22
AT3G15470	Stable	ZT22
AT5G59830	Stable	ZT22
AT1G16780	Stable	ZT22
AT2G29190	Stable	ZT22
AT4G21460	Stable	ZT22
AT4G34910	Stable	ZT22
AT2G41700	Stable	ZT22
AT3G27700	Stable	ZT22
AT2G37050	Stable	ZT22
AT1G68720	Stable	ZT22
AT5G12430	Stable	ZT22
AT1G72320	Stable	ZT22
AT5G03180	Stable	ZT22
AT5G26360	Stable	ZT22
AT1G67890	Stable	ZT22
AT5G58510	Stable	ZT22
AT1G31150	Stable	ZT22
AT4G32790	Stable	ZT22
AT5G10320	Stable	ZT22
AT5G56730	Stable	ZT22
AT1G05380	Stable	ZT22
AT4G32350	Stable	ZT22
AT5G43670	Stable	ZT22
AT4G13970	Stable	ZT22
AT1G61210	Stable	ZT22
AT3G04480	Stable	ZT22
AT1G51580	Stable	ZT22
AT1G01710	Stable	ZT22
AT3G18210	Stable	ZT22
AT3G54860	Stable	ZT22
AT5G11350	Stable	ZT22
AT4G38040	Stable	ZT22
AT1G13180	Stable	ZT22
AT3G02150	Stable	ZT22
AT3G63340	Stable	ZT22
AT2G17270	Stable	ZT22
AT5G42140	Stable	ZT22
AT1G76630	Stable	ZT22
AT1G22730	Stable	ZT22
AT5G51230	Stable	ZT22
AT4G30790	Stable	ZT22
AT1G61010	Stable	ZT22
AT5G52530	Stable	ZT22
AT1G78920	Stable	ZT22
AT1G17070	Stable	ZT22
AT1G73310	Stable	ZT22
AT3G01340	Stable	ZT22
AT1G09830	Stable	ZT22
AT4G24240	Stable	ZT22
AT1G20980	Stable	ZT22
AT1G67410	Stable	ZT22
AT3G19740	Stable	ZT22
AT1G22310	Stable	ZT22
AT4G04970	Stable	ZT22
AT5G53010	Stable	ZT22
AT5G08780	Stable	ZT22
AT1G49980	Stable	ZT22
AT4G12780	Stable	ZT22
AT2G05170	Stable	ZT22
AT2G35155	Stable	ZT22
AT1G53165	Stable	ZT22
AT1G45160	Stable	ZT22
AT2G05230	Stable	ZT22
AT2G31820	Stable	ZT22
AT3G13870	Stable	ZT22
AT5G18525	Stable	ZT22
AT1G07810	Stable	ZT22
AT4G32620	Stable	ZT22
AT3G62390	Stable	ZT22
AT5G60370	Stable	ZT22
AT1G08600	Stable	ZT22
AT2G26920	Stable	ZT22
AT5G20610	Stable	ZT22
AT5G59570	Stable	ZT22
AT2G43490	Stable	ZT22
AT3G55480	Stable	ZT22
AT4G22285	Stable	ZT22
AT3G11880	Stable	ZT22
AT5G11850	Stable	ZT22
AT5G27650	Stable	ZT22
AT3G62840	Stable	ZT22
AT2G39630	Stable	ZT22
AT5G10540	Stable	ZT22
AT3G47010	Stable	ZT22
AT2G44980	Stable	ZT22
AT1G78540	Stable	ZT22
AT3G26850	Stable	ZT22
AT5G53330	Stable	ZT22
AT1G66880	Stable	ZT22
AT4G20910	Stable	ZT22
AT2G27150	Stable	ZT22
AT2G30320	Stable	ZT22
AT5G48520	Stable	ZT22
AT4G36020	Stable	ZT22
AT5G22030	Stable	ZT22
AT5G66560	Stable	ZT22
AT1G58350	Stable	ZT22
AT4G01400	Stable	ZT22
AT5G37310	Stable	ZT22
AT4G16420	Stable	ZT22
AT5G13530	Stable	ZT22
AT4G21180	Stable	ZT22
AT1G20970	Stable	ZT22
AT4G30996	Stable	ZT22
AT1G71240	Stable	ZT22
AT2G37035	Stable	ZT22
AT4G30935	Stable	ZT22
AT5G22050	Stable	ZT22
AT1G27430	Stable	ZT22
AT4G13980	Stable	ZT22
AT4G30780	Stable	ZT22
AT5G07290	Stable	ZT22
AT3G24180	Stable	ZT22
AT5G01170	Stable	ZT22
AT3G27530	Stable	ZT22
AT3G47890	Stable	ZT22
AT1G79670	Stable	ZT22
AT1G56310	Stable	ZT22
AT2G29140	Stable	ZT22
AT1G04210	Stable	ZT22
AT1G07970	Stable	ZT22
AT1G19690	Stable	ZT22
AT1G69330	Stable	ZT22
AT1G73450	Stable	ZT22
AT5G05570	Stable	ZT22
AT1G74720	Stable	ZT22
AT4G25210	Stable	ZT22
AT1G64550	Stable	ZT22
AT4G16580	Stable	ZT22
AT3G07950	Stable	ZT22
AT1G72990	Stable	ZT22
AT1G77250	Stable	ZT22
AT2G39740	Stable	ZT22
AT3G26990	Stable	ZT22
AT4G26980	Stable	ZT22
AT5G49470	Stable	ZT22
AT1G07930	Stable	ZT22
AT4G24020	Stable	ZT22
AT1G58100	Stable	ZT22
AT3G20020	Stable	ZT22
AT3G60740	Stable	ZT22
AT1G73080	Stable	ZT22
AT3G02130	Stable	ZT22
AT5G41330	Stable	ZT22
AT1G27850	Stable	ZT22
AT4G34840	Stable	ZT22
AT3G58110	Stable	ZT22
AT2G47580	Stable	ZT22
AT1G68580	Stable	ZT22
AT1G13980	Stable	ZT22
AT3G54350	Stable	ZT22
AT5G46550	Stable	ZT22
AT5G24360	Stable	ZT22
AT4G09580	Stable	ZT22
AT1G05860	Stable	ZT22
AT1G17680	Stable	ZT22
AT1G29690	Stable	ZT22
AT1G19100	Stable	ZT22
AT4G29790	Stable	ZT22
AT1G31480	Stable	ZT22
AT3G14740	Stable	ZT22
AT3G27460	Stable	ZT22
AT4G32670	Stable	ZT22
AT3G20500	Stable	ZT22
AT4G10790	Stable	ZT22
AT3G04580	Stable	ZT22
AT4G15020	Stable	ZT22
AT5G18610	Stable	ZT22
AT1G54060	Stable	ZT22
AT2G30710	Stable	ZT22
AT3G57930	Stable	ZT22
AT1G35220	Stable	ZT22
AT1G55590	Stable	ZT22
AT2G44950	Stable	ZT22
AT4G30825	Stable	ZT22
AT5G01270	Stable	ZT22
AT5G19130	Stable	ZT22
AT5G40870	Stable	ZT22
AT1G79060	Stable	ZT22
AT4G19010	Stable	ZT22
AT5G57160	Stable	ZT22
AT1G19480	Stable	ZT22
AT5G54930	Stable	ZT22
AT5G56290	Stable	ZT22
AT1G69340	Stable	ZT22
AT2G03270	Stable	ZT22
AT2G20650	Stable	ZT22
AT3G57710	Stable	ZT22
AT2G20940	Stable	ZT22
AT5G21990	Stable	ZT22
AT1G18485	Stable	ZT22
AT5G22290	Stable	ZT22
AT5G58430	Stable	ZT22
AT5G50230	Stable	ZT22
AT1G17550	Stable	ZT22
AT5G36940	Stable	ZT22
AT5G41190	Stable	ZT22
AT2G17480	Stable	ZT22
AT3G46820	Stable	ZT22
AT1G77300	Stable	ZT22
AT1G17340	Stable	ZT22
AT1G21730	Stable	ZT22
AT1G32490	Stable	ZT22
AT4G32300	Stable	ZT22
AT3G03790	Stable	ZT22
AT1G66750	Stable	ZT22
AT5G15270	Stable	ZT22
AT1G30570	Stable	ZT22
AT3G53240	Stable	ZT22
AT5G04670	Stable	ZT22
AT1G06770	Stable	ZT22
AT4G25620	Stable	ZT22
AT5G12220	Stable	ZT22
AT3G60050	Stable	ZT22
AT5G36250	Stable	ZT22
AT1G67490	Stable	ZT22
AT3G17750	Stable	ZT22
AT1G01950	Stable	ZT22
AT5G13360	Stable	ZT22
AT4G29490	Stable	ZT22
AT5G17010	Stable	ZT22
AT5G49830	Stable	ZT22
AT5G57870	Stable	ZT22
AT5G11380	Stable	ZT22
AT3G62900	Stable	ZT22
AT4G09980	Stable	ZT22
AT5G65460	Stable	ZT22
AT5G62030	Stable	ZT22
