Gene	TPM_average_ZT2	TPM_average_ZT4	TPM_average_ZT6	TPM_average_ZT8	TPM_average_ZT10	TPM_average_ZT12	TPM_average_ZT14	TPM_average_ZT16	TPM_average_ZT18	TPM_average_ZT20	TPM_average_ZT22	TPM_average_ZT24
AT3G57810	24.78571429	23.28571429	20.92857143	16.85714286	16.92857143	19.35714286	17.35714286	19.5	21.42857143	20.07142857	19.35714286	18.42857143
AT3G57830	8.785714286	7.928571429	6.5	5.071428571	6.5	7.5	8.285714286	6.785714286	7.642857143	6.785714286	6.857142857	7
AT3G57860	5.928571429	7.071428571	8.142857143	6.714285714	7.214285714	6.714285714	9	7.785714286	7.857142857	6.5	7.714285714	6.642857143
AT3G57870	160.2857143	179.7142857	188.2857143	186.2142857	180.2857143	170	176.0714286	162	170.2142857	158.2142857	161.6428571	157.4285714
AT3G57880	14.07142857	13	8.857142857	7.142857143	7.785714286	9.214285714	8.857142857	9.642857143	10.85714286	10.57142857	12.28571429	13.71428571
AT3G57890	44.07142857	49.78571429	50.42857143	46.71428571	50.35714286	44.07142857	36	34.92857143	36.85714286	37.71428571	39.57142857	41.35714286
AT3G57910	5.071428571	5.214285714	5.5	5.428571429	5.571428571	5.714285714	5.928571429	NA	5.428571429	NA	NA	NA
AT3G57930	15.35714286	16.71428571	19.28571429	19.28571429	21.78571429	21.92857143	28.28571429	26.35714286	27.07142857	24.14285714	22.85714286	23.64285714
AT3G57940	8.928571429	8.428571429	11.07142857	11.64285714	14.42857143	12.64285714	8.428571429	8.928571429	9.142857143	7.714285714	7.428571429	6.428571429
AT3G57965	5.642857143	5.214285714	5.428571429	5.214285714	5.5	NA	NA	NA	5.071428571	NA	NA	5.428571429
AT3G57980	6.5	6.928571429	6.5	5.785714286	6.785714286	6.071428571	6.071428571	6.357142857	6.785714286	6.857142857	7.571428571	8.142857143
AT3G57990	49.21428571	42.14285714	37.64285714	37.14285714	44.42857143	47.42857143	52.07142857	47.78571429	47.42857143	47.64285714	46.71428571	45.71428571
AT3G58010	27.28571429	27.64285714	30.07142857	31.42857143	33.14285714	35.14285714	32.78571429	32.21428571	31.35714286	28.64285714	30.78571429	26.85714286
AT3G58020	14	12.14285714	12.57142857	12.21428571	13.42857143	13.71428571	20.64285714	22.07142857	21.57142857	21.57142857	19.71428571	19.64285714
AT3G58030	28	28.07142857	27.64285714	25.85714286	27.21428571	26.64285714	28.85714286	28.07142857	28.5	27.71428571	27.28571429	28.5
AT3G58040	21.64285714	22	20.85714286	19.35714286	21.14285714	21	21.28571429	20.28571429	21.57142857	20.78571429	20.28571429	21.42857143
AT3G58050	10.21428571	11	11.35714286	10.07142857	10.78571429	9.714285714	10.78571429	11.07142857	11	10.07142857	10.5	10.5
AT3G58070	6.857142857	7.5	5.357142857	5.642857143	8.142857143	11.07142857	5.857142857	5.857142857	NA	NA	NA	NA
AT3G58100	7.714285714	9.428571429	12.07142857	11.57142857	12.85714286	12.78571429	11.92857143	11.21428571	11.14285714	9.571428571	9.714285714	8.928571429
AT3G58110	17.42857143	17.64285714	17.21428571	16.07142857	18.92857143	18.57142857	23	22.21428571	23.28571429	22.92857143	22.64285714	22
AT3G58120	29.21428571	24.71428571	32.07142857	35.35714286	27.14285714	17.35714286	39	29.42857143	36.07142857	38.5	42.21428571	47.92857143
AT3G58130	5.571428571	5.214285714	5.785714286	5.285714286	5.714285714	5.285714286	6.5	6.928571429	7.142857143	6.428571429	7.214285714	7.714285714
AT3G58140	106.2857143	118.5	126.3571429	121	127	119.7142857	108.7142857	112.2857143	110.2142857	109.5	108.2857143	99
AT3G58170	51.35714286	55.78571429	58.5	53.85714286	57.71428571	60.57142857	64	60.07142857	62.85714286	57.07142857	57.28571429	57.64285714
AT3G58180	25.78571429	20.57142857	23.85714286	25.21428571	27	26.78571429	25.64285714	27.78571429	26.07142857	26.85714286	25.71428571	25.57142857
AT3G58220	16.57142857	15.64285714	15.5	15.14285714	16.85714286	16.42857143	17	18.21428571	18.35714286	18.07142857	17	17.5
AT3G58460	30.92857143	32.71428571	33.42857143	32.35714286	34.07142857	33.35714286	37.07142857	36.78571429	34.71428571	35.71428571	36.35714286	35.5
AT3G58470	25.42857143	21.5	26.35714286	27.21428571	30.42857143	32.07142857	29.07142857	28.92857143	28.57142857	25.07142857	24.64285714	26.78571429
AT3G58490	27.85714286	25.71428571	21.71428571	15.07142857	11.35714286	10.21428571	16.85714286	19.07142857	22.28571429	36.92857143	53.57142857	80
AT3G58500	114.7142857	108.6428571	112.2142857	105.8571429	110.0714286	111	145.6428571	148.2142857	145.0714286	153.2142857	159.5714286	177.1428571
AT3G58510	30.85714286	27.85714286	31.21428571	30.28571429	33.92857143	31.57142857	28.57142857	29.57142857	29.42857143	28.35714286	27.35714286	28
AT3G58530	8.857142857	9.857142857	11.78571429	11.42857143	12.57142857	12.64285714	12.57142857	13.14285714	13.28571429	13.21428571	12.14285714	11.64285714
AT3G58550	33.64285714	33.21428571	46.78571429	52.42857143	40.71428571	36.42857143	43.5	50.57142857	56.42857143	50.57142857	51.78571429	61.71428571
AT3G58560	48.64285714	47.28571429	47.14285714	42.64285714	48.14285714	49.71428571	44.14285714	46.21428571	46.92857143	42.5	41.42857143	39.07142857
AT3G58580	19.14285714	22.5	22.92857143	20.92857143	22.07142857	21.14285714	20.07142857	21.14285714	19.42857143	19	19	17.64285714
AT3G58600	18.14285714	18.35714286	18.5	18.28571429	18.57142857	17.57142857	22.07142857	21.78571429	22.57142857	21.42857143	21.07142857	21.5
AT3G58610	376.2142857	377.2142857	385.1428571	393.5714286	405.4285714	420.2857143	431.2142857	492.2142857	491.9285714	438.9285714	422.6428571	383.5714286
AT3G58620	11.5	12	13.28571429	12	10.28571429	7.642857143	10.21428571	10.57142857	11.57142857	11.57142857	11.78571429	14.35714286
AT3G58630	9.5	9.285714286	9.642857143	9	9.357142857	8.785714286	10.5	10.14285714	10.28571429	9.714285714	9.785714286	10.85714286
AT3G58640	24.57142857	25.42857143	22.35714286	20	21.28571429	21.57142857	25.42857143	25.42857143	25.78571429	26.35714286	27.85714286	29.71428571
AT3G58650	5.428571429	8.285714286	9.642857143	7.857142857	8.142857143	8.357142857	7.928571429	6.571428571	6.357142857	NA	5.285714286	NA
AT3G58660	37.14285714	32.71428571	42.5	45.71428571	50.78571429	47	30.71428571	31.42857143	32.07142857	26.42857143	26.28571429	25.42857143
AT3G58670	17.5	17.64285714	17.78571429	17.28571429	17.57142857	16.64285714	27.71428571	37.21428571	41.07142857	46.57142857	50.28571429	55.35714286
AT3G58680	118.5714286	125.4285714	179.7142857	238.9285714	276.7142857	256.6428571	303.7142857	305.1428571	280.2857143	262.7857143	243.1428571	201.3571429
AT3G58690	7.857142857	8.285714286	9.428571429	9.071428571	9.071428571	9	7.928571429	7.714285714	8	7.142857143	7	6.142857143
AT3G58700	79.35714286	68.5	80.71428571	88.21428571	99.92857143	104.7142857	87.78571429	84.28571429	86.42857143	78.57142857	75.07142857	75.71428571
AT3G58710	10.21428571	9.928571429	10.71428571	11.71428571	10.35714286	8.857142857	13.14285714	12.28571429	10.07142857	11.5	11.57142857	13.42857143
AT3G58720	8.142857143	9.785714286	9.785714286	9.5	10.07142857	10.14285714	11.28571429	9.571428571	10.42857143	9.857142857	8.571428571	9
AT3G58730	138.2857143	142	148.5714286	152.3571429	149.8571429	143.5714286	161.4285714	169.5714286	159.4285714	151.5714286	145.7142857	137.7857143
AT3G58750	22.07142857	25.5	31.64285714	33.07142857	35.42857143	31.64285714	36.85714286	36.71428571	35.5	33.35714286	32.14285714	30.5
AT3G58760	16.28571429	15.28571429	16.5	17.07142857	18.14285714	17	19.21428571	18.71428571	18.57142857	17.64285714	16.21428571	16.64285714
AT3G58790	6.357142857	6.857142857	6.928571429	6.714285714	6.785714286	5.714285714	8	7.357142857	7.214285714	6.428571429	6.357142857	6.571428571
AT3G58810	19.14285714	7.571428571	NA	NA	NA	8.142857143	15.28571429	15.92857143	22.35714286	22.21428571	31.35714286	26.57142857
AT3G58830	39.42857143	37.78571429	35.5	33.64285714	41	45.71428571	35.85714286	29.28571429	30.92857143	28.21428571	28.78571429	26
AT3G58840	14.07142857	12.5	13.78571429	13.64285714	14.35714286	13	12.35714286	11.71428571	12.5	13.28571429	12.85714286	13.64285714
AT3G58850	16.85714286	14.64285714	15.78571429	14.21428571	11.42857143	11	11.85714286	12.07142857	13.28571429	16.07142857	14.14285714	16.57142857
AT3G58900	6.357142857	8	9	7.642857143	7.928571429	6.5	8.714285714	8.785714286	9.357142857	9.642857143	9	9.5
AT3G58930	6.785714286	6.571428571	7	6.928571429	7.857142857	7.428571429	6.571428571	7	6.928571429	6.071428571	6.071428571	6.642857143
AT3G58970	18.57142857	18.42857143	17.42857143	16.35714286	17.21428571	16.85714286	20.78571429	22.71428571	22.42857143	24.14285714	25.07142857	25.78571429
AT3G58990	100.6428571	112.7857143	104.4285714	98.64285714	110.7142857	114.3571429	26.42857143	47.57142857	47.57142857	40.57142857	50.85714286	57.21428571
AT3G59020	33.07142857	29.57142857	33.07142857	33.07142857	36.92857143	34.28571429	34	35.14285714	35.14285714	33.85714286	33.42857143	33.78571429
AT3G59040	37.28571429	34.57142857	36.28571429	35.35714286	40.14285714	35.64285714	33.85714286	38.5	42.21428571	41.35714286	40.5	35.07142857
AT3G59052	20.5	19.14285714	17.71428571	17.07142857	20	21	17.21428571	20.5	19.71428571	18.92857143	19.42857143	19.5
AT3G59060	82.07142857	80.92857143	65.5	43.14285714	21	10.78571429	NA	NA	5.214285714	10.64285714	24.28571429	71.5
AT3G59090	29.57142857	26.5	26.64285714	24	24.64285714	24.28571429	31.71428571	29.28571429	30.28571429	31.28571429	31.57142857	34.42857143
AT3G59110	17.42857143	18.5	20.42857143	19.42857143	18.85714286	16.07142857	16	15.71428571	16.57142857	15.07142857	14.64285714	14.07142857
AT3G59140	12.21428571	11.57142857	10.21428571	6.928571429	6.928571429	7.571428571	5.071428571	6.071428571	5.928571429	6.142857143	7.357142857	7.5
AT3G59150	6.642857143	6.142857143	5.714285714	NA	5	NA	5.142857143	5.357142857	6.071428571	6.071428571	6.214285714	6.642857143
AT3G59210	14.07142857	17.14285714	20.64285714	19.42857143	19.42857143	17.64285714	15.21428571	15.78571429	16.07142857	16.78571429	15.42857143	14.42857143
AT3G59220	34.42857143	39.57142857	27.71428571	20.92857143	19.57142857	18.21428571	13.35714286	17.35714286	18.42857143	19.57142857	22.35714286	24
AT3G59280	62.71428571	55.35714286	52.35714286	51.35714286	58.14285714	59.14285714	59.85714286	59.85714286	58.71428571	55.21428571	53.07142857	50.57142857
AT3G59290	6.642857143	7.285714286	7.571428571	6.714285714	7.071428571	6.214285714	7.714285714	7.357142857	7.142857143	7.214285714	6.928571429	7
AT3G59300	21.78571429	28.78571429	27.5	23.28571429	23.71428571	21.57142857	23.07142857	23.85714286	24.07142857	24.35714286	24.71428571	21.78571429
AT3G59310	19.64285714	20.42857143	23.14285714	20.42857143	21.71428571	19.78571429	27.21428571	23.92857143	22.35714286	21.64285714	20.28571429	17.28571429
AT3G59320	11.5	12	13.78571429	14.14285714	13.64285714	11.92857143	14.07142857	15.71428571	16.92857143	16.71428571	16.92857143	16.42857143
AT3G59330	5.285714286	6	6.785714286	6.285714286	6.428571429	6.142857143	7.5	8.214285714	9.357142857	9.5	8.714285714	9
AT3G59350	11.5	10	16	35.57142857	39.07142857	24.57142857	81.42857143	40.64285714	37.5	40.07142857	36.92857143	33.35714286
AT3G59360	24.64285714	23.71428571	25.57142857	23.92857143	26.85714286	24.35714286	27.71428571	26.92857143	27.21428571	26.14285714	26.35714286	26.85714286
AT3G59370	14	13.92857143	21.5	22.71428571	15.42857143	10	16	14.21428571	16.28571429	18.21428571	19.85714286	26.85714286
AT3G59380	25.78571429	28.28571429	28.21428571	27.21428571	27.64285714	27.5	34.21428571	34.07142857	33.42857143	33.78571429	33.5	35.21428571
AT3G59390	8.285714286	9.142857143	7.785714286	6.857142857	7.5	8	8.142857143	8.5	8.571428571	7.714285714	8.142857143	8.857142857
AT3G59400	419.8571429	333.1428571	286.7857143	163.6428571	61.42857143	73	56.21428571	113.7857143	164.6428571	222.2857143	257.0714286	280.8571429
AT3G59410	7.714285714	8.714285714	8.928571429	7.928571429	8.642857143	7.357142857	8.571428571	9.428571429	9.785714286	9.428571429	10.35714286	10.64285714
AT3G59420	6.285714286	6.857142857	6.5	5.428571429	5.857142857	6.142857143	5.714285714	6.071428571	6.142857143	5.5	5.428571429	5
AT3G59470	8.857142857	9.857142857	10.07142857	9.357142857	9.714285714	9.214285714	10	10.71428571	10.71428571	10.85714286	9.5	9.785714286
AT3G59490	14.14285714	15	14.28571429	11.28571429	12.21428571	13.28571429	13.07142857	13.78571429	14.42857143	14.28571429	14.5	15.5
AT3G59500	39	35.42857143	32.71428571	30.78571429	31.85714286	32.14285714	31.71428571	31.92857143	30.5	32.21428571	31.57142857	33.71428571
AT3G59520	6.5	7.214285714	8.142857143	7	6.857142857	7	7.142857143	6.785714286	6.785714286	6.928571429	6.857142857	5.857142857
AT3G59540	433.4285714	378.4285714	394.7857143	432.1428571	446.7142857	500.5	462.7142857	468.5714286	460.8571429	427	420.7857143	429.7857143
AT3G59600	69.78571429	67.78571429	73.64285714	70.64285714	71.28571429	70.85714286	73.85714286	74.78571429	74.57142857	69.64285714	66	70.42857143
AT3G59630	13.21428571	12.14285714	11.78571429	10.71428571	12.14285714	12.14285714	10.28571429	10.78571429	11.42857143	9.571428571	9.785714286	9.928571429
AT3G59640	10.64285714	10.71428571	10.92857143	11.5	11.71428571	12.07142857	13.78571429	12.92857143	12.92857143	11.78571429	11.21428571	12.71428571
AT3G59650	38	37.5	42.14285714	43.5	47.64285714	51	41.21428571	37.85714286	39.21428571	31.42857143	30.42857143	28.92857143
AT3G59660	17.35714286	19.92857143	20.78571429	20.42857143	21.5	19.35714286	23.5	24.57142857	24.35714286	23.42857143	23.92857143	24.28571429
AT3G59670	25	17.92857143	21.64285714	22.64285714	28.35714286	27.78571429	17.14285714	20.35714286	19.71428571	14.71428571	14.28571429	14.71428571
AT3G59680	8.857142857	8	8.142857143	7.857142857	8.714285714	8.714285714	9.142857143	8.928571429	9.285714286	8.071428571	8.5	9.357142857
AT3G59695	6.5	6.714285714	6.714285714	6.928571429	7.142857143	6.5	7.642857143	8.214285714	7.857142857	8.357142857	7.785714286	9.214285714
AT3G59760	47.07142857	57.14285714	61.14285714	62.35714286	60.78571429	63.42857143	58.42857143	60.35714286	56.42857143	48.71428571	49.92857143	48.85714286
AT3G59765	20.42857143	23.35714286	26.71428571	28.5	29.07142857	28	30	29.85714286	30.64285714	25.21428571	27	22
AT3G59770	18.42857143	19.42857143	17.71428571	15.07142857	15.64285714	14.07142857	17.14285714	17	18	18.78571429	19.28571429	21
AT3G59780	172.0714286	207.4285714	195.3571429	158.9285714	151.8571429	136.4285714	124.5714286	118.3571429	122	141.7142857	148.9285714	144.7857143
AT3G59800	16.14285714	16.14285714	17.42857143	15.42857143	16.5	16.85714286	16.57142857	15.35714286	16.78571429	16.78571429	15.57142857	15.14285714
AT3G59810	41.5	42.71428571	43.42857143	41.78571429	44.78571429	49.57142857	45.5	48.07142857	45.78571429	42.14285714	37.64285714	35.92857143
AT3G59820	5.785714286	9.642857143	17.21428571	25.78571429	34.42857143	26.78571429	18.07142857	15.5	16.14285714	13.57142857	10.57142857	7.142857143
AT3G59840	60.71428571	63.35714286	67.85714286	76.21428571	81.14285714	85.78571429	75.35714286	72.5	71.14285714	59.57142857	57.28571429	51.64285714
AT3G59870	23.71428571	28.57142857	32.07142857	29.35714286	32.07142857	25.35714286	23.42857143	20.78571429	23.14285714	20.92857143	20.5	18.35714286
AT3G59890	10.28571429	11.35714286	14.42857143	15.5	17.14285714	18.42857143	16.35714286	13.92857143	14.14285714	11.85714286	11.35714286	11.21428571
AT3G59900	9.5	6.5	6.428571429	5.071428571	5.285714286	NA	NA	NA	NA	NA	NA	5.214285714
AT3G59910	34.07142857	30	24.21428571	20.07142857	21.07142857	22.78571429	22.5	24.21428571	25.85714286	25.85714286	26.21428571	27.21428571
AT3G59920	111.1428571	116.4285714	120.8571429	116.2857143	118.7857143	111.3571429	125.7142857	124.4285714	123.7142857	112.7142857	116.6428571	119.3571429
AT3G59940	28.92857143	49.42857143	50.78571429	48.85714286	34.5	23.35714286	64.78571429	54.42857143	50.14285714	53.5	41.78571429	45.42857143
AT3G59950	21.71428571	23.85714286	23	21.42857143	22.64285714	21.71428571	24.14285714	25.57142857	24.71428571	25	25	26.35714286
AT3G59970	272.4285714	256.2142857	237.5	217.6428571	237.2142857	232	202.7857143	207.5	201	188.7142857	188.1428571	181
AT3G59980	81.85714286	72.5	76.07142857	76	83.07142857	92.78571429	82	85	86.57142857	81.92857143	79.14285714	71.14285714
AT3G59990	57	55.57142857	57.07142857	55.14285714	57.64285714	53.71428571	58.07142857	62.92857143	62.92857143	62.57142857	61	65.21428571
AT3G60030	27.07142857	28.92857143	26.92857143	23.57142857	22.42857143	21.5	27.14285714	29.28571429	28.78571429	29.64285714	30.57142857	31.57142857
AT3G60050	4.928571429	NA	5.142857143	NA	5.285714286	5.5	5.714285714	5.214285714	5.785714286	4.928571429	5.142857143	NA
AT3G60070	9.214285714	8.928571429	7.357142857	6.071428571	6.142857143	5.571428571	7.857142857	9	9.642857143	10	11.28571429	10.71428571
AT3G60080	35.85714286	29.21428571	20.78571429	14.71428571	14.85714286	17.71428571	18.71428571	22.21428571	24.71428571	30.57142857	34.5	42.78571429
AT3G60130	16.57142857	16.28571429	24.21428571	29.14285714	28.35714286	20.85714286	37	37.71428571	36.28571429	39.57142857	36.5	36.42857143
AT3G60150	7.428571429	8.428571429	9	8.571428571	9.928571429	10	11	10.64285714	10.92857143	10.64285714	9.857142857	10.85714286
AT3G60180	9.5	9.857142857	11	9.714285714	8.428571429	9.285714286	8.357142857	10.57142857	11.64285714	12.85714286	14.07142857	14.35714286
AT3G60190	19.71428571	28.5	37.14285714	37.14285714	40.28571429	36.78571429	33.57142857	35.85714286	35.07142857	33.28571429	29.14285714	21.78571429
AT3G60200	6.357142857	8.071428571	9.571428571	11.21428571	10.5	9	9.142857143	7.357142857	8.5	8.357142857	8.142857143	6.142857143
AT3G60210	106.3571429	104.9285714	105.0714286	104.8571429	115.2142857	122.2857143	122.0714286	132.3571429	139.2142857	126.5	115.6428571	106.9285714
AT3G60240	31	31.78571429	31.35714286	27.92857143	31.64285714	28.21428571	25.07142857	26.14285714	26.92857143	25.71428571	25.57142857	24.85714286
AT3G60245	730.9285714	691.8571429	748.1428571	809.3571429	851.6428571	916	882.3571429	853.9285714	847.7857143	734	713.5	682.5
AT3G60250	39.92857143	38.5	38.57142857	38.21428571	39.21428571	37.64285714	51.28571429	50.92857143	49.92857143	51.28571429	53.07142857	59.21428571
AT3G60260	15.42857143	14.78571429	15.42857143	14.92857143	15.64285714	14.14285714	22.07142857	18.35714286	19.14285714	18.28571429	18.07142857	19.42857143
AT3G60300	38.71428571	37.07142857	33.42857143	34.35714286	33.71428571	33.28571429	68.92857143	92.28571429	107	124.2142857	129.2857143	146.7142857
AT3G60320	42.57142857	44.28571429	50.85714286	50.71428571	44.07142857	35.21428571	66.71428571	55.78571429	53.64285714	52.92857143	51.42857143	46.28571429
AT3G60330	7.642857143	6.785714286	6.285714286	6.857142857	6	5.785714286	6	6.642857143	8.428571429	8.285714286	9.714285714	9.428571429
AT3G60340	36.57142857	42.14285714	44.57142857	41	39.92857143	38.5	46.71428571	45	47.42857143	51.85714286	53.28571429	56.14285714
AT3G60350	12.28571429	12.64285714	12.28571429	11.07142857	12.78571429	12.42857143	13	13.78571429	13.92857143	13.42857143	13.57142857	13.14285714
AT3G60360	22.85714286	19.78571429	25.28571429	25.28571429	29	27.35714286	25.14285714	24	24.71428571	22.5	22	21.78571429
AT3G60370	44.57142857	51.14285714	56.5	52.35714286	58.07142857	58.71428571	55.85714286	56	56.35714286	53.07142857	51.64285714	45.21428571
AT3G60380	13.57142857	20.57142857	26	24.21428571	21.5	17.57142857	15.35714286	15.78571429	16.5	14.78571429	14.28571429	12.35714286
AT3G60390	8.357142857	14.35714286	16.85714286	14.78571429	14.07142857	12.64285714	10.92857143	11.78571429	12.07142857	11.14285714	10.5	9.928571429
AT3G60400	5.285714286	5.857142857	6.142857143	6.142857143	6.571428571	6.428571429	6.428571429	6.071428571	6.714285714	6.142857143	6.357142857	6.071428571
AT3G60410	21.21428571	22.85714286	22.07142857	21.78571429	22.92857143	22.78571429	23.64285714	22.35714286	22	20.42857143	19.35714286	20.57142857
AT3G60440	32.57142857	34.5	35.92857143	34.57142857	37.64285714	38.35714286	33.92857143	37.42857143	39.57142857	34.21428571	31.92857143	27.78571429
AT3G60450	39.92857143	37.92857143	41.21428571	41.14285714	42.35714286	39.28571429	45.28571429	42.28571429	41.57142857	39.57142857	41.5	46.14285714
AT3G60480	20.14285714	23.57142857	25.42857143	24.35714286	24.64285714	25.28571429	27	27.42857143	27.5	25.35714286	24.92857143	26.57142857
AT3G60500	17.28571429	17.07142857	19.57142857	18.64285714	20.71428571	20.28571429	18.57142857	18.07142857	18.42857143	16.57142857	15.71428571	15.5
AT3G60510	6.928571429	9.142857143	10.5	10.5	10.07142857	9.142857143	9.857142857	10.85714286	11.35714286	10.35714286	9.857142857	9.714285714
AT3G60520	11.85714286	17.07142857	21.42857143	19.35714286	15.21428571	15.5	13.5	13.28571429	16.85714286	13.57142857	12.5	12.57142857
AT3G60530	26.78571429	28.5	36.14285714	43.92857143	44.64285714	38.92857143	75.21428571	80.57142857	80.5	98.5	91.85714286	118
AT3G60540	5.285714286	7.142857143	10	9.357142857	6.428571429	5	NA	NA	NA	NA	NA	7.642857143
AT3G60590	12.42857143	18.5	21.14285714	19.71428571	19.42857143	15.5	19.85714286	18.78571429	18.14285714	19.07142857	18.35714286	17.5
AT3G60600	96.78571429	93.14285714	93.57142857	88.5	88.78571429	83.85714286	121.5714286	117.6428571	114.7142857	123.7857143	129.3571429	154.7857143
AT3G60620	30.28571429	29.21428571	27	25.64285714	33.21428571	35.28571429	32.35714286	28.57142857	29.78571429	27.78571429	26.57142857	23.92857143
AT3G60630	28.85714286	27.14285714	26.07142857	25.64285714	30.07142857	27.78571429	30.14285714	29.14285714	28.5	26.42857143	25.35714286	24.5
AT3G60640	14.14285714	16.64285714	15.35714286	16	15.35714286	17.5	18.21428571	19.28571429	19.35714286	19.28571429	18.85714286	19.28571429
AT3G60660	5.214285714	5.571428571	5.571428571	5.428571429	6.5	6.428571429	NA	NA	5.071428571	NA	NA	NA
AT3G60680	5.571428571	5.571428571	5.071428571	NA	NA	NA	NA	NA	NA	5.214285714	5.142857143	5.928571429
AT3G60690	18.21428571	17.64285714	17.57142857	16.14285714	15.21428571	20.5	23.5	19.21428571	19.07142857	20.35714286	19.92857143	17.92857143
AT3G60720	5.285714286	5.714285714	5.714285714	5.5	6.071428571	5.714285714	5.714285714	5.857142857	NA	5.642857143	5.5	5.642857143
AT3G60740	7.5	9.5	10.21428571	8.928571429	10.57142857	9.714285714	11.28571429	10.92857143	10.78571429	9.785714286	9.928571429	9.857142857
AT3G60750	730.6428571	784.1428571	719.5	751.3571429	928	983.4285714	1014	1049.928571	971.8571429	968.6428571	876.7857143	659.2857143
AT3G60770	429.9285714	399.2142857	425.7142857	454	488.4285714	514.2142857	452.4285714	457.4285714	462.2142857	404.5714286	402.8571429	396.7857143
AT3G60800	16.78571429	19.21428571	20	18.07142857	20	20.42857143	20.71428571	21.07142857	20.85714286	19.42857143	19.78571429	19.78571429
AT3G60810	29.92857143	34.78571429	35	37.85714286	41	42	40.28571429	38.42857143	39.5	37.35714286	34	31.57142857
AT3G60820	146.5714286	162.1428571	171	167.5714286	169.2142857	166.7142857	183.5	175.5714286	173.4285714	152.6428571	153.6428571	152.5
AT3G60830	17.64285714	17.28571429	18.57142857	17.57142857	18.92857143	18.85714286	17.35714286	16.21428571	17.14285714	14.64285714	14.35714286	14.21428571
AT3G60840	5.428571429	8.428571429	9.071428571	8.214285714	8.642857143	8.428571429	7.5	7.428571429	7.142857143	6.071428571	6.214285714	NA
AT3G60850	9.857142857	9.142857143	8.785714286	7.785714286	8.428571429	8.285714286	8.928571429	8.214285714	8.428571429	8.357142857	9.357142857	10.14285714
AT3G60860	13.21428571	14.57142857	15.21428571	13.07142857	13.71428571	11.64285714	16.21428571	16	16.07142857	16.85714286	16.92857143	17.28571429
AT3G60880	27.64285714	23.78571429	24.28571429	25.85714286	30.78571429	29.28571429	26.28571429	27.78571429	27.14285714	23.71428571	21.57142857	23.28571429
AT3G60900	8.285714286	10.92857143	11.21428571	9.285714286	9.5	11	8.857142857	8.214285714	6.928571429	5.571428571	6.785714286	5.214285714
AT3G60910	39.07142857	36.21428571	31.14285714	28.21428571	28.85714286	28.92857143	28.42857143	30.85714286	31.28571429	38	39.78571429	45.92857143
AT3G60950	5.357142857	6.928571429	7.857142857	7.357142857	6.785714286	5.642857143	7.5	6.428571429	6.428571429	6.428571429	7.142857143	6.642857143
AT3G60960	7.214285714	7.285714286	8.5	9.428571429	10.21428571	9.214285714	7	7.785714286	7.714285714	6.857142857	6.571428571	5.785714286
AT3G60980	7.785714286	10.78571429	16.42857143	15.92857143	13.35714286	10.42857143	12.85714286	11.42857143	10.64285714	12	10.85714286	10.64285714
AT3G61010	10.64285714	13.28571429	13.07142857	11.07142857	12.28571429	10.42857143	14.07142857	15.21428571	15.35714286	14.85714286	14.57142857	14.5
AT3G61050	39	48.92857143	55.5	51.07142857	47.14285714	41.28571429	49.5	44.57142857	45.5	45.92857143	46.64285714	45.92857143
AT3G61060	7.214285714	6.071428571	7.928571429	8	5.928571429	NA	12.5	9.785714286	8.571428571	16.21428571	20.78571429	27.21428571
AT3G61070	38.14285714	42.71428571	48.07142857	44.14285714	48.85714286	46	51.14285714	47.42857143	47	47.71428571	48.85714286	50
AT3G61080	40.85714286	41.71428571	38.07142857	32.85714286	32.42857143	32.21428571	32.14285714	33.78571429	32	37.85714286	38.14285714	37.5
AT3G61100	22.64285714	20	22.5	25.21428571	28	27.78571429	30.85714286	32.07142857	34	34.07142857	29.21428571	29.14285714
AT3G61110	537.5714286	491.7857143	514.5	544.6428571	570.0714286	593.2142857	564.4285714	566	561.2857143	476.5	459.0714286	448.5
AT3G61130	50.07142857	62.42857143	63.28571429	55	59.21428571	51.78571429	45	43.71428571	44.64285714	40	40.64285714	36.92857143
AT3G61140	28.35714286	29	31.57142857	30.28571429	33.35714286	32.35714286	29.14285714	28.21428571	29.64285714	25.92857143	26.42857143	24.92857143
AT3G61150	8.428571429	9.285714286	9.357142857	10.35714286	15.21428571	16.5	17.85714286	17.35714286	15.07142857	14.21428571	13.21428571	11.35714286
AT3G61180	26.14285714	27.78571429	28.21428571	26.71428571	23.42857143	19.92857143	29.5	29.28571429	29.07142857	31.71428571	32.14285714	34.78571429
AT3G61200	65.28571429	66.92857143	65.21428571	63.5	61.14285714	61.71428571	69.42857143	77.28571429	78	82.42857143	77	81.35714286
AT3G61210	19.64285714	20.92857143	18.5	19.14285714	18.07142857	13.71428571	31	33.71428571	31.21428571	34.14285714	35.42857143	39.21428571
AT3G61220	101	95.78571429	71	52.28571429	53.42857143	69.78571429	32.07142857	43.5	50	56.85714286	62.42857143	58.92857143
AT3G61240	48.5	49.07142857	50.92857143	47.57142857	52.85714286	50.35714286	47.42857143	48.28571429	48.92857143	43.71428571	43.5	43.57142857
AT3G61260	113.2857143	109.9285714	139.7857143	146.1428571	116.2142857	88.85714286	219.1428571	158.6428571	149.1428571	182.9285714	181.2857143	171.7142857
