"Gene"	"effect.size"	"p.value"	"q.value"	"Mean"	"CV2"	"TechNoise"	"BioVar"	"Stable"
"ATCG00340"	"ATCG00340"	0.512120438157177	0	0	41.2142857142857	0.527232302013111	0.0151118638559345	0.512120438157177	0.52468422228698
"ATCG00150"	"ATCG00150"	0.499199677120261	1.77635683940025e-15	2.67602933276708e-13	8.42857142857143	0.562437849424347	0.0632381723040867	0.499199677120261	0.555306311750773
"ATCG00540"	"ATCG00540"	0.49598492189996	0	0	9.92857142857143	0.550083010514665	0.0540980886147047	0.49598492189996	0.543821957001984
"ATCG00820"	"ATCG00820"	0.492522453324742	0	0	19.2142857142857	0.521800417351888	0.0292779640271459	0.492522453324742	0.517903185228499
"AT2G30766"	"AT2G30766"	0.479960367625646	0	0	168.285714285714	0.485729958915497	0.00576959128985101	0.479960367625646	0.484071619433754
"AT1G47395"	"AT1G47395"	0.476810457687221	0	0	43.7142857142857	0.491214753037129	0.0144042953499081	0.476810457687221	0.488734060787762
"ATCG00730"	"ATCG00730"	0.467097990753909	0	0	28.5714285714286	0.487684615384615	0.0205866246307063	0.467097990753909	0.48461512987041
"AT4G21650"	"AT4G21650"	0.465655233480321	1.46680778634334e-09	1.40868552780948e-07	5.42857142857143	0.562326869806094	0.0966716363257734	0.465655233480321	0.552011192701883
"AT2G31980"	"AT2G31980"	0.444907661320486	4.39684955111375e-11	4.82585644302956e-09	6.71428571428571	0.523592297245534	0.0786846359250483	0.444907661320486	0.514989667798535
"AT4G22490"	"AT4G22490"	0.440306739223245	0	0	205.785714285714	0.44552416606043	0.00521742683718574	0.440306739223245	0.443918413669418
"AT3G05727"	"AT3G05727"	0.440199528011579	0	0	289.857142857143	0.444698252859413	0.00449872484783409	0.440199528011579	0.443160948276911
"AT2G20760_5"	"AT2G20760_5"	0.438020231021588	6.23038237793638e-05	0.00273531587483916	2.85714285714286	0.619230769230769	0.181210538209181	0.438020231021588	0.600863768137662
"AT1G52820"	"AT1G52820"	0.427284109977113	1.73194791841524e-14	2.35514262959015e-12	9.5	0.483699126358406	0.0564150163812935	0.427284109977113	0.477217413058431
"AT3G59900"	"AT3G59900"	0.413918498378338	6.74973341663332e-08	4.98636556153786e-06	5.07142857142857	0.517205072253674	0.103286573875336	0.413918498378338	0.506259401097123
"AT3G20900"	"AT3G20900"	0.412272044804995	4.3379126957177e-09	3.76589641143493e-07	5.92857142857143	0.501021695679846	0.0887496508748516	0.412272044804995	0.491460493380485
"AT5G59330"	"AT5G59330"	0.411863416810364	2.78680634124839e-09	2.51894507291899e-07	6.07142857142857	0.498589299973383	0.0867258831630195	0.411863416810364	0.489220837456101
"ATCG00430"	"ATCG00430"	0.410440256254788	1.2014406136629e-09	1.16109034399648e-07	6.35714285714286	0.493391471550795	0.0829512152960068	0.410440256254788	0.484382501211323
"AT1G64220"	"AT1G64220"	0.410419711165188	1.19249055074988e-12	1.50195162318219e-10	8.57142857142857	0.472649572649573	0.062229861484385	0.410419711165188	0.465614064577875
"ATCG00350"	"ATCG00350"	0.407526951221458	0	0	36.2857142857143	0.424319310177082	0.0167923589556243	0.407526951221458	0.421611183298599
"AT2G41480_2"	"AT2G41480_2"	0.398313255847094	1.11022302462516e-16	1.75873061818455e-14	12.5	0.441846153846154	0.0435328979990599	0.398313255847094	0.436591308963534
"AT4G29030"	"AT4G29030"	0.396745078271386	0	0	32.7142857142857	0.415071589610595	0.0183265113392091	0.396745078271386	0.412217352981295
"ATCG00710"	"ATCG00710"	0.396586566383239	0	0	16.5714285714286	0.430096954175432	0.0335103877921928	0.396586566383239	0.425796634074419
"AT2G14580"	"AT2G14580"	0.393152858575099	7.32489821020366e-08	5.33433108521277e-06	5.35714285714286	0.491076923076923	0.0979240645018239	0.393152858575099	0.480641967098802
"ATCG00270"	"ATCG00270"	0.391234879614813	0	0	30.5714285714286	0.410653936857099	0.0194190572422855	0.391234879614813	0.407695648237029
"ATCG00420"	"ATCG00420"	0.388154572994489	3.90581615938856e-08	2.92764737098364e-06	5.64285714285714	0.481259167046701	0.0931045940522118	0.388154572994489	0.471283208254258
"AT5G15120"	"AT5G15120"	0.383991469661066	3.73245911955422e-09	3.29614751902702e-07	6.5	0.465179790623578	0.0811883209625119	0.383991469661066	0.456338714982534
"AT5G03552"	"AT5G03552"	0.383895439744501	2.22044604925031e-16	3.41193739927803e-14	12.6428571428571	0.426967395654555	0.0430719559100534	0.383895439744501	0.421756450018507
"AT3G44006"	"AT3G44006"	0.380160765909485	0	0	14.3571428571429	0.418416908949321	0.0382561430398365	0.380160765909485	0.413664612158057
"AT2G43510"	"AT2G43510"	0.368679880961924	2.22044604925031e-15	3.28070903776734e-13	12.3571428571429	0.412684378670546	0.0440044977086214	0.368679880961924	0.407384619529873
"ATCG00120"	"ATCG00120"	0.362314468913136	0	0	22.6428571428571	0.38757399393887	0.0252595250257338	0.362314468913136	0.384059470291805
"ATMG01390"	"ATMG01390"	0.361494167052755	0	0	74.7857142857143	0.371052067064415	0.00955790001166006	0.361494167052755	0.369032936275834
"AT5G07840"	"AT5G07840"	0.358678303845358	2.43246078834858e-09	2.25163810082917e-07	7.21428571428571	0.432099417100888	0.0734211132555292	0.358678303845358	0.423998075527176
"ATCG00890"	"ATCG00890"	0.344670417348821	3.67802037937182e-07	2.42258697146965e-05	5.64285714285714	0.437775011401033	0.0931045940522118	0.344670417348821	0.427799052608589
"AT5G53486"	"AT5G53486"	0.337508803314138	2.70944378044646e-11	3.06127302428973e-09	9.64285714285714	0.393128627202701	0.055619823888563	0.337508803314138	0.386722646521082
"ATCG00530"	"ATCG00530"	0.337430524124739	6.31562580011291e-11	6.73929903087049e-09	9.28571428571429	0.395084205735093	0.0576536816103544	0.337430524124739	0.388484524318065
"AT5G64110"	"AT5G64110"	0.336818982433217	2.1094237467878e-15	3.14693255273216e-13	14	0.375981161695447	0.0391621792622306	0.336818982433217	0.371142575740145
"AT3G01940"	"AT3G01940"	0.331908094282301	6.83212202368111e-08	5.02308071846335e-06	6.57142857142857	0.41224371092046	0.0803356166381583	0.331908094282301	0.403483845215069
"AT5G44260"	"AT5G44260"	0.331768341131074	2.22044604925031e-16	3.41193739927803e-14	15.5	0.367405747218442	0.0356374060873684	0.331768341131074	0.36290285394646
"AT4G12520"	"AT4G12520"	0.327204460702926	6.77646305735635e-09	5.7528801844938e-07	7.64285714285714	0.396662120306107	0.069457659603181	0.327204460702926	0.388938250508809
"AT5G38930"	"AT5G38930"	0.324453510390998	1.06606945493581e-11	1.27978306597998e-09	10.5714285714286	0.375428442996011	0.0509749326050124	0.324453510390998	0.369464832912824
"AT5G36920"	"AT5G36920"	0.324108017101225	2.59581112160845e-09	2.37424010087116e-07	8.14285714285714	0.389468949025736	0.0653609319245112	0.324108017101225	0.382135243769264
"AT2G07671"	"AT2G07671"	0.323040679857223	3.56881191265757e-12	4.38706910799169e-10	11.1428571428571	0.371542001719517	0.0485013218622931	0.323040679857223	0.365813973611827
"AT4G36570"	"AT4G36570"	0.320064729129347	1.15899338015701e-07	8.20695496750815e-06	6.64285714285714	0.399565979170558	0.0795012500412102	0.320064729129347	0.390885576950591
"AT4G22485"	"AT4G22485"	0.319828244566703	0	0	20.4285714285714	0.347528748819766	0.027700504253063	0.319828244566703	0.343781750960574
"AT5G58390"	"AT5G58390"	0.317463783519772	1.11847756611994e-08	9.19065576524007e-07	7.71428571428571	0.386303682599979	0.068839899080207	0.317463783519772	0.378638647138203
"ATMG00020"	"ATMG00020"	0.316924836363036	0	0	92.9285714285714	0.325151554414683	0.00822671805164701	0.316924836363036	0.323259202860388
"AT5G04790"	"AT5G04790"	0.315402749950538	4.10782519111308e-15	5.95479640440034e-13	15	0.352136752136752	0.0367340021862144	0.315402749950538	0.34752942114107
"AT3G25572"	"AT3G25572"	0.30611698247874	1.30194548475515e-08	1.0548553432638e-06	8	0.372596153846154	0.0664791713674134	0.30611698247874	0.36515594959512
"AT4G22505"	"AT4G22505"	0.305939314833648	0	0	23.0714285714286	0.330780511650644	0.0248411968169955	0.305939314833648	0.327305828785364
"AT1G35560_4"	"AT1G35560_4"	0.305436672379838	1.17977598412811e-06	7.08142100473144e-05	6	0.393162393162393	0.0877257207825556	0.305436672379838	0.383698708014679
"AT1G63245"	"AT1G63245"	0.305196659736247	1.94689581856089e-06	0.000110800004251876	5.78571428571429	0.396070017469194	0.090873357732947	0.305196659736247	0.386306557373824
"AT5G33370"	"AT5G33370"	0.303295584451221	6.9489736187478e-07	4.34056620429588e-05	6.28571428571429	0.387158296249205	0.0838627117979843	0.303295584451221	0.378062516719069
"AT3G47340"	"AT3G47340"	0.301977506330925	0	0	75.9285714285714	0.311432777903982	0.00945527157305726	0.301977506330925	0.30942342125241
"AT3G61113"	"AT3G61113"	0.300987816035361	1.08608990634362e-06	6.57041633892761e-05	6.14285714285714	0.386737113616508	0.085749297581147	0.300987816035361	0.37746165924988
"AT1G29951"	"AT1G29951"	0.296431193317111	2.4237467588506e-09	2.25163810082917e-07	9.14285714285714	0.354942908653846	0.0585117153367351	0.296431193317111	0.348261509739067
"AT5G03285"	"AT5G03285"	0.294622169750385	0	0	33.8571428571429	0.312422538027409	0.0178003682770244	0.294622169750385	0.309618410261174
"AT1G13710"	"AT1G13710"	0.293377372836809	7.75076331338553e-06	0.000401656762186538	5.42857142857143	0.390049009162583	0.0966716363257734	0.293377372836809	0.379733332058371
"AT3G55240"	"AT3G55240"	0.293248359087656	5.88418203051333e-15	8.29507716338237e-13	16.4285714285714	0.327026319616112	0.0337779605284555	0.293248359087656	0.322700516397359
"AT2G16005"	"AT2G16005"	0.28734552529735	5.88418203051333e-15	8.29507716338237e-13	16.9285714285714	0.320206738729411	0.0328612134320619	0.28734552529735	0.315968244757935
"AT1G22470"	"AT1G22470"	0.2847135505045	1.00566742863295e-05	0.000508325187775458	5.5	0.380165289256198	0.0954517387516982	0.2847135505045	0.369965792873328
"AT5G04150"	"AT5G04150"	0.281823093571856	3.44841202037927e-07	2.29386576212761e-05	7.21428571428571	0.355244206827385	0.0734211132555292	0.281823093571856	0.347142865253673
"AT5G04238"	"AT5G04238"	0.279637902953921	0	0	23.0714285714286	0.304479099770917	0.0248411968169955	0.279637902953921	0.301004416905637
"AT3G22231"	"AT3G22231"	0.278684683185972	1.30432458167462e-08	1.0548553432638e-06	9	0.338081671415005	0.0593969882290327	0.278684683185972	0.331315960796197
"AT5G53450"	"AT5G53450"	0.273848988830246	0	0	43.4285714285714	0.288330026102706	0.0144810372724602	0.273848988830246	0.28584202509881
"AT1G13650"	"AT1G13650"	0.272246611060338	3.59127172444573e-11	3.99880299404588e-09	12.6428571428571	0.315318566970391	0.0430719559100534	0.272246611060338	0.310107621334344
"AT3G53235"	"AT3G53235"	0.267614315340847	7.35644424043613e-07	4.56203563448871e-05	7.28571428571429	0.340342471830361	0.0727281564895141	0.267614315340847	0.332307126139127
"ATCG00740"	"ATCG00740"	0.263409584719031	1.8403031499914e-05	0.000886460758707454	5.71428571428571	0.355384615384615	0.091975030665584	0.263409584719031	0.345516234057565
"AT2G15128"	"AT2G15128"	0.260554503288601	0	0	24.5714285714286	0.284046470025378	0.023491966736777	0.260554503288601	0.280700285262975
"AT2G41480_1"	"AT2G41480_1"	0.259915940845963	4.09892675357071e-10	4.14369134837944e-08	11.9285714285714	0.305403012491829	0.0454870716458658	0.259915940845963	0.299962055833323
"AT2G27550_2"	"AT2G27550_2"	0.258881046945839	0	0	24.3571428571429	0.282555586500341	0.0236745395545024	0.258881046945839	0.279192013850537
"AT1G24600"	"AT1G24600"	0.258393800897679	7.80876503443384e-05	0.00334232544621477	5.07142857142857	0.361680374773015	0.103286573875336	0.258393800897679	0.350734703616465
"AT3G02550"	"AT3G02550"	0.251223640985802	1.3879292648511e-07	9.73832012954426e-06	8.85714285714286	0.311534459297206	0.0603108183114044	0.251223640985802	0.304681717241983
"AT3G23290"	"AT3G23290"	0.250777550085036	1.36229603153737e-08	1.09597072359179e-06	10.2857142857143	0.303092355175688	0.052314805090652	0.250777550085036	0.297001138189108
"AT5G51720"	"AT5G51720"	0.249985599143654	0	0	81.2857142857143	0.258998268665894	0.0090126695222398	0.249985599143654	0.257031064590591
"AT3G16360"	"AT3G16360"	0.245643638205584	0.000104922541816488	0.0043456597777686	5.21428571428571	0.34617549836165	0.100531860156066	0.245643638205584	0.335492180892649
"AT1G52000"	"AT1G52000"	0.240751041872498	1.65307457083985e-05	0.000806385519223021	6.42857142857143	0.322811016144349	0.082059974271851	0.240751041872498	0.313886925902417
"AT4G34530"	"AT4G34530"	0.240465088629192	0.000148684714373681	0.00593425797679477	5.14285714285714	0.342355175688509	0.101890087059317	0.240465088629192	0.331542503276341
"AT4G34810"	"AT4G34810"	0.240465088629192	0.000148684714373681	0.00593425797679477	5.14285714285714	0.342355175688509	0.101890087059317	0.240465088629192	0.331542503276341
"ATMG00030"	"ATMG00030"	0.237856482377531	0	0	34.5	0.255376213788312	0.0175197314107815	0.237856482377531	0.252598813342672
"AT5G63270"	"AT5G63270"	0.236967438990683	0.000279019388964241	0.0104826697575172	4.85714285714286	0.344689912163961	0.107722473173278	0.236967438990683	0.333321774407606
"AT1G66100"	"AT1G66100"	0.236818838906863	0	0	201.928571428571	0.242083597474017	0.00526475856715416	0.236818838906863	0.240473337299198
"AT2G30540"	"AT2G30540"	0.234240418121355	2.65843594404735e-06	0.000149085863927853	7.78571428571429	0.302473891734055	0.0682334736127004	0.234240418121355	0.294866611078708
"ATCG00800"	"ATCG00800"	0.232587695521493	6.38537445141196e-10	6.28959383464078e-08	13.5714285714286	0.272900063924995	0.0403123684035015	0.232587695521493	0.267951936146714
"AT5G55450"	"AT5G55450"	0.23165377134241	2.2570726398996e-09	2.14087519658625e-07	12.7142857142857	0.274499140551407	0.0428453692089969	0.23165377134241	0.269309774601174
"AT2G41480_3"	"AT2G41480_3"	0.230959675903006	6.44864705223736e-06	0.00034287166299197	7.35714285714286	0.303008331097689	0.0720486551946837	0.230959675903006	0.295037699815487
"AT4G35770"	"AT4G35770"	0.22984544859461	0	0	160.357142857143	0.235764856172493	0.00591940757788348	0.22984544859461	0.234092248472843
"AT1G19394"	"AT1G19394"	0.229248105831531	9.67208151347876e-08	6.91261416447045e-06	10.2142857142857	0.28190959121567	0.0526614853841392	0.229248105831531	0.275785357058281
"AT2G04040"	"AT2G04040"	0.227961020472509	8.14755673960166e-05	0.00346801542550468	5.85714285714286	0.317759575344346	0.0897985548718378	0.227961020472509	0.308098477426224
"AT2G01010"	"AT2G01010"	0.22726989796188	0	0	3681.14285714286	0.230147942517495	0.00287804455561561	0.22726989796188	0.228764988439013
"AT5G05250"	"AT5G05250"	0.221195526006902	1.4432899320127e-14	1.99798135993759e-12	24.6428571428571	0.244627340733201	0.0234318147262993	0.221195526006902	0.241286884733701
"AT3G48180"	"AT3G48180"	0.219748641592463	0.000497757976974045	0.017383066077689	4.92857142857143	0.325949622736012	0.106200981143549	0.219748641592463	0.314726388982489
"AT5G38940"	"AT5G38940"	0.219703505404088	4.73688865909594e-11	5.1622007897637e-09	16.9285714285714	0.25256471883615	0.0328612134320619	0.219703505404088	0.248326224864673
"AT3G03820"	"AT3G03820"	0.218184362126418	3.65323354012403e-07	2.41963735248043e-05	9.92857142857143	0.272282450741123	0.0540980886147047	0.218184362126418	0.266021397228442
"AT2G27550_1"	"AT2G27550_1"	0.217850965986578	0	0	36.7857142857143	0.234452315523104	0.0166013495365263	0.217850965986578	0.231762380017869
"AT5G44568"	"AT5G44568"	0.217198232029002	0.000399878874555504	0.014322934234079	5.14285714285714	0.319088319088319	0.101890087059317	0.217198232029002	0.308275646676151
"AT1G08115"	"AT1G08115"	0.215437869190395	4.44089209850063e-16	6.75631168173868e-14	29.9285714285714	0.235215198048629	0.0197773288582346	0.215437869190395	0.232222788322279
"AT1G52400"	"AT1G52400"	0.215071571308236	1.16018306073329e-13	1.52370708642972e-11	23.5	0.23950969808824	0.0244381267800045	0.215071571308236	0.236073402845531
"AT3G12900"	"AT3G12900"	0.214502227718251	3.36421054347724e-07	2.24758518309006e-05	10.2142857142857	0.26716371310239	0.0526614853841392	0.214502227718251	0.261039478945001
"AT4G33310"	"AT4G33310"	0.207359823517843	0.000163267643763843	0.00646590364452372	6.07142857142857	0.294085706680862	0.0867258831630195	0.207359823517843	0.28471724416358
"ATCG00840"	"ATCG00840"	0.205579837843524	5.92667026566573e-11	6.36847659456082e-09	18.5	0.235882452098668	0.0303026142551443	0.205579837843524	0.231887634239279
"AT5G18404"	"AT5G18404"	0.202705525227627	9.02014419601471e-07	5.50014030618897e-05	10.2142857142857	0.255367010611766	0.0526614853841392	0.202705525227627	0.249242776454377
"AT3G56980"	"AT3G56980"	0.199252806771754	2.66097588408343e-10	2.7441983513306e-08	17.8571428571429	0.230547692307692	0.031294885535938	0.199252806771754	0.226458372421561
"AT3G08770"	"AT3G08770"	0.19872354608481	0	0	121.071428571429	0.205674774577586	0.00695122849277617	0.19872354608481	0.203903898219375
"AT4G39795"	"AT4G39795"	0.194894524742754	0.000437059334029821	0.0154743173426319	5.78571428571429	0.285767882475701	0.090873357732947	0.194894524742754	0.276004422380331
"AT4G22217"	"AT4G22217"	0.19464235723503	0.00017596731832159	0.00693311234187066	6.5	0.275830678197542	0.0811883209625119	0.19464235723503	0.266989602556499
"AT1G19070"	"AT1G19070"	0.187516592017881	1.2786352484917e-05	0.000639771824113217	9	0.246913580246914	0.0593969882290327	0.187516592017881	0.240147869628106
"AT1G67148"	"AT1G67148"	0.18735708776915	1.0068634814786e-09	9.79206598506343e-08	18.1428571428571	0.218202282558411	0.0308451947892616	0.18735708776915	0.214155790362439
"AT1G15825"	"AT1G15825"	0.185163716231203	7.42043246182433e-07	4.57921145415232e-05	11.7142857142857	0.231432755228115	0.0462690389969123	0.185163716231203	0.225917325488557
"AT5G64120"	"AT5G64120"	0.174612620357857	0	0	58.9285714285714	0.186005283605284	0.0113926632474266	0.174612620357857	0.183811413460915
"AT5G02760"	"AT5G02760"	0.174168794632014	2.37874041575381e-08	1.83677011198357e-06	16.5	0.207812389630571	0.0336435949985574	0.174168794632014	0.203499383128952
"AT1G52060"	"AT1G52060"	0.17405246494633	1.75526260193237e-11	2.04328523797673e-09	26	0.196404187528448	0.0223517225821182	0.17405246494633	0.193166597447442
"AT5G09670"	"AT5G09670"	0.173691640268715	3.80400186350549e-07	2.47679206078921e-05	13.5	0.214202806795399	0.0405111665266841	0.173691640268715	0.20923574586253
"AT2G18193"	"AT2G18193"	0.16909775170951	0.000134907069619383	0.00545521587308275	8	0.235576923076923	0.0664791713674134	0.16909775170951	0.228136718825889
"AT4G30140"	"AT4G30140"	0.167394440810745	2.33146835171283e-15	3.41193739927803e-13	46.4285714285714	0.181116795630405	0.0137223548196604	0.167394440810745	0.178701050098205
"AT4G39675"	"AT4G39675"	0.166502168080645	1.25803339701136e-06	7.46368385269365e-05	13	0.208466090122895	0.0419639220422494	0.166502168080645	0.203360671521876
"AT4G22214"	"AT4G22214"	0.164847804678575	0.00335832974758754	0.0946864126631746	5.14285714285714	0.266737891737892	0.101890087059317	0.164847804678575	0.255925219325724
"AT2G05510"	"AT2G05510"	0.1643286046332	1.34622313296973e-11	1.57908890543609e-09	29.2857142857143	0.184479934105157	0.0201513294719571	0.1643286046332	0.181451905272738
"AT1G25098"	"AT1G25098"	0.164034786868999	2.34660357811833e-09	2.21214175345806e-07	21.2142857142857	0.19081081033943	0.0267760234704306	0.164034786868999	0.187151858269061
"ATCG00920"	"ATCG00920"	0.163440597855818	0	0	1261.57142857143	0.166584313062704	0.00314371520688602	0.163440597855818	0.165176057017435
