Gene	TypeV	ZT
AT2G24940	Variable	ZT4
AT5G03545	Variable	ZT4
AT2G14247	Variable	ZT4
AT5G20790	Variable	ZT4
AT5G18661	Variable	ZT4
AT5G47990	Variable	ZT4
AT4G19112	Variable	ZT4
AT1G13609	Variable	ZT4
AT5G45428	Variable	ZT4
AT4G37095	Variable	ZT4
AT5G48000	Variable	ZT4
AT4G22520	Variable	ZT4
AT5G27889	Variable	ZT4
AT2G43020	Variable	ZT4
AT1G61800	Variable	ZT4
AT4G22517	Variable	ZT4
AT1G55010	Variable	ZT4
AT5G48850	Variable	ZT4
AT5G48010	Variable	ZT4
AT1G01580	Variable	ZT4
AT5G59320	Variable	ZT4
AT5G59330	Variable	ZT4
AT4G22513	Variable	ZT4
ATCG00300	Variable	ZT4
AT5G08760	Variable	ZT4
AT4G22510	Variable	ZT4
AT5G09672	Variable	ZT4
AT4G22490	Variable	ZT4
AT2G01520	Variable	ZT4
AT1G31258	Variable	ZT4
AT4G31940	Variable	ZT4
AT4G22505	Variable	ZT4
AT2G42540	Variable	ZT4
AT1G09240	Variable	ZT4
AT3G02480	Variable	ZT4
AT2G14580	Variable	ZT4
AT1G14960	Variable	ZT4
AT5G26220	Variable	ZT4
AT2G15128	Variable	ZT4
AT5G45430	Variable	ZT4
AT4G22485	Variable	ZT4
AT5G40590	Variable	ZT4
AT1G47395	Variable	ZT4
AT5G66400	Variable	ZT4
AT3G05727	Variable	ZT4
AT1G25472	Variable	ZT4
AT5G57080	Variable	ZT4
AT3G49580	Variable	ZT4
AT3G02040	Variable	ZT4
AT4G33610	Variable	ZT4
AT2G41100	Variable	ZT4
AT5G04238	Variable	ZT4
AT3G29250	Variable	ZT4
AT5G56080	Variable	ZT4
AT1G47400	Variable	ZT4
AT4G19690	Variable	ZT4
AT1G61275	Variable	ZT4
AT1G55990	Variable	ZT4
AT4G11460	Variable	ZT4
AT2G43018	Variable	ZT4
AT1G65486	Variable	ZT4
AT5G23980	Variable	ZT4
AT4G21870	Variable	ZT4
AT5G09520	Variable	ZT4
AT2G36854	Variable	ZT4
AT1G43800	Variable	ZT4
AT3G17790	Variable	ZT4
ATCG01020	Variable	ZT4
AT4G39675	Variable	ZT4
AT5G64110	Variable	ZT4
ATCG00070	Variable	ZT4
AT5G15120	Variable	ZT4
AT1G73120	Variable	ZT4
AT3G14981	Variable	ZT4
AT2G30766	Variable	ZT4
AT5G38930	Variable	ZT4
AT4G30140	Variable	ZT4
AT4G30270	Variable	ZT4
AT3G46700	Variable	ZT4
AT5G38940	Variable	ZT4
AT3G49570	Variable	ZT4
AT5G26270	Variable	ZT4
AT2G22510	Variable	ZT4
AT1G77120	Variable	ZT4
AT1G52070	Variable	ZT4
AT1G50060	Variable	ZT4
AT5G09530	Variable	ZT4
AT4G20390	Variable	ZT4
AT5G37990	Variable	ZT4
AT5G37690	Variable	ZT4
AT2G31730	Variable	ZT4
AT5G04790	Variable	ZT4
AT1G65490	Variable	ZT4
AT1G08090	Variable	ZT4
AT4G38080	Variable	ZT4
AT2G43535	Variable	ZT4
AT5G38020	Variable	ZT4
AT5G26260	Variable	ZT4
AT1G19020	Variable	ZT4
AT3G09220	Variable	ZT4
AT1G25470	Variable	ZT4
AT4G28940	Variable	ZT4
AT1G73330	Variable	ZT4
AT1G13420	Variable	ZT4
AT5G09670	Variable	ZT4
AT4G12490	Variable	ZT4
AT2G23540	Variable	ZT4
AT5G03120	Variable	ZT4
AT1G70850	Variable	ZT4
AT5G44568	Variable	ZT4
AT1G52060	Variable	ZT4
AT2G05380	Variable	ZT4
ATCG00905	Variable	ZT4
ATCG01060	Variable	ZT4
AT5G24770	Variable	ZT4
AT4G29030	Variable	ZT4
AT3G20340	Variable	ZT4
AT5G53486	Variable	ZT4
AT1G26250	Variable	ZT4
AT1G24530	Variable	ZT4
AT1G52000	Variable	ZT4
AT5G07842	Variable	ZT4
AT3G45070	Variable	ZT4
AT4G37070	Variable	ZT4
ATCG00340	Variable	ZT4
AT5G46890	Variable	ZT4
ATCG00350	Variable	ZT4
AT5G54370	Variable	ZT4
AT3G55240	Variable	ZT4
AT1G74460	Variable	ZT4
AT3G57157	Variable	ZT4
AT2G19970	Variable	ZT4
AT2G21100	Variable	ZT4
AT5G20150	Variable	ZT4
AT3G17998	Variable	ZT4
AT2G35380	Variable	ZT4
AT4G12550	Variable	ZT4
AT5G53450	Variable	ZT4
AT1G76790	Variable	ZT4
AT3G18000	Variable	ZT4
AT5G01600	Variable	ZT4
AT5G58860	Variable	ZT4
AT2G39530	Variable	ZT4
AT5G02780	Variable	ZT4
AT1G67148	Variable	ZT4
AT4G37410	Variable	ZT4
AT5G47450	Variable	ZT4
AT2G16060	Variable	ZT4
ATCG00330	Variable	ZT4
AT2G38170	Variable	ZT4
AT2G43510	Variable	ZT4
AT1G08115	Variable	ZT4
AT5G61590	Variable	ZT4
AT5G45070	Variable	ZT4
AT3G25820	Variable	ZT4
AT5G44550	Variable	ZT4
ATCG00270	Variable	ZT4
AT2G38310	Variable	ZT4
AT3G62680	Variable	ZT4
AT2G39800	Variable	ZT4
AT2G01530	Variable	ZT4
AT5G09480	Variable	ZT4
AT3G16530	Variable	ZT4
AT1G03870	Variable	ZT4
AT1G10640	Variable	ZT4
AT1G65845	Variable	ZT4
AT4G12545	Variable	ZT4
AT2G48140	Variable	ZT4
AT5G15960	Variable	ZT4
AT2G40610	Variable	ZT4
AT1G22530	Variable	ZT4
AT3G02470	Variable	ZT4
AT3G30775	Variable	ZT4
AT3G28220	Variable	ZT4
AT1G66270	Variable	ZT4
AT4G12510	Variable	ZT4
AT1G08930	Variable	ZT4
AT4G11320	Variable	ZT4
AT1G02205	Variable	ZT4
AT3G01420	Variable	ZT4
AT5G24660	Variable	ZT4
AT5G18600	Variable	ZT4
AT5G57560	Variable	ZT4
AT4G12480	Variable	ZT4
AT3G07720	Variable	ZT4
AT3G14280	Variable	ZT4
AT5G43580	Variable	ZT4
AT4G30290	Variable	ZT4
AT5G64572	Variable	ZT4
AT3G13610	Variable	ZT4
AT5G44130	Variable	ZT4
AT5G64120	Variable	ZT4
AT5G53250	Variable	ZT4
AT2G24762	Variable	ZT4
AT3G08770	Variable	ZT4
AT1G05240	Variable	ZT4
AT2G21650	Variable	ZT4
AT5G15970	Variable	ZT4
AT5G43180	Variable	ZT4
AT5G64100	Variable	ZT4
AT3G54040	Variable	ZT4
AT3G21510	Variable	ZT4
AT3G57520	Variable	ZT4
AT4G11650	Variable	ZT4
ATCG00280	Variable	ZT4
AT1G52400	Variable	ZT4
AT3G08520	Variable	ZT4
AT1G78850	Variable	ZT4
AT3G53980	Variable	ZT4
AT5G63660	Variable	ZT4
AT2G17500	Variable	ZT4
AT1G49860	Variable	ZT4
AT4G22212	Variable	ZT4
AT5G42530	Variable	ZT4
AT4G30450	Variable	ZT4
AT3G58550	Variable	ZT4
AT4G16260	Variable	ZT4
AT1G02920	Variable	ZT4
AT1G21310	Variable	ZT4
AT3G25190	Variable	ZT4
AT1G60590	Variable	ZT4
AT3G15450	Variable	ZT4
AT2G39310	Variable	ZT4
AT3G22620	Variable	ZT4
AT4G33420	Variable	ZT4
AT1G01120	Variable	ZT4
AT1G73260	Variable	ZT4
AT2G23130	Variable	ZT4
AT3G16660	Variable	ZT4
AT5G10580	Variable	ZT4
AT4G23680	Variable	ZT4
AT1G09560	Variable	ZT4
AT5G41010	Variable	ZT4
AT1G02930	Variable	ZT4
AT5G19240	Variable	ZT4
AT3G49120	Variable	ZT4
AT5G47500	Variable	ZT4
AT4G04830	Variable	ZT4
AT1G76930	Variable	ZT4
AT2G43150	Variable	ZT4
AT5G06860	Variable	ZT4
AT5G40730	Variable	ZT4
AT4G03210	Variable	ZT4
AT1G72430	Variable	ZT4
ATMG00020	Variable	ZT4
AT1G04040	Variable	ZT4
AT2G22470	Variable	ZT4
AT1G66100	Variable	ZT4
AT4G21990	Variable	ZT4
AT3G05890	Variable	ZT4
AT1G32450	Variable	ZT4
AT3G45140	Variable	ZT4
AT3G02468	Variable	ZT4
AT1G29660	Variable	ZT4
AT3G63160	Variable	ZT4
AT3G51600	Variable	ZT4
AT2G45180	Variable	ZT4
AT1G11800	Stable	ZT4
AT3G12970	Stable	ZT4
AT3G62940	Stable	ZT4
AT5G25080	Stable	ZT4
AT1G05230	Stable	ZT4
AT4G27820	Stable	ZT4
AT3G60400	Stable	ZT4
AT1G32150	Stable	ZT4
AT2G03340	Stable	ZT4
AT1G19010	Stable	ZT4
AT5G48460	Stable	ZT4
AT5G51730	Stable	ZT4
AT1G31410	Stable	ZT4
AT1G21730	Stable	ZT4
AT3G59410	Stable	ZT4
AT5G54910	Stable	ZT4
AT4G08510	Stable	ZT4
AT1G36990	Stable	ZT4
AT1G63670	Stable	ZT4
AT2G15690	Stable	ZT4
AT5G21010	Stable	ZT4
AT5G58003	Stable	ZT4
AT1G48040	Stable	ZT4
AT1G51745	Stable	ZT4
AT5G49665	Stable	ZT4
AT3G52260	Stable	ZT4
AT5G37630	Stable	ZT4
AT2G11000	Stable	ZT4
AT3G53130	Stable	ZT4
AT1G69670	Stable	ZT4
AT4G15020	Stable	ZT4
AT3G16200	Stable	ZT4
AT5G17060	Stable	ZT4
AT1G48280	Stable	ZT4
AT1G61960	Stable	ZT4
AT2G17970	Stable	ZT4
AT5G03970	Stable	ZT4
AT2G01320	Stable	ZT4
AT5G60030	Stable	ZT4
AT1G27900	Stable	ZT4
AT3G60500	Stable	ZT4
AT3G05750	Stable	ZT4
AT4G38150	Stable	ZT4
AT2G28480	Stable	ZT4
AT2G28100	Stable	ZT4
AT1G47056	Stable	ZT4
AT3G28700	Stable	ZT4
AT5G23880	Stable	ZT4
AT4G01710	Stable	ZT4
AT3G17340	Stable	ZT4
AT1G10610	Stable	ZT4
AT2G18850	Stable	ZT4
AT5G67570	Stable	ZT4
AT1G80000	Stable	ZT4
AT3G49050	Stable	ZT4
AT2G44900	Stable	ZT4
AT1G08125	Stable	ZT4
AT1G75900	Stable	ZT4
AT5G53890	Stable	ZT4
AT2G40700	Stable	ZT4
AT5G46390	Stable	ZT4
AT4G14430	Stable	ZT4
AT4G28980	Stable	ZT4
AT5G05470	Stable	ZT4
AT5G50320	Stable	ZT4
AT1G53450	Stable	ZT4
AT1G74720	Stable	ZT4
AT5G10240	Stable	ZT4
AT3G45740	Stable	ZT4
AT3G55030	Stable	ZT4
AT1G75510	Stable	ZT4
AT2G17580	Stable	ZT4
AT2G32000	Stable	ZT4
AT2G36740	Stable	ZT4
AT3G13800	Stable	ZT4
AT2G07180	Stable	ZT4
AT3G12340	Stable	ZT4
AT5G06680	Stable	ZT4
AT1G09710	Stable	ZT4
AT2G34780	Stable	ZT4
AT5G20590	Stable	ZT4
AT3G62470	Stable	ZT4
AT4G21705	Stable	ZT4
AT5G22110	Stable	ZT4
AT3G19180	Stable	ZT4
AT4G39100	Stable	ZT4
AT5G66720	Stable	ZT4
AT1G60890	Stable	ZT4
AT3G10630	Stable	ZT4
AT5G67100	Stable	ZT4
AT5G07890	Stable	ZT4
AT2G31530	Stable	ZT4
AT1G27600	Stable	ZT4
AT3G04930	Stable	ZT4
AT5G58960	Stable	ZT4
AT4G35870	Stable	ZT4
AT5G28150	Stable	ZT4
AT1G52160	Stable	ZT4
AT1G69550	Stable	ZT4
AT4G24500	Stable	ZT4
AT2G30590	Stable	ZT4
AT1G06530	Stable	ZT4
AT4G17370	Stable	ZT4
AT1G64810	Stable	ZT4
AT4G10620	Stable	ZT4
AT5G18590	Stable	ZT4
AT3G47060	Stable	ZT4
AT4G03635	Stable	ZT4
AT2G04430	Stable	ZT4
AT1G52380	Stable	ZT4
AT4G25770	Stable	ZT4
AT1G13170	Stable	ZT4
AT5G43920	Stable	ZT4
AT3G46790	Stable	ZT4
AT1G66530	Stable	ZT4
AT5G57160	Stable	ZT4
AT3G48310	Stable	ZT4
AT2G38185	Stable	ZT4
AT3G11880	Stable	ZT4
AT3G57990	Stable	ZT4
AT3G08620	Stable	ZT4
AT1G31190	Stable	ZT4
AT2G41720	Stable	ZT4
AT1G22660	Stable	ZT4
AT1G31150	Stable	ZT4
AT5G39960	Stable	ZT4
AT3G56130	Stable	ZT4
AT1G55520	Stable	ZT4
AT5G66055	Stable	ZT4
AT2G42290	Stable	ZT4
AT1G19480	Stable	ZT4
AT1G49540	Stable	ZT4
AT5G57890	Stable	ZT4
AT2G41710	Stable	ZT4
AT3G10700	Stable	ZT4
AT5G23390	Stable	ZT4
AT2G01760	Stable	ZT4
AT3G05100	Stable	ZT4
AT1G79880	Stable	ZT4
AT3G13150	Stable	ZT4
AT4G12680	Stable	ZT4
AT5G42140	Stable	ZT4
AT2G35650	Stable	ZT4
AT4G27880	Stable	ZT4
AT3G49990	Stable	ZT4
AT1G56090	Stable	ZT4
AT2G43200	Stable	ZT4
AT2G44020	Stable	ZT4
AT5G58210	Stable	ZT4
AT2G19480	Stable	ZT4
AT2G23520	Stable	ZT4
AT5G27650	Stable	ZT4
AT2G32415	Stable	ZT4
AT1G57790	Stable	ZT4
AT3G04470	Stable	ZT4
AT2G24830	Stable	ZT4
AT4G01860	Stable	ZT4
AT4G33060	Stable	ZT4
AT5G58230	Stable	ZT4
AT1G53290	Stable	ZT4
AT3G44600	Stable	ZT4
AT3G19520	Stable	ZT4
AT3G62220	Stable	ZT4
AT1G52630	Stable	ZT4
AT3G20010	Stable	ZT4
AT5G22290	Stable	ZT4
AT1G55150	Stable	ZT4
AT4G38500	Stable	ZT4
AT1G68370	Stable	ZT4
AT3G17440	Stable	ZT4
AT1G11755	Stable	ZT4
AT3G08020	Stable	ZT4
AT5G04670	Stable	ZT4
AT1G12270	Stable	ZT4
AT1G21160	Stable	ZT4
AT5G27270	Stable	ZT4
AT5G65180	Stable	ZT4
AT1G02145	Stable	ZT4
AT3G53280	Stable	ZT4
AT1G33400	Stable	ZT4
AT1G76580	Stable	ZT4
AT2G20680	Stable	ZT4
AT3G21280	Stable	ZT4
AT4G21270	Stable	ZT4
AT5G17570	Stable	ZT4
AT2G39090	Stable	ZT4
AT5G50840	Stable	ZT4
AT3G60880	Stable	ZT4
AT5G16240	Stable	ZT4
AT2G38970	Stable	ZT4
AT3G58530	Stable	ZT4
AT4G36400	Stable	ZT4
AT1G33170	Stable	ZT4
AT4G25340	Stable	ZT4
AT1G09160	Stable	ZT4
AT2G03800	Stable	ZT4
AT3G06960	Stable	ZT4
AT1G08410	Stable	ZT4
AT4G00020	Stable	ZT4
AT4G29730	Stable	ZT4
AT2G36990	Stable	ZT4
AT1G22800	Stable	ZT4
AT4G25320	Stable	ZT4
AT3G21400	Stable	ZT4
AT4G14070	Stable	ZT4
