Gene	TypeV	ZT
AT1G47395	Variable	ZT20
AT1G02850	Variable	ZT20
AT5G53450	Variable	ZT20
AT1G49860	Variable	ZT20
AT5G62340	Variable	ZT20
AT2G38390	Variable	ZT20
AT5G02780	Variable	ZT20
AT1G68850	Variable	ZT20
AT5G58860	Variable	ZT20
AT2G20835	Variable	ZT20
AT3G02240	Variable	ZT20
AT4G11880	Variable	ZT20
AT5G44550	Variable	ZT20
AT3G08770	Variable	ZT20
AT3G13857	Variable	ZT20
AT1G73330	Variable	ZT20
ATCG01060	Variable	ZT20
AT1G47400	Variable	ZT20
AT5G65207	Variable	ZT20
AT1G74460	Variable	ZT20
AT2G41800	Variable	ZT20
ATCG00905	Variable	ZT20
AT2G05380	Variable	ZT20
AT1G64220	Variable	ZT20
AT3G46700	Variable	ZT20
AT3G27690	Variable	ZT20
AT4G27450	Variable	ZT20
AT1G60960	Variable	ZT20
AT5G10580	Variable	ZT20
AT1G13590	Variable	ZT20
AT5G09480	Variable	ZT20
AT3G57157	Variable	ZT20
AT4G13235	Variable	ZT20
AT4G16690	Variable	ZT20
AT2G37130	Variable	ZT20
AT1G08115	Variable	ZT20
AT1G43310	Variable	ZT20
AT3G22620	Variable	ZT20
AT4G36570	Variable	ZT20
AT4G25400	Variable	ZT20
AT3G25820	Variable	ZT20
AT2G43610	Variable	ZT20
AT3G25190	Variable	ZT20
AT4G04810	Variable	ZT20
AT2G43670	Variable	ZT20
AT5G49350	Variable	ZT20
AT5G33370	Variable	ZT20
AT2G25160	Variable	ZT20
AT1G66100	Variable	ZT20
AT1G56680	Variable	ZT20
AT3G58810	Variable	ZT20
AT5G59090	Variable	ZT20
AT3G25770	Variable	ZT20
AT4G22610	Variable	ZT20
AT5G10380	Variable	ZT20
AT1G21400	Variable	ZT20
AT3G28550	Variable	ZT20
AT3G62040	Variable	ZT20
ATCG01020	Variable	ZT20
AT1G80240	Variable	ZT20
AT3G55230	Variable	ZT20
AT4G31320	Variable	ZT20
AT2G30210	Variable	ZT20
AT2G47270	Variable	ZT20
AT5G23020	Variable	ZT20
AT3G58990	Variable	ZT20
AT5G63560	Variable	ZT20
AT1G56320	Variable	ZT20
AT1G70850	Variable	ZT20
AT4G15160	Variable	ZT20
AT4G00080	Variable	ZT20
AT4G17280	Variable	ZT20
AT5G53486	Variable	ZT20
AT3G52790	Variable	ZT20
AT4G22460	Variable	ZT20
ATCG00520	Variable	ZT20
AT5G52790	Variable	ZT20
AT5G15960	Variable	ZT20
AT1G21100	Variable	ZT20
AT3G52520	Variable	ZT20
AT1G05340	Variable	ZT20
AT3G45070	Variable	ZT20
AT2G40205	Variable	ZT20
AT2G28780	Variable	ZT20
AT3G49845	Variable	ZT20
AT2G43535	Variable	ZT20
AT3G18000	Variable	ZT20
AT3G48450	Variable	ZT20
AT2G41480	Variable	ZT20
AT3G01260	Variable	ZT20
AT5G13900	Variable	ZT20
AT2G12646	Variable	ZT20
AT4G27657	Variable	ZT20
AT3G44540	Variable	ZT20
AT5G37990	Variable	ZT20
AT1G16400	Variable	ZT20
AT1G02930	Variable	ZT20
ATCG00070	Variable	ZT20
AT1G32450	Variable	ZT20
AT4G13860	Variable	ZT20
AT3G13435	Variable	ZT20
AT2G16060	Variable	ZT20
AT5G03285	Variable	ZT20
AT1G51840	Variable	ZT20
AT1G52400	Variable	ZT20
AT2G03200	Variable	ZT20
AT1G05680	Variable	ZT20
AT1G21310	Variable	ZT20
AT3G45140	Variable	ZT20
AT1G23720	Variable	ZT20
AT2G40113	Variable	ZT20
AT1G16410	Variable	ZT20
AT5G41010	Variable	ZT20
AT2G18370	Variable	ZT20
AT3G16440	Variable	ZT20
AT3G54040	Variable	ZT20
ATCG00820	Variable	ZT20
ATCG00330	Variable	ZT20
AT5G59320	Variable	ZT20
AT3G11550	Variable	ZT20
AT5G43180	Variable	ZT20
ATCG00730	Variable	ZT20
AT3G25572	Variable	ZT20
AT4G33560	Variable	ZT20
AT1G11080	Variable	ZT20
AT2G40000	Variable	ZT20
AT1G15380	Variable	ZT20
AT4G14630	Variable	ZT20
AT1G19070	Variable	ZT20
AT5G56100	Variable	ZT20
AT3G05920	Variable	ZT20
AT3G28220	Variable	ZT20
AT3G19710	Variable	ZT20
AT2G27230	Variable	ZT20
AT5G43350	Variable	ZT20
AT2G04800	Variable	ZT20
AT4G11320	Variable	ZT20
AT3G09270	Variable	ZT20
ATCG00270	Variable	ZT20
AT3G53480	Variable	ZT20
AT4G37010	Variable	ZT20
AT2G41090	Variable	ZT20
AT5G38020	Variable	ZT20
AT2G45220	Variable	ZT20
AT3G01420	Variable	ZT20
AT5G48110	Variable	ZT20
AT2G48130	Variable	ZT20
AT1G67148	Variable	ZT20
ATCG00280	Variable	ZT20
AT1G30700	Variable	ZT20
AT4G15390	Variable	ZT20
AT1G78090	Variable	ZT20
AT3G14280	Variable	ZT20
ATCG00490	Variable	ZT20
AT5G07842	Variable	ZT20
AT2G28160	Variable	ZT20
AT4G00670	Variable	ZT20
AT5G57090	Variable	ZT20
AT4G22212	Variable	ZT20
AT5G46900	Variable	ZT20
AT3G44550	Variable	ZT20
AT4G17215	Variable	ZT20
AT1G17180	Variable	ZT20
AT5G02020	Variable	ZT20
AT4G37410	Variable	ZT20
AT1G09560	Variable	ZT20
AT5G07322	Variable	ZT20
AT1G02920	Variable	ZT20
AT3G53980	Variable	ZT20
AT2G20670	Variable	ZT20
AT3G23470	Variable	ZT20
AT2G38530	Variable	ZT20
AT2G39510	Variable	ZT20
AT1G54740	Variable	ZT20
AT2G21045	Variable	ZT20
AT4G37070	Variable	ZT20
AT2G36100	Variable	ZT20
AT4G30460	Variable	ZT20
AT1G66725	Variable	ZT20
ATMG01390	Variable	ZT20
AT3G54580	Variable	ZT20
ATCG00350	Variable	ZT20
AT3G07720	Variable	ZT20
AT5G42180	Variable	ZT20
AT4G12470	Variable	ZT20
AT3G22240	Variable	ZT20
AT1G22065	Variable	ZT20
AT2G32300	Variable	ZT20
AT1G78340	Variable	ZT20
AT2G46750	Variable	ZT20
AT2G21100	Variable	ZT20
AT1G60680	Variable	ZT20
AT5G23980	Variable	ZT20
AT5G42250	Variable	ZT20
AT3G47980	Variable	ZT20
AT2G17500	Variable	ZT20
AT5G06860	Variable	ZT20
AT4G13580	Variable	ZT20
AT4G04830	Variable	ZT20
AT5G48657	Variable	ZT20
AT5G23940	Variable	ZT20
AT1G44800	Variable	ZT20
AT5G05960	Variable	ZT20
ATCG00340	Variable	ZT20
AT4G29690	Variable	ZT20
AT3G11340	Variable	ZT20
AT5G64100	Variable	ZT20
AT5G44610	Variable	ZT20
AT3G43670	Variable	ZT20
AT1G14120	Variable	ZT20
AT1G30750	Variable	ZT20
AT1G31950	Variable	ZT20
AT5G15265	Variable	ZT20
AT1G22500	Variable	ZT20
AT2G43510	Variable	ZT20
AT3G24020	Variable	ZT20
AT1G22160	Variable	ZT20
AT5G42530	Variable	ZT20
AT3G61060	Variable	ZT20
AT1G19020	Variable	ZT20
AT1G66280	Variable	ZT20
AT5G44568	Variable	ZT20
AT5G48070	Variable	ZT20
AT2G40670	Variable	ZT20
AT1G74500	Variable	ZT20
AT3G17998	Variable	ZT20
AT5G66390	Variable	ZT20
AT3G53342	Variable	ZT20
AT1G02360	Variable	ZT20
AT5G59520	Variable	ZT20
AT5G26200	Variable	ZT20
AT1G05240	Variable	ZT20
AT5G01740	Variable	ZT20
AT4G15490	Variable	ZT20
AT2G38380	Variable	ZT20
AT2G07732	Variable	ZT20
AT1G05000	Variable	ZT20
AT5G12940	Variable	ZT20
AT2G39430	Variable	ZT20
AT5G47500	Variable	ZT20
AT5G01600	Variable	ZT20
AT5G24030	Variable	ZT20
ATCG00770	Variable	ZT20
AT3G24300	Variable	ZT20
AT3G23430	Variable	ZT20
AT5G66985	Variable	ZT20
AT5G48485	Variable	ZT20
AT5G12420	Variable	ZT20
AT2G25980	Variable	ZT20
AT5G25980	Variable	ZT20
AT4G22235	Variable	ZT20
AT1G06570	Variable	ZT20
AT3G14940	Variable	ZT20
AT3G21870	Variable	ZT20
AT1G49310	Variable	ZT20
AT3G14620	Variable	ZT20
AT1G65970	Variable	ZT20
AT2G44790	Variable	ZT20
AT2G44080	Variable	ZT20
AT4G21850	Variable	ZT20
AT3G02020	Variable	ZT20
AT1G18970	Variable	ZT20
AT3G26470	Variable	ZT20
AT3G45710	Variable	ZT20
AT1G69810	Variable	ZT20
AT3G22600	Variable	ZT20
AT2G05070	Variable	ZT20
AT3G01190	Variable	ZT20
AT2G43150	Variable	ZT20
AT4G16260	Variable	ZT20
AT1G08430	Variable	ZT20
AT5G19520	Variable	ZT20
AT3G15240	Variable	ZT20
AT4G37483	Variable	ZT20
AT4G36430	Variable	ZT20
AT5G64120	Variable	ZT20
AT2G15490	Variable	ZT20
AT3G25930	Variable	ZT20
ATCG00680	Variable	ZT20
AT3G02380	Variable	ZT20
AT3G49780	Variable	ZT20
AT2G18150	Variable	ZT20
AT4G15620	Variable	ZT20
AT1G17170	Variable	ZT20
AT1G23020	Variable	ZT20
AT1G77330	Variable	ZT20
AT3G57020	Variable	ZT20
AT3G48340	Variable	ZT20
AT2G47130	Variable	ZT20
AT2G37760	Variable	ZT20
AT4G30170	Variable	ZT20
AT5G35480	Variable	ZT20
AT1G11580	Variable	ZT20
AT4G01440	Variable	ZT20
AT3G29780	Variable	ZT20
AT3G26440	Variable	ZT20
AT5G40730	Variable	ZT20
ATCG00720	Variable	ZT20
AT3G09220	Variable	ZT20
AT3G12502	Variable	ZT20
AT5G26280	Variable	ZT20
AT1G54000	Variable	ZT20
AT4G14400	Variable	ZT20
AT5G40690	Variable	ZT20
AT2G33830	Variable	ZT20
AT5G14330	Variable	ZT20
AT2G47540	Variable	ZT20
AT4G34600	Variable	ZT20
AT3G25780	Variable	ZT20
AT3G23180	Variable	ZT20
AT4G12480	Variable	ZT20
AT4G12030	Variable	ZT20
AT5G17820	Variable	ZT20
AT5G43580	Variable	ZT20
AT4G21830	Variable	ZT20
AT5G24660	Variable	ZT20
AT5G57625	Variable	ZT20
AT5G14200	Variable	ZT20
AT2G04795	Variable	ZT20
AT1G30510	Variable	ZT20
AT5G05250	Variable	ZT20
AT3G16430	Variable	ZT20
AT1G20070	Variable	ZT20
AT5G44380	Variable	ZT20
AT1G66270	Variable	ZT20
ATCG00020	Variable	ZT20
AT4G18360	Variable	ZT20
AT5G41080	Variable	ZT20
AT5G56870	Variable	ZT20
AT4G30290	Variable	ZT20
AT1G14870	Variable	ZT20
AT2G43100	Variable	ZT20
AT1G66760	Variable	ZT20
AT3G50970	Variable	ZT20
AT3G54420	Variable	ZT20
ATCG00950	Variable	ZT20
AT3G15450	Variable	ZT20
AT1G31580	Variable	ZT20
ATCG00140	Variable	ZT20
AT1G65310	Variable	ZT20
AT4G06744	Variable	ZT20
AT5G63600	Variable	ZT20
AT3G05890	Variable	ZT20
AT3G62270	Variable	ZT20
AT4G40090	Variable	ZT20
AT1G73260	Variable	ZT20
AT1G10682	Variable	ZT20
AT1G45145	Variable	ZT20
ATCG00920	Variable	ZT20
AT5G04950	Variable	ZT20
AT1G18980	Variable	ZT20
AT3G32980	Variable	ZT20
AT4G25100	Variable	ZT20
AT2G41380	Variable	ZT20
AT2G03090	Variable	ZT20
AT4G31910	Variable	ZT20
AT4G12510	Variable	ZT20
AT1G51830	Variable	ZT20
AT5G56540	Variable	ZT20
AT3G23175	Variable	ZT20
AT4G21990	Variable	ZT20
AT2G36120	Variable	ZT20
AT2G46600	Variable	ZT20
AT4G33420	Variable	ZT20
AT3G18290	Variable	ZT20
AT1G06360	Variable	ZT20
AT2G28670	Variable	ZT20
AT4G15610	Variable	ZT20
AT3G28740	Variable	ZT20
AT1G60740	Variable	ZT20
AT3G04290	Variable	ZT20
AT2G41100	Variable	ZT20
AT4G23885	Variable	ZT20
AT3G18560	Variable	ZT20
AT1G78000	Variable	ZT20
AT2G01020	Variable	ZT20
AT1G05260	Variable	ZT20
AT3G51330	Variable	ZT20
AT5G17170	Variable	ZT20
AT1G56430	Variable	ZT20
ATMG00020	Variable	ZT20
AT3G09440	Variable	ZT20
AT5G14780	Variable	ZT20
AT4G30280	Variable	ZT20
AT3G19390	Variable	ZT20
AT5G49360	Variable	ZT20
AT5G08000	Variable	ZT20
AT5G41040	Variable	ZT20
AT1G79530	Variable	ZT20
AT2G25810	Variable	ZT20
AT3G22183	Variable	ZT20
AT2G39310	Variable	ZT20
AT2G42840	Variable	ZT20
AT1G76790	Variable	ZT20
AT2G27830	Variable	ZT20
AT1G69040	Variable	ZT20
AT3G16450	Variable	ZT20
AT1G03850	Variable	ZT20
AT5G66690	Variable	ZT20
AT4G13660	Variable	ZT20
AT1G19960	Variable	ZT20
AT5G46890	Variable	ZT20
AT5G17330	Variable	ZT20
AT3G03780	Variable	ZT20
AT3G22060	Variable	ZT20
AT4G04610	Variable	ZT20
AT2G46140	Variable	ZT20
AT4G02520	Variable	ZT20
AT4G25820	Variable	ZT20
AT1G17860	Variable	ZT20
AT2G31390	Variable	ZT20
AT5G45950	Variable	ZT20
AT2G15960	Variable	ZT20
AT4G13250	Variable	ZT20
AT5G45280	Variable	ZT20
AT2G18980	Variable	ZT20
AT1G78460	Variable	ZT20
AT4G30660	Variable	ZT20
AT1G65490	Variable	ZT20
AT4G15760	Variable	ZT20
AT1G67860	Variable	ZT20
AT5G15970	Variable	ZT20
AT1G62570	Variable	ZT20
AT4G11650	Variable	ZT20
AT3G02885	Variable	ZT20
AT5G13420	Variable	ZT20
AT5G50760	Variable	ZT20
AT3G21770	Variable	ZT20
AT5G07440	Variable	ZT20
AT5G10430	Variable	ZT20
AT2G24945	Variable	ZT20
AT5G19240	Variable	ZT20
AT2G05100	Variable	ZT20
AT2G42570	Variable	ZT20
AT3G01290	Variable	ZT20
AT2G41660	Variable	ZT20
AT1G76930	Variable	ZT20
AT3G01950	Variable	ZT20
AT4G20070	Variable	ZT20
AT4G28250	Variable	ZT20
AT1G27020	Variable	ZT20
AT4G33960	Variable	ZT20
AT4G18970	Variable	ZT20
AT1G22440	Variable	ZT20
AT4G04745	Variable	ZT20
AT5G17300	Variable	ZT20
AT5G23010	Variable	ZT20
AT3G04720	Variable	ZT20
AT5G23830	Variable	ZT20
AT1G60140	Variable	ZT20
AT4G26320	Variable	ZT20
AT2G46650	Variable	ZT20
AT3G54960	Variable	ZT20
AT3G10020	Variable	ZT20
AT4G30670	Variable	ZT20
AT3G21510	Variable	ZT20
AT4G23680	Variable	ZT20
AT3G09260	Variable	ZT20
AT5G53250	Variable	ZT20
AT2G34430	Variable	ZT20
AT3G20470	Variable	ZT20
AT1G72645	Variable	ZT20
AT4G19030	Variable	ZT20
AT1G62660	Variable	ZT20
AT2G28790	Variable	ZT20
AT4G01390	Variable	ZT20
AT2G29490	Variable	ZT20
AT1G18250	Variable	ZT20
AT3G48990	Variable	ZT20
AT1G02900	Variable	ZT20
AT5G47560	Variable	ZT20
AT2G43590	Variable	ZT20
AT3G20370	Variable	ZT20
AT3G62450	Variable	ZT20
AT1G73120	Variable	ZT20
AT2G32150	Variable	ZT20
AT5G19120	Variable	ZT20
AT5G14410	Variable	ZT20
AT1G43790	Variable	ZT20
AT1G10522	Variable	ZT20
AT3G08520	Variable	ZT20
AT4G29270	Variable	ZT20
AT5G18150	Variable	ZT20
AT1G64390	Variable	ZT20
AT1G22890	Variable	ZT20
AT2G25060	Variable	ZT20
AT1G80920	Variable	ZT20
AT1G28290	Variable	ZT20
AT4G23690	Variable	ZT20
AT1G77760	Variable	ZT20
AT4G21620	Variable	ZT20
AT5G57785	Variable	ZT20
AT5G61820	Variable	ZT20
AT3G07870	Variable	ZT20
AT1G58290	Variable	ZT20
AT3G13470	Variable	ZT20
AT1G67865	Variable	ZT20
AT1G73600	Variable	ZT20
AT5G13740	Variable	ZT20
AT2G22470	Variable	ZT20
AT5G65210	Variable	ZT20
AT5G18670	Variable	ZT20
AT3G15356	Variable	ZT20
AT2G02120	Variable	ZT20
AT5G64260	Variable	ZT20
AT3G16460	Variable	ZT20
AT4G03210	Variable	ZT20
AT3G30775	Variable	ZT20
AT3G16530	Variable	ZT20
AT1G01060	Variable	ZT20
AT2G37040	Variable	ZT20
AT1G24020	Variable	ZT20
AT5G07030	Variable	ZT20
AT5G51010	Variable	ZT20
AT5G47610	Variable	ZT20
AT1G49032	Variable	ZT20
AT3G16400	Variable	ZT20
AT3G62650	Variable	ZT20
AT3G62550	Variable	ZT20
AT1G20450	Variable	ZT20
AT3G02120	Variable	ZT20
AT2G05440	Variable	ZT20
AT5G37740	Variable	ZT20
AT3G17510	Variable	ZT20
AT3G50740	Variable	ZT20
AT3G45160	Variable	ZT20
AT2G26980	Variable	ZT20
AT2G01010	Variable	ZT20
AT4G27440	Variable	ZT20
AT5G01870	Variable	ZT20
AT3G15950	Variable	ZT20
AT5G40850	Variable	ZT20
AT2G38230	Variable	ZT20
AT2G35120	Variable	ZT20
AT1G62180	Variable	ZT20
AT1G11260	Variable	ZT20
AT1G76680	Variable	ZT20
AT4G13770	Variable	ZT20
AT1G12780	Variable	ZT20
AT3G48690	Variable	ZT20
AT2G29340	Variable	ZT20
AT5G37600	Variable	ZT20
AT5G28540	Variable	ZT20
AT1G78370	Variable	ZT20
AT5G64572	Variable	ZT20
AT3G22121	Variable	ZT20
AT3G16770	Variable	ZT20
AT1G12080	Variable	ZT20
AT2G40100	Variable	ZT20
AT1G08830	Variable	ZT20
AT1G07610	Variable	ZT20
AT4G30190	Variable	ZT20
AT5G41670	Variable	ZT20
AT1G09740	Variable	ZT20
AT5G53160	Variable	ZT20
AT5G19440	Variable	ZT20
AT2G27510	Variable	ZT20
AT2G39570	Variable	ZT20
AT1G20440	Variable	ZT20
AT3G16420	Variable	ZT20
AT1G03220	Variable	ZT20
AT2G27402	Variable	ZT20
AT4G34290	Variable	ZT20
AT1G35720	Variable	ZT20
AT4G34710	Variable	ZT20
AT3G14210	Variable	ZT20
AT1G07600	Variable	ZT20
AT5G65010	Variable	ZT20
AT2G36830	Variable	ZT20
AT1G62380	Variable	ZT20
AT3G52930	Variable	ZT20
AT2G27110	Stable	ZT20
AT4G14300	Stable	ZT20
AT3G49050	Stable	ZT20
AT3G55460	Stable	ZT20
AT4G13630	Stable	ZT20
AT2G40090	Stable	ZT20
AT3G02065	Stable	ZT20
AT1G69910	Stable	ZT20
AT5G41220	Stable	ZT20
AT5G49470	Stable	ZT20
AT1G51690	Stable	ZT20
AT5G19070	Stable	ZT20
AT1G53165	Stable	ZT20
AT4G31150	Stable	ZT20
AT3G02750	Stable	ZT20
AT3G48880	Stable	ZT20
AT5G18420	Stable	ZT20
AT5G58003	Stable	ZT20
AT1G12970	Stable	ZT20
AT5G53900	Stable	ZT20
AT3G47700	Stable	ZT20
AT1G22040	Stable	ZT20
AT5G07970	Stable	ZT20
AT4G24760	Stable	ZT20
AT1G31175	Stable	ZT20
AT2G17550	Stable	ZT20
AT4G16420	Stable	ZT20
AT1G53450	Stable	ZT20
AT1G69340	Stable	ZT20
AT2G04620	Stable	ZT20
AT5G57160	Stable	ZT20
AT4G30790	Stable	ZT20
AT3G07790	Stable	ZT20
AT1G51580	Stable	ZT20
AT2G01330	Stable	ZT20
AT4G17616	Stable	ZT20
AT2G16920	Stable	ZT20
AT5G49580	Stable	ZT20
AT3G12100	Stable	ZT20
AT4G25770	Stable	ZT20
AT1G18335	Stable	ZT20
AT2G18245	Stable	ZT20
AT1G09910	Stable	ZT20
AT2G26350	Stable	ZT20
AT2G30910	Stable	ZT20
AT1G70160	Stable	ZT20
AT1G28240	Stable	ZT20
AT1G80000	Stable	ZT20
AT1G73960	Stable	ZT20
AT5G64730	Stable	ZT20
AT5G07320	Stable	ZT20
AT5G28060	Stable	ZT20
AT1G48360	Stable	ZT20
AT3G15390	Stable	ZT20
AT4G09810	Stable	ZT20
AT1G10820	Stable	ZT20
AT2G27950	Stable	ZT20
AT5G19485	Stable	ZT20
AT4G16130	Stable	ZT20
AT3G60950	Stable	ZT20
AT5G66730	Stable	ZT20
AT1G06910	Stable	ZT20
AT5G11250	Stable	ZT20
AT3G46790	Stable	ZT20
AT5G45250	Stable	ZT20
AT5G41370	Stable	ZT20
AT2G25740	Stable	ZT20
AT1G48050	Stable	ZT20
AT2G20330	Stable	ZT20
AT5G10940	Stable	ZT20
AT4G17020	Stable	ZT20
AT1G09320	Stable	ZT20
AT4G17950	Stable	ZT20
AT3G62240	Stable	ZT20
AT3G16230	Stable	ZT20
AT3G58110	Stable	ZT20
AT5G18960	Stable	ZT20
AT1G30570	Stable	ZT20
AT4G24390	Stable	ZT20
AT4G17570	Stable	ZT20
AT2G44950	Stable	ZT20
AT2G41020	Stable	ZT20
AT3G19510	Stable	ZT20
AT2G33490	Stable	ZT20
AT4G04960	Stable	ZT20
AT1G61040	Stable	ZT20
AT5G43920	Stable	ZT20
AT1G55270	Stable	ZT20
AT1G65540	Stable	ZT20
AT1G06730	Stable	ZT20
AT3G17365	Stable	ZT20
AT1G07615	Stable	ZT20
AT5G06180	Stable	ZT20
AT5G56930	Stable	ZT20
AT2G39740	Stable	ZT20
AT3G19190	Stable	ZT20
AT5G23100	Stable	ZT20
AT5G49060	Stable	ZT20
AT1G58025	Stable	ZT20
AT1G73200	Stable	ZT20
AT4G21430	Stable	ZT20
AT4G13970	Stable	ZT20
AT4G13460	Stable	ZT20
AT4G19070	Stable	ZT20
AT5G47430	Stable	ZT20
AT5G48340	Stable	ZT20
AT2G44260	Stable	ZT20
AT1G29410	Stable	ZT20
AT4G16580	Stable	ZT20
AT3G13780	Stable	ZT20
AT1G14770	Stable	ZT20
AT1G64960	Stable	ZT20
AT1G69060	Stable	ZT20
AT4G12020	Stable	ZT20
AT5G51130	Stable	ZT20
AT5G61990	Stable	ZT20
AT2G45880	Stable	ZT20
AT1G03000	Stable	ZT20
AT4G20350	Stable	ZT20
AT4G25520	Stable	ZT20
AT4G04870	Stable	ZT20
AT1G22020	Stable	ZT20
AT1G10570	Stable	ZT20
AT5G26980	Stable	ZT20
AT4G11090	Stable	ZT20
AT3G46180	Stable	ZT20
AT4G15020	Stable	ZT20
AT2G33170	Stable	ZT20
AT5G65450	Stable	ZT20
AT1G13980	Stable	ZT20
AT3G42630	Stable	ZT20
AT1G17145	Stable	ZT20
AT1G48380	Stable	ZT20
AT3G47890	Stable	ZT20
AT3G55640	Stable	ZT20
AT5G57490	Stable	ZT20
AT1G69670	Stable	ZT20
AT5G45300	Stable	ZT20
AT1G05380	Stable	ZT20
AT5G58270	Stable	ZT20
AT5G20610	Stable	ZT20
AT4G31170	Stable	ZT20
AT1G16680	Stable	ZT20
AT3G04610	Stable	ZT20
AT3G55480	Stable	ZT20
AT4G34070	Stable	ZT20
AT5G11380	Stable	ZT20
AT5G64560	Stable	ZT20
AT1G20370	Stable	ZT20
AT1G01710	Stable	ZT20
AT4G38360	Stable	ZT20
AT1G17790	Stable	ZT20
AT3G20170	Stable	ZT20
AT1G68710	Stable	ZT20
AT1G21710	Stable	ZT20
AT4G31410	Stable	ZT20
AT2G47210	Stable	ZT20
AT3G09970	Stable	ZT20
AT1G12370	Stable	ZT20
AT3G23160	Stable	ZT20
AT3G17450	Stable	ZT20
AT4G11970	Stable	ZT20
AT4G05000	Stable	ZT20
AT1G10870	Stable	ZT20
AT1G52320	Stable	ZT20
AT5G16630	Stable	ZT20
