"Gene"	"effect.size"	"p.value"	"q.value"	"Mean"	"CV2"	"TechNoise"	"BioVar"
"AT5G66400"	3.75441183106793	0	0	6.71428571428571	3.82017620224954	0.0657643711816103	5.86018917832169
"AT5G45428"	2.073808255741	0	0	27.0714285714286	2.09263050564629	0.0188222499052865	6.79673469818802
"AT2G43620"	1.64300142296779	0	0	6.85714285714286	1.70746527777778	0.0644638548099929	4.72722196934691
"AT3G50480"	1.43283284510263	0	0	5	1.52	0.0871671548973718	4.12414289212396
"AT5G48850"	1.32369610134088	0	0	12.2857142857143	1.36115155801473	0.0374554566738444	5.18350799098583
"AT5G47990"	1.24077059175957	0	0	14.7857142857143	1.27245766439213	0.0316870726325617	5.32757946290076
"AT2G24940"	1.18650289582364	0	0	11.2142857142857	1.22721783065002	0.0407149348263799	4.91368944630855
"AT5G09670"	1.15989878356775	0	0	10.8571428571429	1.20184317067974	0.0419443871119854	4.84062707395382
"AT1G77120"	1.14243941235921	0	0	29.9285714285714	1.15978360359516	0.0173441912359486	6.06325926828948
"AT5G03545"	1.13664419552488	0	0	17.5714285714286	1.16383715431901	0.0271929587941269	5.41951226253982
"AT5G45430"	1.08758794579575	0	0	29.2857142857143	1.10523955520981	0.0176516094140652	5.96841556075271
"AT1G55010"	1.08625805748708	0	0	4.92857142857143	1.17464010469682	0.0883820472097399	3.73232164132813
"AT5G20790"	1.06541006548421	0	0	10.9285714285714	1.10710213363039	0.0416920681461814	4.73087157196378
"AT1G13609"	1.01636703179019	0	0	49.6428571428571	1.02814968169349	0.0117826499033078	6.44724246630092
"AT4G31940"	1.00267951817749	0	0	4.64285714285714	1.09629494765589	0.0936154294784025	3.54974585251548
"AT5G27889"	0.993571101688154	0	0	9.78571428571429	1.03974229191343	0.0461711902252715	4.49308925601885
"AT5G48000"	0.973175625203644	0	0	18.7857142857143	0.998826730961069	0.0256511057574249	5.2831415083116
"AT1G14960"	0.948880102570733	0	0	11.1428571428571	0.989834622970718	0.0409545203999851	4.595092901644
"AT2G19800"	0.918075432607843	0	0	30.1428571428571	0.935320065034133	0.01724463242629	5.76124085460185
"AT1G31258"	0.906843236419257	0	0	28.0714285714286	0.925113941022105	0.0182707046028478	5.66202688797224
"AT4G39675"	0.905561693073419	0	0	7.5	0.964786324786325	0.0592246317129054	4.02594023088845
"AT2G42540"	0.881455530968017	0	0	410.071428571429	0.885817225677733	0.00436169470971692	7.66597644780658
"AT2G43020"	0.88040267501117	0	0	5.5	0.959949141767324	0.0795464667561537	3.59308821729335
"AT2G41240"	0.872130038012548	0	0	24.2857142857143	0.892728240617514	0.0205982026049666	5.43763070621855
"AT5G09672"	0.825683084942126	0	0	9	0.875593542260209	0.0499104573180833	4.13284728619432
"AT3G02480"	0.782762382854681	0	0	12.0714285714286	0.820823446711896	0.0380610638572149	4.43068414939633
"AT4G36670"	0.763063045415252	0	0	5.85714285714286	0.837962751109688	0.0748997056944353	3.48385416008105
"AT4G17245"	0.761159985339156	0	0	10.1428571428571	0.805823020462973	0.0446630351238173	4.17330982099697
"AT3G18000"	0.761088137652293	0	0	20	0.785384615384615	0.0242964777323224	5.01458025168058
"AT1G43800"	0.760304169772464	0	0	12.5714285714286	0.796984265734266	0.0366800959618018	4.44148192404194
"AT3G56970"	0.759751301414235	0	0	18.4285714285714	0.785834800978122	0.0260834995638871	4.91301670869828
"AT4G11460"	0.747434832089629	0	0	7.71428571428571	0.805107101403398	0.0576722693137684	3.80323101771892
"AT1G01580"	0.746713892975165	0	0	7.64285714285714	0.804893944382109	0.058180051406944	3.79020222495411
"AT1G27020"	0.74643728380594	0	0	22.1428571428571	0.7687056751781	0.0222683913721595	5.10936207023763
"AT2G18193"	0.739125165432406	1.11022302462516e-15	1.08693717806971e-13	4.42857142857143	0.837108780917313	0.0979836154849071	3.09480267928384
"AT3G49580"	0.738731996731289	0	0	18.0714285714286	0.765264980765926	0.0265329840346364	4.85010053946893
"AT3G22231"	0.718011931188947	0	0	205.785714285714	0.723388284970524	0.00537635378157692	7.0719983487282
"AT4G19690"	0.714779175809367	0	0	34.0714285714286	0.730420500920086	0.0156413251107188	5.54529261242436
"AT4G19112"	0.683400959346526	0	0	12.5714285714286	0.720081055308328	0.0366800959618018	4.29508999302625
"AT2G05540"	0.660670969568327	0	0	7.85714285714286	0.717355371900826	0.0566844023324994	3.6616642821078
"AT1G25472"	0.656089725807898	2.22044604925031e-16	2.2318443389698e-14	5.35714285714286	0.737668376068376	0.0815786502604785	3.17670884578759
"AT3G44006"	0.634597037901642	4.77395900588817e-15	4.498561245736e-13	5.07142857142857	0.720583522805304	0.0859864849036619	3.06698383852148
"AT5G38930"	0.634043549438065	0	0	9.71428571428571	0.680529677934522	0.0464861284964575	3.87178589508361
"AT5G04150"	0.616963193149305	3.10418357685194e-13	2.5298257182809e-11	4.57142857142857	0.711989182692308	0.095025989543003	2.9054612737499
"AT4G33070"	0.610323509836542	0	0	14.4285714285714	0.642712252946544	0.032388743110002	4.31060858824937
"AT3G15356"	0.602610371349862	0	0	24.7857142857143	0.622860417410659	0.0202500460607967	4.94291179783733
"AT5G42800"	0.59622109403606	0	0	171.571428571429	0.602003614379507	0.00578252034344721	6.70192990220001
"AT5G48010"	0.592557464343878	0	0	17.2857142857143	0.620144693773544	0.0275872294296666	4.49053238812959
"AT1G15125"	0.591256763634797	0	0	16.2857142857143	0.620332883490778	0.0290761198559811	4.4151359406283
"AT4G27450"	0.589403268541748	0	0	7.21428571428571	0.650841169417779	0.0614379008760314	3.40510468255605
"AT5G59330"	0.587864477790454	0	0	11.3571428571429	0.628109282434665	0.0402448046442112	3.96414113284588
"AT3G18217"	0.586706571895333	0	0	6.5	0.654528903049613	0.0678223311542797	3.27062462300334
"AT2G42530"	0.58504569777184	0	0	448.714285714286	0.589319369373173	0.00427367160133302	7.10742982204244
"AT4G22485"	0.582857815663255	0	0	11.5714285714286	0.622419190320425	0.0395613746571698	3.97572207986818
"AT2G43018"	0.57613242237863	0	0	13.5714285714286	0.610355849137013	0.0342234267583828	4.15659447895307
"AT5G03350"	0.571699887427674	0	0	15.5714285714286	0.60195658226127	0.0302566948335962	4.31433312763315
"AT4G10270"	0.570343936187362	0	0	10.7857142857143	0.612543984238208	0.0422000480508464	3.85949689500818
"AT2G01520"	0.563741090986077	0	0	56.6428571428571	0.574480335685331	0.0107392446992538	5.74129307467194
"AT3G15450"	0.545814877226905	0	0	16.5	0.574556756374938	0.028741879148033	4.32122311989877
