tracking_id	FPKM_WT_ZT10_seedling_4	TPM_WT_ZT10_seedling_4	Raw_WT_ZT10_seedling_4
AT1G01010	6.96692	8.45594707	121
AT1G01020	9.61556	11.67067605	122
AT1G01030	2.03381	2.468492492	35
AT1G01040	8.74509	10.61416209	573
AT1G01046	4.47063	5.426129573	3
AT1G01050	96.6875	117.3523425	788
AT1G01060	0.120748	0.146555249	4
AT1G01070	4.16397	5.053927692	45
AT1G01073	0	0	0
AT1G01080	96.7351	117.410116	1063
AT1G01090	159.661	193.7850535	2538
AT1G01100	450.082	546.2772027	2406
AT1G01110	3.11287	3.778178012	62
AT1G01115	0	0	0
AT1G01120	28.6766	34.80559727	501
AT1G01130	1.46679	1.780284344	15
AT1G01140	22.1355	26.86647993	387
AT1G01150	0	0	0
AT1G01160	28.3711	34.43480331	329
AT1G01170	106.773	129.593398	318
AT1G01180	7.10867	8.627993038	82
AT1G01183	0	0	0
AT1G01190	4.2956	5.213690732	76
AT1G01200	2.64811	3.214085707	26
AT1G01210	25.2522	30.64930652	145
AT1G01220	12.851	15.59762073	455
AT1G01225	8.03089	9.747317432	70
AT1G01230	30.1655	36.61271714	197
AT1G01240	3.83234	4.651419019	45
AT1G01250	0.903215	1.09625749	8
AT1G01260	8.74844	10.61822808	212
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	11.8947	14.43693248	116
AT1G01300	95.6304	116.0693105	1620
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	114.79	139.3238568	7531
AT1G01340	5.48843	6.661462106	124
AT1G01350	15.5259	18.84422221	221
AT1G01355	0	0	0
AT1G01360	8.07193	9.797128836	76
AT1G01370	10.1755	12.350291	86
AT1G01380	3.36679	4.086367869	15
AT1G01390	5.54216	6.726675721	89
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	10.9673	13.31132097	161
AT1G01430	43.9682	53.36544297	644
AT1G01440	8.44088	10.24493384	212
AT1G01448	6.03328	7.3227619	67
AT1G01450	5.17938	6.286359415	0
AT1G01453	1.04553	1.268989215	12
AT1G01460	0.0760801	0.092340561	1
AT1G01470	122.833	149.0858724	792
AT1G01471	0	0	0
AT1G01480	0.510426	0.619518415	8
AT1G01490	31.3988	38.1096081	321
AT1G01500	14.5766	17.69203006	207
AT1G01510	19.0619	23.13596502	449
AT1G01520	0.132049	0.160271591	3
AT1G01530	0.160939	0.195336198	1
AT1G01540	32.3855	39.30719368	640
AT1G01550	94.8153	115.0800007	1139
AT1G01560	0.424444	0.51515964	5
AT1G01570	1.55369	1.885757322	25
AT1G01580	0.530117	0.643417937	11
AT1G01590	0	0	0
AT1G01600	8.43357	10.23606149	194
AT1G01610	45.1915	54.85019664	773
AT1G01620	181.59	220.4008986	2155
AT1G01630	61.9642	75.20769514	741
AT1G01640	6.21845	7.547507945	51
AT1G01650	14.0921	17.10397876	280
AT1G01660	0.693331	0.841515367	22
AT1G01670	1.50983	1.832523205	23
AT1G01680	0	0	0
AT1G01690	4.37652	5.311905615	86
AT1G01695	0	0	0
AT1G01700	1.0855	1.31750193	21
AT1G01710	17.0873	20.73933738	434
AT1G01720	31.5153	38.25100743	415
AT1G01725	13.3708	16.22851663	40
AT1G01730	26.5031	32.16755909	249
AT1G01740	7.75758	9.415593385	145
AT1G01750	11.0809	13.44920049	83
AT1G01760	3.00816	3.651088535	42
AT1G01770	10.734	13.02815819	270
AT1G01780	16.4457	19.96060938	142
AT1G01790	62.8832	76.32311133	2533
AT1G01800	56.3932	68.4460155	546
AT1G01810	1.18639	1.439954965	7
AT1G01820	77.9321	94.5883852	677
AT1G01830	6.68166	8.109718971	175
AT1G01840	1.48404	1.801221155	11
AT1G01860	17.4285	21.15346143	179
AT1G01870	0	0	0
AT1G01880	1.8676	2.266758732	36
AT1G01890	0	0	0
AT1G01900	4.55173	5.524562928	127
AT1G01910	46.3032	56.19949825	668
AT1G01920	12.7256	15.44541921	270
AT1G01930	7.11865	8.640106045	159
AT1G01940	27.906	33.87029834	200
AT1G01950	8.69722	10.55606092	298
AT1G01960	25.7345	31.23468762	1493
AT1G01970	35.7931	43.4430938	534
AT1G01980	0	0	0
AT1G01990	18.6013	22.57692183	203
AT1G02000	6.12136	7.429667077	117
AT1G02010	5.07406	6.158529564	142
AT1G02020	9.37705	11.38118975	214
AT1G02030	0.169107	0.20524993	3
AT1G02040	0.0889737	0.107989886	1
AT1G02050	5.6121	6.811563869	101
AT1G02060	5.03891	6.115867018	113
AT1G02065	0.971001	1.178531268	17
AT1G02070	0.745954	0.905385384	4
AT1G02074	0	0	0
AT1G02080	27.6935	33.61238111	1929
AT1G02090	41.039	49.81019041	503
AT1G02100	25.7899	31.30192816	370
AT1G02110	11.9204	14.46812529	354
AT1G02120	29.8514	36.23148513	711
AT1G02130	49.1544	59.66008001	445
AT1G02140	133.864	162.4745079	815
AT1G02145	17.1408	20.80427183	242
AT1G02150	76.6275	93.00495543	1642
AT1G02160	32.8763	39.90289147	133
AT1G02170	20.0854	24.37821581	294
AT1G02180	7.6208	9.249579646	66
AT1G02190	0.0420713	0.051063122	1
AT1G02205	12.108	14.6958207	290
AT1G02210	0	0	0
AT1G02220	6.31341	7.662763572	90
AT1G02228	0	0	0
AT1G02230	0.615084	0.746544778	6
AT1G02250	0.110964	0.134680133	1
AT1G02260	12.1859	14.79037012	221
AT1G02270	19.0239	23.08984335	272
AT1G02280	76.8464	93.27064052	810
AT1G02290	8.6673	10.51974618	135
AT1G02300	18.5471	22.51113776	243
AT1G02305	39.0694	47.41963141	502
AT1G02310	0.58117	0.705382401	8
AT1G02320	0	0	0
AT1G02330	26.6726	32.37328602	322
AT1G02335	21.5224	26.12234319	143
AT1G02340	0.869267	1.055053846	9
AT1G02350	2.73226	3.316220933	18
AT1G02360	26.1149	31.69638981	263
AT1G02370	7.9874	9.694532394	139
AT1G02380	1.58245	1.920664144	16
AT1G02390	1.61119	1.955546692	25
AT1G02391	0	0	0
AT1G02400	4.94673	6.003985556	56
AT1G02405	0	0	0
AT1G02410	20.1809	24.49412685	223
AT1G02420	3.67058	4.45508635	43
AT1G02430	1.58351	1.921950696	24
AT1G02440	0	0	0
AT1G02450	0.418571	0.508031414	2
AT1G02460	1.44057	1.748460391	24
AT1G02470	0.525317	0.637592042	5
AT1G02475	82.9392	100.6656435	501
AT1G02480	0	0	0
AT1G02490	0	0	2
AT1G02500	229.057	278.0129337	4139
AT1G02510	0	0	0
AT1G02520	3.99826	4.852800797	165
AT1G02530	0.140444	0.170460839	6
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	283.482	344.0700894	3372
AT1G02570	1.05098	1.275604033	8
AT1G02575	0.267656	0.324861627	2
AT1G02580	0.171449	0.208092481	1
AT1G02590	0	0	0
AT1G02600	0	0	0
AT1G02610	1.50031	1.820968512	11
AT1G02620	0.194062	0.235538516	1
AT1G02630	0	0	0
AT1G02640	4.12643	5.008364337	122
AT1G02650	1.48278	1.799691857	25
AT1G02660	1.61561	1.96091137	40
AT1G02670	1.27758	1.550634837	44
AT1G02680	12.9417	15.70770587	113
AT1G02690	19.8467	24.08849889	402
AT1G02700	1.4077	1.708565146	19
AT1G02710	9.02044	10.94836214	52
AT1G02720	13.6297	16.54275085	198
AT1G02730	24.5525	29.80006092	1053
AT1G02740	8.0994	9.830469949	111
AT1G02750	12.4868	15.15558093	108
AT1G02760	0	0	0
AT1G02770	0.247946	0.300939045	3
AT1G02780	705.224	855.9502357	7377
AT1G02790	0	0	0
AT1G02800	2.37228	2.879303066	39
AT1G02810	10.3949	12.61658297	201
AT1G02813	0.221477	0.268812874	1
AT1G02816	9.26361	11.24350442	65
AT1G02820	1.67657	2.03490024	8
AT1G02830	0.392297	0.47614192	1
AT1G02840	73.0041	88.60713277	1087
AT1G02850	11.2373	13.63902758	211
AT1G02860	8.64344	10.49078662	108
AT1G02870	41.5986	50.4893927	318
AT1G02880	31.7492	38.53489845	308
AT1G02890	27.006	32.77794299	1189
AT1G02900	35.8982	43.57065663	195
AT1G02910	50.6035	61.4188935	796
AT1G02920	39.2945	47.69284162	279
AT1G02930	30.3377	36.82172114	239
AT1G02940	0.628825	0.763222617	6
AT1G02950	12.9599	15.72979572	38
AT1G02952	0.793348	0.962908817	0
AT1G02960	10.2288	12.41498272	188
AT1G02965	0	0	0
AT1G02970	3.57506	4.339151035	64
AT1G02980	0.0423364	0.051384881	1
AT1G02990	5.90795	7.170645348	258
AT1G03000	13.4474	16.32148821	408
AT1G03010	0.605358	0.734740058	12
AT1G03020	1.13468	1.377193081	3
AT1G03022	0	0	0
AT1G03030	11.4307	13.8737626	145
AT1G03040	36.1469	43.87251083	519
AT1G03050	0.128679	0.156181327	2
AT1G03055	4.06378	4.932324267	33
AT1G03060	8.16682	9.912299502	947
AT1G03070	1.14424	1.388796322	8
AT1G03080	15.8609	19.25082115	1012
