tracking_id	FPKM_WT_ZT6_seedling_3	TPM_WT_ZT6_seedling_3	Raw_WT_ZT6_seedling_3
AT1G01010	6.64792	7.976737519	170
AT1G01020	10.586	12.70197947	203
AT1G01030	3.09086	3.708675635	77
AT1G01040	9.57221	11.48554836	924
AT1G01046	3.20258	3.842726754	5
AT1G01050	94.5929	113.5005738	1131
AT1G01060	2.78358	3.339975063	103
AT1G01070	7.33454	8.800602354	122
AT1G01073	0	0	0
AT1G01080	83.16	99.78241195	1320
AT1G01090	155.994	187.1748144	3655
AT1G01100	444.496	533.3439512	3429
AT1G01110	3.81269	4.57478841	107
AT1G01115	0	0	0
AT1G01120	36.5753	43.886143	919
AT1G01130	2.08971	2.507411064	22
AT1G01140	19.9696	23.96121758	509
AT1G01150	0.119869	0.14382898	2
AT1G01160	26.955	32.34289218	417
AT1G01170	111.961	134.3402913	496
AT1G01180	6.93872	8.32566399	111
AT1G01183	0	0	1
AT1G01190	7.75515	9.305285859	199
AT1G01200	3.58443	4.300902728	50
AT1G01210	22.0506	26.45817764	183
AT1G01220	12.7492	15.29757006	670
AT1G01225	8.40201	10.08144328	109
AT1G01230	37.0757	44.4865653	351
AT1G01240	10.7183	12.86072422	199
AT1G01250	2.83631	3.403244984	35
AT1G01260	8.67032	10.40338434	309
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	13.6708	16.40338381	198
AT1G01300	64.5306	77.42927985	1528
AT1G01305	0	0	0
AT1G01310	0.0687579	0.082501552	1
AT1G01320	79.1307	94.94771651	7540
AT1G01340	1.8657	2.238624891	62
AT1G01350	17.161	20.5912214	357
AT1G01355	0	0	1
AT1G01360	9.45426	11.34402196	123
AT1G01370	11.2989	13.55737728	145
AT1G01380	3.2797	3.935261862	25
AT1G01390	3.30314	3.96338716	78
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	12.113	14.53420341	252
AT1G01430	49.6733	59.60223285	1044
AT1G01440	8.76298	10.51456566	324
AT1G01448	5.1563	6.186965497	97
AT1G01450	4.70622	5.64692139	0
AT1G01453	0.740443	0.88844623	13
AT1G01460	0	0	0
AT1G01470	133.213	159.840241	1228
AT1G01471	0	0	0
