tracking_id	FPKM_WT_ZT14_seedling_15	TPM_WT_ZT14_seedling_15	Raw_WT_ZT14_seedling_15
AT1G01010	11.1015	11.88523551	106
AT1G01020	13.3542	14.29696997	97
AT1G01030	3.83418	4.104862613	36
AT1G01040	8.17412	8.751190498	313
AT1G01046	3.83913	4.11016207	1
AT1G01050	127.154	136.1307244	563
AT1G01060	1.08181	1.158182825	15
AT1G01070	7.48787	8.016493126	44
AT1G01073	0	0	0
AT1G01080	106.667	114.1973982	651
AT1G01090	155.379	166.3483321	1360
AT1G01100	644.857	690.3821391	1744
AT1G01110	5.04878	5.405210049	59
AT1G01115	0	0	0
AT1G01120	26.2545	28.10799584	251
AT1G01130	4.87335	5.217395171	15
AT1G01140	28.2844	30.28120122	273
AT1G01150	0	0	0
AT1G01160	37.2157	39.84302655	222
AT1G01170	146.265	156.5909086	232
AT1G01180	13.3053	14.24461776	83
AT1G01183	0	0	2
AT1G01190	3.13039	3.351386966	33
AT1G01200	4.58201	4.905487364	23
AT1G01210	36.735	39.32839045	109
AT1G01220	12.1902	13.05079475	243
AT1G01225	7.93308	8.493133734	37
AT1G01230	44.5911	47.73910961	157
AT1G01240	11.629	12.44997557	83
AT1G01250	0.418436	0.447976436	2
AT1G01260	7.5615	8.095321203	103
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	14.321	15.3320234	81
AT1G01300	57.8251	61.90739378	525
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	103.314	110.6076856	3782
AT1G01340	7.81755	8.369447632	102
AT1G01350	21.3043	22.80832527	172
AT1G01355	0	0	0
AT1G01360	15.9976	17.12698677	79
AT1G01370	11.7939	12.62651706	54
AT1G01380	3.80043	4.068729956	11
AT1G01390	2.78935	2.986270475	25
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	6.56322	7.026565367	52
AT1G01430	57.8338	61.91670798	460
AT1G01440	8.7085	9.323296263	133
AT1G01448	5.29658	5.67050405	37
AT1G01450	5.27112	5.643246644	0
AT1G01453	0.64805	0.693800556	4
AT1G01460	0	0	0
AT1G01470	106.279	113.7820065	374
AT1G01471	0	0	0
AT1G01480	1.02871	1.10133411	8
AT1G01490	45.8563	49.09362926	258
AT1G01500	7.39995	7.922366215	58
AT1G01510	23.9033	25.59080755	304
AT1G01520	0	0	0
AT1G01530	0	0	0
AT1G01540	47.5314	50.88698674	538
AT1G01550	100.182	107.254575	681
AT1G01560	0	0	0
AT1G01570	2.40731	2.577259497	23
AT1G01580	25.6428	27.45311149	312
AT1G01590	0	0	0
AT1G01600	6.59569	7.06132766	84
AT1G01610	38.9115	41.65854539	369
AT1G01620	309.427	331.2716992	1967
AT1G01630	51.4596	55.09250691	341
AT1G01640	7.10413	7.605662133	32
AT1G01650	16.9375	18.13324114	188
AT1G01660	1.11266	1.19121075	15
AT1G01670	1.06344	1.138515953	9
AT1G01680	0	0	0
AT1G01690	5.46205	5.847655779	61
AT1G01695	0.3214	0.34408996	2
AT1G01700	1.006	1.077020846	9
AT1G01710	15.6696	16.77583087	222
AT1G01720	30.0499	32.17134069	215
AT1G01725	17.7104	18.96070576	30
AT1G01730	32.3425	34.62579197	156
AT1G01740	5.33733	5.714130889	53
AT1G01750	15.3394	16.42231965	62
AT1G01760	3.20109	3.427078192	28
AT1G01770	11.7397	12.56849069	169
