tracking_id	FPKM_WT_ZT16_seedling_4	TPM_WT_ZT16_seedling_4	Raw_WT_ZT16_seedling_4
AT1G01010	6.62462	7.478356431	53
AT1G01020	11.8744	13.40469274	54
AT1G01030	2.17823	2.458945619	17
AT1G01040	8.96333	10.11846363	272
AT1G01046	0	0	0
AT1G01050	149.427	168.6841459	550
AT1G01060	2.37939	2.686029766	27
AT1G01070	7.85746	8.870076551	40
AT1G01073	0	0	0
AT1G01080	86.1112	97.20863178	431
AT1G01090	163.709	184.8067139	1206
AT1G01100	595.128	671.8240904	1448
AT1G01110	4.49504	5.074330496	39
AT1G01115	0	0	0
AT1G01120	27.6374	31.19912207	225
AT1G01130	4.06623	4.59025835	9
AT1G01140	25.2983	28.5585746	204
AT1G01150	0	0	0
AT1G01160	37.949	42.83961166	200
AT1G01170	165.027	186.2945688	226
AT1G01180	13.236	14.94176658	72
AT1G01183	0	0	0
AT1G01190	3.1698	3.578302486	27
AT1G01200	2.98136	3.365577607	13
AT1G01210	30.4615	34.38717306	77
AT1G01220	9.57964	10.81419952	155
AT1G01225	5.9991	6.772223624	24
AT1G01230	29.839	33.68444945	87
AT1G01240	9.83376	11.10106879	58
AT1G01250	0.243191	0.274531819	1
AT1G01260	6.87569	7.761782642	77
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	13.573	15.32219687	60
AT1G01300	48.7244	55.00367267	377
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	113.014	127.5784835	3402
AT1G01340	6.88576	7.773150396	71
AT1G01350	18.6104	21.00878307	124
AT1G01355	0	0	0
AT1G01360	10.7711	12.15920686	43
AT1G01370	5.99162	6.763779652	24
AT1G01380	2.05273	2.317272024	4
AT1G01390	3.04427	3.436595025	23
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	10.8012	12.19318595	74
AT1G01430	61.5413	69.47232847	414
AT1G01440	10.8205	12.2149732	125
AT1G01448	6.60787	7.459447803	40
AT1G01450	6.28337	7.093128428	0
AT1G01453	0.762703	0.860995028	4
AT1G01460	0	0	0
AT1G01470	91.1253	102.8689152	275
AT1G01471	0	0	0
AT1G01480	0.416286	0.469934137	3
AT1G01490	44.625	50.3759696	212
AT1G01500	6.12193	6.910883127	42
AT1G01510	23.1749	26.16152511	248
AT1G01520	0	0	0
AT1G01530	0	0	0
AT1G01540	45.7017	51.59142745	433
AT1G01550	104.603	118.0835305	578
AT1G01560	0.372685	0.420714134	2
AT1G01570	3.80667	4.297248004	26
