tracking_id	FPKM_WT_ZT16_seedling_13	TPM_WT_ZT16_seedling_13	Raw_WT_ZT16_seedling_13
AT1G01010	9.28258	10.56559709	92
AT1G01020	11.0466	12.57343593	86
AT1G01030	3.6992	4.21049501	38
AT1G01040	8.49611	9.670422999	334
AT1G01046	0	0	0
AT1G01050	134.309	152.8728845	635
AT1G01060	1.80522	2.054733402	24
AT1G01070	7.78956	8.866215265	50
AT1G01073	0	0	0
AT1G01080	107.826	122.7294645	690
AT1G01090	157.312	179.0553068	1462
AT1G01100	622.245	708.2502886	1813
AT1G01110	5.22646	5.948849413	66
AT1G01115	0	0	0
AT1G01120	32.8957	37.44246883	331
AT1G01130	5.50033	6.260573102	20
AT1G01140	23.011	26.19152808	237
AT1G01150	0.148015	0.168473297	1
AT1G01160	35.5648	40.48048576	219
AT1G01170	149.051	169.6524902	242
AT1G01180	16.8397	19.16724503	114
AT1G01183	0	0	0
AT1G01190	7.8895	8.979968745	80
AT1G01200	4.25433	4.842353816	23
AT1G01210	33.9354	38.6258738	107
AT1G01220	10.1324	11.53287728	212
AT1G01225	7.78531	8.86137784	41
AT1G01230	38.1595	43.43381929	140
AT1G01240	10.5882	12.05167692	76
AT1G01250	0.194859	0.221791968	1
AT1G01260	8.60891	9.798813959	126
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	11.8919	13.53557137	72
AT1G01300	52.1523	59.36067228	504
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	89.1429	101.4640289	3399
AT1G01340	8.46366	9.633487834	112
AT1G01350	21.6154	24.60303142	180
AT1G01355	0	0	0
AT1G01360	16.7495	19.06457779	85
AT1G01370	6.74914	7.68199078	33
AT1G01380	4.50688	5.129810702	11
AT1G01390	3.34732	3.809978957	32
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	9.0096	10.25488642	73
AT1G01430	62.7645	71.43966643	509
AT1G01440	8.44373	9.610803155	124
AT1G01448	4.95121	5.635554984	38
AT1G01450	5.41322	6.161422956	0
AT1G01453	0.612853	0.697560148	4
AT1G01460	0	0	0
AT1G01470	97.5186	110.9973991	367
AT1G01471	0	0	0
AT1G01480	0.539449	0.614010414	5
AT1G01490	43.1666	49.13298927	255
AT1G01500	8.71015	9.914047121	72
AT1G01510	22.8687	26.0295597	308
AT1G01520	0	0	0
AT1G01530	0	0	0
AT1G01540	41.767	47.53993974	491
AT1G01550	110.016	125.2221613	775
AT1G01560	0.14422	0.16415376	2
AT1G01570	2.8163	3.20556258	29
AT1G01580	48.8987	55.65736709	636
AT1G01590	0.0890966	0.101411329	1
AT1G01600	4.67186	5.317593863	63
AT1G01610	34.8493	39.66609098	343
AT1G01620	272.346	309.9890447	1843
AT1G01630	49.3999	56.22784182	338
AT1G01640	11.7813	13.40968449	59
AT1G01650	13.4636	15.32450817	161
AT1G01660	0.757071	0.861711632	14
AT1G01670	1.13263	1.289179542	10
AT1G01680	0	0	0
AT1G01690	3.39023	3.858819879	39
AT1G01695	0.619221	0.704808318	4
AT1G01700	0.95129	1.08277514	12
AT1G01710	15.9082	18.10699522	241
AT1G01720	30.3234	34.51463138	226
AT1G01725	23.9041	27.20807033	44
AT1G01730	32.1031	36.54031746	168
AT1G01740	7.25387	8.256483412	76
AT1G01750	18.2639	20.78829472	76
AT1G01760	4.8879	5.56349442	40
AT1G01770	10.8069	12.30060514	154
AT1G01780	19.2695	21.93288646	91
AT1G01790	58.6094	66.71025796	1406
AT1G01800	78.7959	89.68689007	439
AT1G01810	0.606344	0.690151489	2
AT1G01820	82.8883	94.34493229	412
AT1G01830	7.9597	9.059871629	116
AT1G01840	2.40327	2.735444513	11
AT1G01860	14.4012	16.39170111	97
AT1G01870	0	0	0
AT1G01880	1.40931	1.604101623	15
AT1G01890	0	0	0
AT1G01900	4.34878	4.94985848	69
AT1G01910	37.5687	42.76136026	318
AT1G01920	16.4582	18.73301497	190
AT1G01930	6.65788	7.57811703	84
AT1G01940	30.3434	34.53739573	122
AT1G01950	9.14319	10.40694093	184
AT1G01960	22.4234	25.52271134	759
AT1G01970	30.6468	34.88273099	277
AT1G01980	0	0	0
AT1G01990	28.5799	32.53014877	188
AT1G02000	7.81091	8.890516214	84
AT1G02010	4.40788	5.017127148	71
AT1G02020	6.84601	7.792249931	91
AT1G02030	0.575598	0.655155846	6
AT1G02040	0	0	0
AT1G02050	6.95954	7.921471789	73
AT1G02060	5.99284	6.821156714	78
AT1G02065	0.548352	0.624143966	5
AT1G02070	0	0	0
AT1G02074	0	0	1
AT1G02080	20.0335	22.8024848	823
AT1G02090	35.9312	40.89752874	261
AT1G02100	41.3314	47.0441321	342
AT1G02110	12.7989	14.56793485	215
AT1G02120	38.6898	44.03741615	553
AT1G02130	50.6866	57.69238656	271
AT1G02140	185.133	210.7216622	645
AT1G02145	20.6126	23.46162669	167
AT1G02150	78.0721	88.86304808	970
AT1G02160	38.5821	43.91483011	88
AT1G02170	20.6012	23.44865101	169
AT1G02180	7.19761	8.192447283	35
AT1G02190	0	0	0
AT1G02205	3.60427	4.102444001	49
AT1G02210	0	0	0
AT1G02220	6.04689	6.882677382	52
AT1G02228	0	0	0
AT1G02230	0.349814	0.398164495	3
AT1G02250	0.376564	0.42861182	2
AT1G02260	17.9882	20.47448809	188
AT1G02270	10.8506	12.35034525	93
AT1G02280	105.576	120.1684746	642
AT1G02290	8.60876	9.798643226	79
AT1G02300	14.2506	16.22028552	117
AT1G02305	52.2257	59.44421746	407
AT1G02310	0.37261	0.424111307	3
AT1G02320	0	0	0
AT1G02330	26.2162	29.83974353	183
AT1G02335	23.4722	26.7164741	89
AT1G02340	1.13829	1.295621855	7
AT1G02350	1.35604	1.543468764	7
AT1G02360	36.8437	41.93615241	211
AT1G02370	5.50555	6.266514598	55
AT1G02380	3.08593	3.512460226	19
AT1G02390	1.41674	1.61255858	13
AT1G02391	0	0	0
AT1G02400	6.94923	7.909736764	49
AT1G02405	0.509154	0.579528108	1
AT1G02410	19.9539	22.71188267	129
AT1G02420	5.13383	5.843416305	36
AT1G02430	1.88796	2.148909537	19
AT1G02440	0	0	0
AT1G02450	0.366187	0.416800534	1
AT1G02460	0.496	0.564555992	5
AT1G02470	1.18194	1.345305058	5
AT1G02475	94.7238	107.8163082	337
AT1G02480	0	0	0
AT1G02490	0	0	1
AT1G02500	379.045	431.4357377	3909
AT1G02510	0	0	0
AT1G02520	3.82083	4.348936432	94
AT1G02530	0.0399608	0.045484091	1
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	293.043	333.5467369	2042
AT1G02570	1.32145	1.504097813	6
AT1G02575	0.22494	0.256030695	1
AT1G02580	0.292357	0.33276592	1
AT1G02590	0	0	0
AT1G02600	0	0	0
AT1G02610	2.54782	2.899973885	11
AT1G02620	0	0	1
AT1G02630	0	0	0
AT1G02640	12.4006	14.11458273	211
