tracking_id	FPKM_WT_ZT20_seedling_12	TPM_WT_ZT20_seedling_12	Raw_WT_ZT20_seedling_12
AT1G01010	9.26378	10.55863415	112
AT1G01020	8.34031	9.506085202	101
AT1G01030	3.54217	4.037280367	46
AT1G01040	9.56771	10.90504627	461
AT1G01046	0	0	1
AT1G01050	154.872	176.5193893	919
AT1G01060	177.567	202.3866057	3318
AT1G01070	7.81805	8.910825787	64
AT1G01073	0	0	0
AT1G01080	100.421	114.4574461	799
AT1G01090	144.248	164.410409	1649
AT1G01100	488.638	556.9378669	1706
AT1G01110	2.57796	2.938296947	38
AT1G01115	0	0	0
AT1G01120	29.5362	33.664652	359
AT1G01130	3.802	4.333428366	17
AT1G01140	30.4759	34.73569951	382
AT1G01150	0.356889	0.406773518	3
AT1G01160	29.1565	33.23187906	236
AT1G01170	186.555	212.6309124	371
AT1G01180	18.8337	21.46619932	148
AT1G01183	0	0	0
AT1G01190	4.49775	5.126427521	62
AT1G01200	3.85791	4.397153243	25
AT1G01210	24.1579	27.53459472	98
AT1G01220	9.58213	10.92148184	246
AT1G01225	5.94867	6.780151321	37
AT1G01230	31.6168	36.03606996	148
AT1G01240	14.7614	16.8246895	135
AT1G01250	0.487207	0.555306847	3
AT1G01260	7.21021	8.21802434	130
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	14.7163	16.7732856	111
AT1G01300	38.9631	44.40920641	459
AT1G01305	0	0	0
AT1G01310	0.143206	0.163222762	1
AT1G01320	103.276	117.7115066	4931
AT1G01340	5.9496	6.781211312	98
AT1G01350	19.3485	22.05295601	201
AT1G01355	0	0	0
AT1G01360	16.8649	19.22220833	109
AT1G01370	7.49642	8.54423963	43
AT1G01380	2.96836	3.383265499	10
AT1G01390	2.99853	3.417652541	35
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	8.38921	9.561820249	88
AT1G01430	58.2212	66.35912667	590
AT1G01440	11.1196	12.67385325	214
AT1G01448	6.83884	7.794745726	59
AT1G01450	4.8374	5.513552441	0
AT1G01453	0.377571	0.430346366	4
AT1G01460	0	0	0
AT1G01470	60.6187	69.09173964	272
AT1G01471	0	0	0
AT1G01480	0.610751	0.696119334	6
AT1G01490	60.6727	69.15328755	452
AT1G01500	4.78126	5.449565416	51
AT1G01510	25.8639	29.47905258	444
AT1G01520	1.30316	1.485310497	11
AT1G01530	0	0	0
AT1G01540	52.1639	59.45516149	762
AT1G01550	114.007	129.9424429	1013
AT1G01560	0.229179	0.261212725	2
AT1G01570	1.96288	2.237243522	24
AT1G01580	56.1404	63.98748076	904
AT1G01590	0.142393	0.162296125	2
AT1G01600	4.11254	4.687374407	69
AT1G01610	37.5941	42.84885306	459
AT1G01620	313.307	357.0998004	2589
AT1G01630	36.0685	41.11001079	307
AT1G01640	10.438	11.89698193	64
AT1G01650	11.5672	13.18401699	172
AT1G01660	0.428925	0.488878422	11
AT1G01670	0.908312	1.035272222	10
AT1G01680	0	0	0
AT1G01690	2.65478	3.025854539	40
AT1G01695	0.241277	0.275001735	2
AT1G01700	1.13305	1.291423201	15
AT1G01710	15.397	17.54913113	291
AT1G01720	34.1624	38.93748375	314
AT1G01725	24.1228	27.49458858	54
AT1G01730	33.7324	38.44738007	212
AT1G01740	4.53633	5.170400079	57
AT1G01750	12.9327	14.74038112	68
AT1G01760	5.22145	5.951283415	58
AT1G01770	14.9782	17.07179294	276
AT1G01780	21.4505	24.44876517	120
AT1G01790	65.6008	74.77021767	1984
AT1G01800	72.2082	82.30117364	502
AT1G01810	1.00159	1.141588248	4
AT1G01820	69.0861	78.74267898	431
AT1G01830	7.69889	8.775010078	142
AT1G01840	1.25404	1.4293247	7
AT1G01860	12.4224	14.15875343	99
AT1G01870	0	0	0
AT1G01880	1.57607	1.796366766	23
AT1G01890	0	0	0
