tracking_id	FPKM_WT_ZT18_seedling_13	TPM_WT_ZT18_seedling_13	Raw_WT_ZT18_seedling_13
AT1G01010	6.02888	6.541200076	50
AT1G01020	14.0087	15.19912646	108
AT1G01030	4.15591	4.50906948	34
AT1G01040	8.39721	9.110785202	283
AT1G01046	0	0	0
AT1G01050	121.639	131.9755968	482
AT1G01060	14.6389	15.88287937	187
AT1G01070	10.4841	11.37501422	59
AT1G01073	0	0	0
AT1G01080	125.935	136.6366608	680
AT1G01090	135.105	146.5859059	1053
AT1G01100	629.794	683.3124164	1529
AT1G01110	4.25339	4.614833102	39
AT1G01115	0	0	0
AT1G01120	32.3342	35.08188445	276
AT1G01130	1.78381	1.935393988	12
AT1G01140	26.7844	29.06047546	233
AT1G01150	0.179154	0.194378087	1
AT1G01160	34.4762	37.40590658	178
AT1G01170	164.463	178.4386798	228
AT1G01180	11.9053	12.91698446	69
AT1G01183	0	0	0
AT1G01190	3.63173	3.940345894	35
AT1G01200	4.87012	5.28397137	25
AT1G01210	31.8014	34.50380835	86
AT1G01220	12.4713	13.53108181	221
AT1G01225	7.70014	8.35447983	31
AT1G01230	33.3602	36.19507152	105
AT1G01240	10.2752	11.14836239	63
AT1G01250	0.469014	0.508869709	2
AT1G01260	9.42859	10.22980945	113
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	15.7723	17.11259305	81
AT1G01300	63.7265	69.14182844	520
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	110.756	120.167785	3563
AT1G01340	6.43348	6.980182035	72
AT1G01350	16.2023	17.57913344	115
AT1G01355	0	0	0
AT1G01360	12.3239	13.37115611	55
AT1G01370	9.55772	10.36991262	38
AT1G01380	0.939878	1.019746627	3
AT1G01390	4.10836	4.457478793	33
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	8.94121	9.701013046	65
AT1G01430	57.2865	62.15457235	406
AT1G01440	10.8807	11.80531636	137
AT1G01448	5.64532	6.125046047	34
AT1G01450	4.85026	5.262423714	0
AT1G01453	1.26839	1.376174806	7
AT1G01460	0	0	0
AT1G01470	73.1895	79.40897198	232
AT1G01471	0	0	0
AT1G01480	0.783533	0.850115796	7
AT1G01490	42.4121	46.01618074	208
AT1G01500	7.40687	8.036288433	53
AT1G01510	20.5586	22.30562159	238
AT1G01520	1.12088	1.216129752	6
AT1G01530	0.342881	0.372018223	1
AT1G01540	44.698	48.49633116	458
AT1G01550	110.093	119.4484448	655
AT1G01560	0	0	0
AT1G01570	2.38841	2.591371478	17
AT1G01580	94.0586	102.0514791	1030
AT1G01590	0	0	0
AT1G01600	4.34114	4.710039891	49
AT1G01610	30.3885	32.97084343	258
AT1G01620	280.881	304.7496083	1578
AT1G01630	46.8193	50.79789426	272
AT1G01640	9.26348	10.05066879	38
AT1G01650	13.0386	14.14658963	134
AT1G01660	0.554395	0.601506186	8
AT1G01670	0.806468	0.874999758	6
AT1G01680	0.217114	0.235563838	1
AT1G01690	5.78257	6.27395923	53
AT1G01695	0.366527	0.397673604	2
AT1G01700	1.72866	1.875557471	14
AT1G01710	13.0459	14.15450997	167
AT1G01720	28.7643	31.20862272	183
AT1G01725	25.1287	27.26407796	38
AT1G01730	31.6323	34.32033863	134
AT1G01740	5.67437	6.156564648	54
AT1G01750	11.528	12.50762239	37
AT1G01760	4.98208	5.405445468	32
AT1G01770	9.56435	10.37710602	120
AT1G01780	10.1742	11.03877964	42
AT1G01790	76.4192	82.91312431	1561
AT1G01800	71.6951	77.78758137	343
AT1G01810	2.23677	2.426845466	6
AT1G01820	73.7456	80.01232805	314
AT1G01830	6.3429	6.881904759	82
AT1G01840	3.47394	3.76914727	12
AT1G01860	21.4983	23.32517509	98
AT1G01870	0	0	0
AT1G01880	1.89996	2.061414143	16
AT1G01890	0	0	0
AT1G01900	4.80797	5.216540009	64
AT1G01910	35.7929	38.83449666	257
AT1G01920	15.5651	16.88778568	151
AT1G01930	7.10773	7.711728218	77
AT1G01940	35.6192	38.64603604	115
AT1G01950	9.97618	10.82393237	168
AT1G01960	21.2748	23.08268258	604
AT1G01970	34.3249	37.24174946	272
AT1G01980	0	0	0
AT1G01990	23.45	25.44272598	128
AT1G02000	5.90478	6.406554349	53
AT1G02010	6.59698	7.157575881	90
AT1G02020	6.81646	7.395706777	74
AT1G02030	0.684773	0.742963403	7
AT1G02040	0	0	0
AT1G02050	7.048	7.646922502	56
AT1G02060	6.59089	7.150968367	72
AT1G02065	0.945247	1.025571872	7
AT1G02070	0	0	0
AT1G02074	0	0	0
AT1G02080	20.5533	22.29987121	716
AT1G02090	35.9835	39.0412934	217
AT1G02100	33.889	36.7688077	244
AT1G02110	15.8857	17.23562951	217
AT1G02120	31.8451	34.55122188	392
AT1G02130	57.185	62.04444712	258
AT1G02140	181.28	196.684749	543
AT1G02145	24.2755	26.33837503	169
AT1G02150	90.9772	98.70822899	945
AT1G02160	45.8433	49.73895607	89
AT1G02170	25.392	27.54975258	171
AT1G02180	7.77621	8.43701408	31
AT1G02190	0	0	0
AT1G02205	8.84526	9.59690944	101
AT1G02210	0	0	0
AT1G02220	6.95647	7.547614498	48
AT1G02228	0	0	0
AT1G02230	1.04172	1.130242921	5
AT1G02250	0	0	0
AT1G02260	15.0434	16.32175283	137
AT1G02270	10.5039	11.39649678	74
AT1G02280	137.008	148.6506184	707
AT1G02290	9.12968	9.905498784	71
AT1G02300	22.2441	24.13435142	149
AT1G02305	45.131	48.96612648	299
AT1G02310	0.582256	0.631734749	4
AT1G02320	0	0	0
AT1G02330	22.8322	24.77242678	132
AT1G02335	31.6457	34.33487733	99
AT1G02340	1.73338	1.880678565	9
AT1G02350	2.57844	2.797549781	9
AT1G02360	17.1725	18.63177876	83
AT1G02370	7.02112	7.617758303	60
AT1G02380	2.85979	3.102808244	16
AT1G02390	0.650706	0.706001469	5
AT1G02391	0	0	0
AT1G02400	5.53868	6.00934403	32
AT1G02405	0.635489	0.689491364	1
AT1G02410	22.577	24.49554049	122
AT1G02420	2.42626	2.632437882	17
AT1G02430	1.29078	1.400467456	11
AT1G02440	0	0	0
AT1G02450	0.462553	0.501859669	1
AT1G02460	1.06222	1.152484963	10
AT1G02470	0	0	1
AT1G02475	95.3955	103.5019858	298
AT1G02480	3471.5	3766.499924	1
AT1G02490	0	0	3
AT1G02500	411.58	446.5551027	3488
AT1G02510	0	0	0
AT1G02520	3.5069	3.804908133	73
AT1G02530	0.140951	0.152928685	3
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	297.075	322.3197364	1780
AT1G02570	0.262816	0.285149487	1
AT1G02575	0	0	0
AT1G02580	0.258782	0.280772687	2
AT1G02590	0	0	0
AT1G02600	0	0	0
AT1G02610	1.92044	2.083634485	7
AT1G02620	0	0	1
AT1G02630	0.146304	0.158736571	1
AT1G02640	9.49214	10.29875978	139
AT1G02650	1.30163	1.412239463	11
AT1G02660	1.87434	2.033617015	24
AT1G02670	1.26545	1.372984972	15
AT1G02680	11.7866	12.78819761	52
AT1G02690	12.3894	13.44222214	126
AT1G02700	2.25502	2.446646308	13
AT1G02710	5.36114	5.816717098	15
AT1G02720	15.8677	17.21609991	120
AT1G02730	18.3852	19.94753116	392
AT1G02740	10.2113	11.07903231	72
AT1G02750	12.3955	13.44884051	54
AT1G02760	0	0	0
AT1G02770	0	0	0
AT1G02780	910.954	988.3647334	4521
AT1G02790	0	0	0
AT1G02800	3.18237	3.452800335	27
AT1G02810	9.80878	10.64230711	92
AT1G02813	0	0	0
AT1G02816	18.1403	19.68182013	65
AT1G02820	2.68094	2.908759991	7
AT1G02830	0	0	0
AT1G02840	81.7994	88.75052108	585
AT1G02850	8.89716	9.65321978	84
AT1G02860	11.1721	12.12147884	68
AT1G02870	33.9801	36.86764917	122
AT1G02880	26.3366	28.57462247	129
AT1G02890	24.7997	26.90712032	548
AT1G02900	50.7116	55.02095278	139
AT1G02910	56.9909	61.83385296	445
AT1G02920	9.6808	10.50345167	34
AT1G02930	28.0043	30.3840397	111
AT1G02940	0.322936	0.350378344	3
AT1G02950	13.2365	14.36130671	12
AT1G02952	0	0	0
AT1G02960	12.8144	13.90333764	120
