tracking_id	FPKM_WT_ZT6_seedling_2	TPM_WT_ZT6_seedling_2	Raw_WT_ZT6_seedling_2
AT1G01010	5.58798	6.788744238	160
AT1G01020	10.3717	12.60040634	210
AT1G01030	3.29516	4.003235241	94
AT1G01040	10.1647	12.34892547	1156
AT1G01046	1.74674	2.12208546	2
AT1G01050	90.079	109.4354833	1241
AT1G01060	2.91141	3.53702373	124
AT1G01070	4.3793	5.320338949	75
AT1G01073	0	0	0
AT1G01080	88.2225	107.1800523	1614
AT1G01090	157.563	191.4206759	4312
AT1G01100	442.776	537.92122	4180
AT1G01110	2.14382	2.604491368	75
AT1G01115	0	0	0
AT1G01120	61.9805	75.29908165	1818
AT1G01130	4.78252	5.810204241	39
AT1G01140	30.6898	37.2845291	911
AT1G01150	0.103455	0.125685764	2
AT1G01160	25.3055	30.74323232	482
AT1G01170	126.372	153.5272472	626
AT1G01180	6.09441	7.403997647	114
AT1G01183	0	0	0
AT1G01190	5.76493	7.003717859	178
AT1G01200	2.77732	3.374120012	45
AT1G01210	23.6989	28.79140062	226
AT1G01220	11.29	13.71603378	684
AT1G01225	8.74671	10.62623293	128
AT1G01230	31.7964	38.62891909	355
AT1G01240	7.96696	9.67892759	169
AT1G01250	1.00103	1.216134747	15
AT1G01260	7.734	9.395908349	321
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	15.9626	19.39269804	262
AT1G01300	81.5732	99.10192797	2287
AT1G01305	0	0	0
AT1G01310	0.0581712	0.070671226	1
AT1G01320	95.9652	116.5865301	10651
AT1G01340	3.30304	4.012808523	129
AT1G01350	17.2277	20.92964705	413
AT1G01355	0	0	1
AT1G01360	7.01832	8.526440585	104
AT1G01370	10.3537	12.57853844	148
AT1G01380	2.6641	3.236570912	19
AT1G01390	2.67626	3.251343894	74
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	9.59707	11.6593212	242
AT1G01430	52.1487	63.35459086	1282
AT1G01440	8.52392	10.35556906	356
AT1G01448	5.20691	6.325788614	106
AT1G01450	3.78776	4.601686813	0
AT1G01453	0.68468	0.831806378	13
AT1G01460	0.0448649	0.054505623	1
AT1G01470	109.775	133.3638271	1172
AT1G01471	0	0	0
AT1G01480	0.694369	0.843577384	19
AT1G01490	46.9875	57.08433457	792
