tracking_id	FPKM_WT_ZT18_seedling_8	TPM_WT_ZT18_seedling_8	Raw_WT_ZT18_seedling_8
AT1G01010	4.02169	4.758098051	62
AT1G01020	12.6507	14.96715834	138
AT1G01030	4.00549	4.738931683	60
AT1G01040	9.64797	11.41460114	578
AT1G01046	9.08418	10.74757606	5
AT1G01050	100.702	119.141453	735
AT1G01060	6.21247	7.350029813	142
AT1G01070	7.12132	8.425298522	69
AT1G01073	0	0	0
AT1G01080	128.658	152.2164511	1263
AT1G01090	150.753	178.3572467	2143
AT1G01100	591.671	700.0113465	2763
AT1G01110	4.18023	4.945668168	74
AT1G01115	0	0	0
AT1G01120	34.7447	41.10677087	547
AT1G01130	3.38271	4.002114996	30
AT1G01140	29.0242	34.33879525	458
AT1G01150	0.0981636	0.116138249	1
AT1G01160	33.4593	39.58600243	328
AT1G01170	171.274	202.6358286	470
AT1G01180	14.2131	16.815648	145
AT1G01183	0	0	1
AT1G01190	1.8507	2.189580018	31
AT1G01200	3.11444	3.684722317	26
AT1G01210	29.7079	35.14768694	146
AT1G01220	12.9928	15.37189996	415
AT1G01225	9.46522	11.19838795	74
AT1G01230	31.0933	36.78676629	181
AT1G01240	8.51961	10.07962815	96
AT1G01250	0.636798	0.753401511	5
AT1G01260	8.44748	9.994290491	187
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	14.7244	17.42057169	137
AT1G01300	64.809	76.6761179	967
AT1G01305	0	0	0
AT1G01310	0.328481	0.388628861	3
AT1G01320	138.945	164.3870944	8165
AT1G01340	4.42524	5.23554173	92
AT1G01350	19.4269	22.98414225	253
AT1G01355	0	0	1
AT1G01360	14.1794	16.77577722	111
AT1G01370	8.62638	10.20594871	68
AT1G01380	2.11679	2.504393519	9
AT1G01390	4.37336	5.174162029	65
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	8.07853	9.557782387	104
AT1G01430	53.7033	63.53686312	699
AT1G01440	11.5535	13.66905103	259
AT1G01448	7.08514	8.382493634	70
AT1G01450	5.21709	6.172386673	0
AT1G01453	0.793529	0.938831384	8
AT1G01460	0	0	0
AT1G01470	50.9902	60.32696982	295
AT1G01471	0	0	0
AT1G01480	0.638718	0.75567308	8
AT1G01490	46.0015	54.42479343	419
AT1G01500	6.268	7.415727862	81
AT1G01510	22.7889	26.96175505	482
AT1G01520	0.303404	0.358960034	4
AT1G01530	0	0	0
AT1G01540	48.6622	57.57269182	887
AT1G01550	99.1374	117.2903604	1068
AT1G01560	0	0	0
AT1G01570	2.12734	2.516875321	30
AT1G01580	33.349	39.4555055	652
AT1G01590	0	0	0
AT1G01600	3.04827	3.606435987	64
AT1G01610	35.7562	42.30348573	549
AT1G01620	295.779	349.9388276	3082
AT1G01630	49.0208	57.99695475	517
AT1G01640	3.54416	4.193127961	28
AT1G01650	14.1583	16.75081362	246
AT1G01660	0.493683	0.584080852	14
AT1G01670	0.515202	0.609540176	7
AT1G01680	0	0	0
AT1G01690	5.88768	6.965767807	100
AT1G01695	0.30424	0.359949114	3
AT1G01700	1.46457	1.7327461	23
AT1G01710	15.1491	17.92303812	359
AT1G01720	21.9116	25.92381344	258
AT1G01725	24.1622	28.58651878	66
AT1G01730	29.4248	34.81274875	242
AT1G01740	4.57569	5.413540494	79
AT1G01750	8.57303	10.14282984	58
AT1G01760	3.66848	4.340212084	52
AT1G01770	12.3715	14.63683428	275
AT1G01780	15.5724	18.42384821	115
AT1G01790	87.8404	103.9247769	3219
AT1G01800	68.7461	81.33413675	596
AT1G01810	0.773786	0.915473261	4
AT1G01820	68.8717	81.48273525	544
AT1G01830	5.7474	6.799801262	131
AT1G01840	3.13991	3.714856106	21
AT1G01860	22.0133	26.04413563	215
AT1G01870	0	0	0
AT1G01880	2.74147	3.243458114	44
AT1G01890	0	0	0
AT1G01900	4.44697	5.261250691	110
AT1G01910	35.5159	42.01918461	463
AT1G01920	18.1176	21.4350975	329
AT1G01930	9.85696	11.66185911	195
AT1G01940	27.7064	32.77969407	174
AT1G01950	9.698	11.47379209	299
AT1G01960	24.8646	29.41753462	1289
AT1G01970	38.0017	44.96015722	525
AT1G01980	0.162126	0.191812747	3
AT1G01990	30.7299	36.35682444	304
AT1G02000	7.36303	8.711267823	122
AT1G02010	5.94922	7.038576341	148
AT1G02020	9.29463	10.99656137	192
AT1G02030	0.126366	0.149504765	2
AT1G02040	0.104742	0.123921214	1
AT1G02050	6.93289	8.202365273	114
AT1G02060	7.00386	8.286330527	148
AT1G02065	1.76491	2.088081088	27
AT1G02070	0.21356	0.25266478	1
AT1G02074	5.1824	6.131344619	1
AT1G02080	24.8278	29.3739962	1554
AT1G02090	36.8336	43.57816748	410
AT1G02100	36.5843	43.28321838	481
AT1G02110	18.1665	21.49295153	462
AT1G02120	33.0588	39.11216723	707
AT1G02130	46.8686	55.45066733	380
AT1G02140	165.323	195.5951463	908
AT1G02145	20.8398	24.6557571	265
AT1G02150	108.284	128.1117862	2065
AT1G02160	41.632	49.2551982	151
AT1G02170	19.9995	23.66159052	254
AT1G02180	8.68146	10.27111436	65
AT1G02190	0.24363	0.288240871	5
AT1G02205	11.2894	13.35659191	237
AT1G02210	0	0	0
AT1G02220	2.76169	3.26738058	31
AT1G02228	0	0	0
AT1G02230	0.11426	0.135182046	3
AT1G02250	0	0	0
AT1G02260	13.9515	16.50614666	234
AT1G02270	11.7796	13.936552	153
AT1G02280	153.176	181.2239201	1464
AT1G02290	8.79417	10.40446259	128
AT1G02300	23.6739	28.00880661	273
