tracking_id	FPKM_WT_ZT10_seedling_11	TPM_WT_ZT10_seedling_11	Raw_WT_ZT10_seedling_11
AT1G01010	5.42927	6.11843711	111
AT1G01020	10.3507	11.6645713	203
AT1G01030	3.59684	4.053406689	73
AT1G01040	6.7089	7.560497586	547
AT1G01046	1.7464	1.96808016	1
AT1G01050	104.767	118.0656517	1014
AT1G01060	0.297146	0.334864377	9
AT1G01070	2.42917	2.737517912	29
AT1G01073	0	0	0
AT1G01080	128.637	144.9656021	1662
AT1G01090	142.782	160.9061048	2662
AT1G01100	612.51	690.259264	3626
AT1G01110	2.3338	2.630042073	58
AT1G01115	0	0	0
AT1G01120	31.247	35.21335362	615
AT1G01130	4.11954	4.642455876	23
AT1G01140	27.4237	30.90474111	560
AT1G01150	0	0	0
AT1G01160	28.587	32.21570518	365
AT1G01170	154.75	174.3932689	496
AT1G01180	6.88817	7.762523313	87
AT1G01183	0	0	0
AT1G01190	4.26193	4.802920222	90
AT1G01200	3.00131	3.38228279	33
AT1G01210	27.6632	31.17464216	192
AT1G01220	14.1282	15.92157015	622
AT1G01225	7.99041	9.0046767	84
AT1G01230	37.0059	41.70326247	290
AT1G01240	5.56395	6.270212784	88
AT1G01250	1.10043	1.240113634	11
AT1G01260	9.01713	10.16172392	267
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	14.6742	16.53687694	171
AT1G01300	80.6819	90.92329744	1473
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	129.135	145.526816	10122
AT1G01340	5.06433	5.707173268	136
AT1G01350	16.6341	18.74555783	276
AT1G01355	0	0	0
AT1G01360	8.81068	9.929068084	94
AT1G01370	11.5126	12.97395765	119
AT1G01380	2.20104	2.480430116	13
AT1G01390	3.57521	4.029031074	68
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	9.24077	10.41375177	155
AT1G01430	51.7374	58.30471281	852
AT1G01440	8.48807	9.565507422	262
AT1G01448	5.83503	6.575702459	89
AT1G01450	4.16308	4.691522648	0
AT1G01453	0.471684	0.531557445	6
AT1G01460	0	0	0
AT1G01470	146.529	165.1287321	1070
AT1G01471	0	0	0
AT1G01480	0.509111	0.57373526	9
AT1G01490	35.9329	40.49406068	423
AT1G01500	14.9687	16.86875944	252
AT1G01510	19.9663	22.5007323	559
AT1G01520	0.113394	0.127787724	4
AT1G01530	0	0	0
AT1G01540	31.8346	35.87554092	730
AT1G01550	93.2389	105.0742265	1346
AT1G01560	0	0	0
AT1G01570	1.6886	1.902943288	28
AT1G01580	1.06593	1.201234359	26
AT1G01590	0	0	0
AT1G01600	7.21768	8.13385983	191
AT1G01610	44.5808	50.2396862	862
AT1G01620	187.693	211.5179051	2535
AT1G01630	68.2565	76.92067306	953
AT1G01640	5.84666	6.588808719	61
AT1G01650	18.8835	21.28048654	453
AT1G01660	0.375618	0.423297259	10
AT1G01670	0.946168	1.06627031	17
AT1G01680	0	0	0
AT1G01690	6.22863	7.019264273	138
AT1G01695	0.290744	0.327649735	5
AT1G01700	1.29454	1.458863084	29
AT1G01710	14.9953	16.89873593	466
AT1G01720	34.1614	38.49769444	495
AT1G01725	11.7376	13.22751814	41
AT1G01730	26.2951	29.63288171	277
AT1G01740	6.1315	6.909805027	146
AT1G01750	9.27211	10.44906993	73
AT1G01760	4.09831	4.618531035	70
AT1G01770	12.356	13.92441506	383
AT1G01780	15.0307	16.93862944	133
AT1G01790	46.6848	52.6107585	2350
AT1G01800	66.8686	75.35659928	759
AT1G01810	1.5091	1.700658365	10
AT1G01820	82.829	93.34294065	856
AT1G01830	7.22006	8.136541937	203
AT1G01840	1.63993	1.848095337	14
