tracking_id	FPKM_WT_ZT22_seedling_3	TPM_WT_ZT22_seedling_3	Raw_WT_ZT22_seedling_3
AT1G01010	5.95453	6.804997858	47
AT1G01020	9.28192	10.6076291	50
AT1G01030	3.5923	4.105377554	28
AT1G01040	10.8236	12.36950268	323
AT1G01046	0	0	1
AT1G01050	127.958	146.2338616	464
AT1G01060	260.003	297.1384573	2981
AT1G01070	11.9538	13.6611258	61
AT1G01073	0	0	0
AT1G01080	97.1244	110.99639	476
AT1G01090	134.643	153.8736603	965
AT1G01100	483.657	552.7362947	1129
AT1G01110	4.15528	4.748766317	38
AT1G01115	0	0	0
AT1G01120	33.2042	37.9466574	273
AT1G01130	1.97609	2.258329073	4
AT1G01140	34.7261	39.68592586	275
AT1G01150	0.594201	0.679068966	3
AT1G01160	27.2263	31.11495167	136
AT1G01170	183.751	209.9956103	228
AT1G01180	14.4551	16.51967906	79
AT1G01183	0	0	0
AT1G01190	1.93315	2.209256081	19
AT1G01200	2.13106	2.435432979	10
AT1G01210	19.4455	22.22284309	45
AT1G01220	11.7062	13.37816182	182
AT1G01225	8.96855	10.24950139	33
AT1G01230	28.6182	32.70565262	83
AT1G01240	14.0791	16.08997609	79
AT1G01250	0.514741	0.58825993	2
AT1G01260	7.95586	9.092171886	90
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	13.5273	15.45936414	61
AT1G01300	46.3378	52.95609053	361
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	107.861	123.2664667	3176
AT1G01340	4.00076	4.572176684	42
AT1G01350	15.6905	17.93152758	102
AT1G01355	0	0	0
AT1G01360	12.4519	14.23036794	50
AT1G01370	7.8579	8.98022055	29
AT1G01380	3.62769	4.145822203	7
AT1G01390	5.74917	6.570306898	42
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	5.81751	6.648407698	38
AT1G01430	57.0894	65.24330967	378
AT1G01440	12.0556	13.77746559	132
AT1G01448	7.05759	8.065604646	43
AT1G01450	5.99218	6.848025296	0
AT1G01453	0.397605	0.454393743	2
AT1G01460	0	0	0
AT1G01470	50.0302	57.17586507	143
AT1G01471	0	0	0
AT1G01480	1.5617	1.784752979	11
AT1G01490	60.2985	68.9107559	273
AT1G01500	3.02381	3.455691813	21
AT1G01510	28.0839	32.09504014	295
AT1G01520	1.87562	2.143509241	13
AT1G01530	0	0	1
AT1G01540	58.1114	66.4112789	545
AT1G01550	102.44	117.0712014	568
AT1G01560	0.752059	0.859473356	4
AT1G01570	2.70519	3.091564264	19
AT1G01580	61.7681	70.59025451	617
AT1G01590	0	0	0
AT1G01600	6.0652	6.931474526	64
AT1G01610	30.2942	34.62103073	240
AT1G01620	411.333	470.0824723	2128
AT1G01630	37.9645	43.38685693	206
AT1G01640	3.49673	3.996157574	14
AT1G01650	15.2561	17.43508351	142
AT1G01660	0.304599	0.348103972	3
AT1G01670	0.738744	0.844256614	5
AT1G01680	0	0	0
AT1G01690	4.2528	4.86021481	40
AT1G01695	0.202801	0.231766465	2
AT1G01700	1.57486	1.799792583	18
AT1G01710	15.2069	17.37885642	177
AT1G01720	29.1614	33.32643627	175
AT1G01725	17.4166	19.90416132	22
AT1G01730	31.0572	35.49300776	122
AT1G01740	4.47303	5.111899607	35
AT1G01750	9.70283	11.08865643	30
AT1G01760	5.89053	6.731856928	35
AT1G01770	11.1306	12.72035058	127
AT1G01780	13.5974	15.53947631	49
