tracking_id	FPKM_WT_ZT4_seedling_3	TPM_WT_ZT4_seedling_3	Raw_WT_ZT4_seedling_3
AT1G01010	9.19587	11.49509377	276
AT1G01020	11.5332	14.41682141	246
AT1G01030	4.18311	5.229004077	125
AT1G01040	10.279	12.84903646	1232
AT1G01046	0.760473	0.950612443	1
AT1G01050	107.571	134.4667478	1589
AT1G01060	27.4102	34.26351388	1257
AT1G01070	11.893	14.86658144	226
AT1G01073	0	0	0
AT1G01080	78.8516	98.56669747	1545
AT1G01090	157.951	197.4431519	4579
AT1G01100	417.674	522.1041399	4182
AT1G01110	3.62289	4.528713464	124
AT1G01115	0	0	0
AT1G01120	37.3912	46.74004204	1183
AT1G01130	2.09342	2.61683334	25
AT1G01140	22.562	28.20312877	709
AT1G01150	0	0	1
AT1G01160	26.4343	33.04361168	540
AT1G01170	113.214	141.5206551	611
AT1G01180	7.37192	9.215105444	147
AT1G01183	0	0	0
AT1G01190	4.83911	6.049022359	157
AT1G01200	4.55864	5.698427042	79
AT1G01210	20.4163	25.52094397	214
AT1G01220	12.8976	16.12235944	833
AT1G01225	6.76205	8.452750948	105
AT1G01230	35.3297	44.16310959	420
AT1G01240	10.8574	13.57205258	249
AT1G01250	3.72954	4.662028937	60
AT1G01260	8.63562	10.79476566	383
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	14.8508	18.56391387	273
AT1G01300	53.1609	66.45260651	1616
AT1G01305	0	0	0
AT1G01310	0.108521	0.135654274	2
AT1G01320	95.0263	118.7855232	11198
AT1G01340	3.32371	4.154730127	135
AT1G01350	15.4087	19.26130442	385
AT1G01355	0	0	0
AT1G01360	12.2649	15.3314668	196
AT1G01370	9.39836	11.74821192	145
AT1G01380	2.69804	3.37262519	21
AT1G01390	6.588	8.235183598	192
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	12.4367	15.54622159	323
AT1G01430	47.2033	59.00544048	1241
AT1G01440	8.9846	11.23100039	400
AT1G01448	4.9423	6.178012734	115
AT1G01450	4.39051	5.488259857	0
AT1G01453	0.687907	0.859902921	13
AT1G01460	0.0424624	0.053079183	1
AT1G01470	85.42	106.7773805	963
AT1G01471	0	0	0
AT1G01480	1.1141	1.392656048	33
AT1G01490	54.0893	67.61313239	964
AT1G01500	14.0766	17.59614229	362
AT1G01510	23.0592	28.82464263	994
AT1G01520	8.66277	10.82870392	166
AT1G01530	0	0	0
AT1G01540	38.023	47.52980964	1322
AT1G01550	108.416	135.5230214	2376
AT1G01560	0.233686	0.292114012	5
AT1G01570	1.30772	1.634686444	37
AT1G01580	9.92215	12.40296402	390
AT1G01590	0	0	1
AT1G01600	6.20605	7.757735453	262
AT1G01610	39.2559	49.070969	1205
AT1G01620	244.891	306.1205747	5317
AT1G01630	66.5162	83.14710371	1411
AT1G01640	6.03742	7.546943254	96
AT1G01650	14.8642	18.58066424	520
AT1G01660	0.593539	0.741940291	28
AT1G01670	0.740083	0.925124375	19
AT1G01680	0	0	0
AT1G01690	5.30455	6.63083533	185
AT1G01695	0.701243	0.876573293	14
AT1G01700	1.96235	2.452992188	68
AT1G01710	19.6859	24.60792362	875
AT1G01720	33.0173	41.27254514	776
AT1G01725	17.3824	21.72848442	102
AT1G01730	26.0176	32.52272507	444
AT1G01740	5.53526	6.919229259	198
AT1G01750	12.1465	15.1834635	168
AT1G01760	3.71721	4.646616093	93
AT1G01770	8.77471	10.96863204	406
AT1G01780	16.8125	21.01609354	257
AT1G01790	68.5032	85.63090908	5048
AT1G01800	65.4051	81.75819774	1154
AT1G01810	0.661019	0.826292172	7
AT1G01820	39.7429	49.67973257	641
AT1G01830	8.43132	10.53938497	388
AT1G01840	2.8129	3.516203391	38
AT1G01860	14.7974	18.49716238	284
AT1G01870	0	0	0
AT1G01880	1.49608	1.870141693	51
AT1G01890	0	0	0
AT1G01900	6.4032	8.004178448	322
AT1G01910	37.1607	46.45191061	972
AT1G01920	12.0378	15.04758548	438
AT1G01930	7.66279	9.57870105	305
AT1G01940	21.1299	26.41296386	271
AT1G01950	11.0508	13.81380797	676
AT1G01960	25.5082	31.88596087	2673
AT1G01970	26.7208	33.40174467	735
AT1G01980	0.0792083	0.099012582	3
AT1G01990	16.7429	20.9290916	333
AT1G02000	8.09252	10.11587553	272
AT1G02010	7.39657	9.245918631	364
AT1G02020	9.83235	12.29071151	408
AT1G02030	0.44221	0.552774824	16
AT1G02040	0.0992976	0.124124767	2
AT1G02050	4.95141	6.189400488	163
AT1G02060	4.26686	5.333693911	173
AT1G02065	0.78722	0.984046939	23
AT1G02070	0.20241	0.253018141	2
AT1G02074	0	0	1
AT1G02080	28.8061	36.00842778	3661
AT1G02090	38.6519	48.31595217	859
AT1G02100	25.4363	31.79608387	651
AT1G02110	14.1941	17.74302057	767
AT1G02120	31.9944	39.99389164	1341
AT1G02130	58.544	73.18163153	950
AT1G02140	134.955	168.697511	1502
AT1G02145	17.938	22.4229999	467
AT1G02150	75.0931	93.86846773	2849
AT1G02160	33.583	41.97968591	244
AT1G02170	20.9958	26.24533512	554
AT1G02180	7.07934	8.849372291	106
AT1G02190	0.276817	0.346028964	14
AT1G02205	19.125	23.90678298	824
AT1G02210	0	0	0
AT1G02220	7.7914	9.739467135	191
AT1G02228	0	0	0
AT1G02230	0.5135	0.64188931	11
AT1G02250	0.0614336	0.076793712	1
AT1G02260	9.80391	12.25516072	328
AT1G02270	20.2693	25.33718987	517
AT1G02280	73.7026	92.13030398	1398
AT1G02290	9.63397	12.04273098	271
AT1G02300	11.533	14.41657141	274
AT1G02305	40.902	51.12863988	938
AT1G02310	0.736753	0.920961782	19
AT1G02320	0	0	0
AT1G02330	22.4998	28.12537704	480
AT1G02335	25.9105	32.38884709	315
AT1G02340	2.75926	3.449151896	48
AT1G02350	3.30181	4.127354516	44
AT1G02360	23.4097	29.26277739	414
AT1G02370	5.42689	6.783763739	167
AT1G02380	2.43476	3.043517853	49
AT1G02390	1.72512	2.156448076	49
AT1G02391	0	0	0
AT1G02400	7.22771	9.034838925	151
AT1G02405	0.447308	0.559147466	3
AT1G02410	25.0312	31.28969758	498
AT1G02420	2.82515	3.531516233	67
AT1G02430	2.08311	2.603945553	35
AT1G02440	0.105225	0.131534182	1
AT1G02450	0	0	0
AT1G02460	2.26205	2.82762554	72
AT1G02470	1.87745	2.346864822	20
AT1G02475	70.3575	87.94883576	782
AT1G02480	0	0	0
AT1G02490	0	0	6
AT1G02500	255.944	319.9371328	8131
AT1G02510	0	0	0
AT1G02520	4.50553	5.632038062	342
AT1G02530	0.103782	0.129730392	9
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	244.842	306.0593234	5256
AT1G02570	1.67097	2.088759067	23
AT1G02575	0	0	1
AT1G02580	0.19115	0.238942827	2
AT1G02590	0	0	0
AT1G02600	0	0	0
AT1G02610	1.56235	1.95298104	20
AT1G02620	0.211094	0.263873383	2
AT1G02630	0	0	0
AT1G02640	4.01768	5.022211967	211
AT1G02650	0.581284	0.7266212	15
AT1G02660	1.31381	1.642299114	60
AT1G02670	0.990137	1.237698844	54
AT1G02680	12.7599	15.9502306	195
AT1G02690	18.4254	23.03226349	679
AT1G02700	1.09175	1.364717925	24
AT1G02710	5.35578	6.694874257	55
AT1G02720	12.5221	15.65297397	322
AT1G02730	24.8225	31.02881677	1876
AT1G02740	6.90907	8.636530045	177
AT1G02750	12.942	16.17786067	194
AT1G02760	0	0	0
AT1G02770	0.459381	0.574239052	10
AT1G02780	621.606	777.0248232	11626
AT1G02790	0.0342527	0.04281683	0
AT1G02800	6.54205	8.177744817	198
AT1G02810	11.1418	13.92756051	383
AT1G02813	0.123548	0.154438443	1
AT1G02816	17.5719	21.9653647	219
AT1G02820	70.8597	88.57659975	620
AT1G02830	0.214438	0.268053476	2
AT1G02840	76.2607	95.32800027	2081
AT1G02850	15.9834	19.97969543	524
AT1G02860	7.77575	9.719904198	175
AT1G02870	26.4376	33.04773678	359
AT1G02880	29.5782	36.9735743	511
AT1G02890	25.3471	31.68458139	1991
AT1G02900	36.4377	45.54814046	342
AT1G02910	44.0738	55.09347827	1269
AT1G02920	35.1436	43.9304794	447
AT1G02930	65.7762	82.22208308	938
AT1G02940	1.25412	1.56768495	19
AT1G02950	15.054	18.81791953	83
AT1G02952	1.71152	2.139447697	0
AT1G02960	12.2714	15.33959199	401
AT1G02965	0	0	0
AT1G02970	4.60375	5.7548158	148
AT1G02980	0.116799	0.146002005	5
AT1G02990	6.35601	7.945189632	500
AT1G03000	12.8253	16.03198242	713
AT1G03010	1.12616	1.407731384	35
AT1G03020	0.590531	0.738180207	4
