tracking_id	FPKM_WT_ZT8_seedling_9	TPM_WT_ZT8_seedling_9	Raw_WT_ZT8_seedling_9
AT1G01010	6.78388	7.437824564	181
AT1G01020	13.5024	14.80398863	310
AT1G01030	2.75118	3.016385046	74
AT1G01040	6.87179	7.53420881	732
AT1G01046	4.9592	5.437251186	5
AT1G01050	87.1053	95.50197527	1124
AT1G01060	0.554642	0.608107734	24
AT1G01070	4.52391	4.960000608	76
AT1G01073	0	0	0
AT1G01080	123.552	135.4620218	2110
AT1G01090	133.402	146.2615306	3261
AT1G01100	542.413	594.6998967	4221
AT1G01110	3.63965	3.990500742	103
AT1G01115	0	0	0
AT1G01120	51.5076	56.47276964	1354
AT1G01130	4.4051	4.8297377	40
AT1G01140	23.2233	25.46195263	635
AT1G01150	0.110394	0.121035632	2
AT1G01160	27.7302	30.40330353	437
AT1G01170	149.995	164.4540433	637
AT1G01180	8.23085	9.024277893	136
AT1G01183	0	0	0
AT1G01190	7.42963	8.14582282	224
AT1G01200	4.09289	4.487431644	61
AT1G01210	32.6461	35.79308073	284
AT1G01220	9.80822	10.75370137	563
AT1G01225	9.50753	10.4240258	125
AT1G01230	39.4917	43.2985749	404
AT1G01240	8.05585	8.832408447	163
AT1G01250	2.0823	2.28302713	27
AT1G01260	8.29073	9.089930135	317
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	15.7539	17.27252611	261
AT1G01300	76.6012	83.98531327	1822
AT1G01305	0	0	1
AT1G01310	0.135541	0.148606723	2
AT1G01320	72.0874	79.03639723	7400
AT1G01340	3.93035	4.309223302	138
AT1G01350	18.3961	20.16942582	413
AT1G01355	0	0	0
AT1G01360	11.2535	12.33830179	163
AT1G01370	10.4478	11.45493486	139
AT1G01380	3.98944	4.374009391	29
AT1G01390	3.96327	4.345316686	96
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	9.68922	10.62323015	212
AT1G01430	45.9164	50.34259565	1012
AT1G01440	7.94906	8.715324228	317
AT1G01448	3.46819	3.802512541	75
AT1G01450	3.28881	3.605840876	0
AT1G01453	1.07918	1.183209537	18
AT1G01460	0	0	0
AT1G01470	144.694	158.6420437	1409
AT1G01471	0	0	0
AT1G01480	0.604976	0.663293772	14
AT1G01490	39.6857	43.51127589	648
AT1G01500	19.8844	21.80119323	446
AT1G01510	19.3989	21.26889257	708
AT1G01520	0.609914	0.668707779	11
AT1G01530	0.103521	0.113500097	1
AT1G01540	30.7408	33.70411584	956
AT1G01550	103.253	113.2062624	1969
AT1G01560	0.352091	0.386031458	7
AT1G01570	1.69946	1.863282566	42
AT1G01580	0.519965	0.570087981	17
AT1G01590	0	0	0
AT1G01600	6.83931	7.49859784	234
AT1G01610	35.7641	39.21164606	925
AT1G01620	208.917	229.0559377	3692
AT1G01630	63.2305	69.3257201	1146
AT1G01640	7.04402	7.723041237	92
AT1G01650	11.1756	12.25289247	355
AT1G01660	0.427888	0.469135049	23
AT1G01670	1.27051	1.392983143	30
AT1G01680	0	0	0
AT1G01690	6.53954	7.169930961	195
AT1G01695	0.446955	0.490040048	9
AT1G01700	1.58224	1.734762929	42
AT1G01710	18.5604	20.34956382	757
AT1G01720	30.2266	33.14034859	585
AT1G01725	18.7537	20.56149733	94
AT1G01730	29.3558	32.18560622	396
AT1G01740	6.29172	6.898221897	184
AT1G01750	14.9772	16.42095468	160
AT1G01760	3.72066	4.07931985	80
AT1G01770	8.36135	9.16735768	340
AT1G01780	17.4422	19.12357288	216
AT1G01790	46.5651	51.05382828	3039
AT1G01800	62.4303	68.44838335	936
AT1G01810	1.15698	1.268509211	10
AT1G01820	77.3722	84.83063523	1051
AT1G01830	7.21537	7.910908834	278
AT1G01840	1.84258	2.020198881	21
AT1G01860	18.5878	20.3796051	296
AT1G01870	0	0	0
AT1G01880	1.47884	1.621395496	43
AT1G01890	0	0	0
AT1G01900	4.19842	4.603134402	168
AT1G01910	46.3108	50.77501457	1050
AT1G01920	13.5898	14.89981371	450
AT1G01930	8.23466	9.028455165	281
AT1G01940	30.2695	33.18738401	312
AT1G01950	9.28191	10.17665675	493
AT1G01960	20.1253	22.06531523	1820
AT1G01970	35.5554	38.98282804	873
AT1G01980	0.0999695	0.109606243	3
AT1G01990	20.7872	22.7910203	354
AT1G02000	5.17288	5.671529262	144
AT1G02010	5.45317	5.978838331	229
AT1G02020	6.44139	7.062319612	214
AT1G02030	0.525165	0.575789244	15
AT1G02040	0	0	1
AT1G02050	3.74037	4.100929831	99
AT1G02060	3.74986	4.111334637	135
AT1G02065	0.628264	0.688826661	15
AT1G02070	0.681892	0.747624231	6
AT1G02074	0	0	0
AT1G02080	17.9826	19.71606573	1999
AT1G02090	41.4639	45.46088874	780
AT1G02100	23.2917	25.53694617	537
AT1G02110	9.88169	10.83425364	394
AT1G02120	25.7359	28.21675932	1001
AT1G02130	56.4399	61.88052775	808
AT1G02140	183.091	200.740393	1752
AT1G02145	18.929	20.7536957	436
AT1G02150	84.6451	92.80461977	2706
AT1G02160	52.8113	57.90214219	321
AT1G02170	16.9899	18.62767259	345
AT1G02180	7.04049	7.719170956	88
AT1G02190	0.118332	0.12973883	4
AT1G02205	7.34399	8.051927395	257
AT1G02210	0	0	0
AT1G02220	8.33863	9.142447544	195
AT1G02228	0	0	0
AT1G02230	1.20689	1.323230377	24
AT1G02250	0.0690506	0.075706859	1
AT1G02260	12.495	13.69947846	363
AT1G02270	22.5451	24.71837629	524
AT1G02280	96.0464	105.304969	1606
AT1G02290	7.40009	8.113435258	185
AT1G02300	21.3816	23.44271858	481
AT1G02305	36.6523	40.18546573	773
AT1G02310	0.512979	0.562428552	11
AT1G02320	0	0	0
AT1G02330	27.0953	29.70720117	506
AT1G02335	16.7712	18.38789061	166
AT1G02340	1.98522	2.176588926	33
AT1G02350	6.35444	6.966987907	73
AT1G02360	30.6123	33.56322884	444
AT1G02370	8.64993	9.483755878	242
AT1G02380	2.73501	2.998656309	43
AT1G02390	0.823959	0.90338604	21
AT1G02391	0	0	0
AT1G02400	9.50807	10.42461786	170
AT1G02405	0.208483	0.228580101	1
AT1G02410	26.109	28.62582498	453
AT1G02420	3.16911	3.474602175	76
AT1G02430	2.24998	2.466870952	44
AT1G02440	0.126204	0.138369666	2
AT1G02450	0	0	0
AT1G02460	1.26896	1.391283728	34
AT1G02470	1.06725	1.170129523	14
AT1G02475	76.2382	83.58732122	750
AT1G02480	0	0	0
AT1G02490	0	0	10
AT1G02500	217.207	238.1450674	5685
AT1G02510	0	0	0
AT1G02520	2.98149	3.268896201	196
AT1G02530	0.0749929	0.082221978	5
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	271.352	297.5094741	5066
AT1G02570	0.423474	0.464295553	5
AT1G02575	0.425321	0.466320598	5
AT1G02580	0.240022	0.263159361	4
AT1G02590	0	0	0
