"Gene"	"effect.size"	"p.value"	"q.value"	"Mean"	"CV2"	"TechNoise"	"BioVar"	"Stable"
"AT3G49110"	"AT3G49110"	0.349789391991529	0	0	8.28571428571429	0.377435287661209	0.02764589566968	0.349789391991529	0.373615993353738
"ATCG00905"	"ATCG00905"	0.346139437893573	1.04360964314765e-14	1.08766537908992e-12	5.14285714285714	0.388888888888889	0.0427494509953154	0.346139437893573	0.383631160740881
"ATCG00420"	"ATCG00420"	0.344174725569346	2.88657986402541e-15	3.2248704106799e-13	5.42857142857143	0.384828467930961	0.0406537423616148	0.344174725569346	0.379770331081401
"AT3G55240"	"AT3G55240"	0.340579062725384	0	0	14.5	0.357632854660203	0.0170537919348188	0.340579062725384	0.354822332137004
"ATMG00020"	"ATMG00020"	0.335520263640898	0	0	128.714285714286	0.340042221412163	0.00452195777126496	0.335520263640898	0.338425206904541
"AT5G33370"	"AT5G33370"	0.334765228799158	1.4432899320127e-15	1.6359744054179e-13	5.78571428571429	0.373090406012217	0.0383251772130586	0.334765228799158	0.368254037272043
"AT2G04040"	"AT2G04040"	0.330751626177947	3.21964677141295e-15	3.54594997966466e-13	5.71428571428571	0.369519230769231	0.0387676045912843	0.330751626177947	0.364640726088274
"ATCG00640"	"ATCG00640"	0.326624484147494	2.98649993624167e-14	3.01151672142188e-12	5.35714285714286	0.367781196581197	0.041156712433703	0.326624484147494	0.362675157820009
"AT1G13650"	"AT1G13650"	0.326151367386735	0	0	15.4285714285714	0.342355175688509	0.0162038083017744	0.326151367386735	0.339625603987505
"AT2G16005"	"AT2G16005"	0.317912757533335	0	0	12.8571428571429	0.336771130104463	0.0188583725711285	0.317912757533335	0.333788742758759
"AT3G01940"	"AT3G01940"	0.317853355086547	1.99840144432528e-15	2.2487808716614e-13	6.14285714285714	0.354120730540417	0.0362673754538693	0.317853355086547	0.349480342920166
"AT5G53450"	"AT5G53450"	0.314959416789832	0	0	46.7857142857143	0.322267395211862	0.00730797842203051	0.314959416789832	0.320385045404167
"AT2G14580"	"AT2G14580"	0.308816398156324	3.44169137633799e-15	3.76380460444736e-13	6.28571428571429	0.344326128417038	0.0355097302607133	0.308816398156324	0.339757897481849
"ATCG01230"	"ATCG01230"	0.306882109372764	1.45772283133283e-12	1.293541591301e-10	5	0.350769230769231	0.0438871213964672	0.306882109372764	0.345403153059208
"AT5G55450"	"AT5G55450"	0.301511705861202	0	0	10.7142857142857	0.323555555555556	0.0220438496943534	0.301511705861202	0.320269789436211
"AT1G13710"	"AT1G13710"	0.297189854484752	5.86308779304545e-13	5.55170063037822e-11	5.42857142857143	0.337843596846367	0.0406537423616148	0.297189854484752	0.332785459996807
"AT3G47340"	"AT3G47340"	0.290283578771371	0	0	72.2142857142857	0.296050302037852	0.00576672326648009	0.290283578771371	0.294314738435447
"AT4G04223"	"AT4G04223"	0.285504024568227	0	0	10.9285714285714	0.307173112248083	0.0216690876798564	0.285504024568227	0.303923037749167
"ATCG00530"	"ATCG00530"	0.284648739315877	2.22044604925031e-16	2.5925794510382e-14	7.85714285714286	0.313642720915448	0.0289939815995714	0.284648739315877	0.309695037471797
"AT3G23290"	"AT3G23290"	0.282584292207298	0	0	10.4285714285714	0.305151781976702	0.0225674897694041	0.282584292207298	0.301816145374019
"AT3G02550"	"AT3G02550"	0.282378224559212	0	0	8.71428571428571	0.308808632915056	0.0264304083558435	0.282378224559212	0.305105099304141
"AT1G35140"	"AT1G35140"	0.281337731220633	8.51163584059123e-12	7.10630069723339e-10	5.21428571428571	0.323541723804437	0.0422039925838043	0.281337731220633	0.318335944076573
"AT5G38940"	"AT5G38940"	0.277997726263497	0	0	36.4285714285714	0.286550143435957	0.00855241717245965	0.277997726263497	0.28454927565203
"AT5G15960"	"AT5G15960"	0.27506043049484	0	0	15.5	0.291203073721284	0.0161426432264437	0.27506043049484	0.28847932726555
"AT1G52000"	"AT1G52000"	0.272024088466963	1.11022302462516e-16	1.32620410380031e-14	8.57142857142857	0.298846153846154	0.0268220653791908	0.272024088466963	0.295105319566348
"AT5G57760"	"AT5G57760"	0.271090784131432	1.11022302462516e-16	1.32620410380031e-14	8.78571428571429	0.297330140280765	0.0262393561493326	0.271090784131432	0.293644802118089
"ATCG00920"	"ATCG00920"	0.267673423547181	0	0	1191.42857142857	0.270776288764229	0.00310286521704841	0.267673423547181	0.269294425928437
"ATCG01210"	"ATCG01210"	0.267334040561519	0	0	1190.42857142857	0.270437050162083	0.00310300960056387	0.267334040561519	0.26895517357548
"ATCG00940"	"ATCG00940"	0.26352374022886	0	0	23.6428571428571	0.27511614534369	0.01159240511483	0.26352374022886	0.272825754898585
"ATCG00900"	"ATCG00900"	0.258243681508853	1.20947696302665e-12	1.10482163287299e-10	6.42857142857143	0.293029439696106	0.0347857581872531	0.258243681508853	0.2885301584822
"AT2G18193"	"AT2G18193"	0.257806535771997	0	0	10.1428571428571	0.28092716646575	0.0231206306937534	0.257806535771997	0.277538849775034
"ATCG01190"	"ATCG01190"	0.256935684513018	0	0	23.3571428571429	0.268634039697081	0.0116983551840633	0.256935684513018	0.266333558769193
"AT2G20480"	"AT2G20480"	0.251665218582455	5.7752691517976e-12	4.8741388401231e-10	6.21428571428571	0.287549417157027	0.035884198574572	0.251665218582455	0.2829455225729
"AT5G05250"	"AT5G05250"	0.248576854675923	0	0	35.2857142857143	0.257311342462714	0.0087344877867902	0.248576854675923	0.25529313462028
"AT2G30540"	"AT2G30540"	0.24335676898959	1.03439479204326e-12	9.61863276984417e-11	7.07142857142857	0.275246638883003	0.0318898698934123	0.24335676898959	0.271023156554224
"AT4G35770"	"AT4G35770"	0.242799527125137	0	0	170.714285714286	0.246930066134912	0.00413053900977479	0.242799527125137	0.245350329604575
"AT1G66100"	"AT1G66100"	0.242303947558115	0	0	177.928571428571	0.24638584957169	0.00408190201357573	0.242303947558115	0.244810745136229
"AT5G51720"	"AT5G51720"	0.234238654340562	0	0	80.0714285714286	0.239727116238387	0.00548846189782498	0.234238654340562	0.238018053718712
"AT3G12900"	"AT3G12900"	0.234037087805735	0	0	14.3571428571429	0.251231405163238	0.0171943173575035	0.234037087805735	0.248407499266451
"ATCG00800"	"ATCG00800"	0.230239125314364	1.11022302462516e-16	1.32620410380031e-14	11.3571428571429	0.25120111485366	0.0209619895392959	0.230239125314364	0.248018383034797
"ATCG01180"	"ATCG01180"	0.2276828136881	0	0	1192.71428571429	0.230785493624952	0.00310267993685217	0.2276828136881	0.229303648434893
"ATCG00950"	"ATCG00950"	0.227610470590492	0	0	1191.14285714286	0.230713377035236	0.00310290644474379	0.227610470590492	0.229231510272997
"AT3G56980"	"AT3G56980"	0.219777631420383	0	0	18.8571428571429	0.23356819947729	0.013790568056907	0.219777631420383	0.23106846018056
"AT1G52400"	"AT1G52400"	0.219730507293854	0	0	26.7142857142857	0.230327080909025	0.0105965736151708	0.219730507293854	0.228131531559126
"AT4G22214"	"AT4G22214"	0.217674703101023	1.59146684719502e-09	1.01703245555932e-07	5.71428571428571	0.256442307692308	0.0387676045912843	0.217674703101023	0.25156380301135
"AT1G72060"	"AT1G72060"	0.21736329748498	4.34730029752473e-12	3.72066561321178e-10	7.85714285714286	0.246357279084552	0.0289939815995714	0.21736329748498	0.242409595640901
"AT3G59068"	"AT3G59068"	0.215690711218569	6.98113788999422e-10	4.69307750189265e-08	6.07142857142857	0.252350279478307	0.0366595682597384	0.215690711218569	0.247672540162259
"ATCG00750"	"ATCG00750"	0.213666184652822	4.36062297382023e-12	3.72066561321178e-10	8.07142857142857	0.241968228341476	0.0283020436886537	0.213666184652822	0.238086443746484
"ATCG00770"	"ATCG00770"	0.211357055487672	5.6621374255883e-15	6.02242000561375e-13	11.2857142857143	0.232433165296488	0.0210761098088167	0.211357055487672	0.229239564880528
"AT1G21140"	"AT1G21140"	0.210804289977647	5.60809065852652e-10	3.81844635222076e-08	6.35714285714286	0.245947966942791	0.0351436769651436	0.210804289977647	0.241414598226228
"AT2G27550"	"AT2G27550"	0.208995894127306	0	0	23.3571428571429	0.220694249311369	0.0116983551840633	0.208995894127306	0.218393768383481
"AT4G39795"	"AT4G39795"	0.207777963909693	2.05244965467699e-08	1.14238317876269e-06	5.21428571428571	0.249981956493497	0.0422039925838043	0.207777963909693	0.244776176765633
"AT5G63270"	"AT5G63270"	0.206433155633904	1.77061254547084e-10	1.29088461120266e-08	7	0.23861852433281	0.0321853686989062	0.206433155633904	0.234366899260651
"AT4G39675"	"AT4G39675"	0.205078047052166	2.56983323509985e-12	2.22943800602601e-10	8.85714285714286	0.23112943248219	0.0260513854300235	0.205078047052166	0.227461996292781
"AT5G06640"	"AT5G06640"	0.203220112315564	1.78481063262126e-08	1.01154468299181e-06	5.42857142857143	0.243873854677179	0.0406537423616148	0.203220112315564	0.238815717827619
"ATCG01240"	"ATCG01240"	0.203190643682016	1.42005140979506e-09	9.15019848245127e-08	6.35714285714286	0.23833432064716	0.0351436769651436	0.203190643682016	0.233800951930597
"AT5G50660"	"AT5G50660"	0.199486281960078	1.11022302462516e-16	1.32620410380031e-14	15.1428571428571	0.215940520853301	0.0164542388932229	0.199486281960078	0.213187098619778
"ATCG01300"	"ATCG01300"	0.199067531083135	7.20534742981727e-14	6.99324001485202e-12	11.1428571428571	0.220376270672129	0.0213087395889938	0.199067531083135	0.217160515039009
"AT5G23840"	"AT5G23840"	0.197598401314995	2.67211516247201e-08	1.44582844453059e-06	5.5	0.237762237762238	0.0401638364472432	0.197598401314995	0.232750758618808
"AT5G19800"	"AT5G19800"	0.196112878603533	1.23277530073018e-07	5.89039004462738e-06	5	0.24	0.0438871213964672	0.196112878603533	0.234633922289978
"AT5G41761"	"AT5G41761"	0.192169152237201	1.57912188880616e-08	9.01550875414368e-07	5.92857142857143	0.229641457395848	0.0374723051586476	0.192169152237201	0.224886314565619
"AT5G44585"	"AT5G44585"	0.190802632991784	1.17171640945379e-07	5.61592102543456e-06	5.21428571428571	0.233006625575588	0.0422039925838043	0.190802632991784	0.227800845847724
"AT1G52060"	"AT1G52060"	0.190083892020349	0	0	30.7142857142857	0.199682156675126	0.00959826465477699	0.190083892020349	0.197581684369074
"AT5G02760"	"AT5G02760"	0.18982347592197	0	0	20.0714285714286	0.20295705864531	0.0131335827233399	0.18982347592197	0.200519889380347
"AT2G05510"	"AT2G05510"	0.18925709826982	0	0	37.1428571428571	0.19770141101502	0.00844431274520088	0.18925709826982	0.195710838890833
"AT5G01600"	"AT5G01600"	0.188606043237997	0	0	98.4285714285714	0.193617530491189	0.00501148725319144	0.188606043237997	0.191953894128145
"AT1G59730"	"AT1G59730"	0.186885095295349	7.0054257839125e-08	3.50926635478636e-06	5.57142857142857	0.226571587518333	0.0396864922229838	0.186885095295349	0.221605569729595
"AT2G41480"	"AT2G41480"	0.185364481510213	1.08723030578517e-11	8.93312138546979e-10	9.71428571428571	0.209375831780676	0.0240113502704629	0.185364481510213	0.205902684654083
"AT5G64120"	"AT5G64120"	0.183685417856194	0	0	63.2857142857143	0.189852216787386	0.00616679893119175	0.183685417856194	0.188078550740723
"AT5G09520"	"AT5G09520"	0.182571129958691	2.20934381900406e-14	2.25716448456014e-12	13.9285714285714	0.200204319020887	0.0176331890621958	0.182571129958691	0.197338615818891
"AT5G10380"	"AT5G10380"	0.182041238117086	2.67911781648422e-09	1.65753070008699e-07	7.21428571428571	0.213357664783996	0.0313164266669091	0.182041238117086	0.209188796095836
"AT1G26250"	"AT1G26250"	0.18183330064359	3.74984487905294e-11	2.92619804657353e-09	9.35714285714286	0.206649244933727	0.0248159442901369	0.18183330064359	0.20309946980526
"AT1G67148"	"AT1G67148"	0.180866237600401	9.41469124882133e-14	9.08079132937555e-12	13.1428571428571	0.199378362658136	0.0185121250577345	0.180866237600401	0.196428951266088
"AT3G08770"	"AT3G08770"	0.178458484173567	0	0	96.6428571428571	0.183508413782601	0.00504992960903378	0.178458484173567	0.181841116242811
"ATCG00810"	"ATCG00810"	0.176102644305545	1.40443212615082e-12	1.26066049057781e-10	11.9285714285714	0.196200873242001	0.0200982289364556	0.176102644305545	0.193100404337694
"AT2G35710"	"AT2G35710"	0.175671367970856	8.37122393626544e-09	4.88709535737842e-07	7.07142857142857	0.207561237864268	0.0318898698934123	0.175671367970856	0.203337755535489
"AT2G24980"	"AT2G24980"	0.172016334864459	3.42538222786182e-07	1.47757668379073e-05	5.57142857142857	0.211702827087442	0.0396864922229838	0.172016334864459	0.206736809298704
"AT5G03545"	"AT5G03545"	0.171772842687413	0	0	43.2142857142857	0.179442555941429	0.00766971325401618	0.171772842687413	0.177525755197354
"AT1G62500"	"AT1G62500"	0.171509941813201	0	0	22.5714285714286	0.183513490195112	0.0120035483819103	0.171509941813201	0.181183943248381
"AT3G04184"	"AT3G04184"	0.171297371685827	2.65157216183809e-08	1.4397295140274e-06	6.78571428571429	0.20440656296612	0.0331091912802926	0.171297371685827	0.200066954790971
"AT5G56080"	"AT5G56080"	0.171130494234884	3.77475828372553e-15	4.09917632083733e-13	17.5714285714286	0.185715665787052	0.0145851715521682	0.171130494234884	0.183140249966963
"AT1G74055"	"AT1G74055"	0.171079631244138	1.06593436521862e-07	5.15666503348287e-06	6.14285714285714	0.207347006698007	0.0362673754538693	0.171079631244138	0.202706619077756
"ATCG01020"	"ATCG01020"	0.171042725871137	0	0	28.0714285714286	0.181268698604518	0.0102259727333816	0.171042725871137	0.179108444576695
"AT3G45140"	"AT3G45140"	0.170998949477734	0	0	24.7142857142857	0.182215859585635	0.0112169101079011	0.170998949477734	0.179961230569762
"AT4G12545"	"AT4G12545"	0.170953892686159	0	0	45.3571428571429	0.178399729107151	0.00744583642099198	0.170953892686159	0.176504249966221
"AT1G52070"	"AT1G52070"	0.169445131614658	0	0	57.4285714285714	0.175941951170287	0.00649681955562881	0.169445131614658	0.174136854587964
"AT3G13240"	"AT3G13240"	0.169312026308919	2.83619520535794e-07	1.24416032045207e-05	5.78571428571429	0.207637203521977	0.0383251772130586	0.169312026308919	0.202800834781803
"AT1G56430"	"AT1G56430"	0.167220777033719	0	0	24.7142857142857	0.17843768714162	0.0112169101079011	0.167220777033719	0.176183058125747
"ATCG00930"	"ATCG00930"	0.166400342947842	2.22044604925031e-16	2.5925794510382e-14	22	0.178639542275906	0.0122391993280637	0.166400342947842	0.176287552381922
"AT4G30140"	"AT4G30140"	0.165852877497049	0	0	48.1428571428571	0.173037468919268	0.00718459142221819	0.165852877497049	0.171166870254412
"AT2G38530"	"AT2G38530"	0.161997502618374	0	0	115.785714285714	0.166697107346915	0.00469960472854026	0.161997502618374	0.165063174081457
"AT4G12550"	"AT4G12550"	0.161828970625439	0	0	38.1428571428571	0.1701287392488	0.00829976862336051	0.161828970625439	0.168151933231454
"AT4G14060"	"AT4G14060"	0.161757694702039	3.05980796255767e-11	2.39978575002818e-09	11.6428571428571	0.18227720565031	0.0205195109482703	0.161757694702039	0.179136614649639
"AT1G22160"	"AT1G22160"	0.159828380328564	5.08842179502977e-09	3.03915777134682e-07	8.5	0.186851211072664	0.0270228307440999	0.159828380328564	0.183091256281915
"AT1G21400"	"AT1G21400"	0.158283701616188	0	0	29.5714285714286	0.168139638839072	0.00985593722288416	0.158283701616188	0.166014626288438
"AT5G23940"	"AT5G23940"	0.156488787352307	3.33066907387547e-16	3.85984776479195e-14	25.5	0.167450388903676	0.0109616015513693	0.156488787352307	0.165220074988425
"AT3G20380"	"AT3G20380"	0.155476579455566	2.48463327690018e-09	1.54335480627932e-07	9.35714285714286	0.180292523745702	0.0248159442901369	0.155476579455566	0.176742748617235
"AT3G18217"	"AT3G18217"	0.152671400892609	2.3017707295736e-08	1.26304585369429e-06	8.21428571428571	0.180532208811982	0.0278608079193729	0.152671400892609	0.176692446671207
"AT3G48450"	"AT3G48450"	0.152539704252479	1.81061832194018e-10	1.31388280006585e-08	11.5714285714286	0.173167786336511	0.0206280820840312	0.152539704252479	0.170016855227673
"AT1G29395"	"AT1G29395"	0.152313400166538	3.15369901415785e-07	1.36798301650439e-05	6.71428571428571	0.185743636173695	0.0334302360071574	0.152313400166538	0.181373452310274
"AT2G41730"	"AT2G41730"	0.150973089044631	1.37076737483088e-06	5.19186501554849e-05	6	0.188034188034188	0.0370610989895566	0.150973089044631	0.183318207696252
"AT5G48820"	"AT5G48820"	0.150928337143336	2.06510704947593e-06	7.49276807740929e-05	5.78571428571429	0.189253514356395	0.0383251772130586	0.150928337143336	0.184417145616221
"AT5G07475"	"AT5G07475"	0.150704656202073	1.34487976310993e-11	1.08210558763389e-09	14.0714285714286	0.16818858432917	0.0174839281270974	0.150704656202073	0.165337096454326
"AT5G49350"	"AT5G49350"	0.149898188222763	1.56986141308657e-07	7.34288490476547e-06	7.28571428571429	0.180936326265046	0.0310381380422826	0.149898188222763	0.176793961255422
"AT5G64570"	"AT5G64570"	0.149603067405823	0	0	104.142857142857	0.154500398264052	0.00489733085822916	0.149603067405823	0.152847633938624
"AT5G08760"	"AT5G08760"	0.148625985494712	1.29813604310414e-10	9.55391213903514e-09	12.4285714285714	0.1680335782595	0.019407592764788	0.148625985494712	0.164998884228685
"AT1G09530"	"AT1G09530"	0.148309184738122	1.12414522135396e-11	9.18781639073978e-10	14.7142857142857	0.165157304755759	0.0168481200176371	0.148309184738122	0.162366370034197
"AT1G02205"	"AT1G02205"	0.148084824871265	1.27591122001114e-06	4.88020328461896e-05	6.21428571428571	0.183969023445837	0.035884198574572	0.148084824871265	0.179365128861709
"AT4G19680"	"AT4G19680"	0.148084824871265	1.27591122001114e-06	4.88020328461896e-05	6.21428571428571	0.183969023445837	0.035884198574572	0.148084824871265	0.179365128861709
"AT2G35380"	"AT2G35380"	0.147024110486671	6.52811138479592e-14	6.37578878581735e-12	21.1428571428571	0.159640669775805	0.0126165592891337	0.147024110486671	0.15725274083791
