"tracking_id"	"TPM_ZT0_seedling1"	"TPM_ZT0_seedling10"	"TPM_ZT0_seedling12"	"TPM_ZT0_seedling13"	"TPM_ZT0_seedling14"	"TPM_ZT0_seedling15"	"TPM_ZT0_seedling16"	"TPM_ZT0_seedling2"	"TPM_ZT0_seedling4"	"TPM_ZT0_seedling5"	"TPM_ZT0_seedling6"	"TPM_ZT0_seedling7"	"TPM_ZT0_seedling8"	"TPM_ZT0_seedling9"
"AT1G01010"	8.523014	14.916752	13.565421	12.555032	17.647932	11.005794	14.467503	9.967225	12.514682	13.703483	12.827687	10.016122	16.389454	16.31559
"AT1G01020"	7.009926	12.184777	10.462184	11.154499	12.625398	12.903477	13.14058	8.892604	8.892959	10.731162	10.223641	9.580294	7.073143	13.223346
"AT1G01030"	6.533446	5.354264	4.641079	5.627532	4.658997	4.296687	5.472705	6.270767	4.42583	4.843884	6.495636	5.580859	4.613775	5.697788
"AT1G01040"	12.810627	13.273237	11.315822	13.521016	12.602999	11.434816	8.207438	12.098014	12.971107	14.043184	11.665809	13.743066	11.799844	12.691684
"AT1G01046"	4.653368	9.584137	8.394189	6.869072	5.892061	6.601155	3.372709	8.172199	6.519458	9.946064	7.443736	6.41411	11.15061	6.025071
"AT1G01050"	147.661575	147.322983	138.299667	132.950577	141.72847	163.931854	159.270355	163.931458	146.907059	144.249252	132.234909	166.758774	148.169678	153.943222
"AT1G01060"	504.378143	430.372864	501.609406	456.028961	425.555298	463.653259	417.699585	459.030548	477.024902	465.497528	449.673035	441.593842	436.27948	466.730591
"AT1G01070"	10.419505	20.209881	14.503042	19.90259	16.125202	14.809651	13.849643	19.272354	21.564886	15.675657	14.159154	17.791754	9.141781	21.523226
"AT1G01073"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01080"	83.60498	96.435593	94.50457	96.161148	85.927124	81.792671	75.226974	64.864449	66.878532	88.5429	84.366417	74.703117	79.886368	75.254387
"AT1G01090"	170.968857	187.492706	174.138718	181.954681	194.142258	184.403122	179.834351	190.878784	189.165619	198.577805	194.431519	207.004929	172.595184	176.690353
"AT1G01100"	471.246216	499.626617	539.690369	515.021606	538.380798	462.717804	488.349945	479.998688	457.450348	510.911041	492.304993	475.560211	508.770599	539.590454
"AT1G01110"	5.721029	6.850154	6.95221	7.462094	8.670716	7.220416	7.389332	6.623	4.90577	7.120252	5.614198	5.526152	4.675718	8.66655
"AT1G01115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01120"	49.713161	63.661995	53.631233	57.413166	63.83588	36.623333	54.418362	42.541328	50.770081	63.566826	63.484455	57.395908	58.876568	46.932686
"AT1G01130"	3.077677	4.771649	4.483449	4.235566	1.844798	2.107412	2.749105	2.664358	5.038235	4.592975	0.708128	3.993432	0	3.192297
"AT1G01140"	45.722343	37.797161	55.457596	38.194447	37.951645	54.287807	49.722736	54.463715	50.095444	42.141617	36.84024	53.003452	46.867275	48.615643
"AT1G01150"	0.226554	0.225389	0.197823	0	0.1147	0	0.139394	0	0	0	0.416386	0.095041	0	0.245621
"AT1G01160"	42.071087	45.016544	53.196491	47.549412	49.201576	48.473953	49.428135	45.670261	38.645103	49.668549	48.266483	44.401546	40.216679	50.261894
"AT1G01170"	142.476547	137.184906	157.061844	114.330894	116.947304	169.201294	164.395233	156.840317	123.604309	141.483688	104.835121	167.382095	123.550125	141.009949
"AT1G01180"	19.536371	19.251451	26.764771	20.340946	25.234873	22.522774	27.712721	19.150684	26.623331	27.836363	20.860435	24.569958	23.246817	23.662987
"AT1G01183"	0.209991	0	0	0	0	0	0	0	0	0.145546	0	0	0	0
"AT1G01190"	3.215001	8.899388	4.364204	4.86894	8.582063	2.091953	5.157331	7.153983	5.005635	9.04233	10.358692	3.906991	6.623335	4.676927
"AT1G01200"	4.596748	4.480147	2.696377	3.719801	3.764565	3.101085	2.368719	1.924444	2.860103	3.796453	3.046908	3.561873	3.916241	3.693588
"AT1G01210"	24.075441	27.574661	33.638557	27.33786	29.281212	31.214958	39.911285	30.675241	21.369976	29.17091	21.938604	25.038885	17.714348	25.178547
"AT1G01220"	10.790206	11.422973	9.36625	10.747215	10.431787	8.664396	9.855822	9.084073	11.408104	12.646888	11.122353	11.099718	11.351418	11.347279
"AT1G01225"	6.002352	7.356161	7.79403	8.314703	7.281821	5.419233	5.497786	6.304433	2.351652	6.959657	8.925571	5.45845	4.81583	6.580952
"AT1G01230"	28.699429	38.444347	29.668886	29.612278	38.173817	32.854553	36.590763	31.862255	33.622559	35.272076	38.568501	38.515484	29.765301	35.815163
"AT1G01240"	12.621288	18.748955	19.894806	17.990107	16.7204	19.752453	19.498432	17.899252	16.365677	20.433254	20.636866	20.016565	16.485449	20.559757
"AT1G01250"	2.545935	1.598706	0.552983	1.368623	0.80963	1.85699	2.338044	1.497361	2.395556	1.901684	0.889991	0.801492	0	1.283187
"AT1G01260"	7.8924	11.29953	7.951616	9.683352	12.624902	9.395462	7.462889	11.939964	12.64887	9.206765	9.169442	10.297822	9.995334	11.826705
"AT1G01270"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01290"	14.11629	20.94446	15.50107	15.1787	17.901129	13.78826	18.095865	16.233261	15.686416	14.903355	14.417264	17.930094	11.701054	15.37747
"AT1G01300"	37.55732	42.903645	33.637882	43.720222	35.927395	26.389624	24.563402	35.438141	34.961784	34.271626	35.183075	32.489521	31.022528	34.947445
"AT1G01305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01310"	0	0.090788	0	0	0.138298	0	0	0	0	0	0	0.116901	0	0.122855
"AT1G01320"	107.194717	101.5439	102.510414	97.116821	90.117386	87.255562	73.88797	101.34169	102.603653	116.686943	99.213226	109.060417	110.513863	86.028091
"AT1G01340"	4.550687	7.105804	3.522841	7.769183	7.169166	5.223633	6.309704	6.074959	7.160443	8.774884	7.235818	5.845359	8.269189	7.178785
"AT1G01350"	19.225807	25.834417	20.703924	24.51475	24.907864	25.087095	26.197748	24.637173	30.672644	22.569954	21.232946	21.903795	21.412296	22.691969
"AT1G01355"	0.638023	0.255641	0.341484	0.545507	0	0.082812	0	0.649748	0	0.268659	0.196959	0	0	0.517202
"AT1G01360"	12.428539	25.093733	22.90156	17.316292	24.236397	19.060843	20.097391	20.600111	12.372896	19.367426	18.00312	17.245342	10.806626	24.009792
"AT1G01370"	6.44573	8.46054	7.256695	10.855385	12.630775	8.02702	6.380479	6.693937	8.195213	6.244197	5.082506	5.346025	5.331465	7.654946
"AT1G01380"	4.023383	5.151244	2.200054	3.300919	3.281188	1.832049	2.391269	1.626837	4.267262	2.579425	2.581746	0.871781	0.966326	3.66939
"AT1G01390"	6.296521	4.879622	2.937008	4.012387	4.274836	3.594332	5.499839	4.832011	4.782317	4.349625	6.092802	3.643859	3.736192	4.302421
"AT1G01400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01410"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01420"	9.845261	9.882235	10.64236	6.738932	8.325107	8.205767	9.030231	9.28901	9.07538	9.068307	5.655018	8.877376	7.222018	10.823117
"AT1G01430"	74.947693	76.061684	73.729637	64.131012	67.673729	77.00843	75.132256	89.295052	82.967598	80.04998	68.667007	91.110939	86.18885	71.613617
"AT1G01440"	17.56842	15.555925	14.263257	14.516303	17.397917	13.027075	13.695613	15.700891	16.173563	15.502099	15.150895	17.898064	16.012648	13.433041
"AT1G01448"	15.846284	11.745033	10.681931	13.509598	11.679828	18.647543	9.516051	14.463144	15.522482	17.02425	10.049587	15.163224	10.854957	13.773646
"AT1G01450"	0	0.063611	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01453"	1.084984	0.438792	0.962654	0.942983	0.818956	0.635838	0.403027	0.514233	0.327224	1.079206	1.253696	0.782067	0.448059	0.834629
"AT1G01460"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01470"	43.981434	57.519371	45.398842	60.306679	61.690449	51.593243	62.082584	51.11113	49.506142	61.065205	56.685883	43.710297	54.233852	53.758713
"AT1G01471"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01480"	1.681992	1.387514	0.592208	1.229899	1.083567	0.549492	0.755269	0.634375	0.403674	1.363385	1.879603	1.416155	0.825455	1.326426
"AT1G01490"	78.019028	101.217827	118.331688	99.624542	101.317177	96.020859	100.274651	104.988747	92.262222	110.417122	80.082024	105.545074	107.438629	107.201332
"AT1G01500"	4.460301	3.99442	3.551903	4.838266	4.725244	3.953508	4.439913	4.191741	4.812391	3.45731	3.735869	4.025973	2.164535	4.714961
"AT1G01510"	33.568382	37.48793	31.889505	34.803368	35.520008	39.038303	32.113701	40.523582	36.8881	36.49567	30.430048	40.715328	32.538887	39.116192
"AT1G01520"	10.725248	9.121147	9.789442	9.717374	12.009362	11.738734	11.438494	7.976544	6.046771	7.282956	9.609974	8.207984	8.355274	8.507397
"AT1G01530"	0.354896	0	0	0	0.180875	0.206329	0	0	0.344701	0	0	0	0	0
"AT1G01540"	72.677147	83.618744	78.433426	74.917641	74.322762	83.665787	72.256294	77.366608	75.501984	81.050423	71.38752	93.071159	79.979073	75.731285
"AT1G01550"	117.114601	134.177002	121.798027	128.57814	135.483047	124.802063	114.2519	129.966293	135.852249	130.231155	118.326187	124.537453	120.980911	132.559586
"AT1G01560"	0.429971	0.049797	0.134449	0.28942	0.471988	0.265556	0.096027	0	0	0.071638	0.342234	0	0	0.105521
"AT1G01570"	1.612453	3.385443	2.244228	2.91171	2.933021	2.215641	3.83374	2.191839	3.101914	3.584955	3.109704	2.744147	1.312822	3.327826
"AT1G01580"	63.340469	107.541283	33.475567	133.915863	85.759972	53.603603	64.400894	71.034081	81.191628	127.869667	101.986626	96.274742	51.106205	109.022659
"AT1G01590"	0.124513	0	0	0	0	0	0	0	0	0	0	0	0.259515	0.111248
"AT1G01600"	4.313566	7.172796	5.835149	5.757365	7.788024	5.239417	6.026543	2.772488	4.661447	9.00758	6.429303	4.667493	9.116714	4.902034
"AT1G01610"	39.228096	40.346249	35.703888	40.042549	35.992386	32.308758	37.536789	40.248642	42.479416	47.239273	45.714832	41.923653	41.090694	40.247536
"AT1G01620"	637.342163	604.401978	605.838318	608.897583	608.488159	559.854187	587.721863	599.308167	648.230469	629.397888	604.386292	606.625427	654.427917	588.507629
"AT1G01630"	38.416172	52.485935	48.74902	53.33572	61.351158	39.491116	49.05965	45.244263	40.858021	57.912582	55.921211	47.17757	55.285278	55.782043
"AT1G01640"	11.8323	12.784478	10.956281	14.497463	17.948872	14.284305	16.39065	15.488181	14.034108	13.359946	12.210034	13.408545	4.841689	12.523435
"AT1G01650"	12.264119	15.787201	14.044579	15.876539	15.79336	13.006592	14.209594	14.745827	14.647266	16.437752	14.035507	15.646586	14.593791	15.371568
"AT1G01660"	0.545656	1.203101	0.688084	1.823517	1.903934	1.627646	1.024393	0.7625	0.939309	1.284097	1.461509	0.84868	0.643087	1.422615
"AT1G01670"	0.75532	1.449201	1.252524	0.521047	1.827736	1.049792	0.562614	1.949873	1.422341	1.166843	0.884651	1.672141	2.697211	1.0946
"AT1G01680"	0	0	0	0.659063	0.110147	0.241181	0.158893	0	0	0.12102	0.262909	0.230481	0	0.114497
"AT1G01690"	4.765366	6.903758	5.873758	5.83891	6.762241	4.990417	3.748918	4.235857	4.624459	4.733525	4.393407	4.032771	5.321339	6.080098
"AT1G01695"	0.304073	0.419654	0	0.369955	0.157048	0.117581	0	0	0	0.282261	0.196159	0.167362	0	0.092188
"AT1G01700"	1.819551	1.537948	1.287237	0.535248	1.539606	0.993958	1.842271	0.640927	0.538865	1.166198	0.653121	1.216771	0.752913	1.141093
"AT1G01710"	19.282816	21.021921	19.485279	22.532581	21.643129	22.090736	19.801025	21.423334	20.491808	22.415279	18.145416	20.752855	20.603977	21.798357
"AT1G01720"	65.249718	65.496223	75.550644	65.865089	63.163456	74.210953	86.398727	72.948593	78.880493	65.512657	67.183784	66.137329	66.710228	68.152557
"AT1G01725"	15.270873	23.219868	24.084814	22.575371	18.343706	24.094839	21.566805	20.260162	15.957302	17.680183	19.856058	17.126244	19.370207	24.815451
"AT1G01730"	37.653942	44.731285	48.637627	42.896168	42.962273	49.886379	45.225292	38.637985	40.352207	36.061996	37.682613	46.459949	38.973568	44.084766
"AT1G01740"	4.22486	6.36841	4.63361	6.019331	5.870015	5.034108	3.774552	5.933873	5.659707	5.578832	4.218447	4.577387	6.414949	5.474319
"AT1G01750"	13.801552	21.014175	7.191523	22.990942	25.261677	12.107427	23.111052	9.298286	14.623112	15.411671	19.185913	10.967093	15.612679	18.655731
"AT1G01760"	7.550628	6.02599	6.739954	6.404288	6.772331	7.379542	6.274459	9.30218	5.919052	7.086764	7.87552	7.85761	4.986937	7.230997
"AT1G01770"	16.241312	14.60841	15.79455	15.336252	15.834588	17.482719	13.805524	19.161446	18.243584	15.427258	11.157997	18.149513	16.971951	16.979513
"AT1G01780"	22.677261	24.896685	13.038278	21.491459	26.196978	20.995293	22.426743	29.511034	20.726936	29.288073	23.549725	25.094622	15.571331	24.891886
"AT1G01790"	63.550133	69.299026	64.950943	65.425629	53.106419	52.63002	52.974812	57.790077	64.264015	69.196655	74.655258	62.013535	66.857094	65.936844
"AT1G01800"	56.064178	75.966843	76.234634	75.187767	78.072502	85.4244	88.774872	74.207138	72.320259	75.836487	68.451714	84.110313	77.032822	80.909615
"AT1G01810"	0.420421	1.116959	1.108746	0.78658	1.278572	1.222176	0.512248	0.989076	0	0.580235	0.804665	0.356297	0.836203	1.307408
"AT1G01820"	45.212715	53.697731	55.53521	49.711525	57.353409	57.666672	55.387947	46.408749	52.704601	52.269478	45.814308	54.963211	56.202572	56.693127
"AT1G01830"	8.55919	11.058184	7.828552	8.560269	8.012115	9.306676	9.367691	10.243238	8.903298	8.25082	9.405117	8.619784	7.024827	10.146074
"AT1G01840"	0.649347	3.144415	0.865714	2.224607	2.559882	1.900171	2.196092	1.144441	1.469456	1.352182	2.162589	1.653625	0	2.037522
"AT1G01860"	13.327702	16.668533	17.667915	13.691535	16.86828	14.129486	11.842063	13.468578	11.724607	15.578512	11.145613	13.827956	14.74163	16.177578
"AT1G01870"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01880"	1.095343	1.993817	2.059989	1.969796	2.506029	1.867201	1.058042	1.252988	1.994877	1.863293	1.482083	1.690646	1.833851	1.859002
"AT1G01890"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G01900"	4.221705	7.001747	4.758101	4.119534	3.873356	2.854685	3.837505	4.580448	2.462674	5.301078	4.742758	4.324206	5.351908	3.71694
"AT1G01910"	30.998842	41.947388	36.70599	39.366043	41.593891	36.591572	33.973042	33.499744	35.471764	37.77634	36.425804	37.271095	34.364182	35.696888
"AT1G01920"	18.174618	21.726139	16.500813	17.339056	20.282011	18.819992	16.393005	23.290028	19.260349	18.97563	18.362333	20.19346	13.67882	19.80649
"AT1G01930"	13.684068	12.778702	13.93355	11.932825	13.857779	13.585587	13.002766	14.025142	11.297586	10.918675	9.961329	13.16864	9.979219	13.368466
"AT1G01940"	20.330202	25.38386	18.417301	25.493942	28.014761	18.95224	20.735664	18.937262	15.50388	22.1656	21.032028	16.731886	19.320406	21.236431
"AT1G01950"	11.402542	15.884882	14.118767	16.08687	15.763695	13.990277	12.064369	15.331666	14.634038	14.73501	12.518322	15.565945	10.828694	15.994477
"AT1G01960"	28.02504	31.590109	24.830357	28.124235	31.091597	26.202539	22.575085	34.129028	32.831017	31.984348	29.598188	32.285652	31.7472	29.812094
"AT1G01970"	25.105167	27.774639	27.512629	24.858366	26.296888	22.21163	24.371952	19.358547	16.615778	26.495602	24.853846	24.599295	26.667858	24.407459
"AT1G01980"	0	0.04917	0	0	0	0.129016	0	0	0	0	0	0	0	0
"AT1G01990"	32.664314	33.568607	38.857796	32.708416	29.785498	34.414825	35.589428	31.664164	36.315079	35.65102	30.38168	34.230156	33.453037	32.483883
"AT1G02000"	11.52449	11.879416	7.709321	9.767352	11.68688	9.28925	12.377899	12.630031	11.094452	12.69903	11.664017	12.312637	10.745574	11.054882
"AT1G02010"	10.502174	9.566346	9.044779	8.688929	8.53105	9.764123	7.804311	9.431382	10.208091	9.64522	8.371677	9.324975	7.983534	9.646013
"AT1G02020"	14.312458	10.41425	9.532626	9.295798	8.208382	11.251278	8.671082	11.329469	9.784756	11.651407	11.874718	11.713453	15.452276	8.918197
"AT1G02030"	0.350201	0.360657	0.286491	0	0.48711	0.269007	0.170583	0.325044	0.416432	0.479975	0.065457	0.31095	0.333857	0.573407
"AT1G02040"	0	0.098252	0	0.085919	0.138581	0.02334	0.180686	0	0	0.051932	0	0.008477	0	0.187513
"AT1G02050"	10.666524	14.200514	10.622521	13.796563	12.747553	14.619537	13.297379	15.345181	13.67737	12.073954	11.075231	13.644866	10.126252	13.642862
"AT1G02060"	11.260541	10.887068	10.364602	8.684811	8.483141	10.849057	8.445442	11.541781	12.112034	9.91113	7.119052	11.789394	8.602263	10.85285
"AT1G02065"	2.076911	1.12599	1.00186	0.576399	0.374502	1.671744	0.500927	0.937916	1.951628	0.898941	1.710887	1.419267	1.336627	0.985891
"AT1G02070"	0.403816	0.442519	0.390998	0.529224	0.674094	0	0.271866	0.521469	2.65021	0	0	0.731494	0	0.792263
"AT1G02074"	0	0	0	0	0.716947	0	0	1.475722	0	0.844452	1.196627	0.577605	3.48656	0
"AT1G02080"	28.834885	29.967224	22.233372	28.048105	28.647766	22.21809	18.463577	30.845955	31.219095	33.436764	28.000095	30.532942	26.038509	25.275879
"AT1G02090"	41.425266	47.072613	36.891491	50.839512	49.6646	42.532871	42.272991	40.384861	44.106323	43.781868	42.299728	42.756741	42.266102	40.569233
"AT1G02100"	61.8456	61.767017	67.667824	57.628254	61.650349	68.7686	70.656937	65.948349	75.991707	63.246098	52.912926	70.297394	57.607922	70.07563
"AT1G02110"	28.818056	26.130758	26.882578	24.233227	23.750786	29.451717	23.12808	35.156113	34.155956	29.867189	27.243462	36.591862	28.39607	28.083414
"AT1G02120"	40.960144	56.689167	55.79076	54.080719	54.813217	59.737244	51.602402	50.479992	50.546192	53.895523	53.805634	57.317535	56.258442	56.015308
"AT1G02130"	49.757973	64.552986	50.856602	62.174908	64.438881	59.674911	55.975559	56.347252	47.312836	58.521381	57.965199	56.75486	48.642464	66.005447
"AT1G02136.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02140"	122.929543	165.604385	138.649536	141.754532	163.471573	142.51889	149.173523	146.157455	137.568909	139.122772	128.65097	137.154602	125.147858	147.768372
"AT1G02145"	18.112408	24.706778	17.891891	21.256506	22.960997	25.592176	21.606394	22.45756	23.092894	21.523491	22.38505	24.599564	21.063137	24.424866
"AT1G02150"	96.975243	101.233742	106.812584	98.727242	90.287437	100.175163	97.679802	94.560074	92.1185	93.956856	91.280861	102.180733	102.974899	91.587265
"AT1G02160"	27.192432	44.426483	47.063362	33.660244	44.889824	37.927299	35.532688	37.956066	34.098686	36.82254	30.615765	40.657955	37.951294	46.135952
"AT1G02170"	25.933271	27.22381	29.794315	31.417326	33.444843	32.450348	30.857563	41.096127	34.486279	33.575939	30.601946	35.635742	25.5805	33.649147
"AT1G02180"	8.138246	9.18818	11.028029	11.333447	8.164917	6.14103	7.029414	8.695694	7.810312	9.245854	5.975128	8.499477	7.590573	9.275502
"AT1G02190"	0.122004	0.205456	0.324602	0.28558	0	0.137571	0	0	0	0.00357	0	0.003458	0.015056	0.068771
"AT1G02205"	6.496325	10.831942	7.608964	11.00121	4.749056	5.784323	1.161566	5.771039	4.708381	7.423898	5.774191	2.952452	6.58298	4.862748
"AT1G02210"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02220"	6.167049	9.143563	7.539073	13.159341	15.76399	8.652088	7.289936	9.845088	11.129777	11.248735	7.136827	7.760007	10.958501	6.936088
"AT1G02228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02230"	0.243613	0.52733	0.429701	0.448648	0.73579	1.360697	1.333927	1.132664	0.373285	0.807608	1.054575	0.772946	0.665787	0.686801
"AT1G02250"	0	0.081451	0.215426	0.220652	0.040531	0.14058	0.14879	0	0	0.225729	0.217441	0	0.297068	0.09708
"AT1G02260"	11.424852	15.312338	11.943489	13.940388	14.244167	14.814153	13.390079	14.20359	13.202265	16.84457	12.433189	15.341342	13.520017	14.235874
"AT1G02270"	7.852958	11.865088	10.55149	11.015094	11.388164	10.472252	9.741549	8.829152	9.342603	12.070889	8.943272	10.266979	7.603507	10.718272
"AT1G02280"	151.820847	160.839508	178.142349	159.557068	144.315552	183.746262	176.209213	163.824478	173.844971	151.610565	126.211891	196.307236	137.764084	172.116119
"AT1G02290"	5.817385	10.240672	9.626635	8.106551	8.577343	7.563001	7.765573	6.940615	6.6154	8.053514	6.871322	7.228496	5.841612	8.283787
"AT1G02300"	9.802228	9.85851	8.217977	9.963338	9.123796	9.072402	10.495741	9.796988	8.143316	10.485532	9.173509	9.271071	7.379457	10.898845
"AT1G02305"	66.144066	84.08213	75.375389	76.147057	85.861275	82.268135	88.466782	77.053627	82.635262	87.223061	71.400673	79.968185	70.994675	94.811409
"AT1G02310"	0.733673	1.188193	0.51083	0.89052	0.768579	0.551431	0.944293	0.777327	0	0.551108	1.092709	0.242718	0.394873	0.849222
"AT1G02320"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02330"	21.817188	40.27536	31.707092	36.144932	36.562489	32.215908	33.545856	26.678709	27.087038	28.312653	29.666412	32.204308	32.707439	30.925756
"AT1G02335"	34.738842	28.728605	33.529995	54.471115	34.767742	18.832994	27.266289	18.231356	21.169878	33.650188	35.935871	25.285635	25.020678	26.869734
"AT1G02340"	5.633759	8.457972	7.138452	7.538908	6.548451	4.592047	6.60462	7.219828	3.504103	8.057243	4.605756	4.318591	6.95074	7.095053
"AT1G02350"	7.704807	7.933345	9.912687	6.592633	7.429841	6.174594	4.588937	4.650073	3.329359	5.585433	6.56562	4.137132	7.261253	6.477546
"AT1G02360"	22.123419	39.31329	14.832416	38.158882	57.110012	28.370729	41.532249	23.98654	29.102245	36.893314	44.036282	28.827385	37.837715	28.420431
"AT1G02370"	4.25067	8.335148	5.61899	6.69875	7.469611	4.770113	4.448822	5.81269	5.286898	5.345545	5.718773	4.943072	4.941674	5.246394
"AT1G02380"	3.129652	4.349792	2.408077	3.371635	3.80642	2.950017	2.802568	3.648887	3.551983	3.614202	4.360488	3.376265	2.425442	4.660877
"AT1G02390"	0.875325	1.193888	0.793786	1.208717	1.548578	0.826478	0.733476	0.352886	0	1.582733	0.142601	0.634346	0.917356	0.915172
"AT1G02391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02400"	4.986808	7.366689	5.376447	8.259028	8.094241	7.746007	6.624669	5.115771	5.206955	8.206996	7.308711	4.922529	7.777489	6.430394
"AT1G02405"	0.499708	0	0	0	0	0.298346	0	0	0	0	0.478209	0	0.97943	0.229267
"AT1G02410"	21.684032	31.411457	26.194567	21.947441	28.138662	26.567129	23.417431	21.234785	22.739817	24.310637	23.921041	24.105448	22.784723	27.677341
"AT1G02420"	2.730171	4.373287	4.186543	4.482173	3.323	4.340124	4.444156	2.984667	5.768327	3.456479	4.205549	4.444755	4.718504	3.751515
"AT1G02430"	0.230423	1.903188	0.82681	1.756014	2.333254	2.506709	1.210543	2.543096	0.635539	1.685415	1.095281	1.381152	0.929562	0.814824
"AT1G02440"	0.641579	0.329722	0	0.288546	0.466897	0.300571	0	0.349466	0.62028	0.217352	0.442771	0.158672	0.853222	0.468197
"AT1G02450"	0	0	0.439421	0	0.755923	0.290625	0	0	0	0	0	0.208336	0	0
"AT1G02460"	0.884203	0.926474	0.757303	0.728521	0.708648	0.85961	0.769959	0.25539	0.448596	0.742472	0.779631	0.68396	0.91427	0.587033
"AT1G02470"	0.625116	0.992592	1.841476	0.813986	1.034653	1.395483	0.79931	1.014101	1.801053	2.189872	0.305931	1.518378	1.013424	1.160289
"AT1G02475"	64.377876	66.925774	79.368896	66.150215	68.74099	95.293724	83.559013	84.213036	75.983109	67.058258	63.908562	85.523933	65.021698	71.006592
"AT1G02480"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02490"	0	0.404329	0.334186	2.402332	0	0	0	0	0	1.060978	2.009425	0.822043	0	1.922693
"AT1G02500"	610.713867	610.241821	535.839539	632.228088	640.247559	617.544495	673.460632	660.898132	655.29718	608.446411	625.586426	636.691772	666.093689	621.487732
"AT1G02510"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02520"	4.891583	7.544934	4.43017	8.989531	9.768965	5.330848	6.420551	6.867064	7.159585	9.068647	8.082696	9.705481	8.342199	6.121366
"AT1G02530"	0.238944	0.254843	0.1244	0.176172	0.149604	0.196763	0.147561	0.019566	0.171783	0.086202	0.151032	0.151483	0.040006	0.14524
"AT1G02540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02550"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02560"	263.905304	266.651154	299.575348	269.756958	257.439148	266.158722	271.222534	264.332275	284.543549	286.807281	256.976013	289.552551	276.559113	244.304718
"AT1G02570"	1.472854	1.351055	0.521331	2.554876	1.922858	1.365496	1.353927	1.385979	0.439489	2.557289	2.796576	1.488697	2.920777	1.588034
"AT1G02575"	0.297194	0.79349	0	0.181662	0.82956	0	0.349974	0.353066	0.449355	0.5493	0.855111	0.503722	0.60717	0.397447
"AT1G02580"	0.229896	0.047234	0	0.072649	0.235123	0.135451	0.070725	0.540815	0	0.054184	0.209669	0.155134	0	0
"AT1G02590"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02600"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AT1G02610"	5.958696	8.364149	8.246437	6.841692	8.846779	9.674983	11.758985	6.705077	8.57171	8.880132	6.00379	6.843178	7.498726	12.01801
"AT1G02620"	0.774375	0.129972	1.019897	0.240666	0.982074	0.340283	0.231105	0	1.131949	0.719196	0.364374	0.331403	0	0.355215
"AT1G02630"	0.269122	0.218671	0.290637	0.052064	0	0	0.100703	0.391506	0.25079	0.153793	0.156629	0.1415	0.338869	0.031618
"AT1G02640"	34.755501	34.154415	37.30706	35.41436	36.088737	40.903133	33.058186	39.012497	44.549549	33.886917	33.100517	38.265194	25.2841	30.860308
"AT1G02650"	0.867667	0.927646	1.094391	1.140132	0.538599	1.420787	1.421741	1.634071	1.467877	1.453277	1.09249	1.653856	0.7119	1.681032
"AT1G02660"	6.206652	5.751257	4.317318	4.469189	5.359454	6.502946	5.062599	5.119949	5.245309	5.241551	5.025538	4.856009	3.881524	6.685463
"AT1G02670"	1.198241	1.778058	0.437641	1.165556	2.348132	1.277128	1.086395	1.141754	0.564116	1.332658	2.029333	1.026948	0.267668	1.661201
"AT1G02680"	13.451534	18.601835	15.329552	16.877617	18.248997	18.88032	18.398138	15.511833	18.706322	13.725887	15.412693	16.61692	13.830341	18.238756
"AT1G02681.1"	0	0	0	0	0	0	0	0.200407	0	0	0.487517	0	1.069096	0
"AT1G02690"	15.97469	22.620592	16.025043	21.477242	25.225065	17.920427	15.535563	12.553963	17.517279	17.139194	15.092697	18.278152	17.15534	16.29056
"AT1G02700"	0.763597	0.737155	1.378743	0.243992	0.132931	0.912881	0.795009	0.595386	0	0.601008	0	0.439896	0.497596	0.702285
"AT1G02710"	0	0.30481	0	0	0	0.117303	0	0	0	0	0	0	0	0
"AT1G02720"	8.626467	14.323473	10.505958	10.492323	11.714307	11.336462	9.576866	11.137005	12.055362	12.217578	11.712311	11.212523	10.43566	8.597383
