"position"	"cor_less_1seedling"	"cor_less_2seedling"	"cor_less_3seedling"	"cor_less_4seedling"	"cor_less_6seedling"	"cor_less_8seedling"	"cor_less_10seedling"
NA	NA	0.962644113608121	NA	0.950813626199254	0.942934406167605	0.854304054870781	0.743607697791769
NA	NA	0.95838604904532	0.970779086081139	0.964544743471899	0.938688604954929	0.870286642847055	0.784377854211336
NA	NA	0.981335341142412	0.959020407200776	0.962771030220898	0.943601922425903	0.882971681910953	0.778720912981576
NA	NA	0.973357920228491	0.964511115716081	0.95932971993354	0.922008564207178	0.88118802335093	0.779299537805344
NA	NA	0.980957963296403	0.970943113644831	0.953490352425011	0.940185417596663	0.869984831173425	0.743096508581132
NA	NA	0.980478263517143	0.971129951663881	0.953002903511251	0.946930519385406	0.828073419694107	0.757162043174717
NA	NA	0.983238497841028	0.963366548300893	0.953960463185478	0.954981450576802	0.852687895646776	0.727655268874822
NA	NA	0.981545359589565	0.942564549179045	0.940384456212751	0.953807788891833	0.893987783940756	0.737004124983928
NA	NA	0.983762995149047	0.975998608396469	0.960029514318367	0.953607217035157	0.888580453731463	0.775528683842023
NA	NA	0.98361729173434	0.96894379567913	0.956948097950192	0.93636305269228	0.880993936310151	0.775606011113772
NA	NA	0.980137790020572	0.977405891581408	0.951656172640948	0.953850400909718	0.893454359039545	0.765068415057467
NA	NA	0.960435875369609	0.971788559124415	0.937535303142873	0.954765884882369	0.844581018826977	0.76563197373425
NA	NA	0.976887009713362	0.978097871002238	NA	0.953385710523332	0.834909434869501	0.757162043174717
NA	NA	0.978555024837208	0.98036341653183	0.958819951754533	0.948855434430763	0.83292221602369	0.729432826909241
NA	NA	0.982323284320945	0.979559506708134	0.960344231821601	0.934244273838279	0.828073419694107	0.780828668004045
NA	NA	0.972382687739473	0.967558228209185	0.952398640995184	0.957848070961018	0.775228439597625	0.806651005501224
NA	NA	0.965002120997959	0.942351758306059	0.955384303769145	0.946930519385406	0.835468631233771	0.789041059754062
NA	NA	0.984360849594391	0.967451692566228	NA	0.946209154332533	0.847745588585903	0.79724363798178
NA	NA	0.971168367245079	0.973042726124119	NA	0.946252618520095	0.834998169772904	0.725991601273746
NA	NA	0.982271847603111	0.971129951663881	0.939138679591378	0.943122514232615	0.848331536244861	0.727655268874822
NA	NA	0.982293529238892	0.963821785631047	0.934690136056009	0.950961341346586	0.853680669555239	0.729432826909241
NA	NA	0.983349052378064	0.961612172948046	NA	0.951548093545238	0.841603262836768	0.716098114070514
NA	NA	0.982965631797996	0.976432681273495	0.931612922174034	0.950480852853943	0.846085779357468	0.757401982767529
NA	NA	0.983084344175223	0.96637754334214	0.943662938868414	0.937387726343713	0.852687895646776	0.763619041943074
NA	NA	NA	0.977920084744425	0.937535303142873	0.926835682912221	0.775228439597625	0.757642617795489
NA	NA	0.980226556964583	0.965341614981393	NA	0.955066709272691	0.852850329103254	0.743607697791769
NA	NA	0.970695307289799	0.969448867343626	0.942266098334355	0.940506109568225	0.864988891558431	0.737004124983928
NA	NA	0.977124193429572	0.967005696336904	0.952114891763835	0.954981450576802	0.840164468249826	0.780828668004045
NA	NA	0.978555024837208	0.963333575143906	NA	0.946209154332533	0.859740136131424	0.716098114070514
NA	NA	0.980725210027863	0.961486591200294	NA	0.940083129306182	0.882085691977976	0.787291306733124
NA	NA	0.969814246619507	0.962614977941028	NA	0.934799130284986	0.890687071523671	0.773245385984392
NA	NA	0.954618789656126	0.95102803164625	NA	0.948131609827248	0.854463026489012	0.773426407371213
NA	NA	0.983107979255827	0.966327991947725	0.947861124107176	0.946103862504921	0.893987783940756	0.784377854211336
NA	NA	0.975913792872237	0.963366548300893	NA	0.934808047680243	0.835468631233771	0.775528683842023
NA	NA	0.983731475443443	0.963821785631047	NA	0.940212002999609	0.852850329103254	0.806651005501224
NA	NA	0.983690551436886	0.947775219704102	NA	0.918359158694045	0.867455385027724	0.757401982767529
NA	NA	0.983427296195523	0.955105692981407	NA	0.94864719789151	0.884141433716498	0.787291306733124
NA	NA	0.986051986855487	0.967248826159257	NA	0.942156275370803	0.895179058397385	0.797831594087834
NA	NA	0.988015326894723	0.967463443200251	NA	0.949266340425947	0.903501463620398	0.811196498561146
NA	NA	0.986706792667568	0.96075433310031	NA	0.946252618520095	0.894038871928925	0.778720912981576
NA	NA	0.980384637436129	0.960692063369429	NA	0.940083129306182	0.882372624826684	0.775606011113772
NA	NA	0.961321206668341	0.964827076233164	0.963761959283655	0.938754801830736	0.888580453731463	0.789041059754062
NA	NA	0.981850962700643	0.962036423235317	0.961952892818232	0.93687208116426	0.847745588585903	0.763619041943074
NA	NA	0.982323284320945	0.959093793421719	0.959518564236767	0.937597638103604	0.864988891558431	0.773245385984392
NA	NA	0.980725210027863	0.948079914537491	0.952472790530124	0.912345957657393	0.867455385027724	0.797831594087834
NA	NA	0.97232847072277	0.945174119485898	NA	0.938783516621537	0.872863282648119	0.794637435520934
NA	NA	0.969709725038287	0.956197888486973	0.947608723331823	0.925687889452015	0.898533603613303	0.779299537805344
NA	NA	0.984032244105648	0.942564549179045	0.956587088904645	0.94899295536043	0.875040721866053	0.765068415057467
NA	NA	0.97661529690405	0.961612172948046	0.959040783557986	0.939403808722046	0.882252981501985	0.79724363798178
NA	NA	0.985892349071333	0.947775219704102	0.950813626199254	0.951268841157195	0.854304054870781	0.757642617795489
NA	NA	0.971784421124992	0.961458502716062	0.958819951754533	0.943122514232615	0.880993936310151	0.773426407371213
NA	NA	0.972908602181521	0.953975762644805	0.942266098334355	0.934799130284986	0.834998169772904	0.811196498561146
NA	NA	0.975702944418217	0.962415692802579	NA	0.938754801830736	0.840164468249826	0.794637435520934
NA	NA	0.973504289807625	NA	0.962080192773834	0.937649973331551	0.884141433716498	0.809677026037714
NA	NA	0.969972177533341	0.981446649050156	NA	0.937287954182372	0.872863282648119	0.76563197373425
NA	NA	0.97060950161181	0.98178424073367	0.975227341070412	0.938278553604996	0.879808815550791	0.748334571580203
NA	NA	0.969485308117924	0.980841271819895	0.973279428292414	0.91860262314034	0.897622493589192	0.773984049438253
NA	NA	0.962644113608121	0.974732725458783	0.968197891919622	0.905845896931756	0.890872115437159	0.839340939591401
NA	NA	0.972382687739473	0.957904488636497	NA	0.942148881728884	0.870286642847055	0.802935210555048
NA	NA	0.969814246619507	0.969367721352074	0.95728784937314	0.926760534239261	0.893454359039545	0.823123073214737
NA	NA	0.97232847072277	0.97829464903876	0.969403672751518	0.935617535847579	0.848331536244861	0.809677026037714
NA	NA	0.9564770862506	0.975998608396469	0.971346476634587	0.950961341346586	0.859740136131424	0.757162043174717
NA	NA	0.961697389513005	0.976432681273495	0.964544743471899	0.948131609827248	0.895179058397385	0.745078107226602
NA	NA	0.97429313834876	0.955105692981407	0.960344231821601	0.93687208116426	0.898533603613303	0.78160047051269
NA	NA	0.973697275854415	0.961458502716062	0.952114891763835	0.937649973331551	0.879808815550791	0.838124145152469
NA	NA	0.968760713871718	0.965688600309024	NA	0.948847757791919	0.893923216200442	0.81827332185293
NA	NA	0.96893728416841	0.980026845154236	0.962080192773834	0.946027950519749	0.862221008644979	0.825206805831382
NA	NA	0.968382394327101	0.968040642769804	0.974005288580187	0.940843824136589	0.883997236119148	0.76563197373425
NA	NA	0.971115052761402	0.975456849920222	0.973796530879875	0.920955838720094	0.848300300692308	0.757162043174717
NA	NA	0.969087780891529	0.9728413071503	NA	0.95052777823906	0.850772868250792	0.729432826909241
NA	NA	0.968395084031809	0.971375790732204	0.959673502934919	0.937601764223412	0.890402267266366	0.780828668004045
NA	NA	NA	0.96242628804315	0.960405242440683	0.952846421565336	0.898182529320703	0.806651005501224
NA	NA	0.95838604904532	0.959489280447984	0.967038343155801	0.951548093545238	0.87846131619755	0.789041059754062
NA	NA	0.965002120997959	0.95977954976244	0.971654447115735	0.946103862504921	0.900619052641476	0.79724363798178
NA	NA	0.954618789656126	0.964125354382926	0.966396595901027	0.937597638103604	0.893923216200442	0.748334571580203
NA	NA	0.969709725038287	0.96894379567913	0.962771030220898	0.937287954182372	0.870258463350046	0.745078107226602
NA	NA	0.9564770862506	0.96637754334214	0.952398640995184	0.948847757791919	0.88118802335093	0.729432826909241
NA	NA	0.967807878255756	0.967248826159257	NA	0.941514099766086	0.834909434869501	0.740084134199758
NA	NA	0.962362301456525	0.953975762644805	0.963761959283655	0.935678349175278	0.841603262836768	0.789468100609444
NA	NA	0.96937499497954	0.965688600309024	NA	0.890926383109717	0.890687071523671	0.779859808720446
NA	NA	0.985962599349114	0.972090555270797	0.974005288580187	0.952247792555562	0.894038871928925	0.781599820595665
NA	NA	NA	0.980905317265695	0.974357623995675	0.940381623109721	0.882252981501985	0.773984049438253
NA	NA	0.987521833894229	NA	NA	0.953285819082617	0.890872115437159	0.78160047051269
NA	NA	0.987087493227221	0.984183325655406	0.965065960958195	0.950480852853943	0.862221008644979	0.780828668004045
NA	NA	0.986810636286874	0.982632538838665	0.959690949708064	0.934808047680243	0.870258463350046	0.740084134199758
NA	NA	0.98307376015548	0.976893078177579	0.969731796036684	0.912345957657393	0.857343681971269	0.832061546533357
NA	NA	0.968239677128562	NA	0.971343742503502	0.938278553604996	0.834927161544383	0.79878211430386
NA	NA	0.981335341142412	0.966771842489236	0.973473465719669	0.946027950519749	0.832282325234487	0.810635503075506
NA	NA	0.984360849594391	0.975176293894724	0.962802636011499	0.941514099766086	0.859776046009219	0.839340939591401
NA	NA	0.983107979255827	0.977405891581408	0.954022848820745	0.933346234490619	0.876842885462586	0.838124145152469
NA	NA	0.984032244105648	0.977920084744425	0.975969818050115	0.919843520194462	0.851542550968267	0.806651005501224
NA	NA	0.961697389513005	0.967463443200251	0.96869729835991	0.951043325928592	0.863417533806758	0.789468100609444
NA	NA	0.967807878255756	0.962415692802579	NA	0.933756026780751	0.883997236119148	0.832061546533357
NA	NA	0.973281297739846	0.980026845154236	0.973796530879875	0.949709268957602	0.88118802335093	0.8453880945445
NA	NA	0.985855520809925	0.972090555270797	0.974357623995675	0.937387726343713	0.857343681971269	0.821412182489588
NA	NA	0.976561465140076	0.980184853496484	NA	0.940212002999609	0.833853785922119	0.802935210555048
NA	NA	0.976829819760335	0.98145137637741	0.963524527895363	0.938783516621537	0.843759774070876	0.81827332185293
NA	NA	0.981567329362442	0.980834186001814	0.960372421417818	0.91860262314034	0.89829999571776	0.789041059754062
NA	NA	0.979809156149306	0.974736610228594	0.968564692657676	0.940843824136589	0.885227952833116	0.779859808720446
NA	NA	0.978586968941635	0.954474182925019	NA	0.935678349175278	0.877496559215915	0.79878211430386
NA	NA	0.973641085496976	0.968675179767504	0.97250686331124	0.933346234490619	0.887106907776747	0.8453880945445
NA	NA	0.968396809204706	0.974963452379057	0.959054458300918	0.907269363395824	0.848300300692308	0.824033546397956
NA	NA	0.973357920228491	0.976784561725088	0.952496598844964	0.912656902697027	0.834909434869501	0.823123073214737
NA	NA	0.971168367245079	0.971788559124415	0.974205697315885	0.939542646580291	0.834927161544383	0.825206805831382
NA	NA	0.975913792872237	0.965341614981393	0.967982514687915	0.942902878106521	0.833853785922119	0.79724363798178
NA	NA	0.97661529690405	0.96075433310031	NA	0.926835682912221	0.770036620617387	0.781599820595665
NA	NA	0.97429313834876	NA	NA	0.918359158694045	0.854493656834271	0.810635503075506
NA	NA	0.962362301456525	0.968040642769804	NA	0.925687889452015	0.854191966072515	0.821412182489588
NA	NA	0.973281297739846	0.980905317265695	NA	0.905845896931756	0.847755532955688	0.824033546397956
NA	NA	0.979653070170523	0.980184853496484	NA	0.920955838720094	0.858574224341049	0.751567473870536
NA	NA	0.987678554699923	0.981465320631981	NA	0.890926383109717	0.850772868250792	0.725991601273746
NA	NA	0.988129395663034	0.980972625748568	NA	0.919843520194462	0.841603262836768	0.748334571580203
NA	NA	NA	NA	NA	0.907269363395824	0.832282325234487	0.671409900837656
NA	NA	0.989928283219494	0.974057247878654	NA	0.931025827109269	0.843759774070876	0.766895508153018
NA	NA	0.988720066944293	0.972291472916599	NA	0.915057550751929	0.770036620617387	0.760996756611089
NA	NA	0.986212328442792	0.975686494219556	NA	0.928402562462596	0.837748383043592	0.756444255763076
NA	NA	NA	0.978508585420629	NA	0.955066709272691	0.845177816044556	0.751567473870536
NA	NA	0.980957963296403	0.977090268016333	NA	0.94864719789151	0.817344820112117	0.727655268874822
NA	NA	0.982271847603111	0.970348877216843	NA	0.94899295536043	0.828584103488346	0.745078107226602
NA	NA	0.983731475443443	0.961795602789995	0.959673502934919	0.942148881728884	0.890402267266366	0.669933401970926
NA	NA	0.985892349071333	NA	0.965065960958195	0.95052777823906	0.890687071523671	0.785517701574407
NA	NA	0.973697275854415	NA	0.963524527895363	0.952247792555562	0.859776046009219	0.779538298593581
NA	NA	0.96937499497954	NA	NA	0.951043325928592	0.89829999571776	0.769179467203823
NA	NA	0.985855520809925	0.98145137637741	NA	0.912656902697027	0.854493656834271	0.725991601273746
NA	NA	0.979653070170523	0.981465320631981	0.956265880927165	0.931025827109269	0.837748383043592	0.727655268874822
NA	NA	NA	NA	NA	0.936258544675961	0.881646277614024	0.729432826909241
NA	NA	NA	0.979557922191155	0.950923630596434	0.956864307482266	0.885256390163896	0.716098114070514
NA	NA	NA	0.96499972505047	0.960846236859111	0.940506109568225	0.890627153794813	0.757401982767529
NA	NA	NA	0.974074717100922	NA	0.942156275370803	0.898182529320703	0.763619041943074
NA	NA	NA	0.977748158674026	0.968373482370724	0.939403808722046	0.894038871928925	0.757642617795489
NA	NA	NA	0.977841543920047	0.960266804279879	0.926760534239261	0.876842885462586	0.748334571580203
NA	NA	NA	0.978020181081953	0.969203981362874	0.937601764223412	0.885227952833116	0.745078107226602
NA	NA	NA	0.967535709438778	0.960405242440683	0.940381623109721	0.854191966072515	0.729432826909241
NA	NA	NA	0.96361835401724	0.959690949708064	0.933756026780751	0.845177816044556	0.740084134199758
NA	NA	NA	NA	0.960372421417818	0.939542646580291	0.881646277614024	0.789468100609444
NA	NA	NA	0.971645140028707	NA	0.915057550751929	0.874595939415597	0.779859808720446
NA	NA	NA	0.982905130285183	NA	0.936258544675961	0.898369647138691	0.781599820595665
NA	NA	NA	0.980834186001814	0.953452255322933	0.94382478993047	0.87846131619755	0.671409900837656
NA	NA	NA	0.980972625748568	0.955522805561735	0.954981450576802	0.882252981501985	0.669933401970926
NA	NA	NA	NA	0.960423993006021	0.949266340425947	0.851542550968267	0.716098114070514
NA	NA	NA	0.977191694667302	0.946086021132718	0.951268841157195	0.877496559215915	0.740084134199758
NA	NA	NA	0.962101631580077	0.931398195208189	0.935617535847579	0.847755532955688	0.771993050942634
NA	NA	NA	0.972323150270497	0.96037436422406	0.952846421565336	0.817344820112117	0.737887442075705
NA	NA	NA	0.977251726525436	0.953611668817738	0.953285819082617	0.885256390163896	0.754190413520734
NA	NA	NA	0.974181745281049	NA	0.949709268957602	0.874595939415597	0.766895508153018
NA	NA	NA	0.976755789447954	0.967038343155801	0.942902878106521	0.880418464895034	0.785517701574407
NA	NA	NA	0.961721394768531	0.969731796036684	0.928402562462596	0.900619052641476	0.757401982767529
NA	NA	NA	NA	0.968564692657676	0.956864307482266	0.890872115437159	0.789468100609444
NA	NA	NA	NA	NA	0.94382478993047	0.863417533806758	0.771993050942634
NA	NA	NA	0.969568907497373	0.956265880927165	0.946209154332533	0.887106907776747	0.797443462149652
