"position"	"cor_less_1seedling"	"cor_less_2seedling"	"cor_less_3seedling"	"cor_less_4seedling"	"cor_less_6seedling"	"cor_less_8seedling"
NA	NA	0.975283742890314	0.975176293894724	0.958727706498255	NA	NA
NA	NA	0.976887009713362	0.976784561725088	0.951656172640948	NA	NA
NA	NA	0.977124193429572	0.977036814190473	0.943662938868414	NA	NA
NA	NA	0.981850962700643	0.976955823166568	NA	NA	NA
NA	NA	0.962644113608121	NA	0.950813626199254	0.942755679745559	NA
NA	NA	0.95838604904532	0.970779086081139	0.964544743471899	NA	NA
NA	NA	0.981335341142412	0.959020407200776	0.962771030220898	0.943160282416817	NA
NA	NA	0.973357920228491	0.964511115716081	0.95932971993354	0.921654394690202	NA
NA	NA	0.980957963296403	0.970943113644831	0.953490352425011	NA	NA
NA	NA	0.980478263517143	0.971129951663881	0.953002903511251	0.946378298561279	NA
NA	NA	0.983238497841028	0.963366548300893	0.953960463185478	0.954390511138303	NA
NA	NA	0.981545359589565	0.942564549179045	0.940384456212751	NA	NA
NA	NA	0.983762995149047	0.975998608396469	0.960029514318367	0.95245135338183	NA
NA	NA	0.98361729173434	0.96894379567913	0.956948097950192	NA	NA
NA	NA	0.980137790020572	0.977405891581408	0.951656172640948	NA	NA
NA	NA	0.960435875369609	0.971788559124415	0.937535303142873	0.954274642729078	NA
NA	NA	0.976887009713362	0.978097871002238	NA	NA	NA
NA	NA	0.978555024837208	0.98036341653183	0.958819951754533	NA	NA
NA	NA	0.982323284320945	0.979559506708134	0.960344231821601	NA	NA
NA	NA	0.972382687739473	0.967558228209185	0.952398640995184	NA	NA
NA	NA	0.965002120997959	0.942351758306059	0.955384303769145	0.946378298561279	NA
NA	NA	0.984360849594391	0.967451692566228	NA	NA	NA
NA	NA	0.971168367245079	0.973042726124119	NA	NA	NA
NA	NA	0.982271847603111	0.971129951663881	0.939138679591378	NA	NA
NA	NA	0.982293529238892	0.963821785631047	0.934690136056009	0.950460550036657	NA
NA	NA	0.983349052378064	0.961612172948046	NA	0.951016455444954	NA
NA	NA	0.982965631797996	0.976432681273495	0.931612922174034	0.949538502397165	NA
NA	NA	0.983084344175223	0.96637754334214	0.943662938868414	NA	NA
NA	NA	NA	0.977920084744425	0.937535303142873	NA	NA
NA	NA	0.980226556964583	0.965341614981393	NA	NA	NA
NA	NA	0.970695307289799	0.969448867343626	0.942266098334355	0.939535622590231	NA
NA	NA	0.977124193429572	0.967005696336904	0.952114891763835	0.954390511138303	NA
NA	NA	0.978555024837208	0.963333575143906	NA	NA	NA
NA	NA	0.980725210027863	0.961486591200294	NA	NA	NA
NA	NA	0.969814246619507	0.962614977941028	NA	NA	NA
NA	NA	0.954618789656126	0.95102803164625	NA	NA	NA
NA	NA	0.983107979255827	0.966327991947725	0.947861124107176	NA	NA
NA	NA	0.975913792872237	0.963366548300893	NA	NA	NA
NA	NA	0.983731475443443	0.963821785631047	NA	NA	NA
NA	NA	0.983690551436886	0.947775219704102	NA	NA	NA
NA	NA	0.983427296195523	0.955105692981407	NA	NA	NA
NA	NA	0.986051986855487	0.967248826159257	NA	NA	NA
NA	NA	0.988015326894723	0.967463443200251	NA	NA	NA
NA	NA	0.986706792667568	0.96075433310031	NA	NA	NA
NA	NA	0.980384637436129	0.960692063369429	NA	NA	NA
NA	NA	0.961321206668341	0.964827076233164	0.963761959283655	NA	NA
NA	NA	0.981850962700643	0.962036423235317	0.961952892818232	0.936309919071817	NA
NA	NA	0.982323284320945	0.959093793421719	0.959518564236767	NA	NA
NA	NA	0.980725210027863	0.948079914537491	0.952472790530124	NA	NA
NA	NA	0.97232847072277	0.945174119485898	NA	NA	NA
NA	NA	0.969709725038287	0.956197888486973	0.947608723331823	NA	NA
NA	NA	0.984032244105648	0.942564549179045	0.956587088904645	NA	NA
NA	NA	0.97661529690405	0.961612172948046	0.959040783557986	NA	NA
NA	NA	0.985892349071333	0.947775219704102	0.950813626199254	NA	NA
NA	NA	0.971784421124992	0.961458502716062	0.958819951754533	NA	NA
NA	NA	0.972908602181521	0.953975762644805	0.942266098334355	NA	NA
NA	NA	0.975702944418217	0.962415692802579	NA	NA	NA
NA	NA	0.973504289807625	NA	0.962080192773834	NA	NA
NA	NA	0.969972177533341	0.981446649050156	NA	NA	NA
NA	NA	0.97060950161181	0.98178424073367	0.975227341070412	0.936903904272811	NA
NA	NA	0.969485308117924	0.980841271819895	0.973279428292414	0.917839136384776	NA
NA	NA	0.962644113608121	0.974732725458783	0.968197891919622	NA	NA
NA	NA	0.972382687739473	0.957904488636497	NA	NA	NA
NA	NA	0.969814246619507	0.969367721352074	0.95728784937314	0.926123360774959	NA
NA	NA	0.97232847072277	0.97829464903876	0.969403672751518	NA	NA
NA	NA	0.9564770862506	0.975998608396469	0.971346476634587	0.950460550036657	NA
NA	NA	0.961697389513005	0.976432681273495	0.964544743471899	NA	NA
NA	NA	0.97429313834876	0.955105692981407	0.960344231821601	0.936309919071817	NA
NA	NA	0.973697275854415	0.961458502716062	0.952114891763835	NA	NA
NA	NA	0.968760713871718	0.965688600309024	NA	NA	NA
NA	NA	0.96893728416841	0.980026845154236	0.962080192773834	NA	NA
NA	NA	0.968382394327101	0.968040642769804	0.974005288580187	NA	NA
NA	NA	0.971115052761402	0.975456849920222	0.973796530879875	NA	NA
NA	NA	0.969087780891529	0.9728413071503	NA	NA	NA
NA	NA	0.968395084031809	0.971375790732204	0.959673502934919	NA	NA
NA	NA	NA	0.96242628804315	0.960405242440683	NA	NA
NA	NA	0.95838604904532	0.959489280447984	0.967038343155801	0.951016455444954	NA
NA	NA	0.965002120997959	0.95977954976244	0.971654447115735	NA	NA
NA	NA	0.954618789656126	0.964125354382926	0.966396595901027	NA	NA
NA	NA	0.969709725038287	0.96894379567913	0.962771030220898	NA	NA
NA	NA	0.9564770862506	0.96637754334214	0.952398640995184	NA	NA
NA	NA	0.967807878255756	0.967248826159257	NA	NA	NA
NA	NA	0.962362301456525	0.953975762644805	0.963761959283655	0.935377444756468	NA
NA	NA	0.96937499497954	0.965688600309024	NA	NA	NA
NA	NA	0.985962599349114	0.972090555270797	0.974005288580187	NA	NA
NA	NA	NA	0.980905317265695	0.974357623995675	0.940311434338978	NA
NA	NA	0.987521833894229	NA	NA	NA	NA
NA	NA	0.987087493227221	0.984183325655406	0.965065960958195	0.949538502397165	NA
NA	NA	0.986810636286874	0.982632538838665	0.959690949708064	NA	NA
NA	NA	0.98307376015548	0.976893078177579	0.969731796036684	NA	NA
NA	NA	0.968239677128562	NA	0.971343742503502	0.936903904272811	NA
NA	NA	0.981335341142412	0.966771842489236	0.973473465719669	NA	NA
NA	NA	0.984360849594391	0.975176293894724	0.962802636011499	NA	NA
NA	NA	0.983107979255827	0.977405891581408	0.954022848820745	0.932866661196732	NA
NA	NA	0.984032244105648	0.977920084744425	0.975969818050115	NA	NA
NA	NA	0.961697389513005	0.967463443200251	0.96869729835991	NA	NA
NA	NA	0.967807878255756	0.962415692802579	NA	NA	NA
NA	NA	0.973281297739846	0.980026845154236	0.973796530879875	NA	NA
NA	NA	0.985855520809925	0.972090555270797	0.974357623995675	NA	NA
NA	NA	0.976561465140076	0.980184853496484	NA	NA	NA
NA	NA	0.976829819760335	0.98145137637741	0.963524527895363	NA	NA
NA	NA	0.981567329362442	0.980834186001814	0.960372421417818	0.917839136384776	NA
NA	NA	0.979809156149306	0.974736610228594	0.968564692657676	NA	NA
NA	NA	0.978586968941635	0.954474182925019	NA	0.935377444756468	NA
NA	NA	0.973641085496976	0.968675179767504	0.97250686331124	0.932866661196732	NA
NA	NA	0.968396809204706	0.974963452379057	0.959054458300918	NA	NA
NA	NA	0.973357920228491	0.976784561725088	0.952496598844964	NA	NA
NA	NA	0.971168367245079	0.971788559124415	0.974205697315885	NA	NA
NA	NA	0.975913792872237	0.965341614981393	0.967982514687915	NA	NA
NA	NA	0.97661529690405	0.96075433310031	NA	NA	NA
NA	NA	0.97429313834876	NA	NA	NA	NA
NA	NA	0.962362301456525	0.968040642769804	NA	NA	NA
NA	NA	0.973281297739846	0.980905317265695	NA	NA	NA
NA	NA	0.979653070170523	0.980184853496484	NA	NA	NA
NA	NA	0.987678554699923	0.981465320631981	NA	NA	NA
NA	NA	0.988129395663034	0.980972625748568	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	0.989928283219494	0.974057247878654	NA	NA	NA
NA	NA	0.988720066944293	0.972291472916599	NA	NA	NA
NA	NA	0.986212328442792	0.975686494219556	NA	NA	NA
NA	NA	NA	0.978508585420629	NA	NA	NA
NA	NA	0.980957963296403	0.977090268016333	NA	NA	NA
NA	NA	0.982271847603111	0.970348877216843	NA	NA	NA
NA	NA	0.983731475443443	0.961795602789995	0.959673502934919	NA	NA
NA	NA	0.985892349071333	NA	0.965065960958195	NA	NA
NA	NA	0.973697275854415	NA	0.963524527895363	NA	NA
NA	NA	0.96937499497954	NA	NA	NA	NA
NA	NA	0.985855520809925	0.98145137637741	NA	NA	NA
NA	NA	0.979653070170523	0.981465320631981	0.956265880927165	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	0.979557922191155	0.950923630596434	NA	NA
NA	NA	NA	0.96499972505047	0.960846236859111	0.939535622590231	NA
NA	NA	NA	0.974074717100922	NA	NA	NA
NA	NA	NA	0.977748158674026	0.968373482370724	NA	NA
NA	NA	NA	0.977841543920047	0.960266804279879	0.926123360774959	NA
NA	NA	NA	0.978020181081953	0.969203981362874	NA	NA
NA	NA	NA	0.967535709438778	0.960405242440683	0.940311434338978	NA
NA	NA	NA	0.96361835401724	0.959690949708064	NA	NA
NA	NA	NA	NA	0.960372421417818	NA	NA
NA	NA	NA	0.971645140028707	NA	NA	NA
NA	NA	NA	0.982905130285183	NA	NA	NA
NA	NA	NA	0.980834186001814	0.953452255322933	NA	NA
NA	NA	NA	0.980972625748568	0.955522805561735	0.954390511138303	NA
NA	NA	NA	NA	0.960423993006021	NA	NA
NA	NA	NA	0.977191694667302	0.946086021132718	NA	NA
NA	NA	NA	0.962101631580077	0.931398195208189	NA	NA
NA	NA	NA	0.972323150270497	0.96037436422406	NA	NA
NA	NA	NA	0.977251726525436	0.953611668817738	NA	NA
NA	NA	NA	0.974181745281049	NA	NA	NA
NA	NA	NA	0.976755789447954	0.967038343155801	NA	NA
NA	NA	NA	0.961721394768531	0.969731796036684	NA	NA
NA	NA	NA	NA	0.968564692657676	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	0.969568907497373	0.956265880927165	NA	NA
NA	NA	NA	0.980597181236944	0.953452255322933	NA	NA
NA	NA	NA	0.974736610228594	NA	NA	NA
NA	NA	NA	NA	0.967712876346986	NA	NA
NA	NA	NA	0.979557922191155	0.962625104818755	NA	NA
NA	NA	NA	0.977191694667302	0.946340943792803	NA	NA
NA	NA	NA	0.960269613412029	0.967934393714432	NA	NA
NA	NA	NA	0.969057622051488	0.959155556679268	NA	NA
NA	NA	NA	0.973857522226071	NA	NA	NA
NA	NA	NA	0.974561199359678	0.971654447115735	NA	NA
NA	NA	NA	0.969908434728921	0.971343742503502	NA	NA
NA	NA	NA	0.964191631513321	NA	NA	NA
NA	NA	NA	0.960703543448761	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	0.965873842509148	0.955522805561735	NA	NA
NA	NA	NA	0.97889714205987	NA	NA	NA
NA	NA	NA	0.954474182925019	0.966495050294303	NA	NA
NA	NA	NA	0.974057247878654	0.95983573878017	NA	NA
NA	NA	NA	0.96499972505047	0.933026931424709	NA	NA
NA	NA	NA	0.962101631580077	0.970759300486428	NA	NA
NA	NA	NA	0.960269613412029	0.965528306451442	NA	NA
NA	NA	NA	0.968221081512345	NA	NA	NA
NA	NA	NA	0.953541862327584	0.966396595901027	NA	NA
NA	NA	NA	0.964362433715042	0.973473465719669	NA	NA
NA	NA	NA	0.947836622201681	0.97250686331124	NA	NA
NA	NA	NA	0.962987627817282	NA	NA	NA
NA	NA	NA	NA	0.950923630596434	NA	NA
NA	NA	NA	NA	0.960423993006021	NA	NA
NA	NA	NA	0.960818708893165	0.967712876346986	NA	NA
NA	NA	NA	NA	0.966495050294303	NA	NA
NA	NA	NA	0.968675179767504	0.961134300334867	NA	NA
NA	NA	NA	0.972291472916599	0.953529241092872	NA	NA
NA	NA	NA	0.974074717100922	0.97298887347134	NA	NA
NA	NA	NA	0.972323150270497	0.962489083266818	NA	NA
NA	NA	NA	0.969057622051488	0.973757093804738	NA	NA
NA	NA	NA	0.968221081512345	0.962771030220898	NA	NA
NA	NA	NA	0.968483998299168	0.962802636011499	NA	NA
NA	NA	NA	0.96935770210965	0.959054458300918	NA	NA
NA	NA	NA	0.971266745214669	NA	NA	NA
NA	NA	NA	0.953870550507651	0.960846236859111	NA	NA
NA	NA	NA	0.948647457080557	0.946086021132718	NA	NA
NA	NA	NA	NA	0.962625104818755	NA	NA
NA	NA	NA	0.962802036350278	0.95983573878017	NA	NA
NA	NA	NA	0.972397810837165	0.961134300334867	NA	NA
NA	NA	NA	0.974963452379057	0.941266447487103	NA	NA
NA	NA	NA	0.975686494219556	0.950742591427519	NA	NA
NA	NA	NA	0.977748158674026	0.965877508949989	NA	NA
NA	NA	NA	0.977251726525436	0.96470380853689	NA	NA
NA	NA	NA	0.973857522226071	0.952398640995184	NA	NA
NA	NA	NA	0.953541862327584	0.954022848820745	NA	NA
NA	NA	NA	0.968483998299168	0.952496598844964	NA	NA
NA	NA	NA	0.973159389775342	NA	NA	NA
NA	NA	NA	0.974177233617012	NA	NA	NA
NA	NA	NA	0.967147504390192	0.931398195208189	NA	NA
NA	NA	NA	0.958729768860231	0.946340943792803	NA	NA
NA	NA	NA	NA	0.933026931424709	NA	NA
NA	NA	NA	0.964695380906577	0.953529241092872	NA	NA
NA	NA	NA	0.976792398533524	0.941266447487103	NA	NA
NA	NA	NA	0.976784561725088	0.954632981371849	NA	NA
NA	NA	NA	0.978508585420629	0.9467194530394	NA	NA
NA	NA	NA	0.977841543920047	0.954345229819819	NA	NA
NA	NA	NA	0.974181745281049	NA	NA	NA
NA	NA	NA	0.974561199359678	0.975969818050115	NA	NA
NA	NA	NA	0.964362433715042	0.974205697315885	NA	NA
NA	NA	NA	0.96935770210965	NA	NA	NA
NA	NA	NA	0.973159389775342	0.968373482370724	NA	NA
NA	NA	NA	0.971602375379578	0.96037436422406	NA	NA
NA	NA	NA	0.965444139642468	0.967934393714432	NA	NA
NA	NA	NA	0.947258878222124	0.970759300486428	NA	NA
NA	NA	NA	NA	0.97298887347134	NA	NA
NA	NA	NA	0.968332183573293	0.950742591427519	NA	NA
NA	NA	NA	0.97789463765997	0.954632981371849	NA	NA
NA	NA	NA	0.971788559124415	0.962854555745505	NA	NA
NA	NA	NA	0.977090268016333	0.975254238044019	NA	NA
NA	NA	NA	0.978020181081953	0.963761959283655	NA	NA
NA	NA	NA	0.976755789447954	0.96869729835991	NA	NA
NA	NA	NA	0.969908434728921	0.967982514687915	NA	NA
NA	NA	NA	0.947836622201681	NA	NA	NA
NA	NA	NA	0.971266745214669	0.960266804279879	NA	NA
NA	NA	NA	0.974177233617012	0.953611668817738	NA	NA
NA	NA	NA	0.971602375379578	0.959155556679268	NA	NA
NA	NA	NA	0.96424092324997	0.965528306451442	NA	NA
NA	NA	NA	0.957927097205549	0.962489083266818	NA	NA
NA	NA	NA	NA	0.965877508949989	NA	NA
NA	NA	NA	0.965102309040985	0.9467194530394	NA	NA
NA	NA	NA	0.976238361298121	0.962854555745505	NA	NA
NA	NA	NA	0.965341614981393	0.968618491374239	NA	NA
NA	NA	NA	0.970348877216843	NA	NA	NA
NA	NA	NA	0.967535709438778	NA	NA	NA
NA	NA	NA	0.961721394768531	NA	NA	NA
NA	NA	NA	0.964191631513321	NA	NA	NA
NA	NA	NA	0.962987627817282	0.969203981362874	NA	NA
NA	NA	NA	0.953870550507651	NA	NA	NA
NA	NA	NA	0.967147504390192	NA	NA	NA
NA	NA	NA	0.965444139642468	NA	NA	NA
NA	NA	NA	0.96424092324997	0.973757093804738	NA	NA
NA	NA	NA	0.948664053875887	0.96470380853689	NA	NA
NA	NA	NA	NA	0.954345229819819	NA	NA
NA	NA	NA	0.967756270519473	0.975254238044019	NA	NA
NA	NA	NA	0.967660635273297	0.968618491374239	NA	NA
NA	NA	NA	0.96075433310031	0.974005288580187	NA	NA
NA	NA	NA	0.961795602789995	0.973946587595209	NA	NA
NA	NA	NA	0.96361835401724	0.96978664034651	NA	NA
NA	NA	NA	NA	0.95046145894823	NA	NA
NA	NA	NA	0.960703543448761	0.962285778268049	NA	NA
NA	NA	NA	NA	0.969332517474707	NA	NA
NA	NA	NA	0.948647457080557	0.97092509439347	NA	NA
NA	NA	NA	0.958729768860231	0.967125433089804	NA	NA
NA	NA	NA	0.947258878222124	0.95932971993354	NA	NA
NA	NA	NA	0.957927097205549	0.955384303769145	NA	NA
NA	NA	NA	0.948664053875887	NA	NA	NA
NA	NA	NA	NA	0.961952892818232	NA	NA
NA	NA	NA	0.953089880694382	0.975227341070412	NA	NA
NA	NA	NA	0.961742413694512	0.974005288580187	NA	NA
NA	NA	NA	NA	0.974357623995675	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.965065960958195	NA	NA
NA	NA	NA	NA	0.959690949708064	NA	NA
NA	NA	NA	NA	0.969731796036684	NA	NA
NA	NA	NA	NA	0.971343742503502	NA	NA
NA	NA	NA	NA	0.973473465719669	NA	NA
NA	NA	NA	NA	0.962802636011499	NA	NA
NA	NA	NA	NA	0.954022848820745	NA	NA
NA	NA	NA	NA	0.975969818050115	NA	NA
NA	NA	NA	NA	0.96869729835991	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	0.973946587595209	NA	NA
NA	NA	NA	NA	0.974357623995675	NA	NA
NA	NA	NA	0.968040642769804	0.970476026632215	NA	NA
NA	NA	NA	NA	0.952412249261589	NA	NA
NA	NA	NA	0.971645140028707	0.965116005672499	NA	NA
NA	NA	NA	0.969568907497373	0.969961519545949	NA	NA
NA	NA	NA	0.965873842509148	0.969055083560358	NA	NA
NA	NA	NA	0.960818708893165	0.97512209706515	NA	NA
NA	NA	NA	0.962802036350278	0.957554617985852	NA	NA
NA	NA	NA	0.964695380906577	0.956182637985529	0.936131072815249	NA
NA	NA	NA	0.968332183573293	0.9748665274438	NA	NA
NA	NA	NA	0.965102309040985	NA	NA	NA
NA	NA	NA	0.967756270519473	NA	NA	NA
NA	NA	NA	0.953089880694382	0.96978664034651	NA	NA
NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	0.971308079573059	0.970476026632215	NA	NA
NA	NA	NA	0.980905317265695	0.946961460438659	0.95245135338183	NA
NA	NA	NA	NA	0.958962997271022	NA	NA
NA	NA	NA	0.982905130285183	0.96413542281068	NA	NA
NA	NA	NA	0.980597181236944	0.965306173437834	NA	NA
NA	NA	NA	0.97889714205987	0.960429716779873	0.936309919071817	NA
NA	NA	NA	NA	0.954492755580309	NA	NA
NA	NA	NA	0.972397810837165	0.952895674069742	NA	NA
NA	NA	NA	0.976792398533524	0.968279787671313	NA	NA
NA	NA	NA	0.97789463765997	0.956331393356412	NA	NA
NA	NA	NA	0.976238361298121	0.970553514305783	NA	NA
NA	NA	NA	0.967660635273297	0.95046145894823	NA	NA
NA	NA	NA	0.961742413694512	0.965065960958195	NA	NA
NA	NA	NA	NA	0.952412249261589	NA	NA
