Gene	BioVar_ZT2	BioVar_ZT4	BioVar_ZT6	BioVar_ZT8	BioVar_ZT10	BioVar_ZT12	BioVar_ZT14	BioVar_ZT16	BioVar_ZT18	BioVar_ZT20	BioVar_ZT22	BioVar_ZT24
AT5G50400	-1.822416	-2.558192	-2.950001	-2.894884	-4.542407	-2.173502	-2.934458	-2.44068	-1.547013	-0.8671521	-0.8120676	-2.670546
AT5G08120	-2.873563	-2.645836	-2.380609	-1.839879	-1.691554	-1.881099	-2.735821	-2.79498	-1.207622	-1.634308	-1.928127	-2.228258
AT2G22500	-1.404101	-1.008951	-0.3607123	-1.210613	-1.343063	-0.4659601	-1.078156	0.3068468	-1.455582	-0.7286577	-0.727372	0.6285756
AT3G02065	-1.66518	-2.959073	-2.987478	-2.625154	-2.878487	-2.026576	-2.37995	-3.305625	-3.375809	-4.528922	-2.800932	-4.199297
AT3G11030	-1.66518	-1.064434	-2.836319	-1.994176	-2.191388	-1.794175	-2.055371	-1.979128	-2.565239	-2.468161	-1.313812	-1.283322
AT3G60150	-0.9034632	-1.061537	-1.767971	-1.727987	-2.040797	-0.6305374	-2.262389	-1.518711	-1.763214	-1.161126	-1.450103	-1.889626
AT2G17820	-2.156445	-2.166548	-0.9894366	-0.5980695	-1.818121	-1.485453	-2.373457	-2.21995	-2.547069	-0.9310524	-2.656561	-1.72348
AT2G22300	-1.31407	-1.908259	-1.766373	-1.925363	-1.358164	-0.9772071	-2.002524	-2.611726	-1.837076	-2.44655	-2.473578	-1.486042
AT4G00450	-1.31407	-1.092093	-1.438117	-0.105379	-0.8301289	-0.4147141	-1.991095	-1.610079	-2.059017	-1.589254	-2.018376	-1.510168
AT5G51260	-1.31407	-1.874995	-2.426786	-1.761694	-2.623282	-1.009946	-2.135626	-2.299199	-2.464247	-2.324813	-1.153632	-1.198857
AT5G63190	-1.31407	-1.086413	-2.395343	-1.189651	-3.932245	-2.114405	-1.65682	0.05638539	-0.05754404	-0.6692558	0.1398087	-1.324233
AT1G17330	-2.058849	-2.136838	-1.542391	-1.501126	-2.2374	-2.004653	-1.278813	-1.691472	-1.939905	-1.631675	-2.024015	-1.882598
AT5G55060	-2.058849	-2.585401	-2.942351	-2.646127	-2.499514	-2.09437	-2.949049	-3.994338	-2.339459	-2.625063	-2.118577	-1.682043
AT5G56020	-2.058849	-0.8761102	-1.933553	-2.013188	-3.387699	-2.141785	-1.717986	-1.51558	-0.7695126	-1.712901	-0.3220918	-0.4314003
AT4G00800	-2.429488	-0.9846055	-1.404035	-0.06543899	-1.557747	-0.7539112	-1.000141	-2.643581	-2.178065	-2.263283	-2.762789	-1.764213
AT5G51180	-2.429488	-2.308996	-1.384965	-2.078474	-2.079437	-1.544101	-2.159209	-1.722177	-1.199738	-0.8243241	-1.819583	-1.86667
AT3G61850	-1.382442	-1.488706	-2.470397	-1.412823	-2.021938	-0.7122248	-1.053098	-0.8176418	-1.256322	-0.2539227	-0.7046372	-1.727882
AT5G65400	-1.382442	-1.22125	-2.328097	-2.953994	-3.273224	-1.086736	-1.677375	-2.082637	-0.325664	-2.886424	-1.590885	-2.481457
AT1G45233	-0.9320065	-2.082617	-2.492493	-2.881289	-3.680347	-2.72105	-3.000811	-2.314272	-2.509171	-2.703091	-1.442855	-2.063136
AT2G43190	-0.9320065	-2.010526	-1.640038	-1.709093	-2.054399	-2.202979	-2.252842	-1.756177	-2.193862	-1.089741	-1.035015	-2.386607
AT4G23550	-0.9320065	-0.6301211	-0.2532034	-0.8643246	-1.757348	0.2363548	-1.324121	-1.463584	-1.595817	-0.5170609	-1.00818	-0.2096779
AT1G58350	-2.29011	-1.973421	-3.468165	-0.8165269	-2.219144	-1.779692	-2.803001	-3.117367	-2.810384	-1.53944	-3.316363	-1.788718
AT1G05380	-1.740874	-1.91587	-2.341916	-0.6073245	-1.786507	-1.525924	-1.900673	-1.983717	-2.804862	-3.406372	-3.56258	-1.374773
AT1G22070	-1.740874	-1.312698	-1.759072	-2.037458	-1.33751	-1.414618	-1.997959	0.5935298	-1.44013	-1.563115	-1.010776	-1.302403
AT1G27840	-1.740874	-2.140122	-2.832967	-2.439756	-3.308457	-2.481213	-2.37339	-2.081576	-1.244812	-2.313259	-2.768861	-2.099386
AT2G32900	-1.740874	-2.310527	-2.267769	-1.696963	-2.594502	-2.158134	-2.130473	-2.850419	-2.053824	-2.232112	-1.966705	-2.79018
AT3G03360	-1.740874	-2.018111	-2.468627	-1.394665	-2.598127	-1.366016	-1.862177	-2.185855	-3.186704	-2.132422	-2.312715	-2.486235
AT3G06450	-1.740874	-3.417704	-2.146006	-1.519663	-2.6033	-1.449416	-2.255602	-2.322693	-2.251106	-2.350065	-2.596368	-1.837396
AT5G04540	-1.740874	-2.080981	-1.992292	-1.459489	-2.47632	-1.026576	-1.696441	-1.350656	-1.783104	-1.919859	-1.939986	-1.87725
AT1G69520	-0.6118416	-1.662988	-0.4821966	-0.2989073	-1.358026	0.2965874	0.08842399	-0.8639646	-0.02522748	-0.8327263	-0.7296921	0.1723131
AT4G28950	-0.6118416	-1.662988	-0.5563906	-1.865064	-1.900065	-0.03189582	-1.352958	-0.3205771	-1.460192	-0.7197296	0.2052268	NA
AT5G01250	-0.6118416	NA	0.1877482	-1.986397	NA	NA	-0.272004	NA	NA	0.4822409	0.8299044	0.3821178
AT5G10300	-0.6118416	-1.142433	-1.410253	-0.3837668	-2.641272	-1.586337	-0.6652333	-1.044512	-1.639299	-0.4145221	-0.6056334	-2.034869
AT5G40140	-0.6118416	-2.234826	-2.698844	-2.987632	-2.861714	-2.411051	-2.590996	-2.956382	-2.714075	-1.992436	-1.877706	NA
AT3G42950	-2.69327	-1.977247	-2.413141	-1.975789	-3.020745	-1.955626	-3.572411	-1.621344	-2.727229	-1.109164	-1.594837	-0.9047768
AT2G23755	-1.099891	-0.8667455	-1.198571	-1.495213	-0.982236	-1.15978	-1.748111	-1.515326	-1.014656	-1.257707	-0.33158	-2.822752
AT2G25270	-1.099891	-1.752109	-2.078592	-2.280299	-1.055066	-0.7438045	-1.930542	-0.08878014	-2.747635	-0.8236282	-0.502287	-2.019583
AT2G45720	-1.268574	-1.816169	-2.283741	-2.909878	-2.026766	-1.12519	-2.83886	-1.276113	-2.148597	-1.266929	-2.750641	-1.753642
AT1G11905	-1.944989	-1.912345	-1.90884	-2.545089	-2.489962	-1.806132	-3.090405	-1.99351	-1.80531	-1.441946	-1.525572	-1.932368
AT1G29760	-1.944989	-1.413562	-1.880013	-2.813597	-3.273477	-1.497468	-2.906962	-1.983533	-2.209129	-2.221647	-1.471176	-1.849582
AT1G49630	-1.944989	-1.926297	-1.752171	-0.4722534	-0.5958289	-0.9557944	-1.212306	-1.048717	-1.023078	-1.540633	-1.064924	-2.009048
AT3G14180	-1.944989	-3.518633	-2.567192	-2.928915	-3.120455	-2.054724	-4.037511	-1.12955	-1.280774	-1.007524	-1.849496	-0.9804534
AT5G23520	-1.944989	-3.177597	-1.939882	-2.475515	-2.779195	-3.121446	-2.812869	-2.146359	-1.944385	-2.676106	-2.13071	-3.427864
AT1G09280	-2.22227	-1.999259	-2.286316	-2.728404	-2.706082	-1.707755	-2.507434	-1.246335	-0.1008209	-0.261311	-0.4704022	-0.125439
AT3G08670	-2.22227	-0.9766922	-3.505586	-0.8330396	-1.760711	-0.4272997	-1.567202	-1.201593	-2.545841	-0.9329496	-1.429263	-1.080989
AT4G23490	-2.22227	-1.581211	-2.251428	-1.311431	-1.945392	-0.727636	-1.84758	-2.715939	-2.481218	-1.277894	-1.965849	-3.257329
AT1G80010	-1.992848	-1.999259	-3.05807	-1.522501	-1.840034	-1.296328	-2.649065	-2.406868	-2.582321	-2.008646	-3.099455	-2.66646
AT3G13160	-1.992848	-1.881295	-0.809299	-2.243503	-1.428492	-0.5769239	-1.629067	0.2588604	-0.8296923	-0.2136373	-2.03906	-0.7193801
AT5G64430	-1.992848	-0.4660846	-1.761866	-0.8330396	-1.851154	-1.207277	-1.108915	-2.090282	-1.39404	-1.622364	-1.528523	-1.130054
AT1G53200	-0.8003818	-2.397111	-2.730874	-2.488729	-1.940344	-1.324793	-2.847947	-1.809154	-2.331104	-2.229502	-1.377042	-0.8647689
AT4G17695	-0.8003818	-1.700895	-2.698443	-2.188475	-1.63338	-0.4763998	NA	-1.887767	-1.553004	NA	NA	NA
AT5G51910	-0.8003818	-2.425137	-2.063717	-1.372015	NA	-1.514579	-2.502788	-2.255704	-3.072679	-1.12284	-0.1357314	-0.6437289
AT5G63830	-0.8003818	-1.905446	-2.298781	-3.096542	-2.566201	-3.045847	-1.628857	-2.998649	-1.787383	-2.02178	-1.630109	-2.200504
AT3G04560	-1.881094	-2.832386	-2.026676	-2.551176	-2.841325	-1.362203	-2.957521	-1.424038	-1.18937	-1.52382	-0.4330514	-3.268354
AT1G17760	-2.83863	-2.049972	-1.826059	-1.354839	-2.018027	-1.376052	-1.994007	-1.470095	-2.232633	-2.1941	-1.736716	-1.600762
AT3G44400	-2.83863	-0.9607179	-1.661943	-1.12135	-2.233116	-1.865985	-1.782441	-2.650527	-2.994854	-1.66031	-1.866544	-2.142431
AT4G16444	-2.83863	-1.796812	-1.657163	-0.9640611	-1.671517	-1.900255	-1.836151	-1.680813	-1.284107	-2.867813	-1.963465	-0.7060023
AT2G42170	-0.6245739	-1.822473	-2.110633	-2.10903	-2.054399	-1.179156	-0.6662408	-1.63657	-0.8041451	-0.429728	-0.9977447	-0.9959049
AT2G47230	-0.6245739	-1.373347	-1.712887	NA	-1.63338	-1.586337	-2.077845	-1.336568	-2.96607	NA	NA	NA
AT4G02460	-0.6245739	-3.402984	-2.220337	NA	-2.930195	-2.114405	NA	NA	-2.64026	NA	NA	NA
AT5G09260	-2.073222	-2.69011	-1.345209	-1.509956	-3.834963	-0.8326766	-3.309075	-3.432989	-0.3837893	-2.218956	-1.646336	-1.691645
AT5G52280	-2.073222	-2.139542	-3.073477	-1.319097	-2.031918	-1.02271	-1.533136	-1.701032	-3.12463	-1.633756	-1.556216	-0.8979381
AT5G62500	-2.073222	-1.941578	-1.598639	-1.650401	-2.191388	-1.990688	-2.057554	-1.005985	-2.254504	-1.212538	-2.1926	-1.243115
AT1G71180	-1.118393	-2.057758	-3.06191	-2.589332	-2.037835	-2.231786	-1.275218	-1.367743	-1.614687	-1.166096	-2.431026	-2.27044
AT2G18850	-1.118393	-4.044279	-2.481367	-3.136019	-2.926587	-1.70854	-1.66578	-2.395438	-2.118008	-1.7138	-1.831886	-1.737776
AT4G19380	-1.118393	-2.119591	-1.22969	-2.092474	-1.492996	NA	-1.022243	-1.179981	-2.444271	-1.666774	-1.264683	-2.713534
AT1G30090	-3.136533	-1.766806	-3.89495	-2.315618	-3.074143	-2.062813	-4.507166	-2.779662	-1.835263	-2.205505	-1.638068	-2.534136
AT1G76040	-1.093088	-1.738999	-1.38946	-1.783695	-1.496627	-1.246559	-0.721873	-1.47603	-1.721127	-0.2125403	-1.093506	-1.622195
AT3G23255	-1.093088	-2.255522	-2.492493	-2.019115	-2.27562	-2.104379	-1.348049	-0.9912028	-1.391607	0.1861427	0.3644323	0.5165282
AT3G61150	-1.093088	-2.835796	-2.660565	-2.750666	-1.778093	-1.518779	-2.002524	-1.635769	-1.324072	-0.9879323	-0.5565562	-1.294949
AT4G33690	-1.093088	-1.351332	-2.681506	-2.399195	-2.608541	-1.622125	-4.211621	-2.1512	-2.876508	-1.311615	-1.036085	-1.896495
AT1G11760	-1.625618	-2.832691	-2.190506	-1.473127	-2.147921	-2.344178	-2.37243	-3.259027	-2.467439	-1.679698	-1.276574	-1.946303
AT5G41070	-1.625618	-2.521104	-1.027649	-2.78599	-2.09696	-1.172343	-2.088787	-1.618802	-1.822744	-2.648057	-1.135698	-1.022517
AT5G44180	-1.625618	-1.666027	-1.63115	-0.6378721	-1.79439	-0.70854	-1.812698	-2.181543	-2.396658	-1.574224	-2.347405	-2.616593
AT5G63970	-1.625618	0.2839734	-0.9749251	-0.1189189	-1.546795	0.6098676	0.547721	0.7075161	-0.06260222	0.8108584	1.219252	-1.350432
AT5G17930	-2.949649	-2.728652	-1.252949	-1.702474	-1.473299	-2.120681	-2.827459	-1.96327	-2.712006	-2.360322	-2.373618	-1.600762
AT2G29070	-0.7284367	-1.337378	-2.629587	-2.856852	-2.990101	-1.673744	-1.753062	-1.826241	-1.514258	-1.301692	-0.4389581	-1.673223
AT3G62470	-0.7284367	-3.891897	-2.16898	-1.904391	-2.476271	-3.219479	-2.853975	-2.852221	-2.251223	-3.117271	-2.556497	-2.951779
AT2G17880	-0.9068404	-1.679868	-2.195605	-1.998403	NA	NA	-0.9122192	0.4734652	-0.3303087	0.2516898	0.1752803	0.4871168
AT3G07550	-0.9068404	-2.023743	-2.478105	-3.291623	-2.91636	-1.533729	-2.678731	-1.271844	-1.902287	-1.765372	-2.377042	-3.82718
AT1G68080	-1.355489	-2.542065	-3.309104	-2.132834	-3.171411	-1.170288	-2.718765	-2.525393	-2.149356	-2.063949	-0.5580953	-2.277648
AT1G73730	-2.46793	-3.018369	-3.389394	-3.220831	-3.833579	-2.217657	-1.914613	-4.263884	-2.175831	-2.614179	-2.51798	-2.583206
AT2G19950	-2.46793	-2.893431	-3.04927	-2.268138	-2.505748	-1.209728	-1.612969	-1.67953	-3.094122	-1.671144	-1.275262	-1.85451
AT3G54860	-2.46793	-2.24256	-2.534304	-1.901763	-2.927201	-1.709869	-2.565603	-3.622241	-2.175028	-2.186542	-3.505061	-1.525111
AT1G50730	-1.475009	-2.279798	-2.220025	-1.408319	-3.542788	-1.82018	-2.892647	-2.515613	-2.721357	-2.705813	-1.514324	-2.810616
AT1G52500	-1.475009	-2.280515	-2.04534	-2.312681	-3.003563	-2.817865	-4.15443	-3.185086	-2.058584	-1.763322	-1.019889	-1.391409
AT1G74940	-1.475009	-1.854993	-1.249547	-1.729544	-1.917416	-1.53289	-1.881748	-0.4966374	-1.769528	-0.1550947	-0.8686055	-1.604593
AT3G23740	-0.8412051	-2.616293	-2.359903	-0.9210969	-1.902811	-2.154955	NA	NA	-4.016932	NA	NA	NA
AT4G26810	-0.8412051	-1.109314	-1.670975	-0.7928547	-1.586588	-0.165758	-0.9355417	0.07188288	-1.570212	0.261913	-1.629086	-1.585773
AT5G08770	-0.8412051	-1.374171	-1.924157	-1.4272	-1.904074	-1.075653	-1.920688	-0.4207797	-0.3293231	0.2000901	0.3326229	-0.6650258
AT5G67640	-0.8412051	-1.878157	-1.285562	-0.6435611	-2.250296	-1.506294	-1.28407	-1.827696	-1.949722	-1.274265	-0.6737522	-0.3755196
AT2G40950	-2.82288	-3.317592	-2.183101	-2.172417	-2.68712	-1.042707	-2.310929	-1.748476	-1.965849	-1.77559	-2.282997	-2.146837
AT3G27420	-1.765521	-1.364455	-1.024726	-3.081195	-3.326382	-2.004653	-3.02351	-2.211514	-1.087473	-2.202583	-0.4105823	-1.064253
AT4G36870	-1.765521	-2.344209	-2.336202	-1.873263	-2.065535	-2.187941	-1.186628	-2.625039	-1.974031	-1.256118	-1.716618	-2.027031
AT4G38200	-1.765521	-1.364455	-1.598639	-0.6067656	-1.557747	-1.011044	-2.807746	-1.393222	-2.636644	-1.244517	-1.867795	-1.693976
AT5G41870	-2.307901	-1.739503	-2.121761	-0.7980369	-1.710325	-1.482021	-1.954324	-2.699954	-1.802568	-1.718897	-0.8320377	-1.87796
AT1G11180	-0.9639321	-2.25803	-1.919669	-2.322926	-1.309263	-0.6058752	-0.6430988	-1.070879	0.07049169	-1.912503	-2.243407	-0.09227524
AT4G32300	-0.9639321	-1.487259	-0.7935372	-1.871744	-1.110686	0.5285298	-2.934458	-2.28993	-2.118965	-2.35768	-3.153971	-2.568444
AT4G14330	-0.6123736	-1.957736	-1.094099	-0.8569027	-0.8424745	-0.69904	-3.630943	-1.685433	-1.75865	NA	NA	NA
AT5G04340	-0.6123736	NA	-0.6177608	3.257084	-2.083555	0.4672772	-1.853983	NA	NA	NA	NA	NA
AT1G07630	-1.148742	-1.839537	-1.90884	-1.810263	-3.217118	-0.4612081	-1.706184	-1.851151	-2.266337	-1.819007	-1.196026	-1.150204
AT3G26330	-0.8717143	0.1539393	0.09481642	0.08703977	-1.507672	0.7867866	-0.0415838	0.120919	-0.06117932	0.7462588	-0.2156669	-1.112
AT4G10400	-0.8717143	-1.337378	-1.909195	-2.869264	-2.466472	-1.623527	-2.43634	-1.781064	-1.392582	-2.108283	-1.942755	-1.95552
AT4G17230	-0.8717143	-1.080926	-1.913237	-0.7980369	-2.123966	-1.45113	-0.6429436	-2.394949	-2.263577	-1.458731	-1.577215	-1.49081
AT1G48950	-2.103869	-3.066447	-2.934931	-2.059129	-1.957483	-2.116418	-2.987887	-2.484993	-1.167326	-2.893593	-2.821347	-2.865719
AT3G60350	-2.103869	-1.905599	-3.408416	-1.165071	-2.246115	-1.440145	-2.512959	-2.628302	-2.444025	-2.241061	-2.566247	-2.334762
AT4G34570	-2.103869	-2.919482	-1.974964	-1.841615	-1.778093	-1.608812	-2.874615	-1.421684	-2.522165	-1.335456	-1.897159	-2.069089
AT5G08390	-1.95642	-2.604543	-2.547177	-0.9543339	-2.72579	-2.136664	-1.968239	-2.393287	-3.378867	-2.288046	-2.787493	-3.818637
AT5G08750	-1.95642	-2.360777	-2.435501	-1.526255	-3.279373	-2.102543	-3.025467	-2.522783	-2.508185	-3.01123	-2.356442	-3.293685
AT1G14170	-1.098129	-1.667143	-1.363771	-2.064648	-3.967915	-0.7771802	-2.702135	-0.7545152	-1.048064	-0.7183253	-1.168038	-0.4624864
AT4G00020	-1.098129	-3.533746	-2.107599	-0.9864682	-1.747095	-2.26146	-2.468323	-1.427976	-2.831364	-1.790454	-2.254374	-1.716465
AT5G63960	-1.098129	-2.324572	-1.32359	-0.6900014	-1.945399	-1.94826	-2.710781	-1.098578	-2.807798	-1.578525	-2.164414	-2.112741
AT5G66810	-3.994533	-2.890039	-2.963825	-2.172417	-2.2374	-2.355282	-2.614891	-3.526461	-2.319168	-1.823792	-1.968998	-2.29732
AT1G12160	-0.708054	-0.5101321	-1.862765	-2.283603	-2.290445	-0.8924399	-0.8808851	-0.1293425	-0.9361454	0.7024108	0.5104831	-1.96615
AT5G03800	-0.708054	-2.069098	-2.354489	-2.750555	-1.485501	-1.53354	-2.15667	-1.722072	-1.442907	-2.047279	-1.79668	NA
AT5G15510	-0.708054	-1.721018	-2.041122	-1.840855	-1.081613	-2.253481	-2.357647	-1.218519	-2.659565	-1.25994	-0.7125714	-2.828957
AT1G70300	-1.729381	0.07411621	-1.357923	-2.602037	-1.116374	0.05153852	-1.525718	-0.7955628	-0.6813583	0.3733172	0.4354123	-0.2156073
AT1G73820	-1.729381	-1.77074	-2.857612	-1.99726	-2.792045	-0.7456377	-2.646692	-0.5938685	-1.587328	-2.133116	-1.229838	-0.2779107
AT2G36810	-1.729381	-1.101525	-2.012482	-0.4205635	-1.356133	-1.844935	-1.650906	-1.999796	-2.231733	-2.348583	-1.711901	-2.62163
AT4G28820	-1.245875	-1.195642	-1.373522	-1.212418	-2.524254	-0.7331121	-1.469511	-0.5787902	0.005394754	-1.196224	-1.156939	-2.04103
AT1G68910	-2.745477	-2.901962	-3.436842	-1.635786	-2.471201	-1.877922	-3.213781	-2.369683	-3.776441	-2.472777	-2.732052	-1.937397
AT3G15940	-2.745477	-1.358637	-2.750003	-2.029292	-1.340966	-1.388499	-1.946335	-0.3971957	-3.431542	-1.196631	-2.768302	-1.964566
AT3G21160	-3.057345	-1.775056	-2.376319	-1.388819	-2.675776	-2.247982	-1.834087	-3.405787	-2.383939	-2.70205	-2.351752	-1.804031
AT1G03950	-2.527655	-0.9846055	-2.794155	-1.154619	-2.394287	-2.753708	-1.927303	-3.050295	-1.979009	-0.6716634	-1.210307	-2.43465
AT3G12020	-2.527655	-2.066821	-2.992964	-1.978217	-2.129582	-1.364779	-2.513615	-2.447024	-3.021236	-2.570089	-1.819513	-2.11906
AT5G60580	-2.527655	-1.539718	-1.877282	-2.067898	-3.20263	-0.4172866	-2.427743	-1.653884	-1.808215	-2.404867	-3.689091	-3.186391
AT1G19100	-1.22192	-2.102525	-1.922318	-1.160668	-2.663846	-2.203394	-3.157491	-2.188048	-3.099401	-1.863509	-3.211297	-2.529787
AT3G11890	-1.22192	-1.377496	-2.717886	-1.846168	-2.666651	-0.782633	-2.278783	-2.912994	-2.716684	-2.291745	-2.734084	-1.871936
AT4G21900	-1.22192	-1.954614	-2.651629	-2.272983	-2.613952	-1.36878	-2.088787	-1.821596	-2.932123	-1.97399	-1.785344	-2.146067
AT2G20780	-1.410023	-2.493829	-2.582246	-2.354614	-3.544307	-2.360443	-1.829102	-2.657421	-3.19129	-1.302439	-2.276515	-2.52137
AT2G42670	-1.410023	-1.360673	-1.963692	-2.451276	-2.043722	-1.107799	-2.667565	-3.778161	-3.404048	-2.018067	-0.8615354	-1.751176
AT3G07990	-1.410023	-2.902772	-2.17316	-2.457381	-2.913139	-2.011023	-1.276161	-0.7148462	-1.770884	-1.213984	-1.225329	-0.335554
AT3G61610	-1.410023	-1.999259	-2.678477	-2.576401	-1.431068	-0.5539006	-2.425025	-1.78185	-1.636491	-1.624231	-0.646116	-2.027796
AT1G08592	-0.65039	-1.932966	-1.862765	-1.789816	-1.64219	NA	-2.124118	-0.5693862	-2.414571	-0.4792526	-1.496732	-0.4310701
AT1G30720	-0.65039	NA	NA	NA	NA	NA	-0.8434439	-0.243816	NA	0.1663303	-0.3189075	0.5854999
AT1G62010	-0.65039	-2.790225	-2.724191	-2.623803	-1.598064	-2.334743	-2.115092	-1.994936	-2.002663	NA	NA	NA
AT2G41990	-0.65039	-0.7989854	-0.025589	-0.3183637	-0.224262	NA	1.959906	NA	NA	NA	NA	NA
AT5G50840	-2.068934	-3.558828	-1.462899	-2.039159	-1.984901	-1.316345	-2.812568	-1.240292	-1.501535	-1.400506	-2.276515	-1.851804
AT5G63120	-2.416574	-3.199795	-2.312903	-1.698695	-1.902598	-1.308752	-2.474491	-2.398083	-3.94345	-1.232968	-1.281225	-2.153775
AT5G10710	-1.611525	-2.324358	-1.599271	-3.090974	-2.697233	-1.617939	-2.477522	-2.28111	-2.50864	-1.689987	-1.350354	-2.422855
AT1G19750	-1.709601	-2.178432	-2.98801	-2.76781	-2.713171	-1.871058	-2.170311	-3.265123	-1.57272	-1.759723	-2.373813	-1.956833
AT4G00550	-1.709601	-2.346679	-3.554374	-2.877672	-3.675376	-2.721424	-2.138481	-2.375066	-2.546037	-1.812801	-1.375617	-2.942819
AT5G52430	-1.709601	-1.752109	-2.796228	-2.96064	-3.217118	-1.170288	-2.427743	-2.133171	-1.762581	-1.561547	-1.513276	-1.695915
AT1G32870	-1.594557	-2.944743	-1.653635	-2.05577	-3.295871	-1.957348	-1.252431	-2.070039	-0.9886082	-2.447524	-1.481907	-2.066291
AT1G70250	-1.594557	-2.641701	-2.478525	NA	NA	NA	NA	NA	NA	-1.992436	-1.510446	-1.508323
AT2G01080	-1.594557	-1.530582	-2.355065	-0.9781865	-1.907327	-1.154958	-2.696526	-1.622592	-2.394095	-1.01864	-2.699186	-2.429067
AT3G51390	-1.594557	-1.371045	-1.931855	-2.161381	-3.436438	-1.123385	-2.730544	-0.6903775	-2.761463	-1.387858	0.4874614	-1.187583
AT5G19260	-1.594557	-0.8067818	-0.8405226	-1.826808	-1.752996	0.1656273	-1.252105	-1.518711	-1.696058	-0.6012046	-0.8005796	-1.014331
AT5G58320	-1.594557	-0.9422163	-1.568871	-1.551587	-3.099372	-0.05566768	-2.148976	-0.5091827	-0.9483512	-0.09067578	-0.02829898	-1.27545
AT2G47020	-0.9224797	-1.887381	-2.698844	-3.960091	-2.471201	-1.795028	-2.914927	-3.129081	-2.723954	-2.754712	-1.82978	-1.689765
AT3G09070	-0.9224797	-2.151012	-2.044062	-0.9481039	-1.318111	-0.6622457	-4.389036	-1.303696	-2.566237	-1.243921	-1.308133	-2.175459
AT1G68720	-2.687924	-2.04311	-2.12259	-1.109888	-1.518994	-1.402209	-2.191031	-1.987894	-2.740141	-2.7283	-3.598617	-2.10926
AT4G33240	-2.687924	-1.574815	-2.447421	-0.9140926	-1.512834	-1.286557	-1.692046	-2.815774	-2.795217	-1.704584	-3.001576	-2.5784
AT1G70340	-1.474697	-2.698118	-2.71324	-1.65832	-3.504365	-1.846858	-2.631052	-1.627817	-3.537253	-2.38803	-0.6718684	-1.744492
AT1G01010	-1.805228	-0.3560556	-2.326893	-3.291623	-2.301276	-0.1248141	-0.9811392	-0.8452089	-1.141216	0.7340523	1.269414	-0.3594411
AT2G17520	-1.805228	-1.779492	-2.82541	-1.643327	-3.598254	-0.2537672	-0.9624482	-1.571791	-1.018727	-1.415185	-0.7284123	-2.538289
AT2G33110	-1.805228	-3.507723	-2.051934	-2.507183	-2.164011	-1.009452	-1.455034	-2.542224	-1.875123	-1.643519	-1.505804	-2.174736
AT4G26455	-1.805228	-2.427208	-2.220025	-1.561756	-3.072926	-1.910781	-1.901692	-0.9071982	-2.359339	-2.061996	-1.247264	-1.25533
AT5G60700	-1.805228	-2.042527	-3.076709	-2.576401	-2.877279	-0.8436177	-2.681335	-2.155761	-2.016132	-1.768993	-0.9762952	-1.959341
AT2G26030	-1.641941	-1.09057	-2.15701	-1.702877	-2.187138	-1.193533	-1.757071	-1.52791	-2.398666	-0.1941603	-0.6956125	-3.099536
AT2G26460	-1.641941	-2.710253	-3.173937	-1.680532	-1.252738	-2.993663	-3.040727	-2.138049	-2.302943	-2.863025	-2.867436	-2.725889
AT3G55740	-1.641941	-1.870935	-1.127383	-3.455086	-3.067306	-0.3715122	-2.069343	-0.8675591	-1.993258	-0.7514173	-1.07653	-1.969409
AT5G01670	-1.641941	-1.933118	-3.083442	-2.446046	-2.312078	-1.84839	-1.983187	-2.428952	-1.373433	-1.363547	-1.686765	-1.11919
AT3G26990	-1.19139	-3.423448	-2.825819	-1.329879	-2.134758	-2.213972	-2.754361	-2.480858	-2.042581	-2.510583	-3.247194	-2.105672
AT3G27520	-1.19139	-2.328072	-2.646844	-1.509064	-1.984733	-2.149101	-2.551352	-1.419236	-1.9146	-2.275472	-1.231036	-2.134121
AT4G39160	-1.19139	-2.496939	-2.328097	-1.182752	-2.432678	-1.348288	-3.190668	-3.68367	-2.471589	-1.563115	-1.531762	-1.743534
AT2G18380	-0.6982125	-1.482038	-1.712887	NA	-2.599368	NA	NA	-0.4655547	NA	-0.6448709	NA	-1.52395
AT3G46640	-0.6982125	-1.126694	-2.095259	-1.85467	-2.30912	-0.6185781	-2.460167	-1.71779	-1.996671	-1.689987	-2.890015	-1.561105
AT5G38640	-2.152163	-1.67838	-1.862128	-0.8691655	-0.7984145	-1.710973	-1.757379	-2.019732	-1.289836	-2.497549	-1.494331	-1.501867
AT1G25540	-1.59085	-1.870111	-1.901422	-0.4858005	-1.783221	-0.4434961	-2.162127	-3.027854	-3.12463	-2.71669	-1.528228	-2.115673
AT2G25660	-1.59085	-2.361548	-1.573705	-0.3735529	-1.015252	-1.184439	-2.243891	-2.493185	-2.273204	-2.315428	-2.651568	-2.022286
AT1G03530	-1.043149	-2.94098	-1.329992	-1.602586	-1.357256	-0.7220123	-3.002384	-1.053003	-1.742638	-1.798676	-2.656251	-2.249754
AT5G08630	-1.043149	-1.93341	-2.335856	-1.055113	-2.476271	-2.020181	-2.960693	-1.615255	-2.656827	-2.05536	-2.111879	-2.051846
AT1G02740	-1.069972	-1.180465	-2.989577	-3.212136	-2.891624	-2.449651	-3.001866	-2.342013	-2.695672	-1.34237	-1.195044	-1.879423
AT2G45500	-1.069972	-2.528033	-4.295261	-2.682807	-4.66281	-1.215452	-1.341703	-1.894345	-3.164714	-2.21861	-0.9480098	-1.957378
