tracking_id	FPKM_ZT0_seedling4	TPM_ZT0_seedling4	Raw_ZT0_seedling4
ERCC-00002	890.51	1042.746558	2775
ERCC-00003	95.5469	111.8810582	194
ERCC-00004	722.039	845.4747078	629
ERCC-00009	40.1432	47.00585465	105
ERCC-00012	0	0	0
ERCC-00013	0.426035	0.498867536	1
ERCC-00014	0	0	0
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	0.647013	0.757622687	1
ERCC-00022	21.949	25.70127702	41
ERCC-00024	0	0	0
ERCC-00025	1.05321	1.233260831	7
ERCC-00028	0.273749	0.320547582	1
ERCC-00031	0.296036	0.346644642	1
ERCC-00033	0	0	0
ERCC-00034	0.975166	1.141874869	3
ERCC-00035	3.17787	3.7211407	13
ERCC-00039	1.10427	1.29304976	2
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	44.7465	52.39610881	95
ERCC-00043	39.7245	46.51557607	92
ERCC-00044	1.37589	1.61110438	5
ERCC-00046	618.063	723.7235583	522
ERCC-00048	0	0	0
ERCC-00051	19.1258	22.3954387	5
ERCC-00053	2.02739	2.373981139	4
ERCC-00054	0	0	0
ERCC-00057	0	0	0
ERCC-00058	0	0	0
ERCC-00059	3.77457	4.41984916	4
ERCC-00060	32.0944	37.58107728	26
ERCC-00061	0	0	0
ERCC-00062	6.84748	8.018086491	15
ERCC-00067	1.22592	1.435496356	2
ERCC-00069	0	0	0
ERCC-00071	7.79337	9.125680501	11
ERCC-00073	0.691681	0.809926876	1
ERCC-00074	3351.25	3924.160765	2895
ERCC-00075	0	0	0
ERCC-00076	27.7159	32.45405366	45
ERCC-00077	0	0	0
ERCC-00078	2.00293	2.345339596	6
ERCC-00079	8.91118	10.43458498	15
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	0.656214	0.768396638	2
ERCC-00085	0.421956	0.494091214	1
ERCC-00086	0	0	0
ERCC-00092	15.649	18.32426462	52
ERCC-00095	10.6515	12.47242026	10
ERCC-00096	839.699	983.2491965	2872
ERCC-00097	0	0	0
ERCC-00098	0	0	0
ERCC-00099	2.48947	2.915055725	9
ERCC-00104	0	0	0
ERCC-00108	61.8407	72.41263666	186
ERCC-00109	0	0	0
ERCC-00111	29.7738	34.86376062	89
ERCC-00112	4.83871	5.665908522	16
ERCC-00113	481.005	563.234897	1120
ERCC-00116	2.49626	2.923006505	16
ERCC-00117	0	0	0
ERCC-00120	0	0	0
ERCC-00123	0	0	0
ERCC-00126	0.303109	0.354926802	1
ERCC-00130	1055.66	1236.129669	3557
ERCC-00131	11.0464	12.93483013	24
ERCC-00134	0	0	0
ERCC-00136	57.2465	67.03303818	166
ERCC-00137	0	0	0
ERCC-00138	0	0	0
ERCC-00142	0	0	0
ERCC-00143	0.901416	1.055516986	2
ERCC-00144	3.23734	3.790777355	4
ERCC-00145	39.1479	45.84040379	120
ERCC-00147	0	0	0
ERCC-00148	1.68099	1.968362552	2
ERCC-00150	0	0	0
ERCC-00154	0.770286	0.901969742	1
ERCC-00156	0	0	0
ERCC-00157	0.308492	0.361230049	1
ERCC-00158	0	0	0
ERCC-00160	0	0	0
ERCC-00162	7.67991	8.99282402	6
ERCC-00163	0.839436	0.982941236	1
ERCC-00164	0	0	0
ERCC-00165	2.49836	2.925465509	6
ERCC-00168	0	0	0
ERCC-00170	0.867254	1.015514844	2
ERCC-00171	376.21	440.5247359	433
AT1G01010	9.82764	11.50771781	52
AT1G01020	6.9328	8.117992316	39
AT1G01030	3.90049	4.567295732	21
AT1G01040	9.45986	11.07706422	200
AT1G01046	8.81153	10.31789938	1
AT1G01050	136.544	159.8867907	345
AT1G01060	418.877	490.4858452	3352
AT1G01070	20.8913	24.46275861	72
AT1G01073	0	0	0
AT1G01080	63.8854	74.80688702	217
AT1G01090	149.614	175.1911641	744
AT1G01100	449.528	526.3767669	706
AT1G01110	3.60166	4.217379443	24
AT1G01115	0	0	0
AT1G01120	42.1355	49.338747	233
AT1G01130	0	0	5
AT1G01140	38.4124	44.97916687	206
AT1G01150	0	0	0
AT1G01160	26.0615	30.51682679	94
AT1G01170	142.95	167.3879243	128
AT1G01180	21.5377	25.2196635	79
AT1G01183	0	0	0
AT1G01190	3.8186	4.47140628	21
AT1G01200	2.09153	2.449086151	6
AT1G01210	20.0949	23.53021056	33
AT1G01220	9.05119	10.5985303	100
AT1G01225	2.33192	2.730571867	6
AT1G01230	34.1871	40.03153345	70
AT1G01240	16.0883	18.83866487	60
AT1G01250	1.51999	1.779838902	5
AT1G01260	10.2901	12.04923735	79
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	13.5075	15.81666588	42
AT1G01300	28.6474	33.54479764	152
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	75.2274	88.08785125	1531
AT1G01340	6.21023	7.271895832	45
AT1G01350	24.5449	28.74095742	107
AT1G01355	0	0	0
AT1G01360	10.9774	12.85403428	31
AT1G01370	7.453	8.727122769	18
AT1G01380	3.94028	4.613888005	5
AT1G01390	3.98746	4.669133632	20
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	6.86364	8.037009113	32
AT1G01430	74.3187	87.02380503	336
AT1G01440	11.6496	13.64114979	93
AT1G01448	9.32216	10.9158238	28
AT1G01450	8.25889	9.67078317	0
AT1G01453	0.293696	0.343904609	1
AT1G01460	0	0	0
AT1G01470	46.3873	54.31741071	88
AT1G01471	0	0	0
AT1G01480	0.408772	0.478653351	2
AT1G01490	82.997	97.18569817	253
AT1G01500	4.00273	4.687014104	18
AT1G01510	27.0463	31.66998263	197
AT1G01520	5.98022	7.002564622	15
AT1G01530	0	0	1
AT1G01540	55.5533	65.05037828	356
AT1G01550	125.895	147.4172979	485
AT1G01560	0	0	0
AT1G01570	2.22234	2.60225869	12
AT1G01580	70.6001	82.66949419	492
AT1G01590	0	0	0
AT1G01600	3.4849	4.080658814	25
AT1G01610	35.0023	40.98609544	190
AT1G01620	570.396	667.9076773	2063
AT1G01630	32.8663	38.48493695	120
AT1G01640	12.5241	14.66514937	32
AT1G01650	12.6651	14.83025394	86
AT1G01660	0.606685	0.71040044	4
AT1G01670	1.08291	1.268038175	5
AT1G01680	0	0	0
AT1G01690	3.08459	3.611914078	20
AT1G01695	0	0	0
AT1G01700	0.454299	0.53196339	7
AT1G01710	15.7414	18.4324608	130
AT1G01720	61.5361	72.05596396	257
AT1G01725	18.2065	21.31898037	18
AT1G01730	34.1833	40.02708382	92
AT1G01740	4.282	5.014026526	24
AT1G01750	14.8607	17.40120131	29
AT1G01760	3.82057	4.47371306	17
AT1G01770	13.5055	15.81432397	105
AT1G01780	18.8584	22.08232551	46
AT1G01790	46.7308	54.71963353	620
AT1G01800	65.6714	76.89821149	193
AT1G01810	0	0	0
AT1G01820	51.6523	60.48248536	136
AT1G01830	6.47202	7.578439971	50
AT1G01840	1.30265	1.525343684	3
AT1G01860	10.704	12.53389536	34
AT1G01870	0	0	0
AT1G01880	1.58416	1.854979043	10
AT1G01890	0	0	0
AT1G01900	1.74842	2.047320004	15
AT1G01910	28.8518	33.78414071	130
AT1G01920	15.0267	17.59557973	97
AT1G01930	8.4293	9.870325501	56
AT1G01940	13.1477	15.3953565	26
AT1G01950	10.5727	12.38014905	111
AT1G01960	24.392	28.5619185	445
AT1G01970	13.8621	16.23188629	68
AT1G01980	0	0	0
AT1G01990	30.833	36.10403547	104
AT1G02000	8.1698	9.566462847	48
AT1G02010	7.49098	8.771595615	64
AT1G02020	7.8258	9.16365455	55
AT1G02030	0.370057	0.433319854	2
AT1G02040	0	0	0
AT1G02050	8.07844	9.459484457	47
AT1G02060	9.19354	10.76521565	64
AT1G02065	1.86337	2.181921207	10
AT1G02070	2.68859	3.148216155	4
AT1G02074	0	0	0
AT1G02080	25.9474	30.3832209	582
AT1G02090	33.5836	39.3248625	116
AT1G02100	55.0648	64.47836708	257
AT1G02110	22.838	26.74225544	197
AT1G02120	34.1211	39.95425046	253
AT1G02130	40.3181	47.21065457	117
AT1G02140	138.957	162.7123036	263
AT1G02145	20.6809	24.21638981	101
AT1G02150	65.5931	76.80652576	425
AT1G02160	34.9811	40.9612712	41
AT1G02170	26.0857	30.54516388	112
AT1G02180	6.98848	8.183191054	16
AT1G02190	0	0	0
AT1G02205	3.95209	4.627716976	28
AT1G02210	0	0	0
AT1G02220	8.68932	10.17479705	38
AT1G02228	0	0	0
AT1G02230	0.336251	0.393734571	1
AT1G02250	0	0	0
AT1G02260	11.3131	13.24712365	67
AT1G02270	8.64887	10.12743195	38
AT1G02280	153.645	179.9112811	501
AT1G02290	5.51356	6.456127065	28
AT1G02300	6.52017	7.634821423	25
AT1G02305	61.7605	72.31872612	256
AT1G02310	0.235497	0.275756237	1
AT1G02320	0	0	0
AT1G02330	20.0355	23.46065587	70
AT1G02335	21.4274	25.09050723	44
AT1G02340	3.40832	3.990987129	11
AT1G02350	1.35947	1.59187731	5
AT1G02360	24.1879	28.32292672	72
AT1G02370	4.16972	4.882551771	23
AT1G02380	3.35033	3.923083487	10
AT1G02390	0	0	0
AT1G02391	0	0	0
AT1G02400	4.34843	5.091813023	17
AT1G02405	0	0	0
AT1G02410	19.7631	23.14168791	69
AT1G02420	4.4477	5.208053661	19
AT1G02430	1.07284	1.256246665	3
AT1G02440	0.676713	0.792400031	2
AT1G02450	0	0	0
AT1G02460	0.375244	0.439393594	2
AT1G02470	2.15131	2.519085802	4
AT1G02475	88.9047	104.1033452	179
AT1G02480	0	0	0
AT1G02490	0	0	0
AT1G02500	461.525	540.4247063	2430
AT1G02510	0	0	0
AT1G02520	4.95041	5.796704123	71
AT1G02530	0.0741553	0.086832471	1
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	249.166	291.7620115	937
AT1G02570	0.421867	0.493986999	1
AT1G02575	0.43423	0.508463507	1
AT1G02580	0.416732	0.487974148	0
AT1G02590	0	0	0
AT1G02600	0	0	0
AT1G02610	9.36033	10.96051913	22
AT1G02620	0.677553	0.793383633	2
AT1G02630	0.234161	0.274191841	1
AT1G02640	30.6569	35.89783041	280
AT1G02650	0.902092	1.056308551	6
AT1G02660	4.07556	4.77229471	33
AT1G02670	0.157855	0.184840999	2
AT1G02680	15.6809	18.36161806	40
AT1G02690	13.0803	15.31643418	84
AT1G02700	0.641725	0.75143068	2
AT1G02710	12.1143	14.18529228	9
AT1G02720	11.8228	13.84395909	55
AT1G02730	12.4602	14.59032539	166
AT1G02740	4.3155	5.053253496	20
AT1G02750	16.2684	19.04955374	42
AT1G02760	0	0	0
AT1G02770	0.822186	0.962742273	3
AT1G02780	604.356	707.673287	1899
AT1G02790	0	0	0
AT1G02800	0.771566	0.903468564	4
AT1G02810	7.8498	9.191757455	47
AT1G02813	0	0	0
AT1G02816	32.2785	37.79664998	75
AT1G02820	15.3467	17.97028512	22
AT1G02830	0	0	0
AT1G02840	137.765	161.316526	653
AT1G02850	43.0744	50.43815604	256
AT1G02860	10.9929	12.87218407	42
AT1G02870	23.6833	27.73206315	56
AT1G02880	21.0928	24.69870591	65
AT1G02890	31.5827	36.98189994	441
AT1G02900	40.6891	47.64507863	69
AT1G02910	45.0111	52.70594333	225
AT1G02920	13.9676	16.35542198	31
AT1G02930	3.98942	4.671428702	10
AT1G02940	0.523622	0.613137459	1
AT1G02950	11.4752	13.43693535	6
AT1G02952	1.43598	1.681467027	0
AT1G02960	17.7735	20.81195714	94
AT1G02965	0	0	0
AT1G02970	1.9631	2.298700484	11
AT1G02980	0	0	0
AT1G02990	4.75915	5.572747394	68
AT1G03000	12.982	15.20132937	126
AT1G03010	1.37891	1.614640662	8
AT1G03020	0	0	1
AT1G03022	0	0	0
AT1G03030	19.9683	23.38196774	80
AT1G03040	36.5479	42.79592248	162
AT1G03050	0	0	0
AT1G03055	8.13082	9.520819046	21
AT1G03060	8.11486	9.502130615	301
AT1G03070	1.30628	1.529594248	3
AT1G03080	14.5696	17.06033649	289
AT1G03090	44.5342	52.1475152	384
AT1G03100	2.11802	2.480104732	16
AT1G03103	0	0	0
