tracking_id	FPKM_ZT0_seedling5	TPM_ZT0_seedling5	Raw_ZT0_seedling5
ERCC-00002	707.878	876.1142147	7644
ERCC-00003	114.777	142.0552146	742
ERCC-00004	810.406	1003.009299	2414
ERCC-00009	34.5079	42.70914156	319
ERCC-00012	0	0	0
ERCC-00013	0	0	0
ERCC-00014	0.0498227	0.061663699	1
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	2.00366	2.479855296	11
ERCC-00022	17.0967	21.15994832	117
ERCC-00024	0	0	0
ERCC-00025	1.3244	1.639160513	30
ERCC-00028	0.152242	0.188424249	2
ERCC-00031	0.258792	0.320297212	3
ERCC-00033	0.0646282	0.079987914	1
ERCC-00034	0.553293	0.684790122	6
ERCC-00035	3.50895	4.34289662	51
ERCC-00039	0.148616	0.183936484	1
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	44.9747	55.66350977	315
ERCC-00043	43.926	54.36557287	341
ERCC-00044	0.946443	1.171377223	12
ERCC-00046	704.427	871.8430406	2060
ERCC-00048	0	0	0
ERCC-00051	12.834	15.88416342	17
ERCC-00053	1.08987	1.348891474	7
ERCC-00054	2.16571	2.680418541	3
ERCC-00057	0	0	0
ERCC-00058	0.0715548	0.088560709	1
ERCC-00059	1.2197	1.509577226	5
ERCC-00060	67.3915	83.40794756	193
ERCC-00061	0	0	0
ERCC-00062	10.4099	12.8839452	72
ERCC-00067	0.333953	0.41332118	2
ERCC-00069	0.0742726	0.091924429	1
ERCC-00071	7.80618	9.661418014	41
ERCC-00073	0	0	0
ERCC-00074	2550.31	3156.423625	7797
ERCC-00075	0	0	0
ERCC-00076	22.3179	27.62203294	135
ERCC-00077	0	0	0
ERCC-00078	0.658385	0.814858573	7
ERCC-00079	7.27997	9.010147511	44
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	1.33438	1.651512387	14
ERCC-00085	0	0	0
ERCC-00086	0	0	0
ERCC-00092	12.7639	15.79740326	147
ERCC-00095	12.0819	14.95331728	41
ERCC-00096	651.208	805.9758681	8039
ERCC-00097	0	0	0
ERCC-00098	0	0	0
ERCC-00099	1.81084	2.24120917	22
ERCC-00104	0	0	0
ERCC-00108	60.1589	74.45642813	632
ERCC-00109	0.402929	0.498690204	2
ERCC-00111	29.9715	37.09460837	308
ERCC-00112	4.26684	5.280908823	47
ERCC-00113	402.248	497.847356	3416
ERCC-00116	2.00711	2.484125233	43
ERCC-00117	0	0	0
ERCC-00120	0	0	0
ERCC-00123	0	0	0
ERCC-00126	0.0863154	0.106829353	1
ERCC-00130	795.443	984.4901513	9589
ERCC-00131	10.9547	13.55822386	84
ERCC-00134	0	0	0
ERCC-00136	50.1228	62.03512125	512
ERCC-00137	0	0	0
ERCC-00138	0	0	0
ERCC-00142	0	0	0
ERCC-00143	0.268344	0.332119366	2
ERCC-00144	2.65087	3.280882989	12
ERCC-00145	43.1243	53.37333867	436
ERCC-00147	0	0	0
ERCC-00148	1.56398	1.935679749	7
ERCC-00150	0.567001	0.701756003	4
ERCC-00154	0.206025	0.254989463	1
ERCC-00156	0	0	0
ERCC-00157	0.180164	0.222982267	2
ERCC-00158	0	0	0
ERCC-00160	1.08178	1.338878783	7
ERCC-00162	7.94883	9.837970601	21
ERCC-00163	1.85934	2.301235812	8
ERCC-00164	0	0	0
ERCC-00165	3.93589	4.871304344	34
ERCC-00168	0.148294	0.183537956	1
ERCC-00170	0.398719	0.493479644	3
ERCC-00171	335.411	415.1256924	1432
AT1G01010	10.6108	13.13259165	185
AT1G01020	12.9765	16.06053036	165
AT1G01030	4.19216	5.188480171	74
AT1G01040	10.008	12.38652856	694
AT1G01046	10.5165	13.01588005	9
AT1G01050	128.303	158.7958407	1109
AT1G01060	380.795	471.2957775	10158
AT1G01070	14.9745	18.53338048	167
AT1G01073	0	0	0
AT1G01080	81.0537	100.3171432	943
AT1G01090	151.67	187.7163056	2555
AT1G01100	438.486	542.6977778	2540
AT1G01110	5.02034	6.213487687	105
AT1G01115	0	0	0
AT1G01120	52.2016	64.60797452	959
AT1G01130	5.66267	7.008475585	35
AT1G01140	30.8077	38.12954194	568
AT1G01150	0	0	0
AT1G01160	31.6189	39.13353395	373
AT1G01170	150.792	186.6296377	456
AT1G01180	22.9136	28.35930862	265
AT1G01183	0	0	1
AT1G01190	6.05122	7.489369437	120
AT1G01200	3.25533	4.0290006	32
AT1G01210	25.9334	32.09680252	153
AT1G01220	9.50299	11.7614965	358
AT1G01225	6.40037	7.921499378	57
AT1G01230	33.0498	40.90450554	232
AT1G01240	17.586	21.76553669	233
AT1G01250	1.53272	1.896990412	14
AT1G01260	7.4149	9.177145342	192
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	12.1741	15.06742978	122
AT1G01300	28.2672	34.98525979	500
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	82.7401	102.4043377	5629
AT1G01340	7.02169	8.690483982	170
AT1G01350	18.4519	22.83722884	266
AT1G01355	0.152749	0.189051744	2
AT1G01360	16.9284	20.95164968	155
AT1G01370	5.17369	6.403283266	47
AT1G01380	2.79114	3.454489939	12
AT1G01390	3.3812	4.184785207	58
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	7.33215	9.074728752	110
AT1G01430	69.4895	86.00456395	1053
AT1G01440	10.6654	13.20016803	277
AT1G01448	8.52499	10.55106236	122
AT1G01450	5.66868	7.015913938	0
AT1G01453	0.861877	1.066713037	9
AT1G01460	0	0	0
AT1G01470	52.8078	65.35824567	346
AT1G01471	0	0	0
AT1G01480	1.21385	1.502336899	19
AT1G01490	92.5661	114.5656116	969
AT1G01500	2.65735	3.288903043	39
AT1G01510	25.3048	31.31880773	625
AT1G01520	5.20246	6.438890822	57
AT1G01530	0	0	0
AT1G01540	61.0104	75.51029794	1241
AT1G01550	116.294	143.932749	1512
AT1G01560	0.0808848	0.100108102	1
AT1G01570	2.48188	3.071730365	41
AT1G01580	106.153	131.3816113	2490
AT1G01590	0.05035	0.062316318	1
AT1G01600	6.49848	8.042926468	157
AT1G01610	38.4757	47.61993972	694
AT1G01620	511.364	632.8961619	6493
AT1G01630	45.5052	56.32008985	561
AT1G01640	10.9603	13.56515477	101
AT1G01650	13.5694	16.79434059	278
AT1G01660	0.656744	0.812827569	18
AT1G01670	0.912421	1.129269462	13
AT1G01680	0.101276	0.12534553	1
AT1G01690	3.16839	3.921398202	65
AT1G01695	0.259075	0.320647471	3
AT1G01700	1.16172	1.437817541	31
AT1G01710	16.9263	20.94905059	452
AT1G01720	49.3811	61.11714681	679
AT1G01725	17.8537	22.096859	64
AT1G01730	26.6836	33.0252971	264
AT1G01740	3.7511	4.642596649	77
AT1G01750	14.2721	17.66404618	105
AT1G01760	5.04219	6.240530617	71
AT1G01770	11.1972	13.85835707	284
AT1G01780	23.0876	28.57466194	205
AT1G01790	50.633	62.66657677	2170
AT1G01800	64.385	79.68691457	652
AT1G01810	0.491828	0.608717183	3
AT1G01820	46.9703	58.13338951	440
AT1G01830	6.19626	7.668880039	166
AT1G01840	1.33148	1.647923166	11
AT1G01860	11.9556	14.79700048	148
AT1G01870	0	0	0
AT1G01880	1.60794	1.990087403	30
AT1G01890	0	0	0
AT1G01900	3.66357	4.534264031	106
AT1G01910	30.1549	37.32159572	460
AT1G01920	13.6663	16.9142701	295
AT1G01930	7.50088	9.283559583	174
AT1G01940	17.4613	21.61120015	127
AT1G01950	9.97772	12.34905213	356
AT1G01960	23.3406	28.88779061	1412
AT1G01970	21.3149	26.38065722	346
AT1G01980	0	0	0
AT1G01990	29.1118	36.03058973	335
AT1G02000	8.94011	11.06484091	175
AT1G02010	7.24091	8.961804405	201
AT1G02020	8.99592	11.13391486	214
AT1G02030	0.438251	0.542406927	9
AT1G02040	0	0	1
AT1G02050	7.02373	8.693008814	126
AT1G02060	7.2691	8.996694117	174
AT1G02065	0.583198	0.721802426	10
AT1G02070	0	0	0
AT1G02074	3.2883	4.06980634	1
AT1G02080	26.7447	33.10091829	1997
AT1G02090	31.6373	39.15630694	395
AT1G02100	46.5787	57.64872079	690
AT1G02110	18.7877	23.25283599	572
AT1G02120	35.7757	44.27825036	879
AT1G02130	49.855	61.70367517	470
AT1G02140	132.869	164.4470087	861
AT1G02145	19.2543	23.83032941	295
AT1G02150	65.5399	81.11629125	1429
AT1G02160	34.3121	42.4668072	145
AT1G02170	23.4368	29.00685376	355
AT1G02180	7.2475	8.969960602	65
AT1G02190	0	0	0
AT1G02205	5.54147	6.858470863	135
AT1G02210	0	0	0
AT1G02220	8.311	10.28621491	127
AT1G02228	0	0	0
AT1G02230	0.591506	0.732084928	7
AT1G02250	0.211852	0.262201324	2
AT1G02260	14.9424	18.49365151	294
AT1G02270	11.0107	13.62753297	160
AT1G02280	127.049	157.2438116	1417
AT1G02290	6.6358	8.212882313	110
AT1G02300	7.80098	9.654982167	114
AT1G02305	66.0166	81.70628508	883
AT1G02310	0.427958	0.529667665	7
AT1G02320	0	0	0
AT1G02330	19.5102	24.1470473	240
AT1G02335	31.8466	39.41534975	226
AT1G02340	7.43032	9.196230102	81
AT1G02350	2.80649	3.473488062	34
AT1G02360	29.17	36.1026217	295
AT1G02370	4.11994	5.099096169	75
AT1G02380	2.88033	3.564877078	32
AT1G02390	1.40343	1.736972999	23
AT1G02391	0	0	0
AT1G02400	7.27139	8.999528365	89
AT1G02405	0	0	0
AT1G02410	19.8771	24.60114576	227
AT1G02420	2.64158	3.269385102	38
AT1G02430	1.81693	2.248746536	35
AT1G02440	0	0	0
AT1G02450	0	0	0
AT1G02460	0.620033	0.767391733	11
