tracking_id	FPKM_ZT0_seedling2	TPM_ZT0_seedling2	Raw_ZT0_seedling2
AT1G28400_4	99.9278	117.9513964	117
AT2G03972	0	0	0
AT4G04692	242.77	286.5574994	2
ERCC-00002	666.511	786.7270483	2766
ERCC-00003	74.9188	88.43161836	190
ERCC-00004	641.95	757.7360744	721
ERCC-00009	33.2435	39.23950337	115
ERCC-00012	0	0	0
ERCC-00013	0.306553	0.361844796	1
ERCC-00014	0	0	0
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	2.38358	2.813497238	5
ERCC-00022	17.7207	20.91691511	45
ERCC-00024	0	0	0
ERCC-00025	0.451003	0.532348692	4
ERCC-00028	0	0	0
ERCC-00031	0.220651	0.26044898	1
ERCC-00033	0	0	0
ERCC-00034	0.242197	0.28588115	1
ERCC-00035	2.99877	3.539646713	17
ERCC-00039	0	0	0
ERCC-00040	0.353331	0.417059966	1
ERCC-00041	0.238536	0.281559829	1
ERCC-00042	38.391	45.31543832	103
ERCC-00043	37.0532	43.73634444	109
ERCC-00044	0.609136	0.719003538	3
ERCC-00046	501.796	592.3030316	550
ERCC-00048	0	0	0
ERCC-00051	4.88889	5.770680453	2
ERCC-00053	1.63099	1.925165449	4
ERCC-00054	0	0	0
ERCC-00057	0	0	0
ERCC-00058	0.191012	0.225464106	1
ERCC-00059	1.34374	1.586105261	2
ERCC-00060	26.3106	31.05614262	28
ERCC-00061	0	0	0
ERCC-00062	7.08209	8.359459576	19
ERCC-00067	0	0	0
ERCC-00069	0	0	0
ERCC-00071	6.67397	7.877728527	13
ERCC-00073	0	0	0
ERCC-00074	2752.12	3248.509393	3157
ERCC-00075	0	0	0
ERCC-00076	22.3148	26.33963541	50
ERCC-00077	0	0	0
ERCC-00078	1.24782	1.472884537	5
ERCC-00079	6.87281	8.11243254	16
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	1.46194	1.725624545	6
ERCC-00085	0	0	0
ERCC-00086	0	0	0
ERCC-00092	13.4976	15.93211066	60
ERCC-00095	8.67981	10.24535424	11
ERCC-00096	648.827	765.8534526	3006
ERCC-00097	0	0	0
ERCC-00098	0	0	0
ERCC-00099	1.28907	1.521574642	6
ERCC-00104	0	0	0
ERCC-00108	48.5789	57.34089101	196
ERCC-00109	0	0	0
ERCC-00111	27.9315	32.96939818	113
ERCC-00112	4.79793	5.663314344	21
ERCC-00113	381.732	450.5835457	1222
ERCC-00116	1.52819	1.803823805	13
ERCC-00117	0	0	0
ERCC-00120	0	0	0
ERCC-00123	0	0	0
ERCC-00126	0	0	0
ERCC-00130	848.413	1001.438019	3808
ERCC-00131	9.85848	11.63661646	29
ERCC-00134	0	0	0
ERCC-00136	46.8376	55.28551936	180
ERCC-00137	0	0	0
ERCC-00138	0	0	0
ERCC-00142	0	0	0
ERCC-00143	0.667267	0.787619405	2
ERCC-00144	2.27717	2.687894472	4
ERCC-00145	32.1828	37.98748895	130
ERCC-00147	0	0	0
ERCC-00148	1.20981	1.428018818	2
ERCC-00150	0	0	0
ERCC-00154	0.544505	0.642715291	1
ERCC-00156	0	0	0
ERCC-00157	0	0	0
ERCC-00158	0.293747	0.346729027	1
ERCC-00160	1.23105	1.453089796	3
ERCC-00162	11.8545	13.99265097	12
ERCC-00163	0	0	0
ERCC-00164	0	0	0
ERCC-00165	2.4224	2.859319054	8
ERCC-00168	0	0	0
ERCC-00170	0.684778	0.808288797	2
ERCC-00171	343.749	405.7496967	561
AT1G01010	7.76437	9.164799819	53
AT1G01020	9.2856	10.96040827	51
AT1G01030	5.47469	6.462138965	38
AT1G01040	8.85748	10.4550699	232
AT1G01046	13.8977	16.40437517	3
AT1G01050	150.79	177.9874175	490
AT1G01060	399.494	471.5492099	4111
AT1G01070	18.3798	21.69489446	83
AT1G01073	0	0	0
AT1G01080	61.0198	72.02570872	271
AT1G01090	150.708	177.8906275	969
AT1G01100	459.688	542.6001722	947
AT1G01110	4.54305	5.36246261	38
AT1G01115	0	0	0
AT1G01120	35.1482	41.48774685	253
AT1G01130	4.04799	4.778110525	6
AT1G01140	40.9707	48.36042898	289
AT1G01150	0	0	0
AT1G01160	31.1946	36.82105109	142
AT1G01170	174.823	206.3551581	214
AT1G01180	15.1744	17.91134868	72
AT1G01183	0	0	0
AT1G01190	5.38359	6.354607606	38
AT1G01200	1.56399	1.846080914	6
AT1G01210	27.551	32.52026884	61
AT1G01220	7.09622	8.37613815	101
AT1G01225	5.67403	6.697433161	21
AT1G01230	30.9847	36.57329222	82
AT1G01240	17.3903	20.52692212	86
AT1G01250	1.15313	1.361115662	4
AT1G01260	9.51657	11.23303745	93
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	12.6796	14.96657112	55
AT1G01300	29.0903	34.33720652	204
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	73.0637	86.24192105	1923
AT1G01340	5.03854	5.947322253	46
AT1G01350	19.5202	23.04098406	112
AT1G01355	0.404233	0.477142965	1
AT1G01360	18.1374	21.4087737	64
AT1G01370	5.85113	6.906476013	19
AT1G01380	1.77959	2.100567864	3
AT1G01390	3.81189	4.499426068	26
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	7.72304	9.116015284	45
AT1G01430	78.6341	92.81703286	467
AT1G01440	11.2824	13.31736348	112
AT1G01448	6.62464	7.819501063	29
AT1G01450	5.99585	7.077298608	0
AT1G01453	0.446229	0.526713624	2
AT1G01460	0	0	0
AT1G01470	44.8875	52.98368726	116
AT1G01471	0	0	0
AT1G01480	0.791645	0.934430991	5
AT1G01490	89.8375	106.0411474	361
AT1G01500	3.4327	4.051843013	20
AT1G01510	29.907	35.30121158	276
AT1G01520	7.15816	8.449250032	28
AT1G01530	0	0	0
AT1G01540	56.5775	66.782168	464
AT1G01550	121.83	143.8040127	598
