tracking_id	FPKM_ZT0_seedling9	TPM_ZT0_seedling9	Raw_ZT0_seedling9
ERCC-00002	438.127	509.9353306	4317
ERCC-00003	69.657	81.07367344	478
ERCC-00004	551.779	642.2147158	1664
ERCC-00009	22.7656	26.49684626	201
ERCC-00012	0	0	0
ERCC-00013	0	0	0
ERCC-00014	0	0	0
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	0.984124	1.145420386	5
ERCC-00022	12.2115	14.21294577	77
ERCC-00024	0	0	0
ERCC-00025	0.853033	0.992843776	18
ERCC-00028	0.32754	0.381223294	4
ERCC-00031	0	0	0
ERCC-00033	0	0	0
ERCC-00034	0.395279	0.46006461	4
ERCC-00035	1.46327	1.703097666	20
ERCC-00039	0.168016	0.19555356	1
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	26.4628	30.80001156	185
ERCC-00043	27.1489	31.59856228	222
ERCC-00044	0.690692	0.803895339	9
ERCC-00046	473.525	551.1350075	1374
ERCC-00048	0	0	0
ERCC-00051	7.73238	8.999704998	9
ERCC-00053	1.02212	1.189643871	7
ERCC-00054	2.59749	3.023214552	3
ERCC-00057	0	0	0
ERCC-00058	0	0	0
ERCC-00059	1.91538	2.229307789	7
ERCC-00060	46.7175	54.37442524	143
ERCC-00061	0	0	0
ERCC-00062	4.1967	4.884532571	32
ERCC-00067	0	0	0
ERCC-00069	0	0	0
ERCC-00071	2.74096	3.19019906	13
ERCC-00073	0	0	0
ERCC-00074	1799.16	2094.039512	5505
ERCC-00075	0	0	0
ERCC-00076	14.7328	17.1474829	79
ERCC-00077	0	0	0
ERCC-00078	1.12158	1.305405209	11
ERCC-00079	3.07526	3.579290308	17
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	0.417093	0.485453891	4
ERCC-00085	0.25965	0.302206229	2
ERCC-00086	0	0	0
ERCC-00092	7.89391	9.187709512	82
ERCC-00095	6.29796	7.330185801	21
ERCC-00096	426.627	496.5504986	4739
ERCC-00097	0	0	0
ERCC-00098	0	0	0
ERCC-00099	0.415098	0.483131913	5
ERCC-00104	0	0	0
ERCC-00108	37.6301	43.79761458	368
ERCC-00109	0	0	0
ERCC-00111	16.9907	19.77544918	166
ERCC-00112	1.80832	2.104700822	19
ERCC-00113	268.007	311.9329284	2054
ERCC-00116	1.48955	1.733684917	30
ERCC-00117	0	0	0
ERCC-00120	0	0	0
ERCC-00123	0	0	0
ERCC-00126	0	0	0
ERCC-00130	544.752	634.0360014	6221
