tracking_id	FPKM_ZT0_seedling1	TPM_ZT0_seedling1	Raw_ZT0_seedling1
ERCC-00002	924.66	1090.961672	4360
ERCC-00003	116.052	136.9241494	339
ERCC-00004	847.258	999.6387911	1102
ERCC-00009	42.4693	50.10747577	170
ERCC-00012	0	0	0
ERCC-00013	0.274044	0.323331279	1
ERCC-00014	0	0	0
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	2.53733	2.993673112	6
ERCC-00022	24.986	29.47977456	73
ERCC-00024	0	0	0
ERCC-00025	1.39681	1.648028652	14
ERCC-00028	0.34878	0.411508676	2
ERCC-00031	0.38774	0.457475698	2
ERCC-00033	0	0	0
ERCC-00034	0	0	0
ERCC-00035	3.78756	4.468759102	24
ERCC-00039	1.07411	1.267290509	3
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	51.6839	60.97933724	164
ERCC-00043	56.9272	67.16565366	191
ERCC-00044	3.05223	3.601178752	17
ERCC-00046	672.83	793.8396189	862
ERCC-00048	0	0	0
ERCC-00051	8.46085	9.98254825	4
ERCC-00053	1.78139	2.101776019	5
ERCC-00054	0	0	0
ERCC-00057	0	0	0
ERCC-00058	0	0	0
ERCC-00059	2.91452	3.438701375	5
ERCC-00060	59.5049	70.20695738	73
ERCC-00061	0	0	0
ERCC-00062	8.59518	10.14103773	27
ERCC-00067	0.397508	0.469000489	1
ERCC-00069	0	0	0
ERCC-00071	7.53709	8.892648444	17
ERCC-00073	0	0	0
ERCC-00074	3433.87	4051.457355	4518
ERCC-00075	0	0	0
ERCC-00076	24.3457	28.72431552	62
ERCC-00077	3.99108	4.70888252	2
ERCC-00078	1.77657	2.096089133	8
ERCC-00079	12.2479	14.45070563	32
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	0.217565	0.256694435	1
ERCC-00085	0.275305	0.324819072	1
ERCC-00086	0	0	0
ERCC-00092	16.0277	18.91030908	83
ERCC-00095	12.3565	14.57883752	18
ERCC-00096	924.445	1090.708004	4878
ERCC-00097	0	0	0
ERCC-00098	0	0	0
ERCC-00099	0.93724	1.105804207	5
ERCC-00104	0	0	0
ERCC-00108	60.5464	71.43577293	282
ERCC-00109	0	0	0
ERCC-00111	33.0818	39.03161795	153
ERCC-00112	4.84015	5.710659202	24
ERCC-00113	541.307	638.6619838	1971
ERCC-00116	2.16693	2.556656043	21
ERCC-00117	0	0	0
ERCC-00120	0	0	0
ERCC-00123	0	0	0
ERCC-00126	0	0	0
ERCC-00130	1239.78	1462.75654	6270
ERCC-00131	10.5378	12.43304124	35
ERCC-00134	2.38609	2.815232341	1
ERCC-00136	54.8328	64.69457226	241
ERCC-00137	0	0	0
ERCC-00138	0	0	0
ERCC-00142	0	0	0
ERCC-00143	0.586121	0.691535858	2
ERCC-00144	3.03715	3.583386589	6
ERCC-00145	54.615	64.43760056	247
ERCC-00147	0	0	0
ERCC-00148	1.63127	1.924656682	3
ERCC-00150	0	0	0
ERCC-00154	0.479451	0.565681077	1
ERCC-00156	0	0	0
ERCC-00157	0	0	0
ERCC-00158	0	0	0
ERCC-00160	0.360559	0.425406149	1
ERCC-00162	11.8726	14.00790729	14
ERCC-00163	2.70402	3.190342592	5
ERCC-00164	0	0	0
ERCC-00165	3.17134	3.741710888	12
ERCC-00168	0	0	0
ERCC-00170	0.307825	0.363187849	1
ERCC-00171	447.274	527.716989	820
AT1G01010	6.8289	8.057089269	54
AT1G01020	7.15939	8.447018458	48
AT1G01030	5.65429	6.671223665	45
AT1G01040	9.89946	11.6798947	296
AT1G01046	0	0	0
AT1G01050	137.913	162.7168874	525
AT1G01060	432.253	509.9944366	5118
AT1G01070	10.3371	12.196245	52
AT1G01073	0	0	0
AT1G01080	83.1984	98.16177362	416
AT1G01090	138.433	163.3304103	1020
AT1G01100	464.957	548.5803066	1095
AT1G01110	4.24919	5.013414042	38
AT1G01115	0	0	0
AT1G01120	42.3902	50.0141495	348
AT1G01130	4.45305	5.25393861	11
AT1G01140	35.5277	41.91741722	287
AT1G01150	0.19533	0.230460432	1
AT1G01160	29.4179	34.70875931	155
AT1G01170	158.079	186.5097768	215
AT1G01180	15.8516	18.7025372	84
AT1G01183	0	0	1
AT1G01190	2.71407	3.202200102	23
AT1G01200	3.91848	4.623225287	17
AT1G01210	22.0355	25.99862212	59
AT1G01220	8.6902	10.25314724	144
AT1G01225	6.18615	7.29873959	24
AT1G01230	29.4654	34.76480226	89
AT1G01240	14.1226	16.66257361	82
AT1G01250	2.04553	2.413422047	8
AT1G01260	6.72783	7.937841658	75
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	11.9109	14.05309561	58
AT1G01300	31.7062	37.40861395	254
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	80.3115	94.75565975	2423
AT1G01340	4.19353	4.947743497	44
AT1G01350	16.5669	19.54648512	107
AT1G01355	0.352041	0.415356172	2
AT1G01360	11.4773	13.54151191	46
AT1G01370	6.40478	7.556690567	21
AT1G01380	3.69966	4.365050138	8
AT1G01390	5.37421	6.340770801	40
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	8.18852	9.661239237	56
AT1G01430	67.3556	79.46961912	457
AT1G01440	13.091	15.4454386	144
AT1G01448	7.63134	9.003849467	46
AT1G01450	6.60719	7.795504349	0
AT1G01453	0.994802	1.17371883	5
AT1G01460	0	0	0
AT1G01470	41.777	49.29066444	118
AT1G01471	0	0	0
AT1G01480	1.66738	1.967261126	12
AT1G01490	77.6222	91.58268457	345
AT1G01500	3.49495	4.123522697	23
AT1G01510	25.0327	29.53487363	270
AT1G01520	7.44723	8.786626971	39
AT1G01530	0.361251	0.426222606	1
AT1G01540	56.0382	66.1167655	505
AT1G01550	110.66	130.562389	631
AT1G01560	0.36706	0.433076365	3
AT1G01570	1.1804	1.392696946	9
AT1G01580	56.3165	66.44511822	574
AT1G01590	0.112162	0.132334526	1
AT1G01600	3.39532	4.005974072	36
AT1G01610	33.4303	39.44279626	269
AT1G01620	557.037	657.221051	3061
AT1G01630	31.6207	37.30773663	172
AT1G01640	10.3753	12.24131534	41
AT1G01650	10.8644	12.8183808	103
AT1G01660	0.310627	0.366493794	3
AT1G01670	0.589216	0.695187499	4
AT1G01680	0	0	0
AT1G01690	3.30673	3.90145101	32
AT1G01695	0.20059	0.236666452	1
AT1G01700	2.16016	2.548668447	18
AT1G01710	15.1841	17.91498619	182
AT1G01720	51.0902	60.27885929	314
AT1G01725	18.3073	21.59989901	26
AT1G01730	31.1601	36.76429694	127
AT1G01740	2.97607	3.511321247	26
AT1G01750	13.661	16.11795406	46
AT1G01760	5.08893	6.004182708	37
AT1G01770	12.2064	14.40174178	142
AT1G01780	18.6065	21.95291064	70
AT1G01790	49.4656	58.36207222	930
AT1G01800	51.5065	60.77003155	229
AT1G01810	0.393288	0.464021515	1
AT1G01820	44.7269	52.77110897	175
AT1G01830	6.87427	8.110619141	78
AT1G01840	0.576286	0.679932016	3
AT1G01860	11.2408	13.26247698	57
AT1G01870	0	0	0
AT1G01880	1.07861	1.272599841	8
AT1G01890	0	0	0
AT1G01900	3.11581	3.676193723	39
AT1G01910	26.6535	31.44717727	173
AT1G01920	13.9921	16.50860296	129
AT1G01930	10.2251	12.06410161	103
AT1G01940	17.9255	21.14943164	57
AT1G01950	8.13177	9.594282653	128
AT1G01960	21.501	25.36799139	568
AT1G01970	21.7225	25.62932854	150
AT1G01980	0	0	0
AT1G01990	27.4131	32.34339262	143
AT1G02000	8.78101	10.36028957	76
AT1G02010	8.45502	9.975669715	105
AT1G02020	11.0659	13.05612092	121
AT1G02030	0.383692	0.452699658	4
AT1G02040	0	0	0
AT1G02050	6.95841	8.209891863	52
AT1G02060	9.03233	10.6568099	91
AT1G02065	1.84987	2.182572263	14
AT1G02070	0.428504	0.505571173	1
AT1G02074	0	0	0
AT1G02080	24.0892	28.42168356	805
AT1G02090	31.2345	36.8520779	169
AT1G02100	47.5407	56.09097568	312
AT1G02110	19.7232	23.27045104	257
AT1G02120	28.8913	34.0874494	309
AT1G02130	44.6172	52.64167924	190
