tracking_id	FPKM_ZT0_seedling13	TPM_ZT0_seedling13	Raw_ZT0_seedling13
ERCC-00002	388.720764	540.273254	3359
ERCC-00003	41.854359	58.172325	349
ERCC-00004	290.312531	403.498077	1247
ERCC-00009	21.829145	30.339783	176
ERCC-00012	0	0	0
ERCC-00013	0	0	0
ERCC-00014	0	0	0
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	0.646511	0.89857	3
ERCC-00022	9.095309	12.641343	54
ERCC-00024	0	0	0
ERCC-00025	1.203104	1.672164	20
ERCC-00028	0.105272	0.146316	1
ERCC-00031	0.105927	0.147225	1
ERCC-00033	0	0	0
ERCC-00034	0.175888	0.244463	1
ERCC-00035	3.172218	4.408986	30
ERCC-00039	0.160755	0.223429	1
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	18.324753	25.469114	152
ERCC-00043	20.643448	28.691811	171
ERCC-00044	0.521385	0.72466	5
ERCC-00046	235.854706	327.808533	1005
ERCC-00048	0	0	0
ERCC-00051	4.33575	6.02615	10
ERCC-00053	0.526377	0.731598	4
ERCC-00054	0.874097	1.214885	2
ERCC-00057	0	0	0
ERCC-00058	0	0	0
ERCC-00059	0.457706	0.636154	2
ERCC-00060	20.749823	28.839659	90
ERCC-00061	0	0	0
ERCC-00062	3.614096	5.023141	32
ERCC-00067	0	0	0
ERCC-00069	0	0	0
ERCC-00071	2.046871	2.844895	11
ERCC-00073	0	0	0
ERCC-00074	1039.202026	1444.360962	4395
ERCC-00075	0	0	0
ERCC-00076	10.709941	14.885478	56
ERCC-00077	0	0	0
ERCC-00078	1.086157	1.509622	9
ERCC-00079	3.592142	4.992629	19
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	0.962197	1.337334	8
ERCC-00085	0.142825	0.198509	1
ERCC-00086	0	0	0
ERCC-00092	7.878333	10.949898	73
ERCC-00095	4.936421	6.861008	20
ERCC-00096	410.503448	570.548462	3692
ERCC-00097	0.22897	0.31824	1
ERCC-00098	0	0	0
ERCC-00099	0.750758	1.04346	8
ERCC-00104	0	0	0
ERCC-00108	28.661701	39.836182	239
ERCC-00109	0	0	0
ERCC-00111	16.959715	23.571886	135
ERCC-00112	1.679656	2.334512	16
ERCC-00113	215.445496	299.442322	1474
ERCC-00116	1.861348	2.587041	31
ERCC-00117	0	0	0
ERCC-00120	0	0	0
ERCC-00123	0	0	0
ERCC-00126	0.107821	0.149858	1
ERCC-00130	559.808044	778.063232	4837
ERCC-00131	5.672757	7.884422	35
ERCC-00134	0	0	0
ERCC-00136	29.967171	41.65062	253
ERCC-00137	0	0	0
ERCC-00138	0	0	0
ERCC-00142	0	0	0
ERCC-00143	0	0	0
ERCC-00144	1.888295	2.624494	8
ERCC-00145	26.931124	37.430893	231
ERCC-00147	0	0	0
ERCC-00148	0.974462	1.35438	4
ERCC-00150	0.161172	0.22401	1
ERCC-00154	0.447478	0.621938	2
ERCC-00156	0	0	0
ERCC-00157	0.235815	0.327753	2
ERCC-00158	0	0	0
ERCC-00160	0.16224	0.225493	1
ERCC-00162	4.909963	6.824234	21
ERCC-00163	0.887987	1.234191	4
ERCC-00164	0	0	0
ERCC-00165	2.583794	3.59115	19
ERCC-00168	0	0	0
ERCC-00170	0.351176	0.488091	3
ERCC-00171	163.114807	226.709198	674
AT1G01010	9.033209	12.555032	128
AT1G01020	8.025541	11.154499	120
AT1G01030	4.048949	5.627532	64
AT1G01040	9.728225	13.521016	491
AT1G01046	4.942223	6.869072	1
AT1G01050	95.656502	132.950577	728
AT1G01060	328.10791	456.028961	7348
AT1G01070	14.319699	19.90259	158
AT1G01073	0	0	0
AT1G01080	69.186905	96.161148	757
AT1G01090	130.914429	181.954681	1750
AT1G01100	370.55249	515.021606	1882
AT1G01110	5.368896	7.462094	72
AT1G01115	0	0	0
AT1G01120	41.308155	57.413166	643
AT1G01130	3.047444	4.235566	19
AT1G01140	27.48049	38.194447	370
AT1G01150	0	0	0
AT1G01160	34.211288	47.549412	266
AT1G01170	82.259842	114.330894	263
AT1G01180	14.635091	20.340946	149
AT1G01183	0	0	0
AT1G01190	3.50315	4.86894	52
AT1G01200	2.676356	3.719801	22
AT1G01210	19.669294	27.33786	104
AT1G01220	7.732505	10.747215	223
AT1G01225	5.982339	8.314703	51
AT1G01230	21.305714	29.612278	145
AT1G01240	12.943687	17.990107	150
AT1G01250	0.98471	1.368623	7
AT1G01260	6.967066	9.683352	148
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	10.920911	15.1787	99
AT1G01300	31.456228	43.720222	476
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	69.874504	97.116821	3466
AT1G01340	5.589844	7.769183	115
AT1G01350	17.638096	24.51475	204
AT1G01355	0.392487	0.545507	2
AT1G01360	12.458884	17.316292	104
AT1G01370	7.810333	10.855385	62
AT1G01380	2.374975	3.300919	11
AT1G01390	2.886869	4.012387	38
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	4.848588	6.738932	62
AT1G01430	46.141567	64.131012	627
AT1G01440	10.444323	14.516303	194
AT1G01448	9.72001	13.509598	57
AT1G01450	0	0	0
AT1G01453	0.678466	0.942983	7
AT1G01460	0	0	0
AT1G01470	43.390003	60.306679	262
AT1G01471	0	0	0
AT1G01480	0.884899	1.229899	15
AT1G01490	71.67878	99.624542	636
AT1G01500	3.48108	4.838266	42
AT1G01510	25.040648	34.803368	447
AT1G01520	6.991546	9.717374	52
AT1G01530	0	0	0
AT1G01540	53.902435	74.917641	849
AT1G01550	92.51059	128.57814	1109
AT1G01560	0.208235	0.28942	3
AT1G01570	2.094944	2.91171	26
AT1G01580	96.351013	133.915863	1933
AT1G01590	0	0	0
AT1G01600	4.142362	5.757365	76
AT1G01610	28.810181	40.042549	435
AT1G01620	438.095215	608.897583	4695
AT1G01630	38.374474	53.33572	383
AT1G01640	10.430768	14.497463	81
AT1G01650	11.422998	15.876539	204
AT1G01660	1.312001	1.823517	20
AT1G01670	0.374888	0.521047	4
AT1G01680	0.474189	0.659063	4
AT1G01690	4.201032	5.83891	58
AT1G01695	0.266178	0.369955	3
AT1G01700	0.385105	0.535248	11
AT1G01710	16.211948	22.532581	341
AT1G01720	47.389221	65.865089	506
AT1G01725	16.242735	22.575371	60
AT1G01730	30.863327	42.896168	236
AT1G01740	4.330843	6.019331	59
AT1G01750	16.541733	22.990942	107
AT1G01760	4.607816	6.404288	51
AT1G01770	11.034268	15.336252	213
AT1G01780	15.462872	21.491459	111
AT1G01790	47.073032	65.425629	1506
AT1G01800	54.09679	75.187767	487
AT1G01810	0.565936	0.78658	3
AT1G01820	35.766903	49.711525	311
AT1G01830	6.159021	8.560269	128
AT1G01840	1.600581	2.224607	10
AT1G01860	9.850912	13.691535	89
AT1G01870	0	0	0
AT1G01880	1.417247	1.969796	24
AT1G01890	0	0	0
AT1G01900	2.96396	4.119534	60
AT1G01910	28.323441	39.366043	350
AT1G01920	12.475264	17.339056	205
AT1G01930	8.585539	11.932825	142
AT1G01940	18.342617	25.493942	112
AT1G01950	11.574328	16.08687	286
AT1G01960	20.235085	28.124235	923
AT1G01970	17.885324	24.858366	241
AT1G01980	0	0	0
AT1G01990	23.533352	32.708416	230
AT1G02000	7.027504	9.767352	102
AT1G02010	6.25159	8.688929	129
AT1G02020	6.688226	9.295798	131
AT1G02030	0	0	1
AT1G02040	0.061818	0.085919	0
AT1G02050	9.926479	13.796563	104
AT1G02060	6.248628	8.684811	110
AT1G02065	0.414713	0.576399	7
AT1G02070	0.380771	0.529224	2
AT1G02074	0	0	0
AT1G02080	20.180309	28.048105	1235
AT1G02090	36.57848	50.839512	347
AT1G02100	41.462906	57.628254	458
AT1G02110	17.435545	24.233227	348
AT1G02120	38.910492	54.080719	634
AT1G02130	44.734177	62.174908	375
AT1G02140	101.990845	141.754532	660
AT1G02145	15.293826	21.256506	206
AT1G02150	71.033188	98.727242	1114
AT1G02160	24.21818	33.660244	100
AT1G02170	22.604427	31.417326	242
AT1G02180	8.154292	11.333447	59
AT1G02190	0.205472	0.28558	3
AT1G02205	7.915252	11.00121	144
AT1G02210	0	0	0
AT1G02220	9.468003	13.159341	108
AT1G02228	0	0	0
AT1G02230	0.322798	0.448648	3
AT1G02250	0.158757	0.220652	2
AT1G02260	10.029959	13.940388	181
AT1G02270	7.925241	11.015094	106
AT1G02280	114.799599	159.557068	1089
AT1G02290	5.832576	8.106551	82
AT1G02300	7.168514	9.963338	78
AT1G02305	54.786987	76.147057	635
AT1G02310	0.64072	0.89052	7
AT1G02320	0	0	0
AT1G02330	26.005888	36.144932	226
AT1G02335	39.191376	54.471115	264
AT1G02340	5.424163	7.538908	56
AT1G02350	4.743329	6.592633	23
AT1G02360	27.454903	38.158882	226
AT1G02370	4.819678	6.69875	70
AT1G02380	2.425855	3.371635	23
AT1G02390	0.869659	1.208717	12
AT1G02391	0	0	0
AT1G02400	5.942282	8.259028	67
AT1G02405	0	0	0
AT1G02410	15.790947	21.947441	147
AT1G02420	3.224875	4.482173	34
AT1G02430	1.263433	1.756014	20
AT1G02440	0.207606	0.288546	2
AT1G02450	0	0	0
AT1G02460	0.524163	0.728521	8
AT1G02470	0.585654	0.813986	5
AT1G02475	47.594364	66.150215	356
AT1G02480	0	0	0
AT1G02490	1.728452	2.402332	4
AT1G02500	454.881256	632.228088	5658
AT1G02510	0	0	0
AT1G02520	6.46787	8.989531	207
AT1G02530	0.126754	0.176172	3
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	194.087204	269.756958	2103
AT1G02570	1.838206	2.554876	14
AT1G02575	0.130704	0.181662	1
AT1G02580	0.05227	0.072649	1
AT1G02590	0	0	0
