tracking_id	FPKM_ZT0_seedling4	TPM_ZT0_seedling4	Raw_ZT0_seedling4
ERCC-00002	769.446655	1079.143433	2823
ERCC-00003	55.953655	78.474602	197
ERCC-00004	348.188263	488.331604	632
ERCC-00009	31.658167	44.400352	108
ERCC-00012	0.28562	0.40058	1
ERCC-00013	0.356086	0.499408	1
ERCC-00014	0	0	0
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	1.115438	1.564394	2
ERCC-00022	16.461166	23.08667	43
ERCC-00024	0	0	0
ERCC-00025	1.006219	1.411216	7
ERCC-00028	0.256303	0.359463	1
ERCC-00031	0.254503	0.356938	1
ERCC-00033	0	0	0
ERCC-00034	0.845189	1.185372	3
ERCC-00035	3.308341	4.639924	13
ERCC-00039	0.782766	1.097823	2
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	27.083721	37.984726	96
ERCC-00043	26.705618	37.454437	93
ERCC-00044	1.239509	1.738402	5
ERCC-00046	290.659821	407.648346	525
ERCC-00048	0	0	0
ERCC-00051	5.2086	7.305025	5
ERCC-00053	1.12872	1.583022	4
ERCC-00054	1.04311	1.462955	1
ERCC-00057	0	0	0
ERCC-00058	0	0	0
ERCC-00059	2.188505	3.069363	4
ERCC-00060	14.784275	20.73484	27
ERCC-00061	0	0	0
ERCC-00062	4.507434	6.321644	16
ERCC-00067	0.890574	1.249024	2
ERCC-00069	0	0	0
ERCC-00071	4.917871	6.89728	11
ERCC-00073	0.480304	0.673623	1
ERCC-00074	1623.074585	2276.350342	2935
ERCC-00075	0	0	0
ERCC-00076	20.113708	28.209333	45
ERCC-00077	0	0	0
ERCC-00078	1.73272	2.430128	6
ERCC-00079	6.689666	9.382209	15
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	0.578909	0.811916	2
ERCC-00085	0.510219	0.715578	1
ERCC-00086	0	0	0
ERCC-00092	14.207552	19.925989	55
ERCC-00095	6.063684	8.504273	11
ERCC-00096	764.841003	1072.684082	2920
ERCC-00097	0	0	0
ERCC-00098	0	0	0
ERCC-00099	1.918119	2.690148	9
ERCC-00104	0	0	0
ERCC-00108	52.315029	73.371452	186
ERCC-00109	0	0	0
ERCC-00111	26.066238	36.557713	90
ERCC-00112	4.045654	5.674002	16
ERCC-00113	394.661438	553.509888	1148
ERCC-00116	2.446129	3.430678	17
ERCC-00117	0	0	0
ERCC-00120	0	0	0
ERCC-00123	0	0	0
ERCC-00126	0.259055	0.363322	1
ERCC-00130	991.350403	1390.361938	3630
ERCC-00131	9.151432	12.834819	24
ERCC-00134	0	0	0
ERCC-00136	46.982414	65.892509	167
ERCC-00137	0	0	0
ERCC-00138	0	0	0
ERCC-00142	0	0	0
ERCC-00143	0.736405	1.032803	2
ERCC-00144	2.146249	3.010098	4
ERCC-00145	34.838749	48.861099	125
ERCC-00147	0	0	0
ERCC-00148	1.106993	1.55255	2
ERCC-00150	0	0	0
ERCC-00154	0.53224	0.746462	1
ERCC-00156	0	0	0
ERCC-00157	0.426335	0.597932	1
ERCC-00158	0	0	0
ERCC-00160	0	0	0
ERCC-00162	3.308064	4.639536	6
ERCC-00163	0.533375	0.748055	1
ERCC-00164	0	0	0
ERCC-00165	1.986264	2.785721	6
ERCC-00168	0	0	0
ERCC-00170	0.560636	0.786288	2
ERCC-00171	255.050217	357.706146	441
AT1G01010	8.923168	12.514682	52
AT1G01020	6.340823	8.892959	40
AT1G01030	3.155688	4.42583	22
AT1G01040	9.248609	12.971107	200
AT1G01046	4.648478	6.519458	1
AT1G01050	104.747093	146.907059	338
AT1G01060	340.126434	477.024902	3378
AT1G01070	15.37611	21.564886	69
AT1G01073	0	0	0
AT1G01080	47.685467	66.878532	221
AT1G01090	134.878128	189.165619	762
AT1G01100	326.169464	457.450348	708
AT1G01110	3.497893	4.90577	24
AT1G01115	0	0	0
AT1G01120	36.199886	50.770081	238
AT1G01130	3.592343	5.038235	6
AT1G01140	35.718861	50.095444	202
AT1G01150	0	0	0
AT1G01160	27.554581	38.645103	96
AT1G01170	88.131859	123.604309	131
AT1G01180	18.982864	26.623331	79
AT1G01183	0	0	0
AT1G01190	3.569099	5.005635	21
AT1G01200	2.039299	2.860103	7
AT1G01210	15.237138	21.369976	34
AT1G01220	8.134162	11.408104	100
AT1G01225	1.676766	2.351652	6
AT1G01230	23.973425	33.622559	70
AT1G01240	11.668991	16.365677	59
AT1G01250	1.70807	2.395556	5
AT1G01260	9.018847	12.64887	80
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	11.184668	15.686416	42
AT1G01300	24.928314	34.961784	157
AT1G01305	0	0	0
AT1G01310	0	0	0
