tracking_id	FPKM_ZT0_seedling10	TPM_ZT0_seedling10	Raw_ZT0_seedling10
ERCC-00002	333.165344	469.72937	5561
ERCC-00003	41.82579	58.970119	675
ERCC-00004	282.477325	398.264404	2328
ERCC-00009	15.308186	21.582989	236
ERCC-00012	0	0	0
ERCC-00013	0	0	0
ERCC-00014	0.032576	0.045929	1
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	0.888975	1.253365	9
ERCC-00022	8.376553	11.810089	99
ERCC-00024	0	0	0
ERCC-00025	0.743335	1.048026	23
ERCC-00028	0.056045	0.079018	1
ERCC-00031	0	0	0
ERCC-00033	0	0	0
ERCC-00034	0.49844	0.70275	8
ERCC-00035	1.902581	2.682446	34
ERCC-00039	0.08615	0.121462	1
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	19.787895	27.898928	319
ERCC-00043	24.907372	35.116867	403
ERCC-00044	0.602636	0.849655	11
ERCC-00046	221.429703	312.193451	1817
ERCC-00048	0	0	0
ERCC-00051	2.305246	3.250164	10
ERCC-00053	0.672785	0.948558	11
ERCC-00054	0.926078	1.305677	4
ERCC-00057	0	0	0
ERCC-00058	0	0	0
ERCC-00059	0.841225	1.186041	7
ERCC-00060	27.698166	39.051605	230
ERCC-00061	0	0	0
ERCC-00062	3.026915	4.267643	51
ERCC-00067	0	0	0
ERCC-00069	0.055701	0.078532	1
ERCC-00071	2.70006	3.80681	27
ERCC-00073	0	0	0
ERCC-00074	843.942993	1189.874023	6928
ERCC-00075	0	0	0
ERCC-00076	9.616471	13.558249	97
ERCC-00077	0	0	0
ERCC-00078	0.511069	0.720555	8
ERCC-00079	1.959002	2.761994	20
ERCC-00081	0.119384	0.168319	1
ERCC-00083	0	0	0
ERCC-00084	0.889883	1.254645	14
ERCC-00085	0.150572	0.212291	2
ERCC-00086	0	0	0
ERCC-00092	7.229668	10.1931	128
ERCC-00095	3.49297	4.924734	29
ERCC-00096	345.307709	486.848877	6008
ERCC-00097	0	0	0
ERCC-00098	0	0	0
ERCC-00099	0.795022	1.120901	16
ERCC-00104	0	0	0
ERCC-00108	26.483	37.338345	425
ERCC-00109	0	0	0
ERCC-00111	14.545313	20.507416	228
ERCC-00112	1.891055	2.666196	34
ERCC-00113	197.562469	278.54306	2612
ERCC-00116	1.208106	1.703307	38
ERCC-00117	0	0	0
ERCC-00120	0.118938	0.167691	1
ERCC-00123	0	0	0
ERCC-00126	0.056647	0.079867	1
ERCC-00130	460.038574	648.607788	7666
ERCC-00131	3.710536	5.231479	45
ERCC-00134	0	0	0
ERCC-00136	28.00005	39.47723	456
ERCC-00137	0	0	0
ERCC-00138	0.062257	0.087776	1
ERCC-00142	0	0	0
ERCC-00143	0.161025	0.227029	2
ERCC-00144	1.41026	1.988324	12
ERCC-00145	21.892044	30.865561	357
ERCC-00147	0	0	0
ERCC-00148	0.127353	0.179554	1
ERCC-00150	0.17104	0.241148	2
ERCC-00154	0.118717	0.167379	1
ERCC-00156	0	0	0
ERCC-00157	0.06215	0.087626	1
ERCC-00158	0	0	0
ERCC-00160	0.085238	0.120176	1
ERCC-00162	4.412268	6.22085	36
ERCC-00163	0.992536	1.399375	8
