tracking_id	FPKM_ZT0_seedling14	TPM_ZT0_seedling14	Raw_ZT0_seedling14
ERCC-00002	337.030792	472.329041	3624
ERCC-00003	38.969162	54.613003	406
ERCC-00004	278.570007	390.399567	1473
ERCC-00009	16.769053	23.500849	166
ERCC-00012	0	0	0
ERCC-00013	0	0	0
ERCC-00014	0	0	0
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	0.59784	0.837837	3
ERCC-00022	6.402707	8.973021	49
ERCC-00024	0.182273	0.255445	1
ERCC-00025	1.071147	1.50115	22
ERCC-00028	0	0	0
ERCC-00031	0	0	0
ERCC-00033	0.047046	0.065933	1
ERCC-00034	0.094615	0.132598	1
ERCC-00035	2.187634	3.065842	25
ERCC-00039	0.262313	0.367616	2
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	16.459621	23.0672	171
ERCC-00043	22.264502	31.202398	233
ERCC-00044	0.796212	1.115845	9
ERCC-00046	223.756744	313.582031	1191
ERCC-00048	0	0	0
ERCC-00051	4.201351	5.887948	12
ERCC-00053	0.18849	0.264158	2
ERCC-00054	1.067345	1.495821	3
ERCC-00057	0	0	0
ERCC-00058	0	0	0
ERCC-00059	0.921891	1.291977	5
ERCC-00060	22.769175	31.90967	122
ERCC-00061	0	0	0
ERCC-00062	2.178322	3.052792	23
ERCC-00067	0	0	0
ERCC-00069	0	0	0
ERCC-00071	2.721187	3.813584	17
ERCC-00073	0	0	0
ERCC-00074	927.643555	1300.03833	4887
ERCC-00075	0	0	0
ERCC-00076	11.942986	16.737398	78
ERCC-00077	0.353161	0.494935	1
ERCC-00078	0.73402	1.028686	7
ERCC-00079	3.524162	4.938907	23
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	1.168465	1.637535	12
ERCC-00085	0.114995	0.161159	1
ERCC-00086	0	0	0
ERCC-00092	6.816381	9.55276	78
ERCC-00095	3.171818	4.445118	17
ERCC-00096	342.717834	480.299011	3843
ERCC-00097	0	0	0
ERCC-00098	0	0	0
ERCC-00099	1.040307	1.457929	14
ERCC-00104	0	0	0
ERCC-00108	25.222069	35.347256	261
ERCC-00109	0	0	0
ERCC-00111	15.116327	21.18465	153
ERCC-00112	1.582552	2.217855	18
ERCC-00113	205.54007	288.052429	1756
ERCC-00116	1.413346	1.980721	28
ERCC-00117	0	0	0
ERCC-00120	0.182273	0.255445	1
ERCC-00123	0	0	0
ERCC-00126	0.087387	0.122467	1
ERCC-00130	491.205688	688.396179	5271
ERCC-00131	3.777318	5.293691	29
ERCC-00134	0	0	0
ERCC-00136	27.035435	37.888584	285
ERCC-00137	0	0	0
ERCC-00138	0	0	0
ERCC-00142	0	0	0
ERCC-00143	0.122976	0.172344	1
ERCC-00144	1.42887	2.002478	8
ERCC-00145	23.399405	32.792904	248
ERCC-00147	0	0	0
ERCC-00148	0.787177	1.103182	4
ERCC-00150	0.262118	0.367344	2
ERCC-00154	0.903684	1.26646	5
ERCC-00156	0	0	0
ERCC-00157	0.095877	0.134366	1
ERCC-00158	0.047565	0.06666	0
ERCC-00160	0.130627	0.183066	1
ERCC-00162	4.993316	6.99784	27
ERCC-00163	0.892515	1.250807	5
ERCC-00164	0.094337	0.132208	1
ERCC-00165	1.338577	1.875937	12
ERCC-00168	0.189562	0.26566	2
ERCC-00170	0.284621	0.398879	3
ERCC-00171	141.614334	198.464218	722
AT1G01010	12.592697	17.647932	215
AT1G01020	9.008863	12.625398	170
AT1G01030	3.324431	4.658997	65
AT1G01040	8.992882	12.602999	564
AT1G01046	4.204286	5.892061	1
AT1G01050	101.130486	141.72847	967
AT1G01060	303.655365	425.555298	8471
AT1G01070	11.506152	16.125202	155
AT1G01073	0	0	0
AT1G01080	61.313374	85.927124	838
AT1G01090	138.530396	194.142258	2287
AT1G01100	384.162109	538.380798	2443
AT1G01110	6.186998	8.670716	111
AT1G01115	0	0	0
AT1G01120	45.550152	63.83588	879
AT1G01130	1.316358	1.844798	26
AT1G01140	27.080431	37.951645	459
AT1G01150	0.081844	0.1147	1
AT1G01160	35.10783	49.201576	345
AT1G01170	83.447853	116.947304	348
AT1G01180	18.006367	25.234873	221
AT1G01183	0	0	0
AT1G01190	6.123739	8.582063	117
AT1G01200	2.686209	3.764565	25
AT1G01210	20.893635	29.281212	138
AT1G01220	7.443611	10.431787	269
AT1G01225	5.19595	7.281821	55
AT1G01230	27.238962	38.173817	231
AT1G01240	11.930857	16.7204	201
AT1G01250	0.577713	0.80963	5
AT1G01260	9.008511	12.624902	240
AT1G01270	0	0	0
AT1G01280	0	0	0
AT1G01290	12.773366	17.901129	140
AT1G01300	25.636026	35.927395	481
AT1G01305	0	0	0
AT1G01310	0.098682	0.138298	1
AT1G01320	64.303345	90.117386	3968
AT1G01340	5.115565	7.169166	128
AT1G01350	17.773029	24.907864	253
AT1G01355	0	0	0
AT1G01360	17.293903	24.236397	176
AT1G01370	9.012701	12.630775	85
AT1G01380	2.341295	3.281188	14
AT1G01390	3.050314	4.274836	52
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	5.940388	8.325107	97
AT1G01430	48.288654	67.673729	823
AT1G01440	12.4143	17.397917	288
AT1G01448	8.334151	11.679828	79
AT1G01450	0	0	0
AT1G01453	0.584367	0.818956	7
AT1G01460	0	0	0
AT1G01470	44.019276	61.690449	332
AT1G01471	0	0	0
AT1G01480	0.77318	1.083567	16
AT1G01490	72.294968	101.317177	801
AT1G01500	3.371702	4.725244	50
AT1G01510	25.345335	35.520008	562
AT1G01520	8.569291	12.009362	85
AT1G01530	0.129063	0.180875	1
AT1G01540	53.033073	74.322762	1036
AT1G01550	96.674065	135.483047	1429
AT1G01560	0.336788	0.471988	6
AT1G01570	2.09286	2.933021	35
AT1G01580	61.194111	85.759972	1541
AT1G01590	0	0	0
AT1G01600	5.557151	7.788024	123
AT1G01610	25.682402	35.992386	483
AT1G01620	434.187286	608.488159	5771
AT1G01630	43.777176	61.351158	532
AT1G01640	12.807434	17.948872	121
AT1G01650	11.269367	15.79336	249
AT1G01660	1.358554	1.903934	25
AT1G01670	1.304182	1.827736	19
AT1G01680	0.078596	0.110147	1
AT1G01690	4.825203	6.762241	87
AT1G01695	0.112062	0.157048	1
AT1G01700	1.098587	1.539606	28
AT1G01710	15.443476	21.643129	394
AT1G01720	45.070343	63.163456	597
AT1G01725	13.08917	18.343706	61
AT1G01730	30.655771	42.962273	287
AT1G01740	4.188554	5.870015	74
AT1G01750	18.025494	25.261677	152
AT1G01760	4.832403	6.772331	66
AT1G01770	11.298786	15.834588	268
AT1G01780	18.692877	26.196978	155
AT1G01790	37.894135	53.106419	1524
AT1G01800	55.708706	78.072502	620
AT1G01810	0.912326	1.278572	6
AT1G01820	40.92458	57.353409	446
AT1G01830	5.717052	8.012115	152
AT1G01840	1.826606	2.559882	14
AT1G01860	12.036377	16.86828	136
AT1G01870	0	0	0
AT1G01880	1.788179	2.506029	37
AT1G01890	0	0	0
AT1G01900	2.763837	3.873356	70
AT1G01910	29.679359	41.593891	454
AT1G01920	14.472248	20.282011	276
AT1G01930	9.88823	13.857779	197
AT1G01940	19.989958	28.014761	149
AT1G01950	11.248199	15.763695	350
AT1G01960	22.185436	31.091597	1261
AT1G01970	18.76417	26.296888	316
AT1G01980	0	0	1
AT1G01990	21.253469	29.785498	255
AT1G02000	8.339184	11.68688	152
AT1G02010	6.087338	8.53105	156
AT1G02020	5.857098	8.208382	144
AT1G02030	0.347577	0.48711	8
AT1G02040	0.098885	0.138581	1
AT1G02050	9.096028	12.747553	122
AT1G02060	6.053154	8.483141	136
AT1G02065	0.267226	0.374502	5
AT1G02070	0.481	0.674094	4
AT1G02074	0.511578	0.716947	1
AT1G02080	20.441639	28.647766	1551
AT1G02090	35.438221	49.6646	406
AT1G02100	43.990662	61.650349	601
AT1G02110	16.947395	23.750786	415
AT1G02120	39.112022	54.813217	803
AT1G02130	45.980427	64.438881	477
AT1G02140	116.645279	163.471573	931
AT1G02145	16.383841	22.960997	276
AT1G02150	64.424683	90.287437	1257
AT1G02160	32.031174	44.889824	163
AT1G02170	23.864597	33.444843	324
AT1G02180	5.826084	8.164917	52
AT1G02190	0	0	0
AT1G02205	3.388693	4.749056	85
AT1G02210	0	0	0
AT1G02220	11.24841	15.76399	159
AT1G02228	0	0	0
AT1G02230	0.525024	0.73579	7
AT1G02250	0.028921	0.040531	1
AT1G02260	10.163939	14.244167	227
AT1G02270	8.126035	11.388164	134
AT1G02280	102.976501	144.315552	1208
AT1G02290	6.120371	8.577343	106
AT1G02300	6.510293	9.123796	84
AT1G02305	61.266392	85.861275	855
AT1G02310	0.54842	0.768579	10
AT1G02320	0	0	0
AT1G02330	26.089197	36.562489	283
AT1G02335	24.808552	34.767742	210
AT1G02340	4.672653	6.548451	61
AT1G02350	5.30157	7.429841	33
AT1G02360	40.7509	57.110012	419
AT1G02370	5.329948	7.469611	95
AT1G02380	2.716074	3.80642	32
AT1G02390	1.104989	1.548578	22
AT1G02391	0	0	0
AT1G02400	5.775653	8.094241	79
AT1G02405	0	0	0
AT1G02410	20.078369	28.138662	244
AT1G02420	2.37113	3.323	35
AT1G02430	1.664895	2.333254	20
AT1G02440	0.333155	0.466897	2
AT1G02450	0.53939	0.755923	3
AT1G02460	0.505656	0.708648	9
AT1G02470	0.738277	1.034653	8
AT1G02475	49.050198	68.74099	462
AT1G02480	0	0	0
AT1G02490	0	0	0
AT1G02500	456.849213	640.247559	7067
AT1G02510	0	0	0
AT1G02520	6.970654	9.768965	271
AT1G02530	0.10675	0.149604	2
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	183.695938	257.439148	2469
AT1G02570	1.372057	1.922858	12
AT1G02575	0.591933	0.82956	6
AT1G02580	0.167772	0.235123	4
AT1G02590	0	0	0
AT1G02600	0	0	0
AT1G02610	6.312627	8.846779	61
AT1G02620	0.70076	0.982074	7
AT1G02630	0	0	0
AT1G02640	25.751148	36.088737	684
AT1G02650	0.384318	0.538599	8
AT1G02660	3.824244	5.359454	102
AT1G02670	1.675512	2.348132	38
AT1G02680	13.021588	18.248997	122
AT1G02690	17.999371	25.225065	356
AT1G02700	0.094853	0.132931	13
AT1G02710	0	0	13
AT1G02720	8.358754	11.714307	156
AT1G02730	14.220445	19.929123	559
AT1G02740	8.61503	12.073462	120
AT1G02750	12.127459	16.995924	125
AT1G02760	0	0	0
AT1G02770	0.770459	1.079753	10
AT1G02780	690.015564	967.016541	7162
AT1G02790	0	0	0
AT1G02800	1.697974	2.379612	31
AT1G02810	16.948303	23.752056	330
AT1G02813	0.158588	0.222251	1
AT1G02816	22.960094	32.177235	237
AT1G02820	8.752933	12.266726	56
AT1G02830	0.237685	0.333101	1
AT1G02840	104.321693	146.20076	1480
AT1G02850	32.304104	45.27232	570
AT1G02860	10.753715	15.070704	167
AT1G02870	32.637043	45.738911	281
AT1G02880	17.949409	25.15505	231
AT1G02890	29.772755	41.724777	1238
AT1G02900	62.78772	87.993332	377
AT1G02910	38.209522	53.548416	613
AT1G02920	33.080223	46.360004	294
AT1G02930	19.399677	27.187515	182
AT1G02940	0	0	0
AT1G02950	13.543104	18.97987	36
AT1G02952	0	0	0
AT1G02960	13.367047	18.733137	227
AT1G02965	0	0	0
AT1G02970	2.137949	2.996211	40
AT1G02980	0.162415	0.227615	4
AT1G02990	5.132599	7.193038	238
AT1G03000	10.928868	15.316173	347
AT1G03010	1.566308	2.195089	33
AT1G03020	0	0	0
AT1G03022	0	0	0
AT1G03030	19.225235	26.943047	258
AT1G03040	31.270571	43.823879	459
AT1G03050	0	0	0
AT1G03055	4.61259	6.464276	51
AT1G03060	7.035708	9.860135	813
AT1G03070	2.037159	2.854959	23
AT1G03080	15.826665	22.180147	927
AT1G03090	30.3202	42.491993	778
AT1G03100	1.490839	2.089324	37
AT1G03103	0	0	0
AT1G03106	0.05029	0.070479	0
AT1G03110	13.415202	18.800621	216
AT1G03120	0.803148	1.125566	6
AT1G03130	392.726898	550.38385	3559
AT1G03140	38.55447	54.031841	581
AT1G03150	23.46134	32.8797	171
AT1G03160	14.337145	20.092672	428
AT1G03170	0.277733	0.389226	3
AT1G03180	3.274028	4.588359	40
AT1G03190	6.669243	9.346555	180
AT1G03200	2.744846	3.846741	3
AT1G03210	28.348307	39.728497	262
AT1G03220	188.838409	264.646027	2844
AT1G03230	29.751057	41.69437	447
AT1G03240	0	0	0
AT1G03250	17.415003	24.406113	206
AT1G03260	7.427364	10.409018	102
AT1G03270	3.064217	4.294321	50
AT1G03280	21.310921	29.866013	411
AT1G03290	14.303573	20.045622	275
AT1G03300	4.354944	6.103201	93
AT1G03310	9.686416	13.574947	291
AT1G03320	1.040232	1.457824	8
AT1G03330	42.653633	59.776577	316
AT1G03340	2.161491	3.029204	29
AT1G03350	24.430092	34.237347	437
AT1G03360	14.606606	20.470304	186
AT1G03365	8.42627	11.808926	246
AT1G03370	8.90065	12.473742	345
AT1G03380	15.326173	21.478737	583
AT1G03390	0	0	0
AT1G03400	14.763031	20.689526	188
AT1G03410	3.678136	5.154693	35
AT1G03420	23.193457	32.504276	0
AT1G03430	10.897531	15.272254	119
AT1G03440	10.116704	14.17797	199
AT1G03445	0.156976	0.219992	6
AT1G03457	11.791937	16.525711	208
AT1G03470	6.127709	8.587626	77
AT1G03475	124.191093	174.046585	1827
AT1G03490	0	0	0
AT1G03495	0.220854	0.309514	72
AT1G03502	5.037715	7.060064	4
AT1G03506	0.458054	0.641936	0
AT1G03510	1.246641	1.747095	17
AT1G03515	0	0	0
AT1G03520	8.366524	11.725196	176
AT1G03530	7.556113	10.589451	207
AT1G03540	1.559114	2.185008	32
AT1G03545	1.854155	2.59849	0
AT1G03550	12.030921	16.860632	42
AT1G03560	4.481882	6.281096	100
AT1G03570	0	0	0
AT1G03590	22.255672	31.190025	463
AT1G03600	327.808838	459.404938	2595
AT1G03610	18.92379	26.520588	329
AT1G03620	2.801206	3.925727	32
AT1G03630	130.896393	183.443665	1857
AT1G03640	0	0	0
AT1G03650	3.538787	4.959404	28
AT1G03660	4.098541	5.743866	20
AT1G03670	0	0	0
AT1G03680	193.692444	271.448669	1796
AT1G03687	15.725995	22.039064	224
AT1G03700	5.593957	7.839604	37
AT1G03710	0	0	0
AT1G03720	0	0	0
AT1G03730	4.996981	7.002977	98
AT1G03740	12.360146	17.322021	384
AT1G03743	0.976032	1.367852	1
AT1G03746	0.960348	1.345872	1
AT1G03750	3.471535	4.865155	91
AT1G03760	9.171783	12.85372	122
AT1G03770	5.879611	8.239932	100
AT1G03780	7.408899	10.38314	197
AT1G03790	0.061701	0.08647	1
AT1G03800	0.644495	0.903221	12
AT1G03810	0	0	0
AT1G03820	17.459703	24.468758	153
AT1G03830	4.453735	6.24165	153
AT1G03840	4.89651	6.862173	84
AT1G03850	41.799465	58.579514	299
AT1G03860	74.042206	103.765839	999
AT1G03870	197.313904	276.523895	2076
AT1G03880	0	0	0
AT1G03890	0	0	0
AT1G03900	83.481667	116.994682	1025
AT1G03905	6.253178	8.763464	87
AT1G03910	27.075245	37.944374	607
