tracking_id	FPKM_ZT0_seedling12	TPM_ZT0_seedling12	Raw_ZT0_seedling12
ERCC-00002	500.884613	681.632935	2955
ERCC-00003	40.103123	54.574665	235
ERCC-00004	327.091492	445.125183	949
ERCC-00009	23.353306	31.780542	129
ERCC-00012	0	0	0
ERCC-00013	0	0	0
ERCC-00014	0	0	0
ERCC-00016	0	0	0
ERCC-00017	0	0	0
ERCC-00019	0.269472	0.366713	1
ERCC-00022	10.528601	14.327932	45
ERCC-00024	0	0	0
ERCC-00025	1.131979	1.540463	13
ERCC-00028	0.153575	0.208993	1
ERCC-00031	0	0	0
ERCC-00033	0	0	0
ERCC-00034	0	0	0
ERCC-00035	2.383972	3.244248	15
ERCC-00039	0.236066	0.321252	1
ERCC-00040	0	0	0
ERCC-00041	0	0	0
ERCC-00042	21.719294	29.556881	122
ERCC-00043	25.218782	34.319191	142
ERCC-00044	0.450363	0.612881	3
ERCC-00046	297.165558	404.400238	869
ERCC-00048	0	0	0
ERCC-00051	5.343686	7.272	8
ERCC-00053	0.501051	0.681859	3
ERCC-00054	0.633357	0.861909	1
ERCC-00057	0	0	0
ERCC-00058	0.153776	0.209267	1
ERCC-00059	1.31783	1.79338	4
ERCC-00060	21.996546	29.934183	63
ERCC-00061	0	0	0
ERCC-00062	3.465785	4.716442	20
ERCC-00067	0	0	0
ERCC-00069	0	0	0
ERCC-00071	3.488983	4.748011	13
ERCC-00073	0.2897	0.394241	1
ERCC-00074	1294.364258	1761.446289	3750
ERCC-00075	0	0	0
ERCC-00076	13.920131	18.943325	50
ERCC-00077	0	0	0
ERCC-00078	1.396948	1.901048	8
ERCC-00079	4.313333	5.869834	16
ERCC-00081	0	0	0
ERCC-00083	0	0	0
ERCC-00084	0.785065	1.068362	4
ERCC-00085	0	0	0
ERCC-00086	0	0	0
ERCC-00092	7.490706	10.193789	46
ERCC-00095	3.809577	5.184293	11
ERCC-00096	508.360443	691.80658	3141
ERCC-00097	0.663632	0.903109	2
ERCC-00098	0	0	0
ERCC-00099	1.155229	1.572103	9
ERCC-00104	0	0	0
ERCC-00108	39.466518	53.70834	221
ERCC-00109	0	0	0
ERCC-00111	18.816118	25.606071	103
ERCC-00112	1.985931	2.70257	12
ERCC-00113	281.212708	382.690643	1312
ERCC-00116	1.833868	2.495635	21
ERCC-00117	0	0	0
ERCC-00120	0	0	0
ERCC-00123	0	0	0
ERCC-00126	0	0	0
ERCC-00130	702.298462	955.728699	4156
ERCC-00131	5.390092	7.335151	23
ERCC-00134	0	0	0
ERCC-00136	38.897175	52.93354	224
ERCC-00137	0	0	0
ERCC-00138	0	0	0
ERCC-00142	0	0	0
ERCC-00143	0	0	0
ERCC-00144	2.582654	3.514625	8
ERCC-00145	28.431749	38.691586	166
ERCC-00147	0	0	0
ERCC-00148	0.353621	0.481228	1
ERCC-00150	0	0	0
ERCC-00154	0.971637	1.32226	3
ERCC-00156	0	0	0
ERCC-00157	0.16692	0.227154	1
ERCC-00158	0	0	0
ERCC-00160	0.232019	0.315745	1
ERCC-00162	6.605556	8.989225	18
ERCC-00163	0.958783	1.304768	3
ERCC-00164	0	0	0
ERCC-00165	1.49326	2.032116	7
ERCC-00168	0.170595	0.232156	1
ERCC-00170	0.170762	0.232383	1
ERCC-00171	192.624496	262.134613	541
AT1G01010	9.968284	13.565421	93
AT1G01020	7.687931	10.462184	80
AT1G01030	3.410406	4.641079	36
AT1G01040	8.315209	11.315822	287
AT1G01046	6.168305	8.394189	2
AT1G01050	101.626793	138.299667	529
AT1G01060	368.597809	501.609406	5734
AT1G01070	10.657275	14.503042	84
AT1G01073	0	0	0
AT1G01080	69.444824	94.50457	519
AT1G01090	127.962425	174.138718	1159
AT1G01100	396.580902	539.690369	1378
AT1G01110	5.108695	6.95221	57
AT1G01115	0	0	0
