Name	entropyloG2
AT5G53650	5.92179128
AT5G53540	5.957688711
AT5G53530	5.945212876
AT5G53570	5.934510466
AT5G53620	5.874103449
AT5G53490	5.557795261
AT5G53750	5.900600193
AT5G53820	2.694560764
AT5G53800	5.896068207
AT5G53810	4.869566231
AT5G53830	5.740325396
AT5G53770	5.899713891
AT5G53760	5.673308751
AT5G53850	5.911251015
AT5G53860	5.838593695
AT5G53870	5.037535297
AT5G53890	5.866641763
AT5G53900	5.847886817
AT5G53950	5.762032462
AT5G53580	5.702632951
AT5G53590	5.706983358
AT5G53190	5.077162612
AT5G53200	5.702226568
AT5G53210	5.548555607
AT5G53120	5.641653076
AT5G53140	5.948752874
AT5G53130	5.870334749
AT5G53220	5.562168744
AT5G53250	4.150666882
AT5G53320	5.346608203
AT5G53350	5.808998486
AT5G53360	5.458389735
AT5G53400	5.825189821
AT5G53330	5.913326462
AT5G53280	5.747573731
AT5G53340	5.90373858
AT5G53370	5.344391434
AT5G53310	5.91563821
AT5G53430	5.928064283
AT5G53440	5.923560514
AT5G53460	5.784685626
AT5G53480	5.91849067
AT5G53470	5.772625796
AT5G53450	5.683823132
AT5G53420	5.605342021
AT5G53485	5.95472605
AT5G53500	5.846480627
AT5G53510	5.665975666
AT5G53520	5.566017025
AT5G53550	5.513322879
AT5G52860	5.314885662
AT5G52910	5.880805707
AT5G52980	5.929092114
AT5G52900	5.622221201
AT5G52920	5.728124081
AT5G52960	5.583698177
AT5G52970	5.527364064
AT5G52840	5.937498558
AT5G52880	5.940171681
AT5G53010	5.954168878
AT5G53020	5.886976503
AT5G53030	5.718077896
AT5G53050	5.863944602
AT5G53060	5.913285749
AT5G53070	5.854403861
AT5G53090	5.812431078
AT5G53100	5.568533919
AT5G53110	5.499723008
AT5G53000	5.930697656
AT5G53150	5.946663123
AT5G53160	5.759549429
AT5G53170	5.806690711
AT5G53180	5.946864837
AT5G52560	5.883872197
AT5G52830	5.758836508
AT5G52530	5.936149084
AT5G52540	5.779907304
AT5G52550	5.890532352
AT5G52570	5.185011566
AT5G52580	5.922800724
AT5G52590	5.860581588
AT5G52740	5.580933216
AT5G52760	4.77317185
AT5G52790	5.359146697
AT5G52820	5.908103543
AT5G52750	5.032697285
AT5G52660	5.869162722
AT5G52780	5.57404825
AT5G52810	5.33905517
AT5G52650	5.81751025
AT5G52640	5.057337409
AT5G52390	4.478151194
AT5G52370	5.907110878
AT5G52450	5.62631929
AT5G52420	5.192393752
AT5G52310	5.504738203
AT5G52440	5.715966034
AT5G52520	5.715818632
AT5G52180	5.92132584
AT5G52230	5.687009403
AT5G52280	5.707951694
AT5G52210	5.943939878
AT5G52250	5.49267825
AT5G52190	5.607629529
AT5G52240	5.885758425
AT5G52160	4.176459753
AT5G52200	5.951579825
AT5G52300	3.501736223
AT5G52320	5.649510165
AT5G52340	4.843896604
AT5G52400	5.896655629
AT5G52430	5.938148106
AT5G52470	5.826968811
AT5G52500	5.035860047
AT5G52510	5.74053817
AT5G52360	3.479868168
AT5G51950	4.313423427
AT5G52040	5.922012052
AT5G51810	5.09032553
AT5G51850	5.544449909
AT5G51710	5.902558883
AT5G51880	5.938316327
AT5G51720	5.456428447
AT5G51840	5.920481378
AT5G51700	5.94690236
AT5G51820	5.627417121
AT5G51830	5.43945676
AT5G51890	5.661529232
AT5G51910	5.777323439
AT5G51940	5.873664243
AT5G51960	5.895846054
AT5G51980	5.938597516
AT5G52030	5.845931376
AT5G52050	5.298507162
AT5G52060	5.842416928
AT5G52070	5.798272642
AT5G52120	5.475065101
AT5G51970	5.833312289
AT5G52010	5.828240284
AT5G52020	5.673100405
AT5G52110	5.794666406
AT5G52100	5.556574771
AT5G51410	5.947517037
AT5G51460	5.45383941
AT5G51480	4.885521665
AT5G51490	3.894692841
AT5G51500	5.655517688
AT5G51540	5.730371629
AT5G51570	5.745210115
AT5G51590	5.683066574
AT5G51600	5.44972241
AT5G51620	5.883448784
AT5G51630	5.77392874
AT5G51660	5.852925815
AT5G51550	5.661183577
AT5G51560	5.454931405
AT5G51510	5.928124532
AT5G51640	5.819072729
AT5G51670	5.748254093
AT5G51740	5.632014614
AT5G51750	5.009847211
AT5G51760	3.853229646
AT5G51770	5.875406072
AT5G51400	5.954075902
AT5G51440	4.966451467
AT5G51220	5.935774035
AT5G51230	5.937404675
AT5G51240	5.9250525
AT5G51260	5.580618612
AT5G51280	5.862981147
AT5G51170	5.910099553
AT5G51140	5.93971856
AT5G51120	5.914033871
AT5G51190	5.197467962
AT5G51110	5.580614935
AT5G51290	5.886944572
AT5G51180	5.929860075
AT5G51300	5.922889126
AT5G51340	5.91205542
AT5G51350	5.749743229
AT5G51430	5.93931927
AT5G51020	5.838467667
AT5G50915	5.439430684
AT5G50950	5.802246992
AT5G50960	5.943819953
AT5G51130	5.804769048
AT5G51160	5.451394498
AT5G51200	5.876309125
AT5G50720	5.451751462
AT5G50800	4.040594518
AT5G50750	3.345594739
AT5G50820	5.920418018
AT5G50830	2.684983158
AT5G50840	5.924301689
AT5G50860	5.935229788
AT5G50810	5.760701614
AT5G50850	5.928758472
AT5G50890	5.88338006
AT5G50900	5.891390644
AT5G50870	5.959639968
AT5G50920	5.784929855
AT5G50930	5.573760133
AT5G51030	3.302721612
AT5G51050	5.908231409
AT5G51060	4.994837185
AT5G51070	5.306452883
AT5G50940	5.702068917
AT5G51010	5.668103251
AT5G51040	5.588412934
AT5G51100	5.62501756
AT5G50770	4.334148345
AT5G50790	4.567006078
AT5G50380	5.876874104
AT5G50390	5.751450163
AT5G50400	5.851352776
AT5G50410	5.930347504
AT5G50440	5.910649439
AT5G50450	5.850548636
AT5G50480	5.866310257
AT5G50360	4.680941994
AT5G50370	5.775355737
AT5G50420	5.898834429
AT5G50320	5.91932507
AT5G50335	5.297041125
AT5G50315	5.745098348
AT5G50375	5.768511568
AT5G50460	5.887304442
AT5G50530	5.774901617
AT5G50550	5.948780153
AT5G50560	4.757545303
AT5G50590	5.41572556
AT5G50600	2.764293784
AT5G50630	5.932840734
AT5G50565	5.94393171
AT5G50580	5.782842867
AT5G50570	5.614012305
AT5G50710	5.326385469
AT5G50730	5.522884293
AT5G50740	5.456080169
AT5G50760	3.998408409
AT5G50000	5.840187103
AT5G49945	5.929780524
AT5G49950	5.909355004
AT5G49940	5.911835639
AT5G50020	5.8893812
AT5G50030	3.167162756
AT5G50100	5.749615678
AT5G50110	5.928526236
AT5G50130	5.62155278
AT5G50160	5.573374091
AT5G50180	5.89212327
AT5G50230	5.92268788
AT5G50240	5.137235633
AT5G50260	3.818417798
AT5G50280	5.828085597
AT5G50310	5.887533713
AT5G50210	5.806163183
AT5G50200	5.336685193
AT5G50250	5.785764943
AT5G50170	4.378125181
AT5G50330	5.907712123
AT5G50340	5.926272864
AT5G50350	5.838061206
AT5G49980	5.826061137
AT5G49990	5.005215353
AT5G50010	5.60560651
AT5G49970	5.839413617
AT5G49680	5.2606921
AT5G49700	4.835291782
AT5G49710	5.786759166
AT5G49730	5.32373529
AT5G49760	5.671054648
AT5G49800	5.778989933
AT5G49720	5.83188571
AT5G49830	5.946402667
AT5G49840	5.925777333
AT5G49810	5.86377381
AT5G49820	5.797720219
AT5G49880	5.89396642
AT5G49890	5.66297968
AT5G49900	5.646346787
AT5G49910	5.748049948
AT5G49930	5.885494846
AT5G49610	5.947118883
AT5G49550	5.909756993
AT5G49540	5.925328941
AT5G49510	5.901083559
AT5G49660	5.69902336
AT5G49650	5.921959347
AT5G49280	5.732826169
AT5G49180	3.580426275
AT5G49210	5.884167242
AT5G49230	5.938758761
AT5G49330	5.125333375
AT5G49160	5.688838765
AT5G49400	5.941676922
AT5G49430	5.927135922
AT5G49450	5.44657034
AT5G49480	5.618582082
AT5G49460	5.734907421
AT5G49440	5.929657962
AT5G49500	5.936189363
AT5G49520	5.608282078
AT5G49530	5.933990506
AT5G49555	5.83980939
AT5G49560	5.710817347
AT5G49570	5.87611363
AT5G49580	5.910467912
AT5G49630	5.448296419
AT5G49320	5.898600091
AT5G49350	4.996891392
AT5G49360	5.361414585
AT5G48790	5.600686648
AT5G48880	5.503084525
AT5G48940	5.42007759
AT5G48950	5.692492187
AT5G48960	5.895215712
AT5G48970	5.795824121
AT5G49000	5.919784417
AT5G49010	5.886649671
AT5G49020	5.884442044
AT5G49030	5.716959183
AT5G49080	4.884584851
AT5G49060	5.952657112
AT5G49070	5.297115701
AT5G48930	5.796632388
AT5G48910	5.911362566
AT5G49130	4.705776542
AT5G49150	5.7350186
AT5G49100	5.670225109
AT5G49190	3.236119727
AT5G49220	5.938445567
AT5G49270	5.464345988
AT5G48760	5.765737633
AT5G48460	5.699452842
AT5G48570	4.643332641
AT5G48600	5.759868922
AT5G48640	5.913335628
AT5G48650	5.359223589
AT5G48670	5.8921164
AT5G48590	5.843156039
AT5G48580	5.825235972
AT5G48655	5.921127641
AT5G48630	5.922697279
AT5G48720	5.759555389
AT5G48730	5.879177155
AT5G48780	5.38224786
AT5G48800	5.64705647
AT5G48820	5.667271618
AT5G48850	4.719961274
AT5G48870	5.860093178
AT5G48830	5.806056447
AT5G48840	5.930597945
AT5G48900	5.070446219
AT5G48810	5.916987528
AT5G48490	4.921981252
AT5G48485	5.168701069
AT5G48500	5.710453918
AT5G48540	5.375152935
AT5G48300	5.750403309
AT5G48220	5.71121868
AT5G48150	5.87865107
AT5G48230	5.757034697
AT5G48310	5.635207616
AT5G48330	5.927813168
AT5G48340	5.912660211
AT5G48360	5.158150846
AT5G48370	5.835998128
AT5G48380	5.644165033
AT5G48400	5.395912357
AT5G48410	5.406535964
AT5G48430	4.940111959
AT5G48450	5.642006522
AT5G48520	5.93631974
AT5G48560	4.817933578
AT5G48470	5.729492476
AT5G48480	5.352714229
AT5G48270	3.530630477
AT5G48180	5.485354124
AT5G48140	2.782931869
AT5G48290	5.354971937
AT5G48210	3.402558951
AT5G47770	5.747927503
AT5G47910	5.754418671
AT5G47750	5.8478087
AT5G47780	5.9347463
AT5G47810	4.454696162
AT5G47950	5.193547834
AT5G47970	5.937886032
AT5G47980	4.636872054
AT5G47960	5.636166257
AT5G47990	3.192466142
AT5G48000	3.372332071
AT5G48010	3.355927388
AT5G48070	5.200806125
AT5G48090	5.906747225
AT5G48100	3.258410547
AT5G48110	4.882338101
AT5G48120	5.91939203
AT5G48020	5.894496863
AT5G48030	5.92080096
AT5G48240	5.854387705
AT5G48250	5.881719724
AT5G47890	5.923370073
AT5G47930	5.835914694
AT5G47840	5.807361209
AT5G47880	5.857976436
AT5G47530	4.589833647
AT5G47540	4.873106805
AT5G47600	3.57736265
AT5G47670	3.030202208
AT5G47690	5.948995658
AT5G47560	5.562619659
AT5G47680	5.892655859
AT5G47620	5.625678462
AT5G47610	5.506452348
AT5G47570	5.94803181
AT5G47635	5.048431426
AT5G47455	5.85271769
AT5G47550	5.04217338
AT5G47640	5.802741215
AT5G47650	5.915547311
AT5G47580	5.857752291
AT5G47710	5.920138399
AT5G47700	5.815976246
AT5G47730	5.869532025
AT5G47740	5.483290408
AT5G47790	5.938439003
AT5G47800	5.740102541
AT5G47820	5.836761841
AT5G47830	5.807104551
AT5G47850	5.80333607
AT5G47900	5.877305691
AT5G47920	5.582838835
AT5G47940	5.844876073
AT5G47720	5.740497319
AT5G47760	5.890968542
AT5G47870	5.860025424
AT5G47360	5.955458055
AT5G47380	5.761242821
AT5G47400	5.917633518
AT5G47410	5.807631186
AT5G47420	5.956552864
AT5G47450	3.448155322
AT5G47350	2.47579569
AT5G47200	5.894041099
AT5G47240	5.631451333
AT5G47220	5.380721123
AT5G47390	5.947718811
AT5G47180	5.596988106
AT5G47210	5.836593781
AT5G47190	5.543369033
AT5G47230	5.563813311
AT5G47320	5.938101679
AT5G47370	5.839457631
AT5G47435	5.831220147
AT5G47470	3.953376445
AT5G47480	5.893310875
AT5G47490	5.837884685
AT5G47500	5.133293282
AT5G47520	5.704530574
AT5G47310	5.952359184
AT5G47330	4.869597143
AT5G46860	5.95464876
AT5G46910	5.406583424
AT5G46920	5.933236723
AT5G47010	5.958510364
AT5G47020	5.865523096
AT5G47040	5.89829989
AT5G47050	5.630231135
AT5G47060	5.27750707
AT5G47070	5.648691652
AT5G47000	2.910928111
AT5G46960	4.948361047
AT5G46940	3.205712861
AT5G47030	5.934024638
AT5G47080	5.910340584
AT5G47100	5.713124701
AT5G47110	5.733926191
AT5G47150	4.518446534
AT5G47120	5.874438536
AT5G47090	5.771085249
AT5G46800	5.785016682
AT5G46690	5.241325834
AT5G46770	2.722988951
AT5G46740	5.830998548
AT5G46850	5.955040783
AT5G46880	5.763930011
AT5G46480	5.840645268
AT5G46550	5.936093349
AT5G46560	5.961165545
AT5G46570	5.773184697
AT5G46580	5.591070474
AT5G46590	5.801508216
AT5G46620	5.930002463
AT5G46640	5.893333689
AT5G46630	5.963094365
AT5G46700	5.613025674
AT5G46730	5.69329935
AT5G46750	5.949819321
AT5G46760	5.826761069
AT5G46790	5.784706933
AT5G46780	5.541955486
AT5G46840	5.558314722
AT5G46710	5.787907373
AT5G46795	5.060394245
AT5G46450	5.593243288
AT5G46460	5.91234748
AT5G46470	5.786458245
AT5G46140	5.902435903
AT5G46160	5.832848563
AT5G46180	5.515833322
AT5G46200	4.549954053
AT5G46020	5.960123934
AT5G46210	5.963128098
AT5G46190	5.947134781
AT5G46030	5.949260989
AT5G46150	5.940555043
AT5G46110	5.691618296
AT5G46240	5.353804577
AT5G46230	5.059530941
AT5G46270	5.668231413
AT5G46280	5.428896699
AT5G46330	5.503327025
AT5G46350	5.826248216
AT5G46390	5.834857666
AT5G46410	5.895964084
AT5G46290	5.747370149
AT5G46250	5.818987065
AT5G46420	5.787867245
AT5G46340	5.544221701
AT5G45800	5.764632277
AT5G45810	4.619215458
AT5G45820	4.883488668
AT5G45830	3.372186826
AT5G45670	5.025590003
AT5G45760	5.910191526
AT5G45750	5.850565142
AT5G45840	3.255760135
AT5G45890	2.821500698
AT5G45920	5.845462965
AT5G45930	5.438914526
AT5G45950	4.948240955
AT5G45940	5.32701503
AT5G45960	4.867023241
AT5G45910	5.728979507
AT5G45880	3.627491877
AT5G45900	5.706542772
AT5G45970	5.627526403
AT5G46040	5.544509873
AT5G46050	5.345058934
AT5G46070	5.888160115
AT5G46080	5.685329791
AT5G45710	5.723050223
AT5G45770	5.402058841
AT5G45780	5.775042911
AT5G45480	5.563088117
AT5G45490	5.583969773
AT5G45500	5.694567956
AT5G45510	5.678841125
AT5G45560	5.85973408
AT5G45390	5.803024596
AT5G45550	5.871185474
AT5G45410	5.899161802
AT5G45430	5.868589845
AT5G45420	5.928201347
AT5G45600	5.875471146
AT5G45620	5.909761818
AT5G45590	5.85294823
AT5G45630	5.207791792
AT5G45650	5.376487967
AT5G45680	5.531208171
AT5G45700	4.7369917
AT5G45340	5.376385436
AT5G45370	5.961544291
AT5G45360	5.914348792
AT5G45350	5.735586389
AT5G45280	5.789297338
AT5G45310	3.445510893
AT5G45380	4.560789358
AT5G45010	5.930557958
AT5G45050	5.964712871
AT5G45060	5.908305256
AT5G45040	5.605118283
AT5G45020	5.854142506
AT5G45070	5.030973662
AT5G45080	5.81089302
AT5G45110	5.810148906
AT5G45120	5.933415646
AT5G45130	5.917781288
AT5G45140	5.833479329
AT5G45160	5.659861775
AT5G45170	5.779533478
AT5G45190	5.914180508
AT5G45250	5.743574606
AT5G45260	5.910394298
AT5G45300	5.944650906
AT5G45320	5.669861568
AT5G44520	5.699274951
AT5G44500	5.889674901
AT5G44630	3.74273067
AT5G44660	5.928777841
AT5G44650	5.623282361
AT5G44680	5.44656465
AT5G44610	4.714715701
AT5G44580	4.998700212
AT5G44670	5.680828654
AT5G44620	3.937876649
AT5G44700	4.771877879
AT5G44710	5.806753382
AT5G44730	5.764064797
AT5G44750	5.902680618
AT5G44800	5.932940129
AT5G44820	5.658190412
AT5G44860	5.881843045
AT5G44720	5.817972066
AT5G44785	5.847835663
AT5G44790	5.505342805
AT5G44870	5.582474497
AT5G44880	5.672383636
AT5G44910	5.219337172
AT5G44920	4.777301774
AT5G44190	5.580633041
AT5G44200	5.882277237
AT5G44130	5.212276807
AT5G44280	5.597813778
AT5G44310	2.51800624
AT5G44320	5.911202516
AT5G44350	5.491057032
AT5G44360	4.042759064
AT5G44370	5.905945542
AT5G44380	4.064437542
AT5G44400	5.347722458
AT5G44410	5.711099219
AT5G44300	2.775532453
AT5G44340	5.885641102
AT5G44290	5.834975831
AT5G44420	4.423407783
AT5G44440	5.423559762
AT5G44450	5.945000982
AT5G44460	5.707319386
AT5G44480	4.990234199
AT5G44510	5.906639631
AT5G44530	5.725676247
AT5G44560	5.53939308
AT5G44550	4.262878753
AT5G44110	5.378856063
AT5G44250	5.917352761
AT5G44260	4.903546576
AT5G43920	5.932996937
AT5G43960	5.898504767
AT5G43980	5.912808684
AT5G44030	4.510738441
AT5G44050	5.43473287
AT5G44060	5.85707047
AT5G44020	5.381146867
AT5G44080	5.922735882
AT5G44000	5.823181195
AT5G43970	5.888527036
AT5G43940	5.936125999
AT5G44070	5.677152258
AT5G43930	5.767920818
AT5G43990	5.659011613
AT5G44090	5.887143452
AT5G44150	5.912287858
AT5G44170	5.953260602
AT5G44180	5.909911094
AT5G44210	5.803734884
AT5G44240	5.821996466
AT5G43745	5.707052036
AT5G43860	5.771829954
AT5G43710	5.848041123
AT5G43880	5.912003527
AT5G43900	5.879953581
AT5G43910	5.75504223
AT5G43520	4.014388981
AT5G43530	5.384046138
AT5G43560	5.89648693
AT5G43580	4.228329217
AT5G43600	5.701558483
AT5G43670	5.95131434
AT5G43690	5.777957241
AT5G43700	5.796946607
AT5G43770	3.116919199
AT5G43780	5.22761619
AT5G43800	5.917614455
AT5G43810	5.496056226
AT5G43820	5.964144127
AT5G43870	5.562471303
AT5G43720	5.943705282
AT5G43750	5.475900236
AT5G43830	5.88419352
AT5G43850	5.837157597
AT5G43760	5.820622427
AT5G43740	5.829786425
AT5G43450	5.012884179
AT5G43380	5.778695012
AT5G43500	5.931636153
AT5G43440	5.501295515
AT5G43080	5.788713342
AT5G43100	5.924155197
AT5G43130	5.920104565
AT5G43150	5.484407056
AT5G43180	4.852773832
AT5G43140	5.928687743
AT5G43070	5.759029669
AT5G43170	5.593901518
AT5G43190	5.832255711
AT5G43270	5.599069636
AT5G43280	5.929523187
AT5G43310	5.929049373
AT5G43330	5.704723938
AT5G43260	5.6123687
AT5G43320	5.935931153
AT5G43340	5.247704056
AT5G43370	3.88426598
AT5G43510	5.533489928
AT5G43430	5.950728611
AT5G43460	5.909955356
AT5G42790	5.922917222
AT5G42765	5.736313726
AT5G42740	5.92822475
AT5G42820	5.912930391
AT5G42810	5.871061147
AT5G42860	5.394215103
AT5G42870	5.856759617
AT5G42880	4.816525782
AT5G42940	5.875109669
AT5G42950	5.919828487
AT5G42900	5.60993745
AT5G42970	5.90988605
AT5G42980	5.892075996
AT5G42850	5.921744578
AT5G42890	5.871282724
AT5G43010	5.894258142
AT5G42920	5.924092392
AT5G42960	5.926865931
AT5G42990	5.863856147
AT5G43020	5.416520347
AT5G43030	5.578189307
AT5G43060	5.597093673
AT5G42830	5.790470159
AT5G42780	5.609026
AT5G42750	5.736938057
AT5G42760	5.502875571
AT5G42470	5.946563999
AT5G42480	5.870920826
AT5G42490	2.767807002
AT5G42500	4.541385275
AT5G42560	5.914783013
AT5G42380	4.913072282
AT5G42360	5.935212067
AT5G42520	5.924114872
AT5G42540	5.917232909
AT5G42370	5.917236563
AT5G42580	4.791680279
AT5G42590	4.527457745
AT5G42570	5.884786163
AT5G42600	5.126959794
AT5G42630	5.636859211
AT5G42650	5.323804619
AT5G42620	5.910803199
AT5G42670	5.938826131
AT5G42680	5.493752817
AT5G42690	5.225780906
AT5G42720	5.728330637
AT5G42800	4.437468932
AT5G42240	5.655013014
AT5G42300	5.908532988
AT5G42390	5.822719286
AT5G42400	5.92828435
AT5G42420	5.897598645
AT5G42130	5.850420351
AT5G42170	2.616831032
AT5G42180	3.719768908
AT5G42190	5.92393857
AT5G42090	5.898477333
AT5G42070	5.633153781
AT5G42030	5.854170836
AT5G42080	5.897866986
AT5G42150	5.902834737
AT5G42200	5.585315277
AT5G42100	5.835287894
AT5G41950	5.944464608
AT5G42050	5.699828536
AT5G41970	5.871676591
AT5G41990	5.707537964
AT5G42220	5.877652037
AT5G42230	5.296952617
AT5G42250	5.37328712
AT5G42260	3.235741489
AT5G42270	5.688949429
AT5G42280	5.669693757
AT5G42290	2.465102909
AT5G42310	5.720297661
AT5G42320	5.928183491
AT5G42330	5.930493773
AT5G42340	3.453872603
AT5G42000	5.916730433
AT5G42010	5.526256156
AT5G42060	5.392951348
AT5G41610	5.821285133
AT5G41650	5.913299368
AT5G41730	5.108398261
AT5G41740	5.212177177
AT5G41700	5.829846345
AT5G41670	5.734352994
AT5G41600	5.805686496
AT5G41685	5.931654129
AT5G41770	5.918415872
AT5G41780	3.158344788
AT5G41790	5.650995193
AT5G41850	5.940075165
AT5G41860	5.759606365
AT5G41870	5.84076104
AT5G41880	5.711844848
AT5G41890	5.559220226
AT5G41900	5.856644587
AT5G41920	5.92921494
AT5G41930	5.947455985
AT5G41940	5.939726213
AT5G41760	5.877841942
AT5G41800	5.828506985
AT5G41810	5.854043999
AT5G41960	5.908509915
AT5G41580	5.875668256
AT5G41050	5.57663606
AT5G41040	4.024542787
AT5G41060	5.714058845
AT5G41210	5.933093293
AT5G41260	5.92275049
AT5G41270	5.922680724
AT5G41310	5.657829219
AT5G41330	5.947381796
AT5G41340	5.848640362
AT5G41460	5.7525235
AT5G41480	5.959683214
AT5G41400	5.596274112
AT5G41370	5.940574307
AT5G41350	5.734537085
AT5G41410	5.575394134
AT5G41520	5.875726688
AT5G41560	5.880207893
AT5G41180	5.827888246
AT5G41190	5.851386857
AT5G41220	5.855488808
AT5G40870	5.873981045
AT5G40910	5.819688723
AT5G40930	5.9338227
AT5G40940	5.631153262
AT5G40810	5.934696875
AT5G40850	5.698420204
AT5G40840	5.752923898
AT5G40890	5.583403367
AT5G40960	5.483438168
AT5G40970	5.747393787
AT5G40950	5.704612523
AT5G40980	5.534741178
AT5G41000	5.890311217
AT5G41010	5.877071778
AT5G41070	5.594809325
AT5G41080	5.518302566
AT5G41100	5.892382898
AT5G40660	5.920574396
AT5G40650	5.88376994
AT5G40770	5.833606979
AT5G40740	5.916637095
AT5G40780	5.37370655
AT5G40830	5.806661989
AT5G40350	3.594985431
AT5G40440	5.899863672
AT5G40480	5.716634849
AT5G40500	5.724953912
AT5G40520	5.937369962
AT5G40490	5.935317097
AT5G40510	4.689562822
AT5G40470	5.844072182
AT5G40530	5.939587292
AT5G40540	5.710203986
AT5G40550	5.8850335
AT5G40590	4.623860097
AT5G40610	5.518561052
AT5G40630	5.769769477
AT5G40640	5.867339811
AT5G40710	5.941115888
AT5G40760	5.685099618
AT5G40670	5.820343256
AT5G40580	5.916584083
AT5G40730	4.760460423
AT5G40645	5.113865583
AT5G40690	4.72164723
AT5G40450	5.376985503
AT5G40460	5.899089432
AT5G40370	5.863549155
AT5G40040	4.922344576
AT5G39860	4.798625907
AT5G39890	4.74729515
AT5G39950	5.90995516
AT5G40060	5.830205871
AT5G40150	5.792236368
AT5G40170	5.461867032
AT5G40190	5.952688124
AT5G40200	5.928547747
AT5G40230	5.716733219
AT5G40250	5.899547411
AT5G40300	5.930820667
AT5G40260	4.707655569
AT5G40155	2.831768426
AT5G40270	5.905045279
AT5G40160	5.725352331
AT5G40280	5.947294247
AT5G40210	5.92625973
AT5G40330	5.412964585
AT5G40340	5.821405125
AT5G40380	5.658899114
AT5G40390	5.569890929
AT5G39660	5.59179224
AT5G39570	5.912735729
AT5G39670	5.11311617
AT5G39830	5.780123521
AT5G39760	5.784878777
AT5G39785	5.75013952
AT5G39800	5.859208415
AT5G39790	5.721714502
AT5G39850	5.753684077
AT5G39870	4.530083586
AT5G39880	2.8702312
AT5G39940	5.880821565
AT5G39960	5.902049853
AT5G39970	5.474556124
AT5G39980	5.841154674
AT5G39990	5.86248085
AT5G40020	4.756853946
AT5G39730	5.884337842
AT5G39590	5.835152634
AT5G39600	5.82459698
AT5G39370	5.898340676
AT5G39380	5.71179946
AT5G39400	2.915209126
AT5G39420	2.98911951
AT5G39500	5.939281045
AT5G39510	5.932737201
AT5G39520	4.065437292
AT5G39410	5.739888965
AT5G39580	4.017007436
AT5G39710	5.872357682
AT5G39740	5.793516312
AT5G39610	4.679745594
AT5G39650	4.69998323
AT5G39320	5.513007052
AT5G39360	5.929417903
AT5G39210	5.476923358
AT5G39340	5.874009977
AT5G39190	3.794949394
AT5G38890	5.886982339
AT5G38910	5.057521639
AT5G38930	4.204083869
AT5G38960	5.768019048
AT5G38990	5.569862687
AT5G38900	5.457306124
AT5G38980	5.449609351
AT5G38895	5.659536683
AT5G39020	5.505014262
AT5G39030	5.273390004
AT5G39040	5.905847822
AT5G39090	5.624174378
AT5G39110	5.073386636
AT5G39130	3.403318025
AT5G39080	5.453004018
AT5G39050	5.148764236
AT5G39220	5.067836055
AT5G39250	5.932487135
AT5G39310	3.797502487
AT5G38870	5.916726887
AT5G38880	5.917236058
AT5G38380	5.948976918
AT5G38510	5.673492434
AT5G38470	5.932532645
AT5G38460	5.942268114
AT5G38480	5.904566145
AT5G38530	5.303167808
AT5G38550	5.503932778
AT5G38610	5.678111833
AT5G38660	5.71957944
AT5G38690	5.86437952
AT5G38700	4.665528517
AT5G38630	5.921476852
AT5G38520	5.602819825
AT5G38650	5.929300913
AT5G38560	5.948232289
AT5G38710	4.8769294
AT5G38720	5.842792732
AT5G38730	5.960953221
AT5G38820	5.528602015
AT5G38760	2.771156733
AT5G38830	5.942659401
AT5G38840	5.935114639
AT5G38120	5.00949126
AT5G38130	4.915662497
AT5G38140	5.876070747
AT5G38110	5.824408216
AT5G38030	3.586546228
AT5G38160	3.105152182
AT5G38170	2.804307555
AT5G38180	3.744886577
AT5G38210	5.683605519
AT5G38220	5.89147443
AT5G38240	5.758071006
AT5G38290	5.742520121
AT5G38300	5.839291598
AT5G38195	3.458499324
AT5G38280	5.553764093
AT5G38340	5.891908934
AT5G38360	5.913138536
AT5G38450	5.749683528
AT5G38020	3.85055838
AT5G38070	5.782783022
AT5G37630	5.897342081
AT5G37670	5.06218538
AT5G37690	4.58444871
AT5G37710	5.907720531
AT5G37680	5.852509848
AT5G37740	5.03189107
AT5G37600	5.486281389
AT5G37780	5.873600672
AT5G37770	5.658211012
AT5G37810	4.286381867
AT5G37830	5.935699529
AT5G37790	5.673962562
AT5G37850	5.89168237
AT5G37890	5.814580143
AT5G37930	5.94553636
AT5G37950	5.268598087
AT5G37990	3.398390407
AT5G38000	4.874531744
AT5G37230	5.552478837
AT5G37260	5.510593571
AT5G37310	5.925133509
AT5G37360	5.585538418
AT5G37370	5.924954588
AT5G37290	5.892728764
AT5G37380	5.943307755
AT5G37300	4.545379563
AT5G37500	5.603795497
AT5G37530	5.935495943
AT5G37550	5.495144046
AT5G37480	5.884536237
AT5G37540	5.443916309
AT5G37510	5.935453269
AT5G37580	5.899353386
AT5G37590	5.947852866
AT5G37170	3.701319379
AT5G37180	5.918157337
AT5G36870	5.943671381
AT5G36890	5.877288331
AT5G36880	5.885222692
AT5G36930	5.608129
AT5G36940	5.885762408
AT5G36950	5.917166548
AT5G37010	5.670216807
AT5G36910	5.201569093
AT5G37040	5.917235722
AT5G37060	4.880268693
AT5G37055	5.670278194
AT5G37020	5.556050271
AT5G37070	5.832625467
AT5G36700	5.528600036
AT5G36710	5.520587019
AT5G35840	5.926754587
AT5G35910	5.882614407
AT5G35930	5.933274303
AT5G35940	4.889104514
AT5G35960	5.151632431
AT5G35970	5.541912529
AT5G35980	5.931531782
AT5G35990	5.944917898
