"Gene"	"effect.size"	"p.value"	"q.value"	"Mean"	"CV2"	"TechNoise"	"BioVar"	"Stable"
"AT2G30766"	"AT2G30766"	0.526046438907818	0	0	199.428571428571	0.529698347809447	0.00365190890162874	0.526046438907818	0.527276523243061
"AT4G21650"	"AT4G21650"	0.52347338678024	1	1	7	0.486656200941915	-0.0368171858383251	0.52347338678024	0.488088575874572
"ATCG00380"	"ATCG00380"	0.519485594756474	1	1	6.57142857142857	0.479933110367893	-0.0395524843885805	0.519485594756474	0.481625989924384
"AT4G10270"	"AT4G10270"	0.515947725869843	1	1	7.57142857142857	0.482295916970178	-0.0336518088996647	0.515947725869843	0.483426827432486
"AT3G51380"	"AT3G51380"	0.515170117952986	1	1	7.92857142857143	0.483264969751456	-0.0319051482015301	0.515170117952986	0.484229531575847
"AT5G35110"	"AT5G35110"	0.513903697256544	1	1	4.42857142857143	0.452733530777235	-0.0611701664793089	0.513903697256544	0.456485237199509
"ATCG00730"	"ATCG00730"	0.513512547256163	0	0	41.9285714285714	0.511634490088733	-0.00187805716743041	0.513512547256163	0.509739328957495
"ATCG00340"	"ATCG00340"	0.511982100836528	0	0	44.6428571428571	0.510529772307692	-0.00145232852883602	0.511982100836528	0.508594065591826
"AT2G43510"	"AT2G43510"	0.511827906779932	1	1	10.9285714285714	0.490087638876566	-0.021740267903366	0.511827906779932	0.490084116863036
"AT1G53542"	"AT1G53542"	0.511804674569614	1	1	15.0714285714286	0.497448913477305	-0.0143557610923098	0.511804674569614	0.496742105100817
"ATCG00520"	"ATCG00520"	0.510691170599682	1	1	13.7142857142857	0.494407719017094	-0.0162834515825882	0.510691170599682	0.493884500211109
"AT2G30770"	"AT2G30770"	0.502724367938235	1	1	6.28571428571429	0.461141131595677	-0.041583236342558	0.502724367938235	0.463027416100165
"AT1G01046"	"AT1G01046"	0.499672327708126	1	1	8.64285714285714	0.470827444531427	-0.0288448831766991	0.499672327708126	0.471500552543928
"AT5G50630"	"AT5G50630"	0.49129698904956	1	1	12.4285714285714	0.472798967448195	-0.0184980216013654	0.49129698904956	0.472486660072569
"ATCG00350"	"ATCG00350"	0.490243284950323	0	0	38.2142857142857	0.487684648306537	-0.00255863664378643	0.490243284950323	0.485854304268285
"ATCG00450"	"ATCG00450"	0.487787539748746	0	0	43	0.486083953904397	-0.00170358584434848	0.487787539748746	0.484172176456675
"AT4G04223"	"AT4G04223"	0.477861405904105	1	1	14.2142857142857	0.462330982317851	-0.0155304235862536	0.477861405904105	0.461736046559835
"AT3G18217"	"AT3G18217"	0.476658425431523	0	0	49.4285714285714	0.475842828026329	-0.000815597405194443	0.476658425431523	0.473846480251068
"AT4G36791"	"AT4G36791"	0.46663081337405	1	1	5.92857142857143	0.422233884565137	-0.0443969288089124	0.46663081337405	0.424388139780707
"AT1G52820"	"AT1G52820"	0.46659057205796	1	1	9.14285714285714	0.439603365384615	-0.0269872066733447	0.46659057205796	0.440099551825369
"AT1G08005"	"AT1G08005"	0.46510978770664	1	1	5.42857142857143	0.41615171532069	-0.0489580723859501	0.46510978770664	0.418740365162645
"AT5G59330"	"AT5G59330"	0.457945901312075	1	1	6.14285714285714	0.415276448808087	-0.0426694525039879	0.457945901312075	0.417266182470807
"AT1G53610"	"AT1G53610"	0.450337362735777	1	1	5.07142857142857	0.397570689576244	-0.0527666731595328	0.450337362735777	0.400522063301397
"ATCG00360"	"ATCG00360"	0.442401583257208	1	1	12.3571428571429	0.423767017839656	-0.018634565417552	0.442401583257208	0.423467714637001
"AT5G64110"	"AT5G64110"	0.441661785513809	1	1	11.9285714285714	0.42217361683818	-0.0194881686756291	0.441661785513809	0.421955609183913
"AT3G25830"	"AT3G25830"	0.439772650192946	0	0	48.5	0.438843333306082	-0.000929316886863883	0.439772650192946	0.436857815957647
"ATCG00270"	"ATCG00270"	0.438563255774763	0	0	27.8571428571429	0.433148232438173	-0.00541502333658931	0.438563255774763	0.431589925227807
"AT5G63270"	"AT5G63270"	0.429491257181194	1	1	15	0.415042735042735	-0.0144485221384585	0.429491257181194	0.414344761051595
"AT4G03445"	"AT4G03445"	0.429218095807237	1	1	5.14285714285714	0.377255460588794	-0.0519626352184431	0.429218095807237	0.380130259271938
"AT1G22470"	"AT1G22470"	0.42897829899784	1	1	5	0.375384615384615	-0.053593683613225	0.42897829899784	0.37841475201012
"AT3G26815"	"AT3G26815"	0.427615375796526	1	1	4.42857142857143	0.366445209317218	-0.0611701664793089	0.427615375796526	0.370196915739492
"AT4G04972"	"AT4G04972"	0.42722483110954	1	1	5.28571428571429	0.376805079507782	-0.0504197516017575	0.42722483110954	0.379532936894099
"AT4G28652"	"AT4G28652"	0.423229371884914	1	1	8.42857142857143	0.393520871544428	-0.0297085003404861	0.423229371884914	0.394276228810624
"AT5G15853"	"AT5G15853"	0.422824452843994	1	1	5	0.369230769230769	-0.053593683613225	0.422824452843994	0.372260905856273
"ATCG00070"	"ATCG00070"	0.4203354867718	0	0	64.0714285714286	0.420877335833544	0.000541849061744728	0.4203354867718	0.418751707442385
"AT1G18075"	"AT1G18075"	0.420181684574841	0	0	24.3571428571429	0.413252247704996	-0.006929436869845	0.420181684574841	0.41183817035494
"AT5G58390"	"AT5G58390"	0.418124916622046	1	1	5.42857142857143	0.369166844236096	-0.0489580723859501	0.418124916622046	0.371755494078051
"ATCG00580"	"ATCG00580"	0.414315614562349	0	0	45	0.412915479582146	-0.001400134980203	0.414315614562349	0.410974802052125
"ATCG00120"	"ATCG00120"	0.414062017850778	0	0	21.5714285714286	0.405576003751522	-0.00848601409925566	0.414062017850778	0.404310171851887
"AT4G36570"	"AT4G36570"	0.411501486057343	1	1	10.7142857142857	0.389223931623932	-0.0222775544334118	0.411501486057343	0.38927157975612
"AT4G22505"	"AT4G22505"	0.410358892209173	0	0	27.1428571428571	0.404666524611123	-0.00569236759805021	0.410358892209173	0.403134631139944
"AT2G22880"	"AT2G22880"	0.405951239207047	1	1	5.14285714285714	0.353988603988604	-0.0519626352184431	0.405951239207047	0.356863402671748
"AT5G44260"	"AT5G44260"	0.400686268195545	1	1	11.2857142857143	0.379796137206808	-0.0208901309887365	0.400686268195545	0.379711649772838
"AT4G22485"	"AT4G22485"	0.400337222977394	0	0	40.5714285714286	0.398224940106511	-0.00211228287088244	0.400337222977394	0.396352086185126
"AT5G04150"	"AT5G04150"	0.39474497233754	1	1	7	0.357927786499215	-0.0368171858383251	0.39474497233754	0.359360161431872
"ATCG00660"	"ATCG00660"	0.39446826325741	1	1	8.85714285714286	0.366445209317218	-0.0280230539401921	0.39446826325741	0.367040047878623
"AT3G60286"	"AT3G60286"	0.391697680436442	1	1	5.21428571428571	0.340517054722347	-0.0511806257140956	0.391697680436442	0.343317376309838
"AT5G44973"	"AT5G44973"	0.38813676856714	1	1	5.57142857142857	0.340565417488494	-0.0475713510786456	0.38813676856714	0.343021998634515
"AT4G13564"	"AT4G13564"	0.385325820061245	1	1	7	0.34850863422292	-0.0368171858383251	0.385325820061245	0.349941009155577
"AT2G35850"	"AT2G35850"	0.384357692640137	1	1	11.9285714285714	0.364869523964508	-0.0194881686756291	0.384357692640137	0.364651516310241
"AT3G06962"	"AT3G06962"	0.379046385210382	1	1	7	0.342229199372057	-0.0368171858383251	0.379046385210382	0.343661574304713
"AT1G24793"	"AT1G24793"	0.378442681561424	0	0	23.2857142857143	0.370958636004366	-0.00748404555705833	0.378442681561424	0.369597378529283
"AT3G58780"	"AT3G58780"	0.37471826437168	0	0	21.5714285714286	0.366232250272424	-0.00848601409925566	0.37471826437168	0.364966418372788
"AT1G13650"	"AT1G13650"	0.373480992831486	1	1	14.5714285714286	0.358456806553692	-0.0150241862777933	0.373480992831486	0.357813657718679
"AT4G03443"	"AT4G03443"	0.372476940360627	1	1	5.5	0.324221233312142	-0.0482557070484842	0.372476940360627	0.326742991217195
"AT5G01210"	"AT5G01210"	0.370534743047854	1	1	14.6428571428571	0.355608840891411	-0.0149259021564435	0.370534743047854	0.354956331663888
"AT5G09990"	"AT5G09990"	0.365234240156715	1	1	5.14285714285714	0.313271604938272	-0.0519626352184431	0.365234240156715	0.316146403621416
"AT5G15960"	"AT5G15960"	0.364842828721778	1	1	16.0714285714286	0.351699145299145	-0.013143683422633	0.364842828721778	0.350876900954117
"ATCG00640"	"ATCG00640"	0.363778180015182	0	0	38	0.361176219901982	-0.00260196011320022	0.363778180015182	0.359350001908436
"AT3G23290"	"AT3G23290"	0.36125591686893	1	1	7.21428571428571	0.325684510568345	-0.035571406300585	0.36125591686893	0.326998239830741
"AT5G07840"	"AT5G07840"	0.359168596065184	1	1	6.57142857142857	0.319616111676603	-0.0395524843885805	0.359168596065184	0.321308991233094
"AT3G55240"	"AT3G55240"	0.358639272072201	1	1	16.7857142857143	0.34627293937389	-0.0123663326983114	0.358639272072201	0.345376661626546
"AT4G22217"	"AT4G22217"	0.358492842679424	1	1	5.35714285714286	0.308813675213675	-0.0496791674657484	0.358492842679424	0.311471000777515
"AT4G33310"	"AT4G33310"	0.357789312845846	1	1	7.07142857142857	0.321395775941231	-0.0363935369046155	0.357789312845846	0.322787803356391
"AT1G70860"	"AT1G70860"	0.357556548034772	1	1	6.21428571428571	0.315436446233117	-0.0421201018016555	0.357556548034772	0.317373860781329
"ATCG00150"	"ATCG00150"	0.356488689636866	1	1	14.2857142857143	0.341061538461538	-0.0154271511753277	0.356488689636866	0.340456767235814
"AT5G53486"	"AT5G53486"	0.356062877168379	1	1	9.42857142857143	0.330048739139648	-0.0260141380287304	0.356062877168379	0.330452252376153
"AT3G52700"	"AT3G52700"	0.354245481354857	0	0	37.0714285714286	0.351449998614956	-0.00279548273990084	0.354245481354857	0.349642211347762
"AT1G74890"	"AT1G74890"	0.354226865040426	1	1	5.64285714285714	0.307322544464028	-0.0469043205763979	0.354226865040426	0.309715598895549
"AT5G18404"	"AT5G18404"	0.353526301564215	1	1	8.78571428571429	0.325233758904193	-0.0282925426600223	0.353526301564215	0.325854263057964
"ATMG01390"	"ATMG01390"	0.351909759532096	0	0	65	0.352517068730086	0.000607309197990157	0.351909759532096	0.350385206040237
"AT1G11185"	"AT1G11185"	0.349601900221734	1	1	6.92857142857143	0.312352330420138	-0.0372495698015957	0.349601900221734	0.313825884777868
"AT2G35945"	"AT2G35945"	0.348802110519498	1	1	9.14285714285714	0.321814903846154	-0.0269872066733447	0.348802110519498	0.322311090286908
"AT5G51451"	"AT5G51451"	0.343530487274468	1	1	5.57142857142857	0.295959136195823	-0.0475713510786456	0.343530487274468	0.298415717341843
"ATMG00020"	"ATMG00020"	0.34347039758744	0	0	85.8571428571429	0.345174953728086	0.00170455614064648	0.34347039758744	0.342938591329412
"AT3G25820"	"AT3G25820"	0.341998227281748	0	0	35.5	0.338852181343751	-0.00314604593799775	0.341998227281748	0.337077781047805
"ATCG00940"	"ATCG00940"	0.341899174352864	0	0	300.428571428571	0.346045999962048	0.0041468256091838	0.341899174352864	0.343577040471133
"ATCG01190"	"ATCG01190"	0.341899174352864	0	0	300.428571428571	0.346045999962048	0.0041468256091838	0.341899174352864	0.343577040471133
"AT3G48180"	"AT3G48180"	0.340771687682714	1	1	5.21428571428571	0.289591061968619	-0.0511806257140956	0.340771687682714	0.292391383556111
"AT5G02580"	"AT5G02580"	0.340337867954302	1	1	5.85714285714286	0.295337024664806	-0.0450008432894958	0.340337867954302	0.297548795545193
"ATCG00100"	"ATCG00100"	0.337856199928135	0	0	86.2142857142857	0.339574921364798	0.00171872143666255	0.337856199928135	0.337337209890313
"AT1G52000"	"AT1G52000"	0.33614106048112	1	1	7.57142857142857	0.302489251581455	-0.0336518088996647	0.33614106048112	0.303620162043763
"AT2G16005"	"AT2G16005"	0.335568017727242	1	1	15.9285714285714	0.322260498053295	-0.0133075196739474	0.335568017727242	0.321453857160773
"AT5G49350"	"AT5G49350"	0.334966602789742	1	1	6.85714285714286	0.297275641025641	-0.0376909617641011	0.334966602789742	0.298791232713134
"AT1G73780"	"AT1G73780"	0.334900573642351	1	1	5.64285714285714	0.287996253065953	-0.0469043205763979	0.334900573642351	0.290389307497474
"AT1G76952"	"AT1G76952"	0.334550744163395	1	1	8.14285714285714	0.303620048772403	-0.0309306953909918	0.334550744163395	0.304491805567219
"AT3G02550"	"AT3G02550"	0.334080759033544	1	1	6.5	0.294037323623122	-0.0400434354104212	0.334080759033544	0.295776960419788
"AT5G65580"	"AT5G65580"	0.33406421995099	1	1	9.57142857142857	0.308514831125658	-0.0255493888253326	0.33406421995099	0.308874082533267
"ATCG00160"	"ATCG00160"	0.330702980058347	1	1	5.07142857142857	0.277936306898814	-0.0527666731595328	0.330702980058347	0.280887680623967
"AT2G07671"	"AT2G07671"	0.330103987573125	1	1	9.42857142857143	0.304089849544395	-0.0260141380287304	0.330103987573125	0.3044933627809
"ATCG00920"	"ATCG00920"	0.329378579914404	0	0	629.428571428571	0.334036201614231	0.00465762169982688	0.329378579914404	0.331518594876587
"ATCG01210"	"ATCG01210"	0.329345662801804	0	0	629.357142857143	0.33400323156361	0.00465756876180633	0.329345662801804	0.331485629867683
"AT3G59068"	"AT3G59068"	0.329106075961643	1	1	9.64285714285714	0.303783897857972	-0.0253221781036714	0.329106075961643	0.304121510149233
"AT3G47340"	"AT3G47340"	0.327618764478842	0	0	71.3571428571429	0.328628466766605	0.00100970228776311	0.327618764478842	0.326458280925348
"AT3G16712"	"AT3G16712"	0.327105196326926	1	1	6.57142857142857	0.287552711938345	-0.0395524843885805	0.327105196326926	0.289245591494836
"AT5G57760"	"AT5G57760"	0.322565612713789	1	1	14.2857142857143	0.307138461538462	-0.0154271511753277	0.322565612713789	0.306533690312737
"AT4G29030"	"AT4G29030"	0.321980923559446	0	0	28.3571428571429	0.316751727864037	-0.00522919569540896	0.321980923559446	0.315175722783083
"ATMG00030"	"ATMG00030"	0.320207544721841	0	0	139	0.323219454320329	0.00301190959848771	0.320207544721841	0.320858582068527
"AT4G13390"	"AT4G13390"	0.318700526956335	1	1	5.14285714285714	0.266737891737892	-0.0519626352184431	0.318700526956335	0.269612690421036
"AT1G52060"	"AT1G52060"	0.318634210838813	0	0	25.7142857142857	0.312340930674264	-0.00629328016454881	0.318634210838813	0.310866266971323
"AT1G78172"	"AT1G78172"	0.315249225354177	1	1	6.14285714285714	0.272579772850189	-0.0426694525039879	0.315249225354177	0.274569506512909
"AT4G03540"	"AT4G03540"	0.31523550169	1	1	4.85714285714286	0.25991482565877	-0.0553206760312295	0.31523550169	0.263109437752656
"ATCG00750"	"ATCG00750"	0.313442492277702	1	1	9.5	0.287662476028127	-0.0257800162495751	0.313442492277702	0.288043691952331
"AT3G25880"	"AT3G25880"	0.311238553814894	1	1	6.42857142857143	0.270693257359924	-0.0405452964549695	0.311238553814894	0.272480690446547
"AT4G35783"	"AT4G35783"	0.308102636744272	1	1	6.07142857142857	0.264870907639074	-0.0432317291051986	0.308102636744272	0.26691419145429
"AT3G56825"	"AT3G56825"	0.30669989844639	1	1	9.35714285714286	0.280448064260196	-0.0262518341861935	0.30669989844639	0.280874215225983
"ATCG00950"	"ATCG00950"	0.301728112517513	0	0	702.928571428571	0.306434506046338	0.00470639352882512	0.301728112517513	0.3039122543726
"ATCG01180"	"ATCG01180"	0.301728112517513	0	0	702.928571428571	0.306434506046338	0.00470639352882512	0.301728112517513	0.3039122543726
"AT5G51720"	"AT5G51720"	0.299909039866767	0	0	79.2142857142857	0.301326838812986	0.00141779894621918	0.299909039866767	0.299117786623305
"AT2G06002"	"AT2G06002"	0.297886053257272	1	1	7.14285714285714	0.261907692307692	-0.0359783609495801	0.297886053257272	0.263260179155707
"AT5G14570"	"AT5G14570"	0.296832876958196	1	1	8.07142857142857	0.265583112947824	-0.0312497640103716	0.296832876958196	0.2664852572302
"AT5G44568"	"AT5G44568"	0.296010423317948	1	1	6.71428571428571	0.257408503673782	-0.0386019196441655	0.296010423317948	0.259010853254614
"AT4G19980"	"AT4G19980"	0.29592388929218	1	1	5.92857142857143	0.251526960483268	-0.0443969288089124	0.29592388929218	0.253681215698837
"AT1G16515"	"AT1G16515"	0.295777049432682	1	1	8.64285714285714	0.266932166255983	-0.0288448831766991	0.295777049432682	0.267605274268485
"ATCG00820"	"ATCG00820"	0.294417679674434	0	0	19.3571428571429	0.284374793790515	-0.0100428858839184	0.294417679674434	0.283257235394181
"AT1G56320"	"AT1G56320"	0.292282198148348	1	1	12.3571428571429	0.273647632730796	-0.018634565417552	0.292282198148348	0.273348329528141
"AT3G13240"	"AT3G13240"	0.290856989654908	0	0	54.2142857142857	0.290565709709893	-0.000291279945015277	0.290856989654908	0.288519426938424
"AT1G33615"	"AT1G33615"	0.290384810012151	1	1	6.5	0.25034137460173	-0.0400434354104212	0.290384810012151	0.252081011398395
"AT2G22821"	"AT2G22821"	0.289616956206097	1	1	5.14285714285714	0.237654320987654	-0.0519626352184431	0.289616956206097	0.240529119670798
