Name	seedling1	seedling2	seedling4	seedling5	seedling6	seedling7	seedling8	seedling9	seedling10	seedling12	seedling13	seedling14	seedling15	seedling16
AT1G70660	135.8483	172.1597	155.57684	129.5879	130.25488	164.8805	144.50783	179.239	160.6291	192.6472	144.7043	175.2783	211.492	205.0275
AT1G70670	15.1404	29.8539	39.6924	25.4171	30.344	23.1399	30.1763	27.6012	32.1985	22.0096	35.9032	38.1573	28.1034	30.3076
AT1G70680	0	0	0	0	0.253877	0.415889	0	0	0.427961	0	0.368789	0.743472	0.328885	0
AT1G70690	4.82151	8.95709	10.7008	13.9134	14.9645	8.85221	10.9665	10.2737	11.9074	7.14448	15.7283	13.5288	9.15246	12.3513
AT1G70700	45.385	54.77219	54.00426	56.323262	48.85541	53.28307	52.7735	46.584204	51.658963	63.7947	50.91471	51.79609	55.935	68.4713
AT1G70710	20.7237	23.5104	23.0387	24.4142	29.1716	24.3551	29.7822	28.9626	28.8651	22.9269	27.3551	24.8929	23.1881	20.355
AT1G70720	0	0	0	0	0	0	0	0	0	0	0	0	0.154056	0.16422
AT1G70730	60.19235	90.6540848	77.86482	80.47656	78.79290001	74.56283	75.99391	74.81664	72.40819	66.69361	72.13609	69.61521	67.87194	68.80442
AT1G70740	5.0018	4.7852	6.38933	7.90319	7.43492	7.005524	6.96025	5.57729	7.638112	6.193431	6.25616	7.053106	5.80274	7.00082
AT1G70750	4.29408	6.70021	7.86188	7.66101	7.22854	6.89482	8.04804	5.86101	7.21057	5.8457	7.58643	7.85508	5.37064	6.21064
AT1G70760	242.033	338.933	290.489	271.516	291.33	302.298	296.343	297.008	253.199	333.938	244.971	238.181	326.584	317.127
AT1G70770	48.5153	76.10679	67.772	71.94294	74.306317	65.99308	65.44666	67.94503	79.11451	56.61693	78.01029	80.904589	62.12879	65.17244
AT1G70780	124.749	157.329	171.372	160.883	145.408	153.488	171.835	127.796	154.33	165.566	136.021	157.91	149.285	167.941
AT1G70782	124.782	157.359	171.327	160.863	145.51	153.06	171.795	127.798	154.331	165.554	136.025	157.91	149.283	167.919
AT1G70790	5.88415	8.96997	9.94608	9.72995	11.34895	8.92343	7.32774	11.3348	11.6971	9.4367	10.0493	12.0273	9.83457	11.992
AT1G70800	2.10036	0.335053	0.876755	3.47299	4.16273	0.918675	2.5032	2.61283	2.64315	3.02811	2.63448	1.72992	1.26524	3.1106
AT1G70810	7.51324	12.2741	10.2191	13.5298	9.91105	10.1547	8.22045	11.3397	11.9519	10.8702	13.8893	11.6895	10.5706	12.1093
AT1G70820	4.1146	5.06038	5.21514	4.45347	2.58382	4.85442	4.30514	3.01271	2.87927	4.2868	4.07366	2.87666	3.92204	4.28463
AT1G70830	54.91364	96.68304	90.8666	66.247671	64.5592	67.8069	76.50241	87.934255	74.966096	83.6541	63.4893	62.9103	68.880611	50.3566
AT1G70840	0	0	0	0	0	0	0	0	0	0.211058	0	0	0	0
AT1G70850	163.4705	200.08045	207.68764	216.98881	250.39213	222.4664	123.44194	207.67659	206.18047	260.57691	227.42016	273.19626	206.37452	244.15205
AT1G70860	0	7.56705	8.41038	8.74599	5.03507	5.46982	12.40275	4.16438	8.43491	3.797919	5.53764	6.14659	5.00257	4.0651
AT1G70870	0	0	0	0	0	0	0	0	0.258956	0	0	0	0	0
AT1G70880	0.882056	0.817445	2.13973	1.99794	2.25951	1.57329	4.53291	1.72058	1.85432	5.4429	2.03231	2.52706	2.1945	2.28603
AT1G70885	2.93735	2.85573	2.14243	3.66872	6.74585	6.52201	2.64072	6.62688	4.53726	8.44602	6.16018	8.82427	3.30685	6.42656
AT1G70890	32.064	50.8373	54.129	51.5968	46.2378	59.6326	30.714	58.6284	53.8061	64.0639	45.1264	43.7189	50.6484	50.7261
AT1G70895	4.16672	4.77401	9.24014	8.0808	7.46619	6.99523	7.59003	7.12016	8.01811	9.12109	9.40248	8.45682	9.29875	6.70562
AT1G70900	26.108	29.5541	26.5099	30.2232	30.6962	29.1981	26.9586	29.1276	31.5223	29.246	30.0632	27.2081	27.561	25.6802
AT1G70910	0	0	0	0	0.434328	0	0	0	0.157889	0.457681	0	0.801522	0	0.608127
AT1G70920	0.54475	0.769702	0.326816	1.18663	1.15126	1.24446	3.26658	0.788045	1.45714	1.35982	2.41864	1.73708	1.19439	1.29637
AT1G70940	71.4839	92.7382	91.3056	94.373	80.7635	81.2607	89.0912	75.0133	74.9518	87.8015	76.4863	66.9365	63.1826	57.7586
AT1G70944	0	0	0	0	0	3.81993	0	0	0	0	0	0	0	0
AT1G70949	0	0	0	0	0	0.691897	0	0	0	0	0	0	1.07085	0
AT1G70950	4.56376	7.00783	6.94452	5.42391	6.74139	5.20283	4.82189	6.10996	7.17774	4.05711	6.68727	8.66891	5.95202	4.39328
AT1G70960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70980	21.396	30.6371	25.6078	25.2501	22.8401	28.9872	19.9142	27.3558	25.0721	23.8607	23.8003	24.1567	25.3588	26.1316
AT1G70985	10.7197	6.46653	8.90231	12.413	12.8676	8.88266	13.847	14.0185	10.3521	11.798	11.8366	8.38715	9.64205	11.2449
AT1G70990	3.5771	6.39642	5.23347	7.74094	5.47666	4.40936	4.41257	5.96179	5.87411	4.25378	6.65148	8.2748	3.29751	7.1194
AT1G71000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71002	0	0	0	1.31708	3.23861	0	0	0	0	0	0	0	0	0
AT1G71010	19.3325	26.1821	28.0878	25.6776	25.1297	23.2541	27.0394	21.5396	24.2744	18.2778	24.284	23.6455	17.9727	18.6886
AT1G71015	1.67234	2.18889	1.61358	1.78159	1.5843	1.40341	1.13264	2.67173	2.7062	3.2432	3.0925	3.16867	2.30271	3.94403
AT1G71020	19.4392	23.8993	21.6345	27.4421	22.9175	27.1892	24.8264	24.69209	23.217372	25.409119	23.3173	23.043987	27.0356	27.9035
AT1G71030	10.8235	14.053	12.1632	9.29068	8.12358	13.2579	12.2624	12.5583	8.15752	16.1509	9.24693	11.3046	14.062	16.1425
AT1G71040	22.094	23.4328	26.2361	21.5816	19.2894	20.1454	21.8586	19.6248	18.4978	21.6079	20.2863	16.8314	20.1515	19.2484
AT1G71050	2.76612	2.83712	3.3534	4.07878	3.84817	2.58917	2.34454	2.76679	4.19647	3.56007	3.40098	3.98342	4.71902	4.66919
AT1G71060	1.77702	2.41154	2.3776	2.45299	1.82834	2.54818	1.66161	2.33529	3.55574	3.13521	3.1066	2.99141	1.89151	3.02847
AT1G71070	18.6953	24.8722	23.2001	25.2966	20.347	21.5515	27.7305	20.8536	26.9152	17.4909	25.4197	29.8361	19.9784	20.3927
AT1G71080	20.4226	38.277	36.3574	31.1195	34.7523	33.3293	33.1642	31.2153	30.4092	32.0598	31.0464	33.8694	33.581	31.9373
AT1G71090	16.2237	27.8877	24.0955	21.8358	22.3537	21.8815	25.5453	23.3252	21.9063	23.958	22.0252	25.31	21.0766	22.717
AT1G71100	9.07387	13.1668	14.9153	12.1757	12.0412	11.1001	10.4755	10.682	12.2237	13.3028	13.3547	13.9231	8.80629	14.8888
AT1G71110	6.33056	6.32354	6.26693	8.01515	7.71464	6.65131	6.05364	6.21382	7.82129	6.8464	6.43731	7.54761	4.19616	5.33966
AT1G71120	0	0	0	0.0744376	0.169661	0.138222	0	0.177442	0.0584395	0.345876	0.120916	0	0	0
AT1G71130	6.5618	10.2676	7.89864	8.35019	10.8791	10.3694	10.6076	7.4693	9.07352	8.63861	8.27535	9.53234	8.5987	10.3214
AT1G71140	2.93385	3.39401	4.24907	2.56737	3.21613	2.84947	1.76979	1.60725	2.57745	3.73359	3.64238	2.98636	3.01269	2.85795
AT1G71150	0	0.200906	0	0	0	0	0	0.0755784	0	0	0	0.16952	0	0
AT1G71160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71170	4.41948	7.24686	6.01251	7.75711	8.80256	6.92338	7.42161	8.12057	7.66741	7.07071	7.82637	8.63868	6.8673	7.83213
AT1G71180	7.01708	14.6807	9.64392	10.3992	9.86471	10.6629	10.1068	11.2021	9.92211	13.0466	9.859	10.9813	12.1922	10.9144
AT1G71190	20.2163	24.0713	23.7245	23.2728	22.415	17.1351	27.1364	22.8918	25.9258	19.8986	20.3579	26.9024	21.9067	21.9956
AT1G71200	6.84142	6.92131	4.23857	11.6344	9.59732	9.55131	5.93924	8.05466	13.4608	9.32453	7.21111	12.4092	6.92839	10.4045
AT1G71210	4.15764	6.59148	7.27745	6.04573	7.35907	6.75424	7.06895	4.1773	6.79068	6.43382	6.51843	8.20566	5.47454	6.00538
AT1G71220	17.99959	28.4789	27.2327	28.27614	27.7581	24.84903	28.77414	23.47852	30.7892	19.63609	29.1489	31.60445	20.80598	21.46263
AT1G71230	3.54096	6.07254	4.7128	4.49876	5.17429	4.06925	7.45339	4.74406	6.67327	5.11719	5.97306	7.40607	5.17988	5.05039
AT1G71235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71240	7.19825	11.97854	8.28547	9.45334	8.69835	8.761092	10.3048	7.63005	8.34177	9.504160633	8.42358	9.40799	7.48758	7.57831
AT1G71250	0	0	0	0	0	0	0	0	0	2.07432	0	0	0	0
AT1G71260	36.1993	47.3717	50.1238	41.7092	37.4921	42.317	40.0786	33.1829	49.6619	50.3356	55.3979	50.5384	42.4541	42.3407
AT1G71270	17.3772	26.8878	25.3106	24.3799	25.4478	24.8352	21.3015	21.3805	27.1111	21.6189	24.505	29.6407	21.1549	22.0775
AT1G71280	0	0	0.717692	0.0740853	0.319375	0.0991855	0.257281	0.111325	0.141717	0.749832	0.148144	0.175829	0.188625	0.0695209
AT1G71290	0	0	0	0	0	0	0	0	0	0	0.309112	0	0	0
AT1G71300	0	0.160863	0	0.0487164	0	0.0485099	0	0	0.152878	0.110627	0.0772373	0.0624724	0	0
AT1G71310	9.32822	8.572213	8.13553	9.426156	12.58106	9.99818	9.83693	10.523332	10.738639	11.02314	11.919986	11.856434	12.584031	8.83651
AT1G71320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71330	1.75621	1.44226	2.79906	2.88705	2.48577	1.73319	2.65173	1.98843	1.2106	2.53901	2.02932	1.55046	2.70414	1.81742
AT1G71340	23.2431	30.6617	33.3907	29.5078	28.3482	25.5086	31.3043	27.3001	28.4749	26.515	24.2478	26.1974	29.8229	31.3343
AT1G71350	9.88346	13.0049	12.6596	12.9841	14.7866	13.6573	13.259	12.0456	13.13	14.384	15.483	14.7382	12.8162	11.3657
AT1G71360	3.47919	4.40485	4.53644	5.51783	5.43367	3.96139	4.1789	4.40495	4.49071	4.24769	4.00071	4.23049	3.65848	4.18841
AT1G71370	0	0	0	0.0527409	0	0.125887	0	0.0435274	0	0	0	0.0901629	0.0721702	0
AT1G71380	0.390995	0.593502	0.303192	0.32776	0.829378	0.987654	0.881384	0.876116	0.528279	0.642435	0.876875	1.03432	0.562642	0.2904
AT1G71390	0	0	0	0.0419567	0	0	0	0	0	0	0	0	0	0
AT1G71400	5.24125	7.08323	9.86034	7.92176	6.84678	7.31385	10.6897	5.72192	7.20835	3.44995	9.18109	9.50463	4.84471	6.4195
AT1G71410	29.6698	43.9283	38.7426	32.2941	30.7308	38.808	31.9098	30.2144	29.6644	26.1182	27.1052	28.8621	33.8139	24.9552
AT1G71420	0.718101	0.572141	0	0.751825	0.770628	0.762649	1.04052	0.479053	0.540155	0.761969	0.873875	0.876857	0.421107	0.509466
AT1G71430	9.81754	13.3854	15.033	11.805	8.93671	13.1828	11.1197	14.0188	13.3189	16.8012	17.713	17.498	13.1748	15.5477
AT1G71440	12.6412	13.3644	12.6446	13.3519	12.4284	14.9783	11.7905	12.4041	15.0221	11.0042	16.2427	15.7054	13.6413	13.1375
AT1G71450	0	0	0	0	0	0.128291	0	0	0	0	0	0	0.0983034	0
AT1G71460	2.93965	5.03308	5.49177	5.02655	4.07645	3.8028	2.33745	3.52499	5.14513	4.10497	5.35848	4.39076	4.6317	5.27479
AT1G71470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71480	46.3005	54.9287	46.7349	48.3329	45.7654	46.438	30.3122	49.3681	40.6002	52.4374	46.8659	40.5244	47.4635	52.5969
AT1G71490	1.49331	2.19227	2.26687	1.65498	2.86312	2.24038	2.60185	1.71708	1.59822	1.91541	2.07426	2.08335	2.50444	1.2907
AT1G71500	195.059	258.632	264.533	227.91	218.451	251.802	243.846	219.545	212.848	267.495	204.413	203.716	268.049	267.401
AT1G71520	0.805674	0.732939	0.490774	1.16357	1.17612	1.04473	2.02456	0.646611	1.58124	0.304404	1.45056	0.669149	1.12669	0.984779
AT1G71528	3.45923	4.03028	5.99854	4.99339	3.56068	3.43593	3.02683	2.75364	3.81498	3.14843	4.33783	5.02032	2.66444	3.1513
AT1G71530	1.44166	0.397492	0.375391274	1.232	2.35188	0.747948	0.89445297	1.22129	0.904398	0.273695	0.632626	1.03535	0.444737	0.694816
AT1G71680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71690	0.184033	0	0	0.119915	0.134592	0.153451	0	0.145752	0.170495	0.138755	0.0936536	0.145957	0	0
AT1G71691	0.16595354	0.609711	0	0.05097925	0	0.324617	0.2797433	0.5563884	0.362606302	0.81909033	0.488671	0.13035506	0.14722184	0
AT1G71692	4.52461	10.1703	6.42463	10.9237	7.05847	6.58309	12.4817	8.8448	11.0086	6.91692	11.7939	16.0712	8.03701	13.8118
AT1G71695	53.9294	73.2918	65.2036	55.9426	55.711	62.4279	54.0823	60.8018	51.2703	67.4663	48.8624	48.7152	59.1745	53.2157
AT1G71696	8.38116	10.57359	13.4895	12.86359	13.3013	11.99332	15.72002	12.87263	15.27327	11.14152	12.76517	14.87076	12.8619	11.79609
AT1G71697	13.384	16.494	21.5764	23.5905	20.8663	17.8265	19.724	18.5894	22.0322	14.9526	18.9264	24.3759	16.9719	20.7295
AT1G71700	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06968
AT1G71710	7.2154	11.08852	11.5561	9.02882	8.15301	9.452487	9.55488	8.58403	10.35233	9.05979	8.43962	9.69389	8.42209	9.87994
AT1G71720	23.9817	32.2163	33.0663	36.7161	35.1171	35.8656	35.8487	29.2158	36.4567	38.5627	36.318	34.416	30.095	30.8756
AT1G71730	48.6602	60.9627	59.2939	44.0617	45.0588	49.4254	39.0974	50.2746	52.0854	56.4136	51.3257	52.4799	56.3881	54.1049
AT1G71740	9.13264	19.6466	17.761	19.9151	20.845	21.8116	17.2701	21.7222	25.6746	10.0226	19.9542	36.3149	19.6628	41.166
AT1G71750	7.34189	10.50128	11.73842	10.2882	7.49977	10.653349	9.77144	11.69504	10.01629	13.10285	11.30386	13.04195	12.34963	13.306
AT1G71760	0.539096	2.23884	0.584409	0.893951	1.69287	1.08236	0.409159	0.861661	1.08282	1.19149	1.87454	1.96437	0.61502	0.111265
AT1G71770	0	0	0	0.0317301	0	0.0288208	0	0.07332673	0.071676837	0	0.04798639	0.0377431	0	0.046038915
AT1G71780	14.5726	24.8892	19.305	22.5341	20.3873	19.5601	26.5966	22.2157	23.6612	20.9633	24.3911	29.694	20.6815	22.8314
AT1G71790	15.7485	27.4459	21.1287	22.3036	28.1927	24.2014	21.0442	24.4353	22.5457	22.6395	20.481	24.1796	30.1119	26.3269
AT1G71800	5.60753	6.01693	5.78342	6.46269	4.33228	6.35388	5.69733	5.45934	7.46547	6.27345	6.41826	7.93946	5.58596	5.60108
AT1G71810	16.822	16.5871	16.7962	18.6914	19.5767	16.6042	21.7974	18.9254	18.0514	19.1357	16.7187	15.3326	15.823	15.1037
AT1G71820	25.842444	36.7372	33.8776	35.762299	38.2796	33.664093	36.6892	29.7461	37.0197	30.9034	35.0845	38.332813	28.8581	30.446738
AT1G71828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71830	6.1234	7.90184	5.76178	7.96377	7.131	6.7739	10.128	6.70085	8.92016	7.00294	7.92793	7.8176	7.25159	6.31879
AT1G71840	23.8187	31.0418	31.8598	25.2926	24.6462	27.3635	25.1206	23.7372	28.6405	31.2446	29.1038	29.3593	24.4623	27.2933
AT1G71850	4.12971	4.43005	4.50926	4.35282	5.55949	3.85981	6.3305	4.16961	5.07684	4.17256	5.74881	7.09924	3.62488	4.72253
AT1G71860	41.56185	53.31408	46.74083	48.93089	43.4489	44.78965	48.4208	42.704045	49.78065	47.77537	46.053629	53.64106	45.32877	41.8238
AT1G71865	15.5641	11.6937	13.4159	15.4756	17.7977	12.9051	12.8695	13.6469	14.2471	13.0698	14.761	15.7168	15.454	21.2707
AT1G71866	0	2.3689	0.789552	1.22208	0.753961	3.79412	4.3008	1.26564	2.55761	1.5471	0.857152	1.47628	2.65616	1.13182
AT1G71870	4.86915	4.80032	5.93592	6.25508	6.35286	5.27574	5.52892	7.17804	6.21351	5.1268	7.89383	6.74793	5.03796	5.31272
AT1G71880	54.8433	52.14	59.6151	61.1937	71.8788	53.3001	59.1675	53.0566	58.6704	49.6672	61.4161	67.0854	42.4087	52.3116
AT1G71890	1.12252	1.27245	0.959058	0.43023	1.46894	1.16526	0.927719	1.46496	0.912421	0.488652	0.877906	0.913597	0.863334	1.53337
AT1G71900	21.1809	21.8142	17.9602	19.0874	21.3278	19.8489	19.8822	18.0779	20.7298	18.5702	21.7026	21.7095	20.934	17.8256
AT1G71910	2.01171	1.32462	1.03341	1.19266	1.16048	1.03566	1.43646	1.18055	1.21271	1.38143	0.967971	1.79745	0.732625	1.32792
AT1G71920	0	0.355692	0	0.339801	0	0.205425	0	0	0.161414	0	0.17599	0.791726	0.288091	0
AT1G71930	2.21371	0.367177	0.235433	1.48276	1.38904	1.12302	1.71353	0.57993	1.36528	1.10793	2.39368	1.58913	1.02269	1.77897
AT1G71940	8.53387	11.4699	11.5417	11.9169	12.6476	13.2177	11.3222	11.2442	14.8938	10.3436	14.9843	14.2173	11.4268	13.4855
AT1G71950	43.1174	67.0901	52.8695	68.8203	63.0308	57.9005	60.8318	74.0495	75.8036	76.4493	68.401	76.7174	64.1306	68.7092
AT1G71960	10.5612	13.9144	9.8445	12.2859	13.2814	9.65692	10.3388	10.7972	10.9238	11.6974	12.623	10.9806	9.57976	10.0773
AT1G71970	17.6297	26.3086	21.8357	22.5254	22.1394	23.5996	23.6555	23.7262	22.7814	23.03	23.7546	23.1043	23.5773	20.4155
AT1G71980	31.1479	32.1877	34.0571	37.381	38.1786	32.331	34.0395	33.22	33.5881	32.1558	35.1657	33.8754	30.8096	32.9841
AT1G71990	6.61213	9.13631	10.0547	7.07391	5.32414	8.26623	4.83858	7.56949	8.03299	7.35533	7.89915	7.66243	9.54081	6.93898
AT1G72000	0	0	0	0	0	0.0348356	0	0	0.0296401	0	0	0	0	0
AT1G72010	15.3958	18.2943	17.6242	20.3524	18.5573	18.1943	19.2919	20.1621	17.852	23.5185	19.001	16.8343	16.3153	15.1682
AT1G72020	204.497	251.37	272.421	299.24	330.364	243.271	264.354	335.704	350.864	272.041	347.425	385.098	304.177	334.013
AT1G72030	45.6508	45.6649	38.7885	43.8763	46.1467	42.2191	44.4268	46.7355	43.5526	52.1825	41.8917	38.255	53.5068	49.9035
AT1G72040	26.1512	27.1104	31.27	28.5689	23.2588	22.2834	33.2063	21.0111	36.1994	38.2183	36.1622	36.6325	23.9693	20.7986
AT1G72050	19.99749	23.69118	28.53177	26.96741	24.32171	25.89726	23.53727	24.009472	28.37119	29.54764	28.45943	30.66909	25.12265	23.51735
AT1G72060	18.3837	13.8309	8.29351	8.66541	10.2973	10.0702	10.5724	18.6863	10.2058	27.6271	2.81322	13.2622	12.719	14.7976
AT1G72070	2.56415	4.91143	3.65944	3.05795	1.92785	2.82959	2.04535	5.21135	3.74033	1.77746	5.70759	3.31303	4.52785	3.43066
AT1G72080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72090	15.1305	18.3765	19.6297	16.3813	17.8631	17.1527	18.4574	14.9777	18.9524	15.8095	20.8647	19.1989	17.2974	14.9028
AT1G72100	0	0	0	0.136731	0.153013	0.1209	0	0.0806455	0.152106	1.05393	0.102626	0.0794186	0.0455213	0.0922954
AT1G72110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72120	2.35707	3.77372	2.91058	2.85796	3.18696	3.78717	3.20785	2.19556	2.47492	1.78279	1.66356	2.8512	2.45785	3.79098
AT1G72125	2.47441	2.39271	2.53269	2.65435	2.96325	2.16515	2.4234	2.32337	2.8343	1.67834	2.6768	3.26123	1.80643	2.54262
AT1G72130	27.28843	30.29648	36.28888	30.7311	34.2587	31.0094	32.5362	31.5009	28.4151	28.54674	28.07256	29.834	30.5002	32.37547
AT1G72131	0.379675	0	0	0	0.255537	0	0	0	0	0	0	0	0	0
AT1G72140	3.15047	4.19805	5.14771	5.94811	6.11488	4.8908	2.87778	4.6945	4.55604	4.32193	6.30671	6.50889	4.75319	5.41012
AT1G72141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72150	109.115	124.627	137.757	146.44	131.584	129.327	147.595	127.335	130.919	129.921	118.762	135.338	106.757	113.735
AT1G72160	30.1877	52.3347	53.3692	53.2715	50.9684	46.3894	55.371	45.4774	51.4984	46.9391	50.8507	57.5659	42.5035	50.5307
AT1G72170	32.8243	46.3559	44.8972	43.6663	44.2218	40.2307	46.8542	47.024	50.9523	44.8592	47.3624	48.5748	47.1007	44.4719
AT1G72175	8.7033	13.221	12.9366	13.1295	13.3131	12.5586	9.45868	14.0758	10.0551	14.9139	11.5613	15.7777	9.28847	10.9016
AT1G72180	8.07815	10.865	10.0888	12.6915	10.8382	11.0549	12.4137	9.48014	10.2577	10.6191	11.7007	10.2976	6.70177	8.74497
AT1G72190	9.69432	11.3405	11.316	9.32221	9.55329	10.5799	12.4479	8.3507	9.67323	7.88834	9.63051	10.253	11.0301	8.15741
AT1G72200	7.16629	12.5144	9.98526	16.7926	15.4055	9.77901	14.7861	13.1854	12.888	5.89971	12.8776	15.7689	7.47516	12.956
AT1G72210	2.71348	3.68831	2.54017	2.7145	2.48698	2.66888	4.1519	3.36379	3.01196	2.57953	2.47621	3.5985	1.57706	2.21483
AT1G72220	1.39119	1.29775	1.23589	2.72368	2.13241	1.8135	1.76687	1.49785	2.33446	1.40206	1.20886	1.4844	0.503502	1.92867
AT1G72230	14.6892	18.1121	23.9121	24.9234	26.3447	14.2465	20.9549	22.5084	23.9098	17.8864	26.2217	28.6613	15.6851	24.2803
AT1G72240	2.06531	3.23623	2.51578	2.12428	1.33989	1.55954	3.54234	3.01632	2.43238	0.881339	2.88106	5.4597	3.28394	4.66403
AT1G72250	4.42129	3.752	4.80935	4.39655	3.87724	3.46247	4.17963	4.23523	4.71327	3.58741	4.95113	4.84033	3.74312	2.74433
AT1G72260	0	0	0	0	0	0	0	0	0.168164	0	0	0	0	0
AT1G72270	6.0265433	7.84451	50.36942	6.95931	7.42678	8.1883628	10.7782	7.026384	9.0571709	9.6303165	7.4471107	6.9652224	10.3404723	8.95251
AT1G72280	2.69985	4.39921	4.63331	3.94298	2.86018	3.25595	4.81125	3.70868	4.19007	2.08746	3.56546	5.11179	4.10061	4.43278
AT1G72290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72300	10.8248	16.1594	14.1957	14.8936	13.9733	13.0888	16.743	12.0661	11.3731	11.4468	12.7346	12.9547	10.3611	10.262
AT1G72310	12.3157	15.0991	17.6849	18.2873	18.4491	15.9562	20.5388	14.7368	20.6574	16.7298	17.6832	18.5846	15.2746	17.9467
AT1G72320	16.7064655	19.78756564	23.48241649	19.06933	19.48146069	18.7898565	24.5218	17.53154071	21.67073	18.87692	20.85615023	22.5160243	17.02078008	16.7117957
AT1G72330	5.68915	6.89187	6.439420002	5.51837	6.0686	6.23447	4.78148	4.6015	5.61833	3.22099	6.13429	6.307160005	5.86506	4.55531
AT1G72340	14.1096	16.6365	14.3793	16.9342	14.2185	14.0899	17.8408	17.0089	17.8783	18.7897	16.9315	15.8722	14.8572	14.9944
AT1G72350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72360	1.87442	4.41477	6.23578	7.06525	6.82154	5.405537	9.60238	6.052194	5.63286	6.72013	10.3612	8.558397	5.94541	8.55344
AT1G72370	343.04167	351.561	353.355	411.79031	373.91	353.241012	357.691	362.395012	415.833446	416.345	428.004491	460.81816	312.849	365.345709
AT1G72390	7.68454	9.07805	8.68992	9.78158	8.32419	7.62488	9.20192	7.20143	6.86834	6.68343	7.02586	7.15376	6.396	5.28224
AT1G72410	26.4439	46.8163	43.3128	33.366614	28.2801	43.72838	32.6555	34.886391	30.775937	28.5607	25.73279	28.001546	36.5185	31.6978
AT1G72416	1.96024	4.72386	4.91698	4.579667	2.559626	3.106514	6.53364	4.077816	4.28778	4.94837	5.0893	5.30066	5.241	4.67778
AT1G72420	6.14385	7.36014	4.76794	8.82414	7.15245	5.25068	7.19616	8.74484	7.98376	8.52056	12.5277	8.9082	7.92185	8.21606
AT1G72430	129.533	150.226	166.496	148.989	144.771	146.79	179.336	154.393	123.103	175.33	151.462	140.556	157.427	159.272
AT1G72440	9.86668	17.0159	17.4036	14.957	16.8764	15.0361	12.4199	13.0491	17.1246	14.7737	18.4811	19.4599	10.6231	11.6819
AT1G72450	15.5306	23.8627	18.0964	18.4415	18.6437	18.2454	20.4027	17.6107	18.6051	18.564	18.7831	19.1645	12.6217	18.7735
AT1G72460	0	0	0.137623	0	0	0	0	0	0	0	0	0	0	0
AT1G72470	5.31908	6.76315	7.20664	7.96792	9.70436	7.25604	8.32415	7.72882	9.37553	6.1747	6.96275	9.56083	7.18896	9.74802
AT1G72480	20.5146	25.3628	20.1444	21.7231	24.726	21.2949	23.2885	18.9583	24.7558	18.8968	21.3387	26.4454	21.1032	19.3483
AT1G72490	3.13025	5.82208	4.60377	3.96436	3.59413	2.86049	3.0649	4.44065	4.25431	2.49773	4.22586	4.96568	4.21902	4.42793
AT1G72500	11.5364	19.1161	20.2456	20.5543	18.8372	18.078	19.4075	14.9372	19.5591	15.399	18.544	19.6908	15.0208	16.0154
AT1G72510	53.9319	69.1859	86.2897	89.8584	84.6678	65.1847	70.3696	77.6075	95.1568	66.34836	83.4142	107.3578	75.0458	85.6874
AT1G72520	0.368568	0.749532	0.427947	0.332737	0.591188	0.461036	0.621257	0.450057	0.364464	0.627535	0.530569	0.465222	0.286481	0.606813
AT1G72530	4.40928	11.61192	5.57293	5.81957	3.62689	4.52925	6.698006459	6.42326	7.39577	6.84732	7.11692	7.94237	4.49644	6.87146
AT1G72540	0.461644	1.55925	1.46058	1.59827	1.72494	1.63584	2.89942	1.15909	1.13454	1.81299	1.44488	1.01569	0.753243	0.797623
AT1G72550	41.1867	48.4064	48.7539	50.125905	46.9989	46.8324	55.0204	45.575008	57.508068	45.100691	55.849691	58.549783	47.417613	41.111315
AT1G72560	8.62547	12.725852	12.28468	11.25978	11.11603	10.08164	10.28647	10.230111	11.635685	10.41928	10.82448	11.884801	8.03288	9.24321
AT1G72570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72580	1.26619	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72590	0	0.525229	0	0.505835	0.386677	0.395575	0	0.200941	0.347601	0	0	0.354288	0.129804	0.139809
AT1G72600	3.969015	2.532559	2.107843	3.784779	2.56777	3.256342	6.029847	4.211632	2.944947	4.917128	2.930886	3.128885	2.309443	4.116788
AT1G72610	963.012	700.3	902.053	1250.61	1189.71	901.449	1120.06	885.049	1109.43	1335.63	1131.51	954.3	751.678	872.927
AT1G72620	0.243891	0.458179	0	0.0778611	0	0.0691591	0	0.184024	0.347061	0.365109	0.251534	0.20234	0.224299	0.123725
