Gene	ZT0_effect.size	ZT0_p.value	ZT0_q.value	ZT0_Mean	ZT0_CV2	ZT0_TechNoise	ZT0_BioVar	ZT0_Stable	ZT0_Type
AT3G51160	0.00188257	0.836918282	0.999999999	51.92857143	0.013433802	0.011551231	0.00188257	0.011360147	Other
AT3G53960	-0.044039785	0.996689559	0.999999999	7.928571429	0.018267748	0.062307533	-0.044039785	0.01136016	Other
AT4G26540	-0.044039785	0.996689559	0.999999999	7.928571429	0.018267748	0.062307533	-0.044039785	0.01136016	Other
AT5G10770	-0.00748423	0.950532597	0.999999999	24.35714286	0.014419976	0.021904206	-0.00748423	0.011360324	Other
AT1G76440	-0.014197222	0.975143052	0.999999999	17.64285714	0.015127655	0.029324877	-0.014197222	0.011361272	Other
AT5G48160	0.00394739	0.779374158	0.999999999	69.14285714	0.013221564	0.009274174	0.00394739	0.011364772	Other
AT2G20680	-0.052503275	0.997738827	0.999999999	6.857142857	0.019163996	0.071667271	-0.052503275	0.011365004	Other
AT2G34780	-0.052503275	0.997738827	0.999999999	6.857142857	0.019163996	0.071667271	-0.052503275	0.011365004	Other
AT2G38185	-0.052503275	0.997738827	0.999999999	6.857142857	0.019163996	0.071667271	-0.052503275	0.011365004	Other
AT3G04310	-0.052503275	0.997738827	0.999999999	6.857142857	0.019163996	0.071667271	-0.052503275	0.011365004	Other
AT3G29400	-0.052503275	0.997738827	0.999999999	6.857142857	0.019163996	0.071667271	-0.052503275	0.011365004	Other
AT5G49610	-0.052503275	0.997738827	0.999999999	6.857142857	0.019163996	0.071667271	-0.052503275	0.011365004	Other
AT5G65450	-0.052503275	0.997738827	0.999999999	6.857142857	0.019163996	0.071667271	-0.052503275	0.011365004	Other
AT4G26310	-0.008513544	0.955759258	0.999999999	23	0.014541224	0.023054768	-0.008513544	0.011371995	Other
AT4G30160	-0.005829294	0.940076862	0.999999999	26.85714286	0.014259846	0.02008914	-0.005829294	0.011373057	Other
AT5G15470	-0.023066428	0.988175608	0.999999999	12.92857143	0.01607446	0.039140888	-0.023066428	0.011373219	Other
AT4G04340	-0.000886909	0.888666957	0.999999999	38.85714286	0.013741017	0.014627926	-0.000886909	0.011374344	Other
AT2G38840	-0.017295758	0.981138941	0.999999999	15.64285714	0.015470903	0.032766661	-0.017295758	0.011376732	Other
AT4G01660	-0.017295758	0.981138941	0.999999999	15.64285714	0.015470903	0.032766661	-0.017295758	0.011376732	Other
AT4G04200	-0.017295758	0.981138941	0.999999999	15.64285714	0.015470903	0.032766661	-0.017295758	0.011376732	Other
AT1G17455	-0.02542261	0.990043398	0.999999999	12.07142857	0.016326728	0.041749339	-0.02542261	0.011377064	Other
AT1G23860	-0.001025506	0.8906285	0.999999999	38.35714286	0.013761748	0.014787254	-0.001025506	0.011379901	Other
AT1G49500	0.007320492	0.631310643	0.999999999	150.2142857	0.01288745	0.005566958	0.007320492	0.011383727	Other
AT3G56210	-0.003937532	0.92461987	0.999999999	30.42857143	0.01407603	0.018013561	-0.003937532	0.011386915	Other
AT2G31530	-0.022330421	0.987447994	0.999999999	13.21428571	0.016016183	0.038346603	-0.022330421	0.011390588	Other
AT2G38695	-0.022330421	0.987447994	0.999999999	13.21428571	0.016016183	0.038346603	-0.022330421	0.011390588	Other
AT1G19450	0.000625478	0.862908746	0.999999999	44.92857143	0.013601686	0.012976208	0.000625478	0.011392319	Other
AT1G65845	0.004993985	0.741264053	0.999999999	82.64285714	0.01314609	0.008152105	0.004993985	0.011396162	Other
AT2G17030	-0.033396554	0.99406099	0.999999999	9.857142857	0.017190959	0.050587513	-0.033396554	0.011399563	Other
AT3G55640	-0.033396554	0.99406099	0.999999999	9.857142857	0.017190959	0.050587513	-0.033396554	0.011399563	Other
AT5G14600	-0.033396554	0.99406099	0.999999999	9.857142857	0.017190959	0.050587513	-0.033396554	0.011399563	Other
AT5G18980	-0.033396554	0.99406099	0.999999999	9.857142857	0.017190959	0.050587513	-0.033396554	0.011399563	Other
AT5G67350	-0.033396554	0.99406099	0.999999999	9.857142857	0.017190959	0.050587513	-0.033396554	0.011399563	Other
AT4G34050	0.009059337	0.519905832	0.999999999	377.0714286	0.012724096	0.003664758	0.009059337	0.011401534	Other
AT2G47730	0.008979338	0.525572292	0.999999999	350.9285714	0.012737928	0.00375859	0.008979338	0.01140643	Other
AT1G44910	-0.029369358	0.99233668	0.999999999	10.85714286	0.016780311	0.046149669	-0.029369358	0.011411567	Other
AT3G15115	-0.029369358	0.99233668	0.999999999	10.85714286	0.016780311	0.046149669	-0.029369358	0.011411567	Other
AT5G47140	-0.029369358	0.99233668	0.999999999	10.85714286	0.016780311	0.046149669	-0.029369358	0.011411567	Other
AT5G05820	-0.015608478	0.977938907	0.999999999	16.64285714	0.01533389	0.030942368	-0.015608478	0.01141346	Other
AT3G26900	0.007779113	0.604108125	0.999999999	176.2857143	0.012878471	0.005099358	0.007779113	0.011419281	Other
AT4G10340	0.010080005	0.442466031	0.999999999	3054.142857	0.012640722	0.002560716	0.010080005	0.011423307	Other
AT5G60990	-0.010032548	0.96200744	0.999999999	21.21428571	0.014760399	0.024792946	-0.010032548	0.011425628	Other
AT4G22756	-0.012307727	0.969819574	0.999999999	19.07142857	0.015000696	0.027308423	-0.012307727	0.011426357	Other
AT1G13780	-0.047620712	0.997160327	0.999999999	7.428571429	0.018718707	0.06633942	-0.047620712	0.01142713	Other
AT1G52155	-0.047620712	0.997160327	0.999999999	7.428571429	0.018718707	0.06633942	-0.047620712	0.01142713	Other
AT1G75140	-0.047620712	0.997160327	0.999999999	7.428571429	0.018718707	0.06633942	-0.047620712	0.01142713	Other
AT3G20860	-0.047620712	0.997160327	0.999999999	7.428571429	0.018718707	0.06633942	-0.047620712	0.01142713	Other
AT4G01730	-0.047620712	0.997160327	0.999999999	7.428571429	0.018718707	0.06633942	-0.047620712	0.01142713	Other
AT4G24610	-0.047620712	0.997160327	0.999999999	7.428571429	0.018718707	0.06633942	-0.047620712	0.01142713	Other
AT1G07220	-0.048180729	0.997230627	0.999999999	7.357142857	0.018779411	0.06696014	-0.048180729	0.011428717	Other
AT1G27680	-0.048180729	0.997230627	0.999999999	7.357142857	0.018779411	0.06696014	-0.048180729	0.011428717	Other
AT1G74300	-0.048180729	0.997230627	0.999999999	7.357142857	0.018779411	0.06696014	-0.048180729	0.011428717	Other
AT4G32620	-0.048180729	0.997230627	0.999999999	7.357142857	0.018779411	0.06696014	-0.048180729	0.011428717	Other
AT3G03000	-0.020769738	0.985662672	0.999999999	13.85714286	0.015909481	0.036679219	-0.020769738	0.011442685	Other
AT5G55200	-0.020769738	0.985662672	0.999999999	13.85714286	0.015909481	0.036679219	-0.020769738	0.011442685	Other
AT5G61590	0.001829879	0.8367103	0.999999999	51.07142857	0.01353461	0.011704731	0.001829879	0.011446336	Other
AT5G20490	-0.008209495	0.953661118	0.999999999	23.28571429	0.014591904	0.022801399	-0.008209495	0.011446805	Other
AT5G40340	-0.022091042	0.987035307	0.999999999	13.28571429	0.016062328	0.03815337	-0.022091042	0.011455137	Other
AT1G14850	-0.021917223	0.986857924	0.999999999	13.35714286	0.01604498	0.037962203	-0.021917223	0.011455995	Other
AT3G23710	-0.021917223	0.986857924	0.999999999	13.35714286	0.01604498	0.037962203	-0.021917223	0.011455995	Other
AT5G23580	-0.023913854	0.988662283	0.999999999	12.57142857	0.016270661	0.040184516	-0.023913854	0.011470027	Other
AT1G07745	-0.042500694	0.996333911	0.999999999	8.142857143	0.018230461	0.060731156	-0.042500694	0.011473005	Other
AT3G24150	-0.042500694	0.996333911	0.999999999	8.142857143	0.018230461	0.060731156	-0.042500694	0.011473005	Other
AT4G30520	-0.042500694	0.996333911	0.999999999	8.142857143	0.018230461	0.060731156	-0.042500694	0.011473005	Other
AT5G04770	-0.042500694	0.996333911	0.999999999	8.142857143	0.018230461	0.060731156	-0.042500694	0.011473005	Other
AT3G61990	0.00094607	0.855328026	0.999999999	46.07142857	0.013660052	0.012713981	0.00094607	0.011475659	Other
AT4G14385	0.00094607	0.855328026	0.999999999	46.07142857	0.013660052	0.012713981	0.00094607	0.011475659	Other
AT1G54410	0.0095314	0.484914878	0.999999999	578.9285714	0.012756987	0.003225587	0.0095314	0.011476251	Other
AT4G00040	-0.003681138	0.921117934	0.999999999	30.78571429	0.014151352	0.01783249	-0.003681138	0.011479482	Other
AT5G02290	-0.012510535	0.970109776	0.999999999	18.85714286	0.015080879	0.027591414	-0.012510535	0.011479588	Other
AT3G47070	0.009160962	0.512142557	0.999999999	383.7857143	0.012803685	0.003642723	0.009160962	0.011483222	Other
AT5G43310	-0.020256924	0.984933813	0.999999999	14.07142857	0.015900356	0.03615728	-0.020256924	0.011483269	Other
AT2G36070	-0.012161608	0.969018532	0.999999999	19.14285714	0.015053892	0.0272155	-0.012161608	0.011488403	Other
AT3G15530	-0.01531349	0.97699662	0.999999999	16.78571429	0.015386008	0.030699498	-0.01531349	0.011488709	Other
AT1G47056	-0.026619564	0.990614779	0.999999999	11.64285714	0.016578025	0.043197589	-0.026619564	0.011490431	Other
AT2G14110	-0.026619564	0.990614779	0.999999999	11.64285714	0.016578025	0.043197589	-0.026619564	0.011490431	Other
AT2G37230	-0.026619564	0.990614779	0.999999999	11.64285714	0.016578025	0.043197589	-0.026619564	0.011490431	Other
AT5G06240	-0.011910467	0.968225048	0.999999999	19.35714286	0.01503038	0.026940847	-0.011910467	0.011491048	Other
AT1G14990	-0.008502337	0.954697925	0.999999999	22.85714286	0.01468149	0.023183828	-0.008502337	0.01149997	Other
AT1G54990	-0.008502337	0.954697925	0.999999999	22.85714286	0.01468149	0.023183828	-0.008502337	0.01149997	Other
AT3G18230	-0.012659937	0.970402593	0.999999999	18.71428571	0.015123738	0.027783675	-0.012659937	0.011504136	Other
AT5G48800	-0.037066902	0.995079221	0.999999999	9.071428571	0.017693882	0.054760783	-0.037066902	0.011505032	Other
AT1G75820	-0.005486816	0.936279646	0.999999999	27.21428571	0.014370251	0.019857067	-0.005486816	0.011505565	Other
AT3G11320	-0.005486816	0.936279646	0.999999999	27.21428571	0.014370251	0.019857067	-0.005486816	0.011505565	Other
AT1G06840	-0.01834137	0.982271725	0.999999999	15	0.015726496	0.034067866	-0.01834137	0.0115084	Other
AT1G80640	-0.001306489	0.892833807	0.999999999	37	0.013934933	0.015241422	-0.001306489	0.011509832	Other
AT4G21210	0.005848936	0.703560796	0.999999999	96.35714286	0.013183098	0.007334163	0.005848936	0.011511069	Other
AT3G06770	-0.011963661	0.968218396	0.999999999	19.28571429	0.01506806	0.02703172	-0.011963661	0.011520073	Other
AT3G09800	-0.011963661	0.968218396	0.999999999	19.28571429	0.01506806	0.02703172	-0.011963661	0.011520073	Other
AT3G23990	0.004244139	0.766612056	0.999999999	70.71428571	0.013365669	0.009121531	0.004244139	0.011523415	Other
AT1G71790	-0.004458993	0.927774418	0.999999999	29.07142857	0.014283213	0.018742207	-0.004458993	0.011524704	Other
AT5G18250	-0.014130026	0.974151931	0.999999999	17.57142857	0.015304281	0.029434307	-0.014130026	0.011527476	Other
AT3G02190	0.005689941	0.710257763	0.999999999	92.64285714	0.013221718	0.007531777	0.005689941	0.011530868	Other
AT5G67380	0.006531052	0.67105278	0.999999999	113.1428571	0.013133962	0.00660291	0.006531052	0.011531576	Other
AT2G05630	-0.003374624	0.917443815	0.999999999	31.35714286	0.014176731	0.017551355	-0.003374624	0.011531637	Other
AT1G10380	-0.009454831	0.958815861	0.999999999	21.71428571	0.014822608	0.024277439	-0.009454831	0.011536934	Other
AT2G17760	-0.009454831	0.958815861	0.999999999	21.71428571	0.014822608	0.024277439	-0.009454831	0.011536934	Other
AT2G04620	-0.054352806	0.997821124	0.999999999	6.642857143	0.019548725	0.073901531	-0.054352806	0.011536947	Other
AT3G15570	-0.054352806	0.997821124	0.999999999	6.642857143	0.019548725	0.073901531	-0.054352806	0.011536947	Other
AT3G58930	-0.054352806	0.997821124	0.999999999	6.642857143	0.019548725	0.073901531	-0.054352806	0.011536947	Other
AT4G03090	-0.054352806	0.997821124	0.999999999	6.642857143	0.019548725	0.073901531	-0.054352806	0.011536947	Other
AT4G23180	-0.054352806	0.997821124	0.999999999	6.642857143	0.019548725	0.073901531	-0.054352806	0.011536947	Other
AT2G17560	0.00634867	0.679814493	0.999999999	107.6428571	0.013166061	0.006817391	0.00634867	0.011543248	Other
AT1G62180	0.006841334	0.655081049	0.999999999	122.7857143	0.013114582	0.006273248	0.006841334	0.011543592	Other
AT1G64720	0.010035368	0.446031149	0.999999999	1393.928571	0.012781298	0.00274593	0.010035368	0.011546244	Other
AT3G58120	0.001378985	0.845156705	0.999999999	47.92857143	0.013693521	0.012314536	0.001378985	0.011547171	Other
AT4G01290	-0.001590386	0.896211981	0.999999999	36	0.014007597	0.015597983	-0.001590386	0.011548538	Other
AT1G76400	-0.000471312	0.879686593	0.999999999	39.71428571	0.013892815	0.014364127	-0.000471312	0.011551266	Other
AT5G19330	0.004503596	0.756671081	0.999999999	73.28571429	0.013389466	0.00888587	0.004503596	0.011569655	Other
AT4G34750	-0.017224788	0.980240096	0.999999999	15.57142857	0.015681146	0.032905934	-0.017224788	0.01157371	Other
AT5G14790	-0.017224788	0.980240096	0.999999999	15.57142857	0.015681146	0.032905934	-0.017224788	0.01157371	Other
AT2G33840	-0.006199364	0.940677767	0.999999999	25.92857143	0.014523084	0.020722449	-0.006199364	0.011575981	Other
AT1G33600	-0.009601729	0.959083083	0.999999999	21.5	0.014893706	0.024495435	-0.009601729	0.01158727	Other
AT2G16430	-0.009601729	0.959083083	0.999999999	21.5	0.014893706	0.024495435	-0.009601729	0.01158727	Other
AT3G61620	-0.009601729	0.959083083	0.999999999	21.5	0.014893706	0.024495435	-0.009601729	0.01158727	Other
AT1G60730	0.002615879	0.814796779	0.999999999	55.28571429	0.013611731	0.010995853	0.002615879	0.01159097	Other
AT2G45440	-0.000624726	0.881476635	0.999999999	39	0.013958428	0.014583154	-0.000624726	0.011596019	Other
AT1G27480	-0.003434098	0.917263203	0.999999999	31.07142857	0.014256532	0.01769063	-0.003434098	0.011598173	Other
AT3G14067	0.004251608	0.765049682	0.999999999	69.92857143	0.013448603	0.009196995	0.004251608	0.011599161	Other
AT5G13470	-0.009198009	0.957206456	0.999999999	21.92857143	0.014865695	0.024063704	-0.009198009	0.011600377	Other
AT1G65660	-0.005260088	0.933493674	0.999999999	27.42857143	0.014460637	0.019720725	-0.005260088	0.011608936	Other
AT1G02160	0.001166528	0.848665519	0.999999999	46.5	0.013785498	0.01261897	0.001166528	0.011610154	Other
AT1G71410	-0.001599808	0.895500071	0.999999999	35.78571429	0.014077173	0.015676982	-0.001599808	0.01161059	Other
AT5G39940	-0.028403939	0.991462349	0.999999999	11.07142857	0.016899063	0.045303002	-0.028403939	0.011610955	Other
AT1G27590	-0.024972787	0.989161873	0.999999999	12.14285714	0.016545116	0.041517903	-0.024972787	0.011617493	Other
AT2G25790	-0.024972787	0.989161873	0.999999999	12.14285714	0.016545116	0.041517903	-0.024972787	0.011617493	Other
AT4G23530	-0.024972787	0.989161873	0.999999999	12.14285714	0.016545116	0.041517903	-0.024972787	0.011617493	Other
AT2G30860	0.00979569	0.464553803	0.999999999	692.2142857	0.012887016	0.003091326	0.00979569	0.011619067	Other
AT2G35960	-0.00610681	0.939591473	0.999999999	26	0.014565316	0.020672127	-0.00610681	0.011623005	Other
AT4G22000	0.002104638	0.82716458	0.999999999	51.64285714	0.01370647	0.011601832	0.002104638	0.011627996	Other
AT2G44860	0.006341479	0.6788627	0.999999999	105.2142857	0.013260713	0.006919234	0.006341479	0.011628201	Other
AT1G74100	0.00367716	0.783436911	0.999999999	63.64285714	0.013544948	0.009867788	0.00367716	0.011631622	Other
AT1G05562	0.00506402	0.73449297	0.999999999	80.07142857	0.013400682	0.008336662	0.00506402	0.011633177	Other
AT2G25605	-0.002286822	0.904005248	0.999999999	33.78571429	0.014175804	0.016462626	-0.002286822	0.011634398	Other
AT1G33290	0.001208338	0.84734598	0.999999999	46.57142857	0.013811643	0.012603304	0.001208338	0.011637791	Other
AT1G22140	0.003183696	0.798162189	0.999999999	59.21428571	0.013609603	0.010425907	0.003183696	0.011643122	Other
AT5G47760	-0.010660654	0.96290431	0.999999999	20.35714286	0.015074934	0.025735588	-0.010660654	0.011650389	Other
AT1G74940	-0.034108373	0.993967585	0.999999999	9.642857143	0.017549858	0.051658231	-0.034108373	0.011656489	Other
AT2G36050	-0.034108373	0.993967585	0.999999999	9.642857143	0.017549858	0.051658231	-0.034108373	0.011656489	Other
AT3G47350	-0.034108373	0.993967585	0.999999999	9.642857143	0.017549858	0.051658231	-0.034108373	0.011656489	Other
AT4G36650	-0.034108373	0.993967585	0.999999999	9.642857143	0.017549858	0.051658231	-0.034108373	0.011656489	Other
AT3G14310	0.005592343	0.712395871	0.999999999	88.35714286	0.013372781	0.007780438	0.005592343	0.01165825	Other
AT3G06680	0.007223457	0.63303855	0.999999999	132.8571429	0.013203483	0.005980026	0.007223457	0.011660419	Other
AT4G12800	0.010256135	0.428677786	0.999999999	2115	0.012885902	0.002629767	0.010256135	0.011661911	Other
AT2G26260	-0.029907154	0.99216014	0.999999999	10.64285714	0.017123276	0.04703043	-0.029907154	0.01167065	Other
AT5G23660	0.00222829	0.823391143	0.999999999	52.14285714	0.013741935	0.011513645	0.00222829	0.01167186	Other
AT1G74210	-0.012934498	0.970219732	0.999999999	18.35714286	0.015342921	0.028277419	-0.012934498	0.011676297	Other
AT3G13000	-0.0184415	0.981776467	0.999999999	14.85714286	0.015930815	0.034372315	-0.0184415	0.011683724	Other
AT1G79720	-0.0084948	0.953190363	0.999999999	22.64285714	0.014885671	0.023380471	-0.0084948	0.011685422	Other
AT4G26850	0.008750163	0.539480867	0.999999999	247.9285714	0.013071005	0.004320841	0.008750163	0.011685959	Other
AT2G20490	0.007304368	0.6282363	0.999999999	135.1428571	0.013223931	0.005919564	0.007304368	0.011686626	Other
AT4G32551	-0.010773065	0.96308143	0.999999999	20.21428571	0.015127402	0.025900467	-0.010773065	0.011687153	Other
AT1G24300	-0.021011015	0.985185357	0.999999999	13.64285714	0.01620654	0.037217554	-0.021011015	0.011688473	Other
AT5G62840	-0.009237046	0.956712974	0.999999999	21.78571429	0.014968681	0.024205727	-0.009237046	0.011689836	Other
AT1G21930	0.003612984	0.784432321	0.999999999	62.5	0.013617231	0.010004247	0.003612984	0.011690908	Other
AT1G08410	-0.032174283	0.99316584	0.999999999	10.07142857	0.017388074	0.049562358	-0.032174283	0.011694313	Other
AT1G32750	-0.032174283	0.99316584	0.999999999	10.07142857	0.017388074	0.049562358	-0.032174283	0.011694313	Other
AT1G67190	-0.032174283	0.99316584	0.999999999	10.07142857	0.017388074	0.049562358	-0.032174283	0.011694313	Other
AT5G13410	0.003991003	0.772183474	0.999999999	66.07142857	0.013584492	0.009593488	0.003991003	0.011697289	Other
AT2G06520	0.010320714	0.423613185	0.999999999	2426.142857	0.012921682	0.002600969	0.010320714	0.011700434	Other
AT5G12440	-0.014671927	0.974568887	0.999999999	17.07142857	0.015554026	0.030225954	-0.014671927	0.011701827	Other
AT5G37480	-0.006399159	0.940835123	0.999999999	25.42857143	0.014683461	0.021082619	-0.006399159	0.011702055	Other
AT4G29130	0.001279271	0.844707398	0.999999999	46.57142857	0.013882576	0.012603304	0.001279271	0.011708724	Other
AT1G01860	-0.01927514	0.982901243	0.999999999	14.42857143	0.016046692	0.035321833	-0.01927514	0.011709171	Other
AT3G62410	0.009438635	0.490979476	0.999999999	401.7857143	0.013025917	0.003587282	0.009438635	0.011710734	Other
AT5G24530	-0.005704142	0.935814524	0.999999999	26.5	0.014623326	0.020327468	-0.005704142	0.01171384	Other
AT5G15530	0.002783762	0.808132462	0.999999999	55.57142857	0.013735447	0.010951685	0.002783762	0.011718892	Other
AT4G13850	0.007880267	0.594546436	0.999999999	162.6428571	0.013205616	0.005325349	0.007880267	0.011724902	Other
AT1G03740	-0.025500397	0.989316516	0.999999999	11.92857143	0.01672013	0.042220526	-0.025500397	0.01172559	Other
AT4G22200	-0.025500397	0.989316516	0.999999999	11.92857143	0.01672013	0.042220526	-0.025500397	0.01172559	Other
AT4G30340	-0.025500397	0.989316516	0.999999999	11.92857143	0.01672013	0.042220526	-0.025500397	0.01172559	Other
AT5G06960	-0.017197615	0.979569744	0.999999999	15.5	0.015848875	0.03304649	-0.017197615	0.011728053	Other
AT3G48310	-0.005516947	0.934263951	0.999999999	26.78571429	0.01461935	0.020136297	-0.005516947	0.011728071	Other
AT3G17668	-0.007925763	0.949839046	0.999999999	23.28571429	0.014875636	0.022801399	-0.007925763	0.011730537	Other
AT1G42970	0.010275104	0.427293871	0.999999999	1671.928571	0.01296438	0.002689277	0.010275104	0.011734722	Other
AT4G27585	-0.008933828	0.954933239	0.999999999	22.07142857	0.014989692	0.02392352	-0.008933828	0.011737724	Other
AT1G03230	-0.00438925	0.92478267	0.999999999	28.78571429	0.014515111	0.018904361	-0.00438925	0.011741158	Other
AT2G01950	-0.019691819	0.983361672	0.999999999	14.21428571	0.016126244	0.035818063	-0.019691819	0.011741463	Other
AT4G18240	-0.019691819	0.983361672	0.999999999	14.21428571	0.016126244	0.035818063	-0.019691819	0.011741463	Other
AT2G32920	0.002163221	0.823801619	0.999999999	51.28571429	0.013829096	0.011665875	0.002163221	0.011744523	Other
AT1G10320	-0.064654298	0.998447879	0.999999999	5.714285714	0.020865385	0.085519683	-0.064654298	0.011747116	Other
AT1G72855	-0.064654298	0.998447879	0.999999999	5.714285714	0.020865385	0.085519683	-0.064654298	0.011747116	Other
AT3G20780	-0.064654298	0.998447879	0.999999999	5.714285714	0.020865385	0.085519683	-0.064654298	0.011747116	Other
AT5G52120	-0.064654298	0.998447879	0.999999999	5.714285714	0.020865385	0.085519683	-0.064654298	0.011747116	Other
AT2G42740	0.003102976	0.798663401	0.999999999	57.71428571	0.013737341	0.010634365	0.003102976	0.011751007	Other
AT1G55910	-0.009774745	0.958634677	0.999999999	21.14285714	0.015093836	0.024868581	-0.009774745	0.011751863	Other
AT2G02170	-0.016786315	0.978691012	0.999999999	15.71428571	0.015842339	0.032628654	-0.016786315	0.011761311	Other
AT4G15410	-0.016786315	0.978691012	0.999999999	15.71428571	0.015842339	0.032628654	-0.016786315	0.011761311	Other
AT5G37260	0.00924892	0.504405267	0.999999999	326	0.013111	0.00386208	0.00924892	0.011769645	Other
AT1G52500	-0.025891665	0.989505693	0.999999999	11.78571429	0.016811471	0.042703136	-0.025891665	0.011770969	Other
AT2G01860	-0.024605539	0.988483387	0.999999999	12.21428571	0.016683634	0.041289174	-0.024605539	0.011777795	Other
AT2G22240	-0.024605539	0.988483387	0.999999999	12.21428571	0.016683634	0.041289174	-0.024605539	0.011777795	Other
AT3G50860	-0.024605539	0.988483387	0.999999999	12.21428571	0.016683634	0.041289174	-0.024605539	0.011777795	Other
AT3G55980	-0.024605539	0.988483387	0.999999999	12.21428571	0.016683634	0.041289174	-0.024605539	0.011777795	Other
AT5G03700	-0.020275265	0.984003825	0.999999999	13.92857143	0.01622819	0.036503455	-0.020275265	0.011778133	Other
AT2G40760	-0.005681295	0.934980319	0.999999999	26.42857143	0.014694611	0.020375906	-0.005681295	0.011780512	Other
AT1G68060	-0.008764934	0.953775834	0.999999999	22.21428571	0.015020205	0.023785138	-0.008764934	0.011781416	Other
AT4G07950	-0.006223143	0.938858834	0.999999999	25.57142857	0.014755133	0.020978276	-0.006223143	0.011783665	Other
AT1G76020	-0.008207866	0.950828845	0.999999999	22.85714286	0.014975962	0.023183828	-0.008207866	0.011794441	Other
AT1G51660	-0.026542965	0.98991959	0.999999999	11.57142857	0.016906428	0.043449394	-0.026542965	0.011794854	Other
AT1G70150	-0.026542965	0.98991959	0.999999999	11.57142857	0.016906428	0.043449394	-0.026542965	0.011794854	Other
AT1G29357	-0.003590513	0.916475443	0.999999999	30.28571429	0.014496673	0.018087186	-0.003590513	0.011800546	Other
AT2G41560	0.006546326	0.666292073	0.999999999	106	0.0134321	0.006885774	0.006546326	0.011802775	Other
AT5G24980	0.001305235	0.842601365	0.999999999	46.21428571	0.01398735	0.012682115	0.001305235	0.011805993	Other
AT4G34555	0.003922317	0.772544787	0.999999999	64.28571429	0.01371548	0.009793163	0.003922317	0.01180926	Other
AT5G24120	0.002176404	0.822292062	0.999999999	50.92857143	0.013907221	0.011730817	0.002176404	0.011816463	Other
AT4G19110	0.006242748	0.680699595	0.999999999	98.28571429	0.013480195	0.007237446	0.006242748	0.011817377	Other
AT5G03220	0.002784188	0.806427343	0.999999999	54.85714286	0.013847155	0.011062967	0.002784188	0.011820002	Other
AT4G01650	-0.014138216	0.972673272	0.999999999	17.35714286	0.015629783	0.029767999	-0.014138216	0.011821199	Other
AT2G24540	-0.003601094	0.916314452	0.999999999	30.21428571	0.014523165	0.018124259	-0.003601094	0.011823508	Other
AT2G35610	-0.002315616	0.901917076	0.999999999	33.21428571	0.014388858	0.016704474	-0.002315616	0.011824418	Other
AT2G22090	-0.023173157	0.987076034	0.999999999	12.71428571	0.016586872	0.039760029	-0.023173157	0.011826666	Other
AT3G19380	-0.023173157	0.987076034	0.999999999	12.71428571	0.016586872	0.039760029	-0.023173157	0.011826666	Other
AT3G17609	0.008013103	0.585362733	0.999999999	164.0714286	0.013313026	0.005299923	0.008013103	0.011834734	Other
AT4G15550	0.001478206	0.838319189	0.999999999	46.92857143	0.0140039	0.012525693	0.001478206	0.011837439	Other
AT1G55900	-0.014327302	0.973062523	0.999999999	17.21428571	0.015667774	0.029995076	-0.014327302	0.011837563	Other
AT2G42080	-0.014327302	0.973062523	0.999999999	17.21428571	0.015667774	0.029995076	-0.014327302	0.011837563	Other
AT5G64040	0.010441929	0.414313488	0.999999999	2202.071429	0.013062817	0.002620888	0.010441929	0.011839671	Other
AT4G39120	-0.011479336	0.96463893	0.999999999	19.42857143	0.015371307	0.026850643	-0.011479336	0.011840566	Other
AT1G15180	0.001862917	0.829354646	0.999999999	48.92857143	0.013974926	0.012112009	0.001862917	0.011847864	Other
AT1G71100	-0.014213791	0.972726232	0.999999999	17.28571429	0.015667278	0.029881068	-0.014213791	0.011847925	Other
AT2G01680	-0.01370297	0.97136174	0.999999999	17.64285714	0.015621907	0.029324877	-0.01370297	0.011855524	Other
AT4G36040	0.006805663	0.652467465	0.999999999	111.5714286	0.013467696	0.006662033	0.006805663	0.011859679	Other
AT1G64840	-0.024318086	0.98803409	0.999999999	12.28571429	0.016745018	0.041063104	-0.024318086	0.011860709	Other
AT5G04740	0.007140764	0.634866873	0.999999999	122.0714286	0.013436645	0.006295881	0.007140764	0.0118635	Other
AT5G07000	-0.024107742	0.987828922	0.999999999	12.35714286	0.016731907	0.040839648	-0.024107742	0.011868879	Other
AT2G36895	0.00498714	0.733472305	0.999999999	75.57142857	0.013676997	0.008689858	0.00498714	0.011875855	Other
AT5G23420	-0.006608075	0.940552005	0.999999999	24.85714286	0.01490391	0.021511985	-0.006608075	0.011881612	Other
AT4G31550	-9.90E-05	0.868575899	0.999999999	39.85714286	0.014222285	0.014321263	-9.90E-05	0.011884818	Other
AT3G06320	0.003227716	0.792794008	0.999999999	57.64285714	0.013872279	0.010644563	0.003227716	0.011884974	Other
AT2G33845	-0.008058624	0.949278347	0.999999999	22.92857143	0.015060473	0.023119097	-0.008058624	0.011885117	Other
AT1G15780	-0.022725792	0.986435463	0.999999999	12.85714286	0.016619183	0.039344975	-0.022725792	0.011898506	Other
AT3G14840	-0.007368041	0.945189575	0.999999999	23.78571429	0.01500461	0.022372651	-0.007368041	0.011900344	Other
AT4G03190	0.001042191	0.846662922	0.999999999	44.5	0.014120206	0.013078015	0.001042191	0.011901144	Other
