Gene	ZT0_effect.size	ZT0_p.value	ZT0_q.value	ZT0_Mean	ZT0_CV2	ZT0_TechNoise	ZT0_BioVar	ZT0_Stable	ZT0_Type
AT5G11800	-0.026162635	0.999718133	0.999999999	15.5	0.006883855	0.03304649	-0.026162635	0.002763033	Other
AT2G35260	-0.000939847	0.994589823	0.999999999	171.8571429	0.004228936	0.005168783	-0.000939847	0.002763133	Other
AT4G14210	-0.005352655	0.997772247	0.999999999	62.14285714	0.004695265	0.01004792	-0.005352655	0.002764783	Other
AT2G21170	0.000714462	0.991716982	0.999999999	506.5	0.004057361	0.003342899	0.000714462	0.002765453	Other
AT4G38500	-0.020798144	0.999598557	0.999999999	19.21428571	0.006325124	0.027123269	-0.020798144	0.002768419	Other
AT3G24550	-0.007452769	0.998397165	0.999999999	47.64285714	0.004921193	0.012373962	-0.007452769	0.002769183	Other
AT3G52260	-0.041712891	0.999858582	0.999999999	9.928571429	0.008527987	0.050240878	-0.041712891	0.002769604	Other
AT2G43770	-0.011282873	0.999027827	0.999999999	33.42857143	0.005329939	0.016612812	-0.011282873	0.00277423	Other
AT1G73080	-0.038268336	0.999839302	0.999999999	10.78571429	0.008171032	0.046439368	-0.038268336	0.002774698	Other
AT3G06010	-0.038268336	0.999839302	0.999999999	10.78571429	0.008171032	0.046439368	-0.038268336	0.002774698	Other
AT4G32010	-0.038268336	0.999839302	0.999999999	10.78571429	0.008171032	0.046439368	-0.038268336	0.002774698	Other
AT5G38600	-0.038268336	0.999839302	0.999999999	10.78571429	0.008171032	0.046439368	-0.038268336	0.002774698	Other
AT5G49510	-0.005149093	0.99767041	0.999999999	63.92857143	0.004685343	0.009834436	-0.005149093	0.002775193	Other
AT3G10860	0.000463527	0.992190557	0.999999999	387.2857143	0.004095065	0.003631539	0.000463527	0.002775667	Other
AT2G30695	-0.006218805	0.998048331	0.999999999	55.14285714	0.004799303	0.011018108	-0.006218805	0.002776422	Other
AT2G19180	-0.009690413	0.998813609	0.999999999	38.14285714	0.005166403	0.014856816	-0.009690413	0.002777931	Other
AT1G62820	-0.010700194	0.998952613	0.999999999	35	0.005274725	0.015974919	-0.010700194	0.002779767	Other
AT2G26060	-0.012814384	0.999177234	0.999999999	29.85714286	0.005497902	0.018312286	-0.012814384	0.002780337	Other
AT5G20200	-0.022106368	0.999630445	0.999999999	18.14285714	0.006476628	0.028582996	-0.022106368	0.002780901	Other
AT2G26550	-0.014211347	0.999287956	0.999999999	27.21428571	0.005645721	0.019857067	-0.014211347	0.002781034	Other
AT4G36195	-0.007137723	0.99829729	0.999999999	49.28571429	0.004903947	0.01204167	-0.007137723	0.002783584	Other
AT3G25120	-0.010402764	0.998909891	0.999999999	35.85714286	0.00524778	0.015650544	-0.010402764	0.002783715	Other
AT5G21940	-0.000696139	0.994129055	0.999999999	188.3571429	0.004230556	0.004926695	-0.000696139	0.00278781	Other
AT4G15090	-0.045412452	0.999873065	0.999999999	9.142857143	0.008939303	0.054351755	-0.045412452	0.002789408	Other
AT1G71080	-0.008713311	0.998633755	0.999999999	41.71428571	0.005077443	0.013790754	-0.008713311	0.0027905	Other
AT1G31360	-0.055165154	0.999902507	0.999999999	7.571428571	0.00996796	0.065133114	-0.055165154	0.002791269	Other
AT2G47320	-0.003052657	0.996501315	0.999999999	92.57142857	0.004483076	0.007535733	-0.003052657	0.00279185	Other
AT5G20040	-0.013796508	0.999250286	0.999999999	27.92857143	0.005614221	0.019410728	-0.013796508	0.002792043	Other
AT1G32990	0.000597204	0.991767163	0.999999999	432.2857143	0.004101085	0.003503881	0.000597204	0.002793845	Other
AT3G04630	-0.007606925	0.998396375	0.999999999	46.71428571	0.004965193	0.012572118	-0.007606925	0.002794311	Other
AT3G26618	-0.011542616	0.999039069	0.999999999	32.71428571	0.005380406	0.016923021	-0.011542616	0.002795152	Other
AT3G07760	-0.00578889	0.997869796	0.999999999	58.21428571	0.004774795	0.010563685	-0.00578889	0.002795193	Other
AT5G16760	-0.008797445	0.998643401	0.999999999	41.35714286	0.00509163	0.013889075	-0.008797445	0.002795324	Other
AT1G05190	0.000831938	0.991203356	0.999999999	564.5	0.004078494	0.003246556	0.000831938	0.002795761	Other
AT2G27450	-0.006373657	0.998059199	0.999999999	53.92857143	0.004838384	0.011212041	-0.006373657	0.002797034	Other
AT5G65960	-0.008671419	0.998617429	0.999999999	41.85714286	0.005080477	0.013751895	-0.008671419	0.002797235	Other
AT5G58740	-0.004843	0.997483331	0.999999999	66.71428571	0.004681222	0.009524222	-0.004843	0.002800616	Other
AT4G32710	-0.033175355	0.999797822	0.999999999	12.35714286	0.007664293	0.040839648	-0.033175355	0.002801265	Other
AT5G19130	-0.033175355	0.999797822	0.999999999	12.35714286	0.007664293	0.040839648	-0.033175355	0.002801265	Other
AT5G66900	-0.033175355	0.999797822	0.999999999	12.35714286	0.007664293	0.040839648	-0.033175355	0.002801265	Other
AT3G43540	-0.004190914	0.997165324	0.999999999	74.21428571	0.00461387	0.008804784	-0.004190914	0.002801782	Other
AT2G34160	-0.007030329	0.998237359	0.999999999	49.78571429	0.004914562	0.011944891	-0.007030329	0.002803416	Other
AT1G69295	-0.007245933	0.998293629	0.999999999	48.57142857	0.00493745	0.012183383	-0.007245933	0.002803591	Other
AT2G17510	-0.018722882	0.999515744	0.999999999	21.14285714	0.006145699	0.024868581	-0.018722882	0.002803725	Other
AT5G16710	-0.000600673	0.993891164	0.999999999	195	0.004240125	0.004840798	-0.000600673	0.00280556	Other
AT1G77490	-0.001492107	0.995038081	0.999999999	138.7142857	0.004336974	0.005829081	-0.001492107	0.002808286	Other
AT5G53570	-0.021009544	0.999591538	0.999999999	19	0.006392499	0.027402044	-0.021009544	0.002809244	Other
AT1G08710	-0.032769628	0.99979285	0.999999999	12.5	0.007630769	0.040400397	-0.032769628	0.002809575	Other
AT4G23730	-0.017551605	0.999463773	0.999999999	22.42857143	0.006029266	0.023580872	-0.017551605	0.002809932	Other
AT5G44320	-0.006689971	0.998130464	0.999999999	51.78571429	0.00488649	0.011576462	-0.006689971	0.002810433	Other
AT2G23380	-0.028025318	0.999736743	0.999999999	14.5	0.007134364	0.035159682	-0.028025318	0.002812286	Other
AT3G21820	-0.028025318	0.999736743	0.999999999	14.5	0.007134364	0.035159682	-0.028025318	0.002812286	Other
AT5G42310	-0.014053324	0.999254558	0.999999999	27.42857143	0.005667401	0.019720725	-0.014053324	0.0028157	Other
AT3G52850	-0.005026344	0.997527206	0.999999999	64.71428571	0.004717892	0.009744236	-0.005026344	0.002816332	Other
AT4G15470	-0.001379007	0.994868882	0.999999999	143.5714286	0.004334242	0.005713248	-0.001379007	0.002816585	Other
AT3G23920	-0.00823073	0.99850213	0.999999999	43.64285714	0.005056898	0.013287628	-0.00823073	0.002817872	Other
AT2G20410	-0.050696563	0.999889127	0.999999999	8.214285714	0.00952741	0.060223974	-0.050696563	0.002818256	Other
AT3G52450	-0.050696563	0.999889127	0.999999999	8.214285714	0.00952741	0.060223974	-0.050696563	0.002818256	Other
AT4G14190	-0.050696563	0.999889127	0.999999999	8.214285714	0.00952741	0.060223974	-0.050696563	0.002818256	Other
AT5G41180	-0.050696563	0.999889127	0.999999999	8.214285714	0.00952741	0.060223974	-0.050696563	0.002818256	Other
AT1G36320	-0.004275987	0.997164996	0.999999999	72.92857143	0.00464162	0.008917607	-0.004275987	0.002818787	Other
AT2G18740	-0.00323922	0.996543539	0.999999999	88.5	0.004532542	0.007771761	-0.00323922	0.002818837	Other
AT5G23900	4.80E-05	0.992719446	0.999999999	274	0.004186527	0.004138567	4.80E-05	0.00281884	Other
AT3G04760	-0.008374814	0.998527998	0.999999999	43	0.005075509	0.013450322	-0.008374814	0.002820988	Other
AT4G19100	-0.006263856	0.997976467	0.999999999	54.5	0.004855846	0.011119702	-0.006263856	0.00282329	Other
AT1G30540	-0.037189659	0.999826718	0.999999999	11.07142857	0.008113343	0.045303002	-0.037189659	0.002825235	Other
AT5G04760	-0.037189659	0.999826718	0.999999999	11.07142857	0.008113343	0.045303002	-0.037189659	0.002825235	Other
AT3G20870	-0.010781131	0.998919717	0.999999999	34.64285714	0.005333682	0.016114813	-0.010781131	0.002825401	Other
AT4G25620	-0.014858551	0.999305721	0.999999999	26.07142857	0.005763529	0.02062208	-0.014858551	0.002825984	Other
AT5G49980	-0.009374396	0.998708683	0.999999999	39.07142857	0.005186496	0.014560891	-0.009374396	0.002826207	Other
AT3G63000	-0.009683085	0.998758093	0.999999999	38	0.005220541	0.014903627	-0.009683085	0.002827611	Other
AT3G03880	-0.022632643	0.999630191	0.999999999	17.71428571	0.006583687	0.02921633	-0.022632643	0.002827642	Other
AT3G18140	-0.004685472	0.997341092	0.999999999	68.07142857	0.004696818	0.00938229	-0.004685472	0.002829729	Other
AT1G51950	-0.007713266	0.998367596	0.999999999	46	0.005016722	0.012729989	-0.007713266	0.002830805	Other
AT3G07300	-0.01654649	0.999404292	0.999999999	23.64285714	0.00594681	0.0224933	-0.01654649	0.002831054	Other
AT1G65320	-0.019780266	0.999544304	0.999999999	20.07142857	0.006287427	0.026067693	-0.019780266	0.002831253	Other
AT3G22970	-0.006142224	0.997918242	0.999999999	55.28571429	0.004853628	0.010995853	-0.006142224	0.002832867	Other
AT3G22104	-0.030540245	0.999765667	0.999999999	13.35714286	0.007421958	0.037962203	-0.030540245	0.002832973	Other
AT1G27200	-0.030199635	0.999761591	0.999999999	13.5	0.007386304	0.037585939	-0.030199635	0.002833153	Other
AT1G53710	-0.030199635	0.999761591	0.999999999	13.5	0.007386304	0.037585939	-0.030199635	0.002833153	Other
AT1G67310	-0.030199635	0.999761591	0.999999999	13.5	0.007386304	0.037585939	-0.030199635	0.002833153	Other
AT2G20300	-0.030199635	0.999761591	0.999999999	13.5	0.007386304	0.037585939	-0.030199635	0.002833153	Other
AT5G42920	-0.025590381	0.999692498	0.999999999	15.78571429	0.006901516	0.032491897	-0.025590381	0.002833512	Other
AT2G36720	-0.020649954	0.999572363	0.999999999	19.28571429	0.006381766	0.02703172	-0.020649954	0.00283378	Other
AT3G11880	-0.020649954	0.999572363	0.999999999	19.28571429	0.006381766	0.02703172	-0.020649954	0.00283378	Other
AT3G60640	-0.020649954	0.999572363	0.999999999	19.28571429	0.006381766	0.02703172	-0.020649954	0.00283378	Other
AT4G29960	-0.009760178	0.998760926	0.999999999	37.71428571	0.005238133	0.014998312	-0.009760178	0.002836185	Other
AT5G11960	-0.009760178	0.998760926	0.999999999	37.71428571	0.005238133	0.014998312	-0.009760178	0.002836185	Other
AT1G70580	-0.011138697	0.998954875	0.999999999	33.64285714	0.00538362	0.016522318	-0.011138697	0.002836529	Other
AT3G11540	-0.02141504	0.999594481	0.999999999	18.64285714	0.00646587	0.02788091	-0.02141504	0.002837008	Other
AT3G08510	-0.008389703	0.998506398	0.999999999	42.85714286	0.005097436	0.013487139	-0.008389703	0.002839409	Other
AT2G37270	7.24E-05	0.992531788	0.999999999	274.5714286	0.004207309	0.004134959	7.24E-05	0.002839966	Other
AT4G03420	-0.032935599	0.999789873	0.999999999	12.42857143	0.007683161	0.04061876	-0.032935599	0.002841171	Other
AT5G62600	-0.032935599	0.999789873	0.999999999	12.42857143	0.007683161	0.04061876	-0.032935599	0.002841171	Other
AT1G13460	-0.028143049	0.999732828	0.999999999	14.42857143	0.007178783	0.035321833	-0.028143049	0.002841262	Other
AT3G54680	-0.014360826	0.999261106	0.999999999	26.85714286	0.005728314	0.02008914	-0.014360826	0.002841526	Other
AT2G47940	-0.001414118	0.994781152	0.999999999	140.6428571	0.004368013	0.005782131	-0.001414118	0.002843797	Other
AT1G78380	0.001125701	0.990024353	0.999999999	833.1428571	0.004100969	0.002975268	0.001125701	0.002844073	Other
AT1G20330	-0.002169469	0.99558006	0.999999999	112.7142857	0.004449402	0.006618871	-0.002169469	0.002845496	Other
AT5G14320	0.000823607	0.990815804	0.999999999	523.9285714	0.004135314	0.003311707	0.000823607	0.002846376	Other
AT5G54600	0.000898051	0.990610815	0.999999999	575	0.004129242	0.003231192	0.000898051	0.002847973	Other
AT4G34265	-0.002402716	0.995784052	0.999999999	106.1428571	0.004477027	0.006879744	-0.002402716	0.002848276	Other
AT2G18960	9.80E-05	0.992403173	0.999999999	277.0714286	0.004217399	0.004119352	9.80E-05	0.002851543	Other
AT3G50500	-0.004408229	0.997145003	0.999999999	70.92857143	0.004693011	0.00910124	-0.004408229	0.002852689	Other
AT4G13940	0.001211603	0.989689744	0.999999999	977.7142857	0.004102578	0.002890975	0.001211603	0.00285371	Other
AT2G36170	-0.000378889	0.993251229	0.999999999	211.5714286	0.004271141	0.00465003	-0.000378889	0.002854744	Other
AT2G38270	-0.00316678	0.996370225	0.999999999	89.14285714	0.00456628	0.00773306	-0.00316678	0.002856261	Other
AT1G01050	-0.001000587	0.994185331	0.999999999	161.8571429	0.004338937	0.005339525	-0.001000587	0.002856874	Other
AT1G10830	-0.013537249	0.999185556	0.999999999	28.28571429	0.005658763	0.019196012	-0.013537249	0.002857034	Other
AT5G58560	-0.00830095	0.998456989	0.999999999	43.14285714	0.005112799	0.013413749	-0.00830095	0.002861762	Other
AT4G16760	-0.004740125	0.997286805	0.999999999	67.14285714	0.004738657	0.009478782	-0.004740125	0.002862378	Other
AT5G25754	-0.002355768	0.995684978	0.999999999	107	0.004488131	0.0068439	-0.002355768	0.002862794	Other
AT5G39510	-0.003739938	0.996734971	0.999999999	79.57142857	0.004633995	0.008373933	-0.003739938	0.00286294	Other
AT3G49850	-0.03033845	0.999758074	0.999999999	13.42857143	0.007434621	0.037773071	-0.03033845	0.002863648	Other
AT5G38830	-0.009296371	0.998650316	0.999999999	39.21428571	0.005220237	0.014516608	-0.009296371	0.002864166	Other
AT1G77450	-0.007536425	0.998272349	0.999999999	46.71428571	0.005035692	0.012572118	-0.007536425	0.002864811	Other
AT1G20050	-0.001881913	0.995206592	0.999999999	121.2142857	0.00444148	0.006323393	-0.001881913	0.002865715	Other
AT3G11810	-0.014464724	0.999253183	0.999999999	26.64285714	0.005766646	0.02023137	-0.014464724	0.002866312	Other
AT5G13430	-0.00124331	0.994456303	0.999999999	147.7857143	0.004375606	0.005618916	-0.00124331	0.002866934	Other
AT2G17980	-0.015721283	0.999337328	0.999999999	24.71428571	0.005901146	0.021622429	-0.015721283	0.002868329	Other
AT1G73790	-0.020051348	0.999539879	0.999999999	19.78571429	0.006358041	0.02640939	-0.020051348	0.002869324	Other
AT3G09690	-0.020051348	0.999539879	0.999999999	19.78571429	0.006358041	0.02640939	-0.020051348	0.002869324	Other
AT3G11630	0.001226532	0.989502914	0.999999999	976.1428571	0.004118289	0.002891757	0.001226532	0.002869347	Other
AT5G12040	-0.00822566	0.998426814	0.999999999	43.42857143	0.005115664	0.013341324	-0.00822566	0.002871525	Other
AT2G18290	-0.013676609	0.999186493	0.999999999	28	0.005690738	0.019367347	-0.013676609	0.002872691	Other
AT2G21280	-0.005028658	0.997395915	0.999999999	64.14285714	0.004780959	0.009809617	-0.005028658	0.002873173	Other
AT5G01090	-0.01104742	0.998908333	0.999999999	33.78571429	0.005415205	0.016462626	-0.01104742	0.002873799	Other
AT1G36732	-0.002693355	0.995935028	0.999999999	98.42857143	0.004537078	0.007230433	-0.002693355	0.002874928	Other
AT3G15880	-0.012891978	0.999112698	0.999999999	29.5	0.005612888	0.018504865	-0.012891978	0.002876982	Other
AT3G04940	-0.007329485	0.998195523	0.999999999	47.71428571	0.005029554	0.012359039	-0.007329485	0.002878965	Other
AT4G31430	-0.014895235	0.999275844	0.999999999	25.92857143	0.005827214	0.020722449	-0.014895235	0.00288011	Other
AT1G51980	-0.001448428	0.994644248	0.999999999	137.4285714	0.004412684	0.005861113	-0.001448428	0.002880946	Other
AT1G49140	-0.001164275	0.994279374	0.999999999	151.1428571	0.004383258	0.005547534	-0.001164275	0.002881385	Other
AT3G52220	-0.009584668	0.9986779	0.999999999	38.14285714	0.005272148	0.014856816	-0.009584668	0.002883676	Other
AT3G45160	-0.001379762	0.99454272	0.999999999	140.3571429	0.004409242	0.005789005	-0.001379762	0.002884371	Other
AT1G17370	-0.00737752	0.998198434	0.999999999	47.42857143	0.005041482	0.012419001	-0.00737752	0.002885183	Other
AT5G17000	-0.023379265	0.999631066	0.999999999	17.14285714	0.006730769	0.030110034	-0.023379265	0.00288961	Other
AT1G02090	-0.00947385	0.998651101	0.999999999	38.5	0.00526746	0.014741309	-0.00947385	0.002889988	Other
AT3G57090	-0.006463756	0.997916567	0.999999999	52.71428571	0.004951152	0.011414909	-0.006463756	0.002890481	Other
AT2G23350	-0.001526282	0.994687127	0.999999999	133.6428571	0.004432727	0.005959008	-0.001526282	0.002891665	Other
AT3G17880	-0.016818094	0.999387009	0.999999999	23.21428571	0.006046063	0.022864157	-0.016818094	0.002894987	Other
AT3G26430	-0.017776505	0.999435931	0.999999999	22.07142857	0.006147014	0.02392352	-0.017776505	0.002895047	Other
AT4G39170	-0.015495111	0.999307429	0.999999999	25	0.005907692	0.021402803	-0.015495111	0.002895793	Other
AT1G43900	-0.009323457	0.998615193	0.999999999	39	0.005259698	0.014583154	-0.009323457	0.002897289	Other
AT1G78240	-0.012941063	0.999100817	0.999999999	29.35714286	0.005642146	0.018583209	-0.012941063	0.002898779	Other
AT3G19760	-0.003263258	0.996298568	0.999999999	86.64285714	0.004623533	0.007886791	-0.003263258	0.002898873	Other
AT5G53440	-0.027363846	0.99970857	0.999999999	14.78571429	0.007162899	0.034526745	-0.027363846	0.002901101	Other
AT1G34270	-0.056707597	0.999900158	0.999999999	7.357142857	0.010252543	0.06696014	-0.056707597	0.00290185	Other
AT3G12940	-0.056707597	0.999900158	0.999999999	7.357142857	0.010252543	0.06696014	-0.056707597	0.00290185	Other
AT3G24120	-0.0094809	0.998636034	0.999999999	38.42857143	0.005283339	0.014764239	-0.0094809	0.002903684	Other
AT4G21570	-0.00681932	0.998004774	0.999999999	50.42857143	0.00500396	0.01182328	-0.00681932	0.002904396	Other
AT2G41140	-0.011939707	0.998990125	0.999999999	31.5	0.005542958	0.017482665	-0.011939707	0.002904405	Other
AT2G04400	-0.011636694	0.998953774	0.999999999	32.21428571	0.005511659	0.017148353	-0.011636694	0.002904945	Other
AT5G19510	0.000918624	0.99007372	0.999999999	548.2857143	0.004190061	0.003271436	0.000918624	0.002904958	Other
AT5G26740	-0.009394066	0.998615116	0.999999999	38.71428571	0.005278963	0.014673028	-0.009394066	0.002907994	Other
AT5G07090	0.000699598	0.990629334	0.999999999	427.2142857	0.004216521	0.003516923	0.000699598	0.002908039	Other
AT3G02860	-0.025270538	0.99966821	0.999999999	15.92857143	0.006951523	0.032222061	-0.025270538	0.002909219	Other
AT3G44010	0.000699669	0.990614874	0.999999999	426.5	0.004218453	0.003518785	0.000699669	0.002909794	Other
AT2G17730	-0.034752299	0.999796992	0.999999999	11.78571429	0.007950837	0.042703136	-0.034752299	0.002910335	Other
AT2G38480	-0.034752299	0.999796992	0.999999999	11.78571429	0.007950837	0.042703136	-0.034752299	0.002910335	Other
AT5G44040	-0.034752299	0.999796992	0.999999999	11.78571429	0.007950837	0.042703136	-0.034752299	0.002910335	Other
AT5G61380	-0.034752299	0.999796992	0.999999999	11.78571429	0.007950837	0.042703136	-0.034752299	0.002910335	Other
AT1G12270	-0.011145199	0.998884759	0.999999999	33.42857143	0.005467613	0.016612812	-0.011145199	0.002911903	Other
AT5G58200	-0.00547782	0.99750298	0.999999999	59.78571429	0.004871425	0.010349245	-0.00547782	0.002912245	Other
AT1G29850	-0.003912482	0.996695342	0.999999999	76.42857143	0.004706894	0.008619376	-0.003912482	0.002912464	Other
AT5G45620	-0.005635018	0.997566572	0.999999999	58.5	0.004888821	0.010523839	-0.005635018	0.002913014	Other
AT1G62600	-0.014458252	0.999220763	0.999999999	26.57142857	0.005821038	0.02027929	-0.014458252	0.002916139	Other
AT3G53020	0.000491258	0.991056396	0.999999999	350.7142857	0.004250675	0.003759417	0.000491258	0.002919098	Other
AT2G40540	-0.013826857	0.999165889	0.999999999	27.64285714	0.005759639	0.019586496	-0.013826857	0.002920721	Other
AT2G23420	-0.011954313	0.998977555	0.999999999	31.42857143	0.005562619	0.017516932	-0.011954313	0.002920803	Other
AT3G57800	-0.008460612	0.998409465	0.999999999	42.21428571	0.005195288	0.0136559	-0.008460612	0.002921189	Other
AT5G24610	-0.004870314	0.99720337	0.999999999	65.21428571	0.004817653	0.009687967	-0.004870314	0.002921452	Other
AT2G07360	-0.010917547	0.99884228	0.999999999	34	0.005456481	0.016374029	-0.010917547	0.002923513	Other
AT3G48680	-0.003393286	0.99630697	0.999999999	84	0.004665969	0.008059255	-0.003393286	0.002924884	Other
AT3G22950	-0.010603952	0.99879415	0.999999999	34.85714286	0.005426581	0.016030533	-0.010603952	0.002926326	Other
AT2G21410	-0.009273617	0.998569249	0.999999999	39.07142857	0.005287274	0.014560891	-0.009273617	0.002926985	Other
AT5G23540	-0.003556937	0.996414906	0.999999999	81.35714286	0.004685988	0.008242925	-0.003556937	0.00292741	Other
AT5G61530	-0.011020395	0.998852368	0.999999999	33.71428571	0.005472013	0.016492408	-0.011020395	0.00292777	Other
AT1G32150	-0.03386877	0.999785925	0.999999999	12.07142857	0.007880569	0.041749339	-0.03386877	0.002930904	Other
AT2G38290	-0.03386877	0.999785925	0.999999999	12.07142857	0.007880569	0.041749339	-0.03386877	0.002930904	Other
AT5G57900	-0.016556287	0.999353363	0.999999999	23.5	0.006059129	0.022615416	-0.016556287	0.002931742	Other
AT5G19485	-0.022143083	0.999585348	0.999999999	18	0.006647673	0.028790757	-0.022143083	0.002932159	Other
AT1G80260	-0.018255056	0.999440973	0.999999999	21.5	0.006240379	0.024495435	-0.018255056	0.002933944	Other
AT1G75560	-0.009815446	0.998659197	0.999999999	37.21428571	0.005352063	0.015167509	-0.009815446	0.002934001	Other
AT1G58030	-0.00313964	0.99608446	0.999999999	88.21428571	0.004649503	0.007789143	-0.00313964	0.002934143	Other
AT2G32990	-0.023976064	0.99963273	0.999999999	16.71428571	0.00684435	0.030820414	-0.023976064	0.002935535	Other
AT2G27460	-0.028803712	0.999723976	0.999999999	14.07142857	0.007353568	0.03615728	-0.028803712	0.00293648	Other
AT2G30700	-0.014308468	0.999195378	0.999999999	26.78571429	0.005827829	0.020136297	-0.014308468	0.002936549	Other
AT2G07340	-0.00616053	0.997720232	0.999999999	54.42857143	0.004970608	0.011131138	-0.00616053	0.002936963	Other
AT1G54350	-0.016947454	0.999372383	0.999999999	23	0.006107314	0.023054768	-0.016947454	0.002938085	Other
AT2G40730	-0.01225369	0.998995927	0.999999999	30.71428571	0.005614677	0.017868367	-0.01225369	0.002939391	Other
AT5G06060	-0.005060558	0.997250865	0.999999999	63.21428571	0.004857824	0.009918382	-0.005060558	0.002939679	Other
AT2G22640	-0.015697487	0.999293871	0.999999999	24.64285714	0.005980644	0.021678131	-0.015697487	0.002942523	Other
AT5G67320	-0.015697487	0.999293871	0.999999999	24.64285714	0.005980644	0.021678131	-0.015697487	0.002942523	Other
AT5G13980	-0.006081947	0.997677184	0.999999999	54.92857143	0.004969761	0.011051709	-0.006081947	0.002943681	Other
AT5G55610	-0.010949517	0.9988254	0.999999999	33.85714286	0.005483452	0.016432969	-0.010949517	0.00294487	Other
AT5G40190	-0.00618369	0.997712523	0.999999999	54.21428571	0.004981938	0.011165628	-0.00618369	0.002945008	Other
AT1G17220	-0.002038552	0.995025659	0.999999999	113.6428571	0.004545889	0.006584441	-0.002038552	0.002945262	Other
AT2G23140	-0.029426559	0.999731112	0.999999999	13.78571429	0.007430246	0.036856805	-0.029426559	0.002946537	Other
AT3G26400	-0.029426559	0.999731112	0.999999999	13.78571429	0.007430246	0.036856805	-0.029426559	0.002946537	Other
AT3G59780	-0.001222099	0.994009439	0.999999999	144.7857143	0.004463405	0.005685504	-0.001222099	0.002948392	Other
AT5G11450	-0.001262869	0.994061469	0.999999999	142.7857143	0.004468583	0.005731452	-0.001262869	0.002949193	Other
AT2G41680	-0.001738865	0.994668507	0.999999999	123.2857143	0.004518696	0.006257561	-0.001738865	0.002949201	Other
AT5G06360	-0.002200037	0.995175877	0.999999999	108.8571429	0.004568137	0.006768174	-0.002200037	0.002950012	Other
AT5G53860	-0.003853377	0.996542336	0.999999999	76.71428571	0.004742855	0.008596232	-0.003853377	0.002950629	Other
AT3G60910	-0.007606913	0.998153146	0.999999999	45.92857143	0.005139133	0.012746046	-0.007606913	0.002951686	Other
AT1G08570	-0.00169984	0.99460751	0.999999999	124.5714286	0.00451796	0.0062178	-0.00169984	0.002952252	Other
AT5G10980	0.000355533	0.991122117	0.999999999	308.2142857	0.004301683	0.00394615	0.000355533	0.002952322	Other
AT4G30996	-0.008046889	0.998264829	0.999999999	43.85714286	0.005187568	0.013234457	-0.008046889	0.002953606	Other
AT2G03780	-0.018367238	0.999436609	0.999999999	21.35714286	0.006275958	0.024643196	-0.018367238	0.00295545	Other
AT2G40600	-0.006719941	0.997879341	0.999999999	50.71428571	0.00505028	0.011770221	-0.006719941	0.002955769	Other
AT1G10940	-0.007996467	0.998247948	0.999999999	44.07142857	0.005185335	0.013181802	-0.007996467	0.002956388	Other
AT3G02600	-0.008690473	0.998411312	0.999999999	41.14285714	0.005258413	0.013948886	-0.008690473	0.002956411	Other
AT1G61210	-0.031854474	0.999760602	0.999999999	12.78571429	0.007696869	0.039551343	-0.031854474	0.002956537	Other
AT4G38900	-0.031854474	0.999760602	0.999999999	12.78571429	0.007696869	0.039551343	-0.031854474	0.002956537	Other
AT4G22360	-0.018298984	0.999432865	0.999999999	21.42857143	0.006270085	0.024569069	-0.018298984	0.002956637	Other
AT3G49140	-0.004291786	0.996796366	0.999999999	71.07142857	0.004795994	0.00908778	-0.004291786	0.002956954	Other
AT4G18060	-0.013247115	0.999085559	0.999999999	28.64285714	0.005739536	0.018986651	-0.013247115	0.002957746	Other
AT4G33470	-0.013247115	0.999085559	0.999999999	28.64285714	0.005739536	0.018986651	-0.013247115	0.002957746	Other
AT3G27830	0.001134726	0.988966597	0.999999999	692.4285714	0.00422584	0.003091114	0.001134726	0.002957911	Other
AT1G75180	-0.008254046	0.998308348	0.999999999	42.92857143	0.005214655	0.0134687	-0.008254046	0.002958384	Other
AT1G50710	-0.022599514	0.999590038	0.999999999	17.64285714	0.006725363	0.029324877	-0.022599514	0.002958981	Other
AT1G67325	-0.014588922	0.999201554	0.999999999	26.28571429	0.005884652	0.020473573	-0.014588922	0.00296125	Other
AT3G62240	-0.021739735	0.999563306	0.999999999	18.28571429	0.006638747	0.028378482	-0.021739735	0.002962497	Other
AT1G74950	-0.019055915	0.999464312	0.999999999	20.64285714	0.006356761	0.025412676	-0.019055915	0.002962969	Other
AT1G67700	0.000591328	0.990448937	0.999999999	367.1428571	0.004290148	0.00369882	0.000591328	0.002964342	Other
AT5G09330	-0.009523784	0.998568605	0.999999999	38.07142857	0.005356393	0.014880177	-0.009523784	0.002965696	Other
AT3G13060	-0.020767334	0.999529564	0.999999999	19.07142857	0.006541089	0.027308423	-0.020767334	0.00296675	Other
AT5G04490	-0.007148037	0.997995023	0.999999999	48.21428571	0.005107777	0.012255814	-0.007148037	0.002967019	Other
AT4G29390	0.000165986	0.991429981	0.999999999	268.5	0.004340059	0.004174073	0.000165986	0.002968991	Other
AT5G41770	-0.014491769	0.9991879	0.999999999	26.42857143	0.005884138	0.020375906	-0.014491769	0.002970038	Other
AT1G31730	-0.010027105	0.998652413	0.999999999	36.42857143	0.005415669	0.015442774	-0.010027105	0.002971391	Other
AT1G15750	-0.001898187	0.994745805	0.999999999	117.1428571	0.004561387	0.006459574	-0.001898187	0.002972653	Other
AT4G36760	-0.010456486	0.998721099	0.999999999	35.14285714	0.005463272	0.015919758	-0.010456486	0.002973568	Other
